Reservoir Storage Volume and Zones
"Scenario: GridMet, Reservoir: Pepacton Reservoir"
Cubic Meter
Variable,"Storage Volume","Top of Buffer","Top of Conservation","Top of Inactive"
6/1/1999,532978616,450000000,540000000,0
6/2/1999,530868140,450000000,540000000,0
6/3/1999,528872312,450000000,540000000,0
6/4/1999,527094000,450000000,540000000,0
6/5/1999,525690000,450000000,540000000,0
6/6/1999,523782032,450000000,540000000,0
6/7/1999,521813312,450000000,540000000,0
6/8/1999,520425685,450000000,540000000,0
6/9/1999,518937864,450000000,540000000,0
6/10/1999,518287649,450000000,540000000,0
6/11/1999,516899994,450000000,540000000,0
6/12/1999,514767117,450000000,540000000,0
6/13/1999,512678132,450000000,540000000,0
6/14/1999,510784846,450000000,540000000,0
6/15/1999,509076842,450000000,540000000,0
6/16/1999,508864527,450000000,540000000,0
6/17/1999,508130553,450000000,540000000,0
6/18/1999,506904140,450000000,540000000,0
6/19/1999,505454703,450000000,540000000,0
6/20/1999,503853891,450000000,540000000,0
6/21/1999,502222042,450000000,540000000,0
6/22/1999,500581593,450000000,540000000,0
6/23/1999,498872877,450000000,540000000,0
6/24/1999,497108868,450000000,540000000,0
6/25/1999,495360419,450000000,540000000,0
6/26/1999,493698746,450000000,540000000,0
6/27/1999,492201279,450000000,540000000,0
6/28/1999,491431572,450000000,540000000,0
6/29/1999,492091099,450000000,540000000,0
6/30/1999,493589851,450000000,540000000,0
7/1/1999,494585148,450000000,540000000,0
7/2/1999,494913297,450000000,540000000,0
7/3/1999,497612028,450000000,540000000,0
7/4/1999,505081679,450000000,540000000,0
7/5/1999,512554192,450000000,540000000,0
7/6/1999,516899098,450000000,540000000,0
7/7/1999,522330323,450000000,540000000,0
7/8/1999,525540468,450000000,540000000,0
7/9/1999,528494788,450000000,540000000,0
7/10/1999,532298821,450000000,540000000,0
7/11/1999,534659961,450000000,540000000,0
7/12/1999,535635340,450000000,540000000,0
7/13/1999,536120138,450000000,540000000,0
7/14/1999,535141254,450000000,540000000,0
7/15/1999,533865541,450000000,540000000,0
7/16/1999,533375661,450000000,540000000,0
7/17/1999,532931651,450000000,540000000,0
7/18/1999,531028678,450000000,540000000,0
7/19/1999,528770091,450000000,540000000,0
7/20/1999,526475514,450000000,540000000,0
7/21/1999,524142188,450000000,540000000,0
7/22/1999,521789582,450000000,540000000,0
7/23/1999,519424004,450000000,540000000,0
7/24/1999,517385129,450000000,540000000,0
7/25/1999,515422240,450000000,540000000,0
7/26/1999,513268713,450000000,540000000,0
7/27/1999,511063131,450000000,540000000,0
7/28/1999,510074280,450000000,540000000,0
7/29/1999,508522352,450000000,540000000,0
7/30/1999,506925822,450000000,540000000,0
7/31/1999,505455524,450000000,540000000,0
8/1/1999,503872883,450000000,540000000,0
8/2/1999,502248004,450000000,540000000,0
8/3/1999,501736532,450000000,540000000,0
8/4/1999,500498759,450000000,540000000,0
8/5/1999,498942536,450000000,540000000,0
8/6/1999,497053696,450000000,540000000,0
8/7/1999,495163388,450000000,540000000,0
8/8/1999,493360347,450000000,540000000,0
8/9/1999,491322713,450000000,540000000,0
8/10/1999,489230694,450000000,540000000,0
8/11/1999,487162164,450000000,540000000,0
8/12/1999,485631463,450000000,540000000,0
8/13/1999,484847533,450000000,540000000,0
8/14/1999,483531446,450000000,540000000,0
8/15/1999,482882513,450000000,540000000,0
8/16/1999,483146709,450000000,540000000,0
8/17/1999,482254829,450000000,540000000,0
8/18/1999,480849349,450000000,540000000,0
8/19/1999,479315331,450000000,540000000,0
8/20/1999,478261031,450000000,540000000,0
8/21/1999,478677372,450000000,540000000,0
8/22/1999,480197395,450000000,540000000,0
8/23/1999,481124892,450000000,540000000,0
8/24/1999,480894530,450000000,540000000,0
8/25/1999,480051455,450000000,540000000,0
8/26/1999,480436429,450000000,540000000,0
8/27/1999,482273295,450000000,540000000,0
8/28/1999,484026473,450000000,540000000,0
8/29/1999,484414801,450000000,540000000,0
8/30/1999,484027004,450000000,540000000,0
8/31/1999,483269076,450000000,540000000,0
9/1/1999,483442469,450000000,540000000,0
9/2/1999,483440221,450000000,540000000,0
9/3/1999,483280201,450000000,540000000,0
9/4/1999,483003709,450000000,540000000,0
9/5/1999,482965867,450000000,540000000,0
9/6/1999,483371429,450000000,540000000,0
9/7/1999,483290500,450000000,540000000,0
9/8/1999,483597464,450000000,540000000,0
9/9/1999,483802775,450000000,540000000,0
9/10/1999,484049798,450000000,540000000,0
9/11/1999,484072607,450000000,540000000,0
9/12/1999,483912265,450000000,540000000,0
9/13/1999,482919189,450000000,540000000,0
9/14/1999,481447922,450000000,540000000,0
9/15/1999,480681478,450000000,540000000,0
9/16/1999,497853067,450000000,540000000,0
9/17/1999,538801661,450000000,540000000,0
9/18/1999,540000000,450000000,540000000,0
9/19/1999,540000000,450000000,540000000,0
9/20/1999,540000000,450000000,540000000,0
9/21/1999,540000000,450000000,540000000,0
9/22/1999,540000000,450000000,540000000,0
9/23/1999,540000000,450000000,540000000,0
9/24/1999,540000000,450000000,540000000,0
9/25/1999,540000000,450000000,540000000,0
9/26/1999,539446972,450000000,540000000,0
9/27/1999,538494888,450000000,540000000,0
9/28/1999,537390262,450000000,540000000,0
9/29/1999,537007240,450000000,540000000,0
9/30/1999,537921878,450000000,540000000,0
10/1/1999,537815775,450000000,540000000,0
10/2/1999,536935907,450000000,540000000,0
10/3/1999,536714346,450000000,540000000,0
10/4/1999,539335386,450000000,540000000,0
10/5/1999,539707360,450000000,540000000,0
10/6/1999,539428466,450000000,540000000,0
10/7/1999,538761638,450000000,540000000,0
10/8/1999,538008621,450000000,540000000,0
10/9/1999,537656193,450000000,540000000,0
10/10/1999,537544315,450000000,540000000,0
10/11/1999,537264151,450000000,540000000,0
10/12/1999,536385064,450000000,540000000,0
10/13/1999,535596477,450000000,540000000,0
10/14/1999,535381914,450000000,540000000,0
10/15/1999,534801498,450000000,540000000,0
10/16/1999,533751370,450000000,540000000,0
10/17/1999,532497041,450000000,540000000,0
10/18/1999,531061752,450000000,540000000,0
10/19/1999,529668354,450000000,540000000,0
10/20/1999,528602221,450000000,540000000,0
10/21/1999,527439008,450000000,540000000,0
10/22/1999,526409335,450000000,540000000,0
10/23/1999,525866671,450000000,540000000,0
10/24/1999,525694946,450000000,540000000,0
10/25/1999,525443517,450000000,540000000,0
10/26/1999,526104209,450000000,540000000,0
10/27/1999,526627979,450000000,540000000,0
10/28/1999,527021984,450000000,540000000,0
10/29/1999,527310018,450000000,540000000,0
10/30/1999,527481933,450000000,540000000,0
10/31/1999,527536148,450000000,540000000,0
11/1/1999,527510652,450000000,540000000,0
11/2/1999,526587361,450000000,540000000,0
11/3/1999,527151319,450000000,540000000,0
11/4/1999,527659924,450000000,540000000,0
11/5/1999,527139526,450000000,540000000,0
11/6/1999,526456468,450000000,540000000,0
11/7/1999,525654757,450000000,540000000,0
11/8/1999,524725842,450000000,540000000,0
11/9/1999,523688101,450000000,540000000,0
11/10/1999,523076017,450000000,540000000,0
11/11/1999,522145009,450000000,540000000,0
11/12/1999,520912986,450000000,540000000,0
11/13/1999,519479509,450000000,540000000,0
11/14/1999,517968639,450000000,540000000,0
11/15/1999,516627567,450000000,540000000,0
11/16/1999,515055685,450000000,540000000,0
11/17/1999,513402472,450000000,540000000,0
11/18/1999,511713134,450000000,540000000,0
11/19/1999,509983540,450000000,540000000,0
11/20/1999,508235176,450000000,540000000,0
11/21/1999,506508343,450000000,540000000,0
11/22/1999,504763895,450000000,540000000,0
11/23/1999,502993545,450000000,540000000,0
11/24/1999,501367228,450000000,540000000,0
11/25/1999,500561128,450000000,540000000,0
11/26/1999,505196916,450000000,540000000,0
11/27/1999,512792448,450000000,540000000,0
11/28/1999,515983491,450000000,540000000,0
11/29/1999,517020167,450000000,540000000,0
11/30/1999,517696519,450000000,540000000,0
12/1/1999,519718791,450000000,540000000,0
12/2/1999,521374378,450000000,540000000,0
12/3/1999,522673164,450000000,540000000,0
12/4/1999,523647660,450000000,540000000,0
12/5/1999,524453274,450000000,540000000,0
12/6/1999,525277126,450000000,540000000,0
12/7/1999,526084053,450000000,540000000,0
12/8/1999,526562178,450000000,540000000,0
12/9/1999,526868885,450000000,540000000,0
12/10/1999,527411625,450000000,540000000,0
12/11/1999,527990128,450000000,540000000,0
12/12/1999,527733557,450000000,540000000,0
12/13/1999,527438029,450000000,540000000,0
12/14/1999,527741253,450000000,540000000,0
12/15/1999,528375098,450000000,540000000,0
12/16/1999,528450991,450000000,540000000,0
12/17/1999,528197925,450000000,540000000,0
12/18/1999,527857582,450000000,540000000,0
12/19/1999,527467934,450000000,540000000,0
12/20/1999,527034403,450000000,540000000,0
12/21/1999,526790504,450000000,540000000,0
12/22/1999,526529580,450000000,540000000,0
12/23/1999,526035840,450000000,540000000,0
12/24/1999,525499614,450000000,540000000,0
12/25/1999,524928765,450000000,540000000,0
12/26/1999,524329230,450000000,540000000,0
