Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: Delaware River at Montague_01438500"
Cubic Meter
Statistic,Modeled,Observed
1/6/2000,9160220,9434880
1/7/2000,10198417,8273664
1/8/2000,8453324,7426944
1/9/2000,7241633,6338304
1/10/2000,7205977,7015680
1/11/2000,12177139,13305600
1/12/2000,20332719,15603840
1/13/2000,18767851,12870144
1/14/2000,19898012,11539584
1/15/2000,18306367,10160640
1/16/2000,16191851,7983360
1/17/2000,14418757,7499520
1/18/2000,13040754,7983360
1/19/2000,12169749,7499520
1/20/2000,11142197,7983360
1/21/2000,10204133,7741440
1/22/2000,9242441,8225280
1/23/2000,8362640,7015680
1/24/2000,7626080,7015680
1/25/2000,7048962,8951040
1/26/2000,6606108,7983360
1/27/2000,6264690,8225280
1/28/2000,5996378,8709120
1/29/2000,5784360,8467200
1/30/2000,5615030,6531840
1/31/2000,5475802,6531840
2/1/2000,5357493,8225280
2/2/2000,5254744,8225280
2/3/2000,5164330,8467200
2/4/2000,5083817,7499520
2/5/2000,5012276,7741440
2/6/2000,4948453,6773760
2/7/2000,4895358,7257600
2/8/2000,3588786,9192960
2/9/2000,2988342,8951040
2/10/2000,2936840,7983360
2/11/2000,2895901,7475328
2/12/2000,4057023,8322048
2/13/2000,5200915,6628608
2/14/2000,4488833,7257600
2/15/2000,6454424,11587968
2/16/2000,6097766,18869760
2/17/2000,10049045,20224512
2/18/2000,11690763,17031168
2/19/2000,10383791,15676416
2/20/2000,8619665,13620096
2/21/2000,7601728,12821760
2/22/2000,8790520,11684736
2/23/2000,12792238,11902464
2/24/2000,18014418,12773376
2/25/2000,27718466,16765056
2/26/2000,45475544,26611200
2/27/2000,66099324,42094080
2/28/2000,95278940,69431040
3/1/2000,124119549,47416320
3/2/2000,122763087,38707200
3/3/2000,107717941,35320320
3/4/2000,104695909,30481920
3/5/2000,82315738,27095040
3/6/2000,60734987,25159680
3/7/2000,42371408,23393664
3/8/2000,29803096,23224320
3/9/2000,18642555,26853120
3/10/2000,13532747,32659200
3/11/2000,10858026,35804160
3/12/2000,11798904,60480000
3/13/2000,21972228,66528000
3/14/2000,22729719,47900160
3/15/2000,20585396,38707200
3/16/2000,23015531,32901120
3/17/2000,27785102,39191040
3/18/2000,42337029,43303680
3/19/2000,39242410,35804160
3/20/2000,36989020,30481920
3/21/2000,38080216,26611200
3/22/2000,35514997,24167808
3/23/2000,28264309,21893760
3/24/2000,20497133,19353600
3/25/2000,15687143,16450560
3/26/2000,12140151,14491008
3/27/2000,10204511,14563584
3/28/2000,12679944,20853504
3/29/2000,22024300,31691520
3/30/2000,21835854,28304640
3/31/2000,24110957,25159680
4/1/2000,23711102,21458304
4/2/2000,24759156,18410112
4/3/2000,20452048,17466624
4/4/2000,15986856,20732544
4/5/2000,17979753,38223360
4/6/2000,20837938,33868800
4/7/2000,31990648,29514240
4/8/2000,38020495,24192000
4/9/2000,34022712,26369280
4/10/2000,33527275,30723840
4/11/2000,29302496,28788480
4/12/2000,32252435,26611200
4/13/2000,36996280,24433920
4/14/2000,34517396,22450176
4/15/2000,26795112,20345472
4/16/2000,18601891,18458496
4/17/2000,14807982,18458496
4/18/2000,14356333,25885440
4/19/2000,17348107,38707200
4/20/2000,17951899,33626880
4/21/2000,18959819,29030400
4/22/2000,28370685,41852160
4/23/2000,38365945,43545600
4/24/2000,37749736,42577920
4/25/2000,35623292,38223360
4/26/2000,33051818,33143040
4/27/2000,32991827,29272320
4/28/2000,28760763,26611200
4/29/2000,22658606,22546944
4/30/2000,17597131,19039104
5/1/2000,13934116,17345664
5/2/2000,11427191,16208640
5/3/2000,9806839,14611968
5/4/2000,8062955,13499136
5/5/2000,6487084,12507264
5/6/2000,5739956,11176704
5/7/2000,5464806,9289728
5/8/2000,5437807,9652608
5/9/2000,5304454,10838016
5/10/2000,5634204,10257408
5/11/2000,7531047,18869760
5/12/2000,10998119,20006784
5/13/2000,17185505,25401600
5/14/2000,24472232,29272320
5/15/2000,29871108,29756160
5/16/2000,37390709,24917760
5/17/2000,38120244,22159872
5/18/2000,34719691,20418048
5/19/2000,33165232,24046848
5/20/2000,34033127,36288000
5/21/2000,34952732,35320320
5/22/2000,36489271,31449600
5/23/2000,37471869,35562240
5/24/2000,41737956,45480960
5/25/2000,45841457,67253760
5/26/2000,46216425,54432000
5/27/2000,48075636,41610240
5/28/2000,45339732,32901120
5/29/2000,38397703,27578880
5/30/2000,29478362,24192000
5/31/2000,20386389,20418048
6/1/2000,14161359,17248896
6/2/2000,10272469,15676416
6/3/2000,8154197,13692672
6/4/2000,7282456,10644480
6/5/2000,5845949,10281600
6/6/2000,6415284,19232640
6/7/2000,39532860,60238080
6/8/2000,58711132,49835520
6/9/2000,39442560,37013760
6/10/2000,34653844,29514240
6/11/2000,31165352,24433920
6/12/2000,58290032,26127360
6/13/2000,40421892,28546560
6/14/2000,40764952,31207680
6/15/2000,38844752,32175360
6/16/2000,32850372,28546560
6/17/2000,35168736,24917760
6/18/2000,24865416,22450176
6/19/2000,19774696,23998464
6/20/2000,15331501,22595328
6/21/2000,11217741,19377792
6/22/2000,14500208,19885824
6/23/2000,15722351,20756736
6/24/2000,12006273,17466624
6/25/2000,13096060,14491008
6/26/2000,11490342,13402368
6/27/2000,14275386,17055360
6/28/2000,11214075,15990912
6/29/2000,12839185,13402368
6/30/2000,13789496,13136256
7/1/2000,13387349,11660544
7/2/2000,10967564,9749376
7/3/2000,8553382,8322048
7/4/2000,7839552,8394624
7/5/2000,8136708,8830080
7/6/2000,7277580,7886592
7/7/2000,7523355,6604416
7/8/2000,6137476,6193152
7/9/2000,5665096,4862592
7/10/2000,5631049,4596480
7/11/2000,5342510,5443200
7/12/2000,4766198,5152896
7/13/2000,4391214,4983552
7/14/2000,5071824,4499712
7/15/2000,5003772,5467392
7/16/2000,19342816,13402368
7/17/2000,26563478,20926080
7/18/2000,21109918,16619904
7/19/2000,14906454,11902464
7/20/2000,12082506,8951040
7/21/2000,18898460,7717248
7/22/2000,12444149,7088256
7/23/2000,10558975,6507648
7/24/2000,10616346,5999616
7/25/2000,8597168,6193152
7/26/2000,7487030,5927040
7/27/2000,10344317,10184832
7/28/2000,16763731,10789632
7/29/2000,12689206,7934976
7/30/2000,11122560,7281792
7/31/2000,14353820,8854272
8/1/2000,20804042,9942912
8/2/2000,20781072,10378368
8/3/2000,19173234,9773568
8/4/2000,15600498,10160640
8/5/2000,17703882,8612352
8/6/2000,12532982,6338304
8/7/2000,13278304,7959168
8/8/2000,18460244,10910592
8/9/2000,14436527,9241344
8/10/2000,12518583,9313920
8/11/2000,11193248,8346240
8/12/2000,12417182,13184640
8/13/2000,16333570,24917760
8/14/2000,14713339,15144192
8/15/2000,17947428,12434688
8/16/2000,16015459,11563776
8/17/2000,19936630,10039680
8/18/2000,20325058,8781696
8/19/2000,13781211,7717248
8/20/2000,13367464,5927040
8/21/2000,10178513,5394816
8/22/2000,9463048,6289920
8/23/2000,8252386,6096384
8/24/2000,8452155,7064064
8/25/2000,9424105,7426944
8/26/2000,7882710,7088256
8/27/2000,8513995,5080320
8/28/2000,7074669,4790016
8/29/2000,8242630,5177088
8/30/2000,7313228,5056128
8/31/2000,5611746,5709312
9/1/2000,6986871,5298048
9/2/2000,7362570,5757696
9/3/2000,8239343,6507648
9/4/2000,8861262,6628608
9/5/2000,7860642,5225472
9/6/2000,6384259,5636736
9/7/2000,7433563,5249664
9/8/2000,6176933,5201280
9/9/2000,6466069,4959360
9/10/2000,6079283,5128704
9/11/2000,6247876,4693248
9/12/2000,5489836,5733504
9/13/2000,9560946,6676992
9/14/2000,22432354,15095808
9/15/2000,19464434,11975040
9/16/2000,23658800,10305792
9/17/2000,17384012,8443008
9/18/2000,26384890,6918912
9/19/2000,16927440,7596288
9/20/2000,19664594,7886592
9/21/2000,20920486,8370432
9/22/2000,16562863,6967296
9/23/2000,13344264,6386688
9/24/2000,11563571,4572288
9/25/2000,10225609,4644864
9/26/2000,8310028,5975424
9/27/2000,8842485,6604416
9/28/2000,9348792,6773760
9/29/2000,7473600,6846336
9/30/2000,6494821,6435072
10/1/2000,6403056,5902848
10/2/2000,6116974,5128704
10/3/2000,6773394,5588352
10/4/2000,5944642,5612544
10/5/2000,6319687,5685120
10/6/2000,7145610,6289920
10/7/2000,10352558,10136448
10/8/2000,9348006,7717248
10/9/2000,12011162,5878656
10/10/2000,9536140,5177088
10/11/2000,10440022,4572288
10/12/2000,10741148,4354560
10/13/2000,8345822,4257792
10/14/2000,8991554,4306176
10/15/2000,8004367,4354560
10/16/2000,8335411,4136832
10/17/2000,7391300,4088448
10/18/2000,8068629,4935168
10/19/2000,13554466,14394240
10/20/2000,18841308,13958784
10/21/2000,16303199,10620288
10/22/2000,17127306,8951040
10/23/2000,12669317,7765632
10/24/2000,15217197,6701184
10/25/2000,11528997,6483456
10/26/2000,11191196,6289920
10/27/2000,9835110,5636736
10/28/2000,8492356,5419008
10/29/2000,7893390,5007744
10/30/2000,6185464,5007744
10/31/2000,5562906,4669056
11/1/2000,5347068,4741632
11/2/2000,4801438,4669056
11/3/2000,4503084,4790016
11/4/2000,4052702,4862592
11/5/2000,3861724,4790016
11/6/2000,3805875,4596480
11/7/2000,3887922,4354560
11/8/2000,3799716,4475520
11/9/2000,3335165,4596480
11/10/2000,4233045,4620672
11/11/2000,9149833,9531648
11/12/2000,13612380,10209024
11/13/2000,10169854,8249472
11/14/2000,9100384,7305984
11/15/2000,12518999,7983360
11/16/2000,15441441,8515584
11/17/2000,13280907,7838208
11/18/2000,13259137,7136640
11/19/2000,11756715,6604416
11/20/2000,12333883,6338304
11/21/2000,10096914,6023808
11/22/2000,8893843,5878656
11/23/2000,7657646,5467392
11/24/2000,6638204,4644864
11/25/2000,5811912,4354560
11/26/2000,5220548,5104512
11/27/2000,5799344,7426944
11/28/2000,6045620,8104320
11/29/2000,5270674,7451136
11/30/2000,7664844,7064064
12/1/2000,9285258,7015680
12/2/2000,10106172,6628608
12/3/2000,8180004,5902848
12/4/2000,6401974,5031936
12/5/2000,5966867,4741632
12/6/2000,5295162,5152896
12/7/2000,5078264,5080320
12/8/2000,4914448,5080320
12/9/2000,4704866,4596480
12/10/2000,4440408,4354560
12/11/2000,4176294,4814208
12/12/2000,3954383,5273856
12/13/2000,4147693,5249664
12/14/2000,3954216,5080320
12/15/2000,3719024,5636736
12/16/2000,3454315,5394816
12/17/2000,3526257,28062720
12/18/2000,56503748,112008960
12/19/2000,76179928,51770880
12/20/2000,48458224,36046080
12/21/2000,36374156,28546560
12/22/2000,22660470,24917760
12/23/2000,44899868,21361536
12/24/2000,20139850,18797184
12/25/2000,19397692,16789248
12/26/2000,17369766,14708736
12/27/2000,14404077,13039488
12/28/2000,11648453,12797568
12/29/2000,9302814,13160448
12/30/2000,7607349,10571904
12/31/2000,6142356,9725184
1/1/2001,5227924,11346048
1/2/2001,4639120,10160640
1/3/2001,4243986,9434880
1/4/2001,3968356,8709120
1/5/2001,3768272,9192960
1/6/2001,3621886,9192960
1/7/2001,3499131,7983360
1/8/2001,3395240,7499520
1/9/2001,3348092,7499520
1/10/2001,3338603,7499520
1/11/2001,3195318,6531840
1/12/2001,3118516,6048000
1/13/2001,3039150,6289920
1/14/2001,2981916,5564160
1/15/2001,2932234,5564160
1/16/2001,2947800,5322240
1/17/2001,2907707,5564160
1/18/2001,2845513,5564160
1/19/2001,2866815,5806080
1/20/2001,3067422,5564160
1/21/2001,3425190,5080320
1/22/2001,3057291,5322240
1/23/2001,2953561,5080320
1/24/2001,2708624,5806080
1/25/2001,2746648,5322240
1/26/2001,2641726,5806080
1/27/2001,2620096,5322240
1/28/2001,2616950,4596480
1/29/2001,2115172,4354560
1/30/2001,2095033,5080320
1/31/2001,2670212,5322240
2/1/2001,3130120,7015680
2/2/2001,4751536,8225280
2/3/2001,8650892,8467200
2/4/2001,8194525,6773760
2/5/2001,6538760,6531840
2/6/2001,4999564,7015680
2/7/2001,5729590,6773760
2/8/2001,7952120,6773760
2/9/2001,9594005,6531840
2/10/2001,8894959,6773760
2/11/2001,13598192,10039680
2/12/2001,14039989,11370240
2/13/2001,11306478,9676800
2/14/2001,10258237,9192960
2/15/2001,12845918,9918720
2/16/2001,21440976,12362112
2/17/2001,29696636,12168576
2/18/2001,28858188,11055744
2/19/2001,20787390,10184832
2/20/2001,16913816,9507456
2/21/2001,14670233,10209024
2/22/2001,16857636,10184832
2/23/2001,16283900,8951040
2/24/2001,14248667,8660736
2/25/2001,11417185,8805888
2/26/2001,10863250,9942912
2/27/2001,13482274,10910592
2/28/2001,22101814,10450944
3/1/2001,22513356,9217152
3/2/2001,18610064,8902656
3/3/2001,14207571,8418816
3/4/2001,17685772,8104320
3/5/2001,24055738,8201088
3/6/2001,23293132,8515584
3/7/2001,18572696,8660736
3/8/2001,14871951,8660736
3/9/2001,14385512,8709120
3/10/2001,14908835,8322048
3/11/2001,25678106,7064064
3/12/2001,24813774,6604416
3/13/2001,24597942,8491392
3/14/2001,24579850,10983168
3/15/2001,34918088,11467008
3/16/2001,40819164,11321856
3/17/2001,44468304,11805696
3/18/2001,48590272,12071808
3/19/2001,50552436,13039488
3/20/2001,38819268,13813632
3/21/2001,35768892,15990912
3/22/2001,42455736,25885440
3/23/2001,46787140,38949120
3/24/2001,35870148,36771840
3/25/2001,40274376,30965760
3/26/2001,37302928,26853120
3/27/2001,29675478,23683968
3/28/2001,18181590,20998656
3/29/2001,12703146,19861632
3/30/2001,11552647,29272320
3/31/2001,18011770,62173440
4/1/2001,32264538,46690560
4/2/2001,32604934,37013760
4/3/2001,38128860,32901120
4/4/2001,30702146,31691520
4/5/2001,27741836,33384960
4/6/2001,21640292,37255680
4/7/2001,21031066,39432960
4/8/2001,20016222,47174400
4/9/2001,17828962,54190080
4/10/2001,22231166,83946240
4/11/2001,25067592,86607360
4/12/2001,18249106,71124480
4/13/2001,16868696,62899200
4/14/2001,11585346,55641600
4/15/2001,10699183,44755200
4/16/2001,7659794,37981440
4/17/2001,7191822,35320320
4/18/2001,6495802,30723840
4/19/2001,6275232,27095040
4/20/2001,5176570,23538816
4/21/2001,4656988,19426176
4/22/2001,5273756,17442432
4/23/2001,6387984,16958592
4/24/2001,5068300,16740864
4/25/2001,4806556,14732928
4/26/2001,4374609,13329792
4/27/2001,3999171,12071808
4/28/2001,3750468,10499328
4/29/2001,3589324,8467200
4/30/2001,3484006,8418816
5/1/2001,3380984,8951040
5/2/2001,3277548,8443008
5/3/2001,3187500,8297856
5/4/2001,3125918,7983360
5/5/2001,3100623,7305984
5/6/2001,3131808,5636736
5/7/2001,3097464,5539968
5/8/2001,3068932,5564160
5/9/2001,3045336,5419008
5/10/2001,3025717,4983552
5/11/2001,3010244,4620672
5/12/2001,2985899,4644864
5/13/2001,2991464,4451328
5/14/2001,3021792,4064256
5/15/2001,2955044,3677184
5/16/2001,2931781,3628800
5/17/2001,2911179,3943296
5/18/2001,2910932,4136832
5/19/2001,2917676,4523904
5/20/2001,2894274,4693248
5/21/2001,2867958,4572288
5/22/2001,2950761,5056128
5/23/2001,7503365,6289920
5/24/2001,11831785,7475328
5/25/2001,10870578,6967296
5/26/2001,8826689,6265728
5/27/2001,14515634,8346240
5/28/2001,25099314,11467008
5/29/2001,26113054,11805696
5/30/2001,22120266,9628416
5/31/2001,19492386,7789824
6/1/2001,17567532,6967296
6/2/2001,20513408,8781696
6/3/2001,28077290,16087680
6/4/2001,28995848,18119808
6/5/2001,29861670,15047424
6/6/2001,23155534,12144384
6/7/2001,24606170,10426752
6/8/2001,18870814,9096192
6/9/2001,15090478,7862400
6/10/2001,10539522,7015680
6/11/2001,7348482,6362496
6/12/2001,6537858,7838208
6/13/2001,7680900,7717248
6/14/2001,6230512,7064064
6/15/2001,5594449,6676992
6/16/2001,4908962,6773760
6/17/2001,7466452,11007360
6/18/2001,20011310,15265152
6/19/2001,14465425,11539584
6/20/2001,16784616,9096192
6/21/2001,14398801,9023616
6/22/2001,16449392,7959168
6/23/2001,11787661,7693056
6/24/2001,15200582,7402752
6/25/2001,12894243,6918912
6/26/2001,12730670,6652800
6/27/2001,13606896,6507648
6/28/2001,9697010,6193152
6/29/2001,8669138,6410880
6/30/2001,6263658,5999616
7/1/2001,5473012,5515776
7/2/2001,6172018,4910976
7/3/2001,7310280,6410880
7/4/2001,6231381,5636736
7/5/2001,8325366,3846528
7/6/2001,7230260,4596480
7/7/2001,6687001,5031936
7/8/2001,6814982,4064256
7/9/2001,7522664,4233600
7/10/2001,11460095,5515776
7/11/2001,8981915,5201280
7/12/2001,10426384,5370624
7/13/2001,11224656,4838400
7/14/2001,9136164,4427136
7/15/2001,7344036,3701376
7/16/2001,6986971,4185216
7/17/2001,6491050,4572288
7/18/2001,5971580,4427136
7/19/2001,5883742,4451328
7/20/2001,5168371,4257792
7/21/2001,5045540,4427136
7/22/2001,5121930,4088448
7/23/2001,5214023,4354560
7/24/2001,4205510,4765824
7/25/2001,3934349,4717440
7/26/2001,3859780,4838400
7/27/2001,5557426,4838400
7/28/2001,5335212,5031936
7/29/2001,5065911,4572288
7/30/2001,5487250,4233600
7/31/2001,5504172,4451328
8/1/2001,6038507,4427136
8/2/2001,4875451,4596480
8/3/2001,4724140,4475520
8/4/2001,5089930,4451328
8/5/2001,6308820,4741632
8/6/2001,5103359,4112640
8/7/2001,5387970,4935168
8/8/2001,5929984,5370624
8/9/2001,6391010,5830272
8/10/2001,5619878,5975424
8/11/2001,5044160,4765824
8/12/2001,5616470,4475520
8/13/2001,6019246,4427136
8/14/2001,7293450,4064256
8/15/2001,5843613,3967488
8/16/2001,5474982,3991680
8/17/2001,4467042,4161024
8/18/2001,6000598,4523904
8/19/2001,6529749,4402944
8/20/2001,6185518,3967488
8/21/2001,6098624,3846528
8/22/2001,5693768,4281984
8/23/2001,5310795,4306176
8/24/2001,5283260,4306176
8/25/2001,4898184,4451328
8/26/2001,4262265,4281984
8/27/2001,5559768,4112640
8/28/2001,4494619,4233600
8/29/2001,5367856,4233600
8/30/2001,5741424,4330368
8/31/2001,4749262,4402944
9/1/2001,5630308,4717440
9/2/2001,7813988,4838400
9/3/2001,6882152,4475520
9/4/2001,6793930,4330368
9/5/2001,4827486,4499712
9/6/2001,7647840,4402944
9/7/2001,6226910,5491584
9/8/2001,6244670,4862592
9/9/2001,6099982,4620672
9/10/2001,6771179,4572288
9/11/2001,6622261,4572288
9/12/2001,5853865,4548096
9/13/2001,5935385,4257792
9/14/2001,6777364,4475520
9/15/2001,8768666,4886784
9/16/2001,9570234,4451328
9/17/2001,9335329,4257792
9/18/2001,7722092,4427136
9/19/2001,7888362,4330368
9/20/2001,7359603,4402944
9/21/2001,17320622,5854464
9/22/2001,23349546,5757696
9/23/2001,16877158,4281984
9/24/2001,15040959,3507840
9/25/2001,19969886,4040064
9/26/2001,50674060,5370624
9/27/2001,42031324,6628608
9/28/2001,41942460,4838400
9/29/2001,31542666,3822336
9/30/2001,34390980,3241728
10/1/2001,26331172,3919104
10/2/2001,20748114,3991680
10/3/2001,15080035,4402944
10/4/2001,12528858,4257792
10/5/2001,9305291,4257792
10/6/2001,7818784,4669056
10/7/2001,7077469,4185216
10/8/2001,5565518,4112640
10/9/2001,5113446,4499712
10/10/2001,4627025,4185216
10/11/2001,4931402,4402944
10/12/2001,5059628,4354560
10/13/2001,4726260,4523904
10/14/2001,3622670,4209408
10/15/2001,4555214,4185216
10/16/2001,6273346,4475520
10/17/2001,5111484,4523904
10/18/2001,6804610,4548096
10/19/2001,5560254,4281984
10/20/2001,5669010,4209408
10/21/2001,5064808,4136832
10/22/2001,4631895,4161024
10/23/2001,5135448,4233600
10/24/2001,5642163,4233600
10/25/2001,6311862,4499712
10/26/2001,5488889,4790016
10/27/2001,5729427,4572288
10/28/2001,5268512,4427136
10/29/2001,5195420,4451328
10/30/2001,4705368,4402944
10/31/2001,4454370,4427136
11/1/2001,3861960,4088448
11/2/2001,3747033,4233600
11/3/2001,4046257,4330368
11/4/2001,3430101,4088448
11/5/2001,3257832,3967488
11/6/2001,3751649,4330368
11/7/2001,3242417,3943296
11/8/2001,3553452,3919104
11/9/2001,3419672,3701376
11/10/2001,3023868,3943296
11/11/2001,2933410,3749760
11/12/2001,3058718,3677184
11/13/2001,2999043,3701376
11/14/2001,2857889,3604608
11/15/2001,2667018,3701376
11/16/2001,2552545,3652992
11/17/2001,2706996,3773952
11/18/2001,2614265,3652992
11/19/2001,2402436,3628800
11/20/2001,2353909,3580416
11/21/2001,2279452,3628800
11/22/2001,2540410,3652992
11/23/2001,2469238,3701376
11/24/2001,2417233,3677184
11/25/2001,2272729,3822336
11/26/2001,3102138,3846528
11/27/2001,4770138,4306176
11/28/2001,3393043,4161024
11/29/2001,4629932,3507840
11/30/2001,3634965,3556224
12/1/2001,5749832,3677184
12/2/2001,8135138,5056128
12/3/2001,7435286,5539968
12/4/2001,7884561,4136832
12/5/2001,6752848,3556224
12/6/2001,7880982,3265920
12/7/2001,6246245,3048192
12/8/2001,5924616,3459456
12/9/2001,7700921,3193344
12/10/2001,8944653,3072384
