datetime,delMontague_lag2_regression_disagg,delMontague_lag2_perfect_foresight,delMontague_lag2_same_day,delMontague_lag1_regression_disagg,delMontague_lag1_perfect_foresight,delMontague_lag1_same_day,delTrenton_lag4_regression_disagg,delTrenton_lag4_perfect_foresight,delTrenton_lag4_same_day,delTrenton_lag3_regression_disagg,delTrenton_lag3_perfect_foresight,delTrenton_lag3_same_day,delTrenton_lag2_regression_disagg,delTrenton_lag2_perfect_foresight,delTrenton_lag2_same_day,delTrenton_lag1_regression_disagg,delTrenton_lag1_perfect_foresight,delTrenton_lag1_same_day,delMontague_lag1_regression_agg,delMontague_lag2_regression_agg,delTrenton_lag1_regression_agg,delTrenton_lag2_regression_agg,delTrenton_lag3_regression_agg,delTrenton_lag4_regression_agg,delMontague_lag0_moving_average,delMontague_lag1_moving_average,delMontague_lag2_moving_average,delTrenton_lag0_moving_average,delTrenton_lag1_moving_average,delTrenton_lag2_moving_average,delTrenton_lag3_moving_average,delTrenton_lag4_moving_average
11/26/1961,225.5276346,201.4663032,227.33842,227.3285646,227.1197269,227.33842,1026.73427,1748.235969,1137.00392,1043.46854,1832.652453,1137.00392,1132.604074,1132.64911,1137.00392,1333.580287,1333.579104,1137.00392,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,125.0345825,125.0345825,125.0345825,670.5507222,670.5507222,670.5507222,670.5507222,670.5507222
11/27/1961,293.7445202,284.7022436,304.9549301,201.4564952,201.4663032,304.9549301,811.8440998,1318.51318,846.6764907,725.2695155,1748.235969,846.6764907,768.7962509,1832.652453,846.6764907,1132.650293,1132.64911,846.6764907,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,159.3583078,159.3583078,159.3583078,749.8855315,749.8855315,749.8855315,749.8855315,749.8855315
11/28/1961,395.1720717,396.2540345,406.3898771,284.8160433,284.7022436,406.3898771,752.2924716,1100.884889,774.2991047,645.2377403,1318.51318,774.2991047,569.3312622,1748.235969,774.2991047,768.8900122,1832.652453,774.2991047,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,206.9855469,206.9855469,206.9855469,802.8686846,802.8686846,802.8686846,802.8686846,802.8686846
11/29/1961,662.3007271,660.8518961,670.626402,396.3488467,396.2540345,670.626402,1730.675001,1316.965192,2032.393985,1491.23454,1100.884889,2032.393985,1393.274634,1318.51318,2032.393985,1441.429443,1748.235969,2032.393985,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,256.6869538,256.6869538,256.6869538,984.4221279,984.4221279,984.4221279,984.4221279,984.4221279
11/30/1961,786.1665112,785.5527702,790.8964318,660.8421413,660.8518961,790.8964318,1908.437567,1506.885971,2228.985839,1812.464118,1316.965192,2228.985839,1561.469216,1100.884889,2228.985839,1558.451762,1318.51318,2228.985839,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,299.6849907,299.6849907,299.6849907,1169.931053,1169.931053,1169.931053,1169.931053,1169.931053
12/1/1961,732.1293743,731.4504547,737.5262543,785.7141618,785.5527702,737.5262543,1509.03441,1390.944071,1697.869498,1580.908874,1506.885971,1697.869498,1466.465438,1316.965192,1697.869498,1278.172707,1100.884889,1697.869498,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,368.3120668,368.3120668,368.3120668,1334.091063,1334.091063,1334.091063,1334.091063,1334.091063
12/2/1961,670.2410604,950.4462593,673.9629793,731.4977924,731.4504547,673.9629793,1218.346023,1292.439765,1331.204314,1291.098118,1390.944071,1331.204314,1356.021807,1506.885971,1331.204314,1267.848568,1316.965192,1331.204314,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,444.9274955,444.9274955,444.9274955,1377.530558,1377.530558,1377.530558,1377.530558,1377.530558
12/3/1961,821.84208,958.8630583,906.7744241,950.4365576,950.4462593,906.7744241,1295.514837,1406.608148,1530.369203,1397.398515,1292.439765,1530.369203,1549.803427,1390.944071,1530.369203,1364.958437,1506.885971,1530.369203,280.583196,279.7926309,0.001001017,0.001002793,0.001004571,0.001006334,552.5102021,552.5102021,552.5102021,1424.868483,1424.868483,1424.868483,1424.868483,1424.868483
12/4/1961,832.2865402,850.9149589,934.787924,958.9864743,958.8630583,934.787924,1345.357453,1964.771135,1628.470883,1437.850547,1406.608148,1628.470883,1595.730414,1292.439765,1628.470883,1635.851006,1390.944071,1628.470883,338.1375993,337.1535566,0.001001017,0.001002793,0.001004571,0.001006334,646.288172,646.288172,646.288172,1459.597002,1459.597002,1459.597002,1459.597002,1459.597002
12/5/1961,604.4071818,530.9595469,668.9349174,851.0003696,850.9149589,668.9349174,933.8425576,2090.075337,1071.456428,1157.020142,1964.771135,1071.456428,1219.992717,1406.608148,1071.456428,1358.375338,1292.439765,1071.456428,226.1082901,225.4954187,0.001001017,0.001002793,0.001004571,0.001006334,685.7137935,685.7137935,685.7137935,1496.024776,1496.024776,1496.024776,1496.024776,1496.024776
12/6/1961,487.3241787,516.6686152,516.0599753,530.9498983,530.9595469,516.0599753,756.9366419,2044.401179,832.1032536,794.5566861,2090.075337,832.1032536,1025.788912,1964.771135,832.1032536,1152.185606,1406.608148,832.1032536,99.83381938,99.6035868,0.001001017,0.001002793,0.001004571,0.001006334,713.058407,713.058407,713.058407,1405.30308,1405.30308,1405.30308,1405.30308,1405.30308
12/7/1961,477.2307601,547.6848111,506.8085307,516.687493,516.6686152,506.8085307,920.3499355,1893.332996,1053.839589,956.2917387,2044.401179,1053.839589,1023.123611,2090.075337,1053.839589,1232.228953,1964.771135,1053.839589,114.5242084,114.2523385,0.001001017,0.001002793,0.001004571,0.001006334,739.2579411,739.2579411,739.2579411,1317.538472,1317.538472,1317.538472,1317.538472,1317.538472
12/8/1961,521.9579186,517.5242155,564.5050481,547.8748418,547.6848111,564.5050481,1444.538774,1961.469685,1783.314157,1477.344528,1893.332996,1783.314157,1534.73457,2044.401179,1783.314157,1593.041135,2090.075337,1783.314157,152.7466313,152.3622814,0.001001017,0.001002793,0.001004571,0.001006334,736.5643662,736.5643662,736.5643662,1343.714935,1343.714935,1343.714935,1343.714935,1343.714935
12/9/1961,570.1320693,573.8801405,598.3544938,517.5146199,517.5242155,598.3544938,1721.08018,2021.822751,2125.626854,1689.80234,1961.469685,2125.626854,1710.876304,1893.332996,2125.626854,1855.72504,2044.401179,2125.626854,106.0021523,105.7545593,0.001001017,0.001002793,0.001004571,0.001006334,711.2857721,711.2857721,711.2857721,1444.993623,1444.993623,1444.993623,1444.993623,1444.993623
12/10/1961,618.6794723,596.0002411,639.3069289,573.870545,573.8801405,639.3069289,1741.390357,2024.893833,2115.342712,1719.862999,2021.822751,2115.342712,1664.567613,1961.469685,2115.342712,1757.721681,1893.332996,2115.342712,79.64190225,79.46747469,0.001001017,0.001002793,0.001004571,0.001006334,649.4585272,649.4585272,649.4585272,1557.614376,1557.614376,1557.614376,1557.614376,1557.614376
12/11/1961,594.4120908,629.0417796,602.8557709,596.1237632,596.0002411,602.8557709,1661.863099,2140.276644,1991.396249,1689.974448,2024.893833,1991.396249,1639.691586,2021.822751,1991.396249,1671.790795,1961.469685,1991.396249,35.77004858,35.7060089,0.001001017,0.001002793,0.001004571,0.001006334,584.5532859,584.5532859,584.5532859,1651.848766,1651.848766,1651.848766,1651.848766,1651.848766
12/12/1961,626.3788322,674.9187597,641.4786119,629.1273001,629.0417796,641.4786119,1762.073958,2124.318801,2123.618904,1789.932559,2140.276644,2123.618904,1802.578369,2024.893833,2123.618904,1781.037854,2021.822751,2123.618904,61.11423614,60.98846949,0.001001017,0.001002793,0.001004571,0.001006334,568.6336256,568.6336256,568.6336256,1785.813034,1785.813034,1785.813034,1785.813034,1785.813034
12/13/1961,611.1912303,625.5007825,633.2817308,674.9092171,674.9187597,633.2817308,1758.499613,2083.784675,2141.360759,1845.389939,2124.318801,2141.360759,1855.84502,2140.276644,2141.360759,1892.477975,2024.893833,2141.360759,85.72167839,85.53042999,0.001001017,0.001002793,0.001004571,0.001006334,566.1614609,566.1614609,566.1614609,1916.001113,1916.001113,1916.001113,1916.001113,1916.001113
12/14/1961,617.4804836,677.6635768,640.3053174,625.4912399,625.5007825,640.3053174,1693.900051,1588.05842,2050.857332,1722.477389,2083.784675,2050.857332,1808.276561,2124.318801,2050.857332,1859.568258,2140.276644,2050.857332,89.04323671,88.84291012,0.001001017,0.001002793,0.001004571,0.001006334,578.2411128,578.2411128,578.2411128,2033.45076,2033.45076,2033.45076,2033.45076,2033.45076
12/15/1961,675.4048481,726.7550648,710.3532016,677.8251806,677.6635768,710.3532016,1788.342955,904.1460899,2181.492172,1807.127113,1588.05842,2181.492172,1838.099711,2083.784675,2181.492172,1938.97371,2124.318801,2181.492172,130.494853,130.1766543,0.001001017,0.001002793,0.001004571,0.001006334,601.4047688,601.4047688,601.4047688,2094.722431,2094.722431,2094.722431,2094.722431,2094.722431
12/16/1961,700.6408775,737.5280413,740.0951499,726.8026146,726.7550648,740.0951499,1781.975158,1948.625019,2173.600361,1821.687518,904.1460899,2173.600361,1836.487937,1588.05842,2173.600361,1886.401829,2083.784675,2173.600361,145.8670739,145.5033601,0.001001017,0.001002793,0.001004571,0.001006334,628.8770627,628.8770627,628.8770627,2099.83385,2099.83385,2099.83385,2099.83385,2099.83385
12/17/1961,714.0764607,644.4773138,751.8761073,736.7769021,737.5280413,751.8761073,1780.883523,3407.824705,2162.409119,1817.117668,1948.625019,2162.409119,1847.071986,904.1460899,2162.409119,1897.33374,1588.05842,2162.409119,140.9518629,140.6027944,0.001001017,0.001002793,0.001004571,0.001006334,653.3949694,653.3949694,653.3949694,2102.310096,2102.310096,2102.310096,2102.310096,2102.310096
12/18/1961,179.2100691,254.6653243,180.3387431,645.2093016,644.4773138,180.3387431,1003.190125,4242.552547,1173.51023,1486.557514,3407.824705,1173.51023,1441.558878,1948.625019,1173.51023,1506.406826,904.1460899,1173.51023,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,649.5834844,649.5834844,649.5834844,2053.692623,2053.692623,2053.692623,2053.692623,2053.692623
12/19/1961,247.2597117,273.3110228,254.6650476,254.6558347,254.6653243,254.6650476,713.7605305,4481.04529,743.3207977,726.634972,4242.552547,743.3207977,1133.058332,3407.824705,743.3207977,877.9023616,1948.625019,743.3207977,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,645.2449616,645.2449616,645.2449616,1919.66994,1919.66994,1919.66994,1919.66994,1919.66994
12/20/1961,270.9217691,315.2232439,273.3110228,273.3015331,273.3110228,273.3110228,1674.025968,3574.900527,2017.057208,1710.944734,4481.04529,2017.057208,1743.289932,4242.552547,2017.057208,2011.67171,3407.824705,2017.057208,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,592.7317976,592.7317976,592.7317976,1892.438085,1892.438085,1892.438085,1892.438085,1892.438085
12/21/1961,968.9096262,961.8465178,988.2326434,311.6861664,315.2232439,988.2326434,3156.990726,3941.770162,3889.474938,2566.215067,3574.900527,3889.474938,2605.633421,4481.04529,3889.474938,2780.208696,4242.552547,3889.474938,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,590.567964,590.567964,590.567964,2095.1761,2095.1761,2095.1761,2095.1761,2095.1761
12/22/1961,1954.872866,1955.818125,1970.042833,953.7201319,961.8465178,1970.042833,4758.950449,4840.838864,5778.104007,3847.583706,3941.770162,5778.104007,3263.546544,3574.900527,5778.104007,3581.532032,4481.04529,5778.104007,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,611.354529,611.354529,611.354529,2457.985545,2457.985545,2457.985545,2457.985545,2457.985545
12/23/1961,1993.936469,2551.686099,2008.190002,1957.355119,1955.818125,2008.190002,4928.453258,4911.678114,6014.727977,4986.614323,4840.838864,6014.727977,4033.008227,3941.770162,6014.727977,3696.120557,3574.900527,6014.727977,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,656.9239417,656.9239417,656.9239417,2889.696458,2889.696458,2889.696458,2889.696458,2889.696458
12/24/1961,2196.156121,2822.523937,2387.610163,2555.675213,2551.686099,2387.610163,4444.0655,5592.142108,5544.007915,4790.328341,4911.678114,5544.007915,4972.25128,4840.838864,5544.007915,3635.674696,3941.770162,5544.007915,563.194251,561.4125079,0.001001017,0.001002793,0.001004571,0.001006334,892.2999973,892.2999973,892.2999973,3299.578948,3299.578948,3299.578948,3299.578948,3299.578948
12/25/1961,2285.444194,2624.484435,2643.615104,2826.083051,2822.523937,2643.615104,4272.952911,6262.508268,5549.478306,4707.621843,5592.142108,5549.478306,5267.900445,4911.678114,5549.478306,4987.391453,4840.838864,5549.478306,1017.433465,1013.915436,0.001001017,0.001002793,0.001004571,0.001006334,1232.083023,1232.083023,1232.083023,3746.413567,3746.413567,3746.413567,3746.413567,3746.413567
12/26/1961,2121.152102,2383.647813,2474.195639,2624.303795,2624.484435,2474.195639,3664.334293,6065.143482,4740.918385,4046.623,6262.508268,4740.918385,4607.160635,5592.142108,4740.918385,4941.569768,4911.678114,4740.918385,1009.174057,1005.688679,0.001001017,0.001002793,0.001004571,0.001006334,1539.153299,1539.153299,1539.153299,4230.382289,4230.382289,4230.382289,4230.382289,4230.382289
12/27/1961,1922.380965,2154.905927,2240.053078,2383.581235,2383.647813,2240.053078,3202.149789,5588.941725,4108.328775,3548.519313,6065.143482,4108.328775,4036.591387,6262.508268,4108.328775,4427.772648,5592.142108,4108.328775,925.3940063,922.2378753,0.001001017,0.001002793,0.001004571,0.001006334,1848.690316,1848.690316,1848.690316,4588.471546,4588.471546,4588.471546,4588.471546,4588.471546
12/28/1961,1771.055631,1924.613932,2056.884617,2154.896385,2154.905927,2056.884617,3687.80471,5155.38132,4819.114868,3997.241319,5588.941725,4819.114868,4443.472659,6065.143482,4819.114868,4846.541181,6262.508268,4819.114868,837.2489754,834.435156,0.001001017,0.001002793,0.001004571,0.001006334,2068.662919,2068.662919,2068.662919,4827.439063,4827.439063,4827.439063,4827.439063,4827.439063
12/29/1961,1637.599626,1815.039902,1877.252963,1924.433239,1924.613932,1877.252963,4222.513599,4783.453312,5585.309974,4482.864122,5155.38132,5585.309974,4857.411439,5588.941725,5585.309974,5366.511894,6065.143482,5585.309974,717.3872392,715.0313739,0.001001017,0.001002793,0.001004571,0.001006334,2231.859894,2231.859894,2231.859894,5003.517141,5003.517141,5003.517141,5003.517141,5003.517141
12/30/1961,1541.530036,1713.07236,1760.538112,1814.975812,1815.039902,1760.538112,4156.181627,4468.91748,5500.809193,4414.904527,4783.453312,5500.809193,4708.985252,5155.38132,5500.809193,5123.659605,5588.941725,5500.809193,659.7157988,657.5768156,0.001001017,0.001002793,0.001004571,0.001006334,2348.991656,2348.991656,2348.991656,5098.175319,5098.175319,5098.175319,5098.175319,5098.175319
12/31/1961,1479.472747,1649.898993,1682.255841,1713.053254,1713.07236,1682.255841,3957.792509,4260.722709,5215.844024,4179.249265,4468.91748,5215.844024,4464.206342,4783.453312,5215.844024,4786.785045,5155.38132,5215.844024,616.8380389,614.8586873,0.001001017,0.001002793,0.001004571,0.001006334,2259.946122,2259.946122,2259.946122,5154.043534,5154.043534,5154.043534,5154.043534,5154.043534
1/1/1962,1420.45118,1544.12825,1611.970163,1649.670706,1649.898993,1611.970163,3721.601727,4135.041554,4881.531649,3937.382709,4260.722709,4881.531649,4182.145555,4468.91748,4881.531649,4484.482225,4783.453312,4881.531649,586.0994453,584.2336239,0.001001017,0.001002793,0.001004571,0.001006334,2082.608886,2082.608886,2082.608886,5183.300676,5183.300676,5183.300676,5183.300676,5183.300676
1/2/1962,1336.977658,1482.115128,1505.857458,1544.118601,1544.12825,1505.857458,3460.744022,4494.913634,4500.513995,3658.552877,4135.041554,4500.513995,3887.136008,4260.722709,4500.513995,4170.02414,4468.91748,4500.513995,522.7047744,521.0705091,0.001001017,0.001002793,0.001004571,0.001006334,1918.719178,1918.719178,1918.719178,5199.493383,5199.493383,5199.493383,5199.493383,5199.493383
1/3/1962,1295.274797,1452.429983,1456.138299,1481.858264,1482.115128,1456.138299,3271.049404,11547.32979,4233.12993,3446.491779,4494.913634,4233.12993,3665.442782,4135.041554,4233.12993,3899.890168,4260.722709,4233.12993,501.4398193,499.8823905,0.001001017,0.001002793,0.001004571,0.001006334,1788.683184,1788.683184,1788.683184,5196.453413,5196.453413,5196.453413,5196.453413,5196.453413
1/4/1962,1271.143837,1412.837058,1430.5893,1451.921046,1452.429983,1430.5893,3174.29163,15585.07162,4099.641878,3341.66896,11547.32979,4099.641878,3542.611257,4494.913634,4099.641878,3746.557643,4135.041554,4099.641878,497.5130575,495.9697687,0.001001017,0.001002793,0.001004571,0.001006334,1684.178445,1684.178445,1684.178445,5057.296191,5057.296191,5057.296191,5057.296191,5057.296191
1/5/1962,1237.399797,1245.90866,1390.483133,1412.480796,1412.837058,1390.483133,3098.761119,20154.65928,3997.627139,3262.252004,15585.07162,3997.627139,3452.40673,11547.32979,3997.627139,3655.519818,4494.913634,3997.627139,479.1026345,477.6254324,0.001001017,0.001002793,0.001004571,0.001006334,1600.196752,1600.196752,1600.196752,4789.641995,4789.641995,4789.641995,4789.641995,4789.641995
1/6/1962,907.6330393,1144.300046,989.5640588,1238.374285,1245.90866,989.5640588,3316.210391,17601.05039,4235.51639,3681.054994,20154.65928,4235.51639,3750.75028,15585.07162,4235.51639,3990.360172,11547.32979,4235.51639,277.4336234,276.6534863,0.001001017,0.001002793,0.001004571,0.001006334,1491.547734,1491.547734,1491.547734,4608.479758,4608.479758,4608.479758,4608.479758,4608.479758
1/7/1962,614.9224553,1216.265858,623.3396095,1095.246965,1144.300046,623.3396095,9344.560996,13468.19429,12630.86915,10125.86887,17601.05039,12630.86915,10156.1173,20154.65928,12630.86915,9462.928914,15585.07162,12630.86915,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,1365.206452,1365.206452,1365.206452,5713.993377,5713.993377,5713.993377,5713.993377,5713.993377
1/8/1962,2715.071549,2852.149676,2803.23546,1109.39821,1216.265858,2803.23546,14468.70509,13258.60376,19636.28704,13317.6335,13468.19429,19636.28704,13879.61798,17601.05039,19636.28704,13954.35129,20154.65928,19636.28704,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,1292.569582,1292.569582,1292.569582,7505.599667,7505.599667,7505.599667,7505.599667,7505.599667
1/9/1962,4612.403889,6659.228362,4713.985682,2752.725042,2852.149676,4713.985682,17558.23447,16572.70798,23576.87513,16207.23297,13258.60376,23576.87513,14960.16817,13468.19429,23576.87513,17267.14971,17601.05039,23576.87513,0.000999347,0.001002807,0.001001017,0.001002793,0.001004571,0.001006334,1347.707048,1347.707048,1347.707048,9800.77532,9800.77532,9800.77532,9800.77532,9800.77532
1/10/1962,5869.346945,7485.36227,6793.20101,6643.400254,6659.228362,6793.20101,15711.28448,17323.30526,21568.25995,16461.27856,16572.70798,21568.25995,15802.18473,13258.60376,21568.25995,13614.85136,13468.19429,21568.25995,2160.877937,2152.596246,0.001001017,0.001002793,0.001004571,0.001006334,1970.641366,1970.641366,1970.641366,11900.48569,11900.48569,11900.48569,11900.48569,11900.48569
1/11/1962,5671.927246,6372.716261,6943.615414,7492.27656,7485.36227,6943.615414,13059.86397,14698.51173,18304.80321,14559.092,17323.30526,18304.80321,15913.70736,16572.70798,18304.80321,14443.16825,13258.60376,18304.80321,3052.885857,3040.66042,0.001001017,0.001002793,0.001004571,0.001006334,2834.389152,2834.389152,2834.389152,13597.43402,13597.43402,13597.43402,13597.43402,13597.43402
1/12/1962,4762.775124,5385.155821,5836.474763,6371.73429,6372.716261,5836.474763,9825.301338,12668.93034,13605.66937,11106.94654,14698.51173,13605.66937,12900.1194,17323.30526,13605.66937,14055.37703,16572.70798,13605.66937,2643.191248,2632.796024,0.001001017,0.001002793,0.001004571,0.001006334,3600.656148,3600.656148,3600.656148,15038.74249,15038.74249,15038.74249,15038.74249,15038.74249
1/13/1962,4085.702838,4694.214232,4999.96395,5379.875574,5385.155821,4999.96395,9826.54797,15434.7449,13732.10703,10901.73137,12668.93034,13732.10703,12473.36336,14698.51173,13732.10703,14230.54161,17323.30526,13732.10703,2285.939692,2277.114685,0.001001017,0.001002793,0.001004571,0.001006334,4269.813261,4269.813261,4269.813261,16583.25175,16583.25175,16583.25175,16583.25175,16583.25175
1/14/1962,3585.986732,4016.171169,4383.016086,4665.691974,4694.214232,4383.016086,10248.1119,13938.65197,14464.11666,11205.70276,15434.7449,14464.11666,12492.97627,12668.93034,14464.11666,14138.85755,14698.51173,14464.11666,2022.769924,2015.084029,0.001001017,0.001002793,0.001004571,0.001006334,4852.686335,4852.686335,4852.686335,16948.31618,16948.31618,16948.31618,16948.31618,16948.31618
1/15/1962,2608.405969,2582.04329,3106.921506,3909.756005,4016.171169,3106.921506,8781.606095,12226.79426,12048.1423,10072.11224,13938.65197,12048.1423,10659.98783,15434.7449,12048.1423,12111.6366,12668.93034,12048.1423,1310.526698,1305.830168,0.001001017,0.001002793,0.001004571,0.001006334,5193.613015,5193.613015,5193.613015,16365.89423,16365.89423,16365.89423,16365.89423,16365.89423
1/16/1962,2192.389836,3246.428042,2482.083216,2488.86621,2582.04329,2482.083216,8060.075232,11404.29601,10729.76545,8515.862312,12226.79426,10729.76545,9383.177717,13938.65197,10729.76545,10358.29775,15434.7449,10729.76545,349.6160719,348.59283,0.001001017,0.001002793,0.001004571,0.001006334,5297.97379,5297.97379,5297.97379,15178.84684,15178.84684,15178.84684,15178.84684,15178.84684
1/17/1962,3642.083582,4958.62265,4182.105248,3200.541602,3246.428042,4182.105248,11666.31252,12064.25044,15953.88186,11323.70477,11404.29601,15953.88186,12148.83188,12226.79426,15953.88186,12681.70633,13938.65197,15953.88186,1192.031279,1187.81561,0.001001017,0.001002793,0.001004571,0.001006334,4982.373208,4982.373208,4982.373208,14650.51906,14650.51906,14650.51906,14650.51906,14650.51906
1/18/1962,4742.221742,5763.711586,5655.47758,4931.497599,4958.62265,5655.47758,11783.52547,12168.04327,16212.23005,11837.15472,12064.25044,16212.23005,12010.42895,11404.29601,16212.23005,12159.89946,12226.79426,16212.23005,2129.848958,2121.701518,0.001001017,0.001002793,0.001004571,0.001006334,4587.115862,4587.115862,4587.115862,14310.92473,14310.92473,14310.92473,14310.92473,14310.92473
1/19/1962,4849.96931,5703.763068,5856.817779,5751.353738,5763.711586,5856.817779,10407.25072,11400.44557,14277.6185,11054.51439,12168.04327,14277.6185,11520.01959,12064.25044,14277.6185,11204.96262,11404.29601,14277.6185,2395.478691,2386.174999,0.001001017,0.001002793,0.001004571,0.001006334,4412.836262,4412.836262,4412.836262,14133.252,14133.252,14133.252,14133.252,14133.252
1/20/1962,4460.705819,5264.65081,5443.414619,5696.108569,5703.763068,5443.414619,9014.998571,12204.91895,12386.99271,9960.373873,11400.44557,12386.99271,10981.80526,12168.04327,12386.99271,11002.87108,12064.25044,12386.99271,2377.183288,2367.959724,0.001001017,0.001002793,0.001004571,0.001006334,4400.783735,4400.783735,4400.783735,13721.00458,13721.00458,13721.00458,13721.00458,13721.00458
1/21/1962,4085.542915,4794.728647,5016.911075,5248.831236,5264.65081,5016.911075,8442.237995,11739.12362,11669.93273,9328.683884,12204.91895,11669.93273,10619.79973,11400.44557,11669.93273,11265.24649,12168.04327,11669.93273,2286.394059,2277.567072,0.001001017,0.001002793,0.001004571,0.001006334,4478.235866,4478.235866,4478.235866,13233.96857,13233.96857,13233.96857,13233.96857,13233.96857
1/22/1962,3289.551596,3791.653376,3982.567423,4708.395524,4794.728647,3982.567423,7776.347706,10807.81675,10533.26018,9021.864795,11739.12362,10533.26018,9743.9331,12204.91895,10533.26018,10811.89322,11400.44557,10533.26018,1768.225738,1761.625382,0.001001017,0.001002793,0.001004571,0.001006334,4580.105443,4580.105443,4580.105443,12947.41718,12947.41718,12947.41718,12947.41718,12947.41718
1/23/1962,3446.861579,4265.710431,4015.651034,3743.102025,3791.653376,4015.651034,7761.142773,10098.24744,10201.94632,7992.553863,10807.81675,10201.94632,9050.271319,11739.12362,10201.94632,9703.824287,12204.91895,10201.94632,1223.625672,1219.282342,0.001001017,0.001002793,0.001004571,0.001006334,4755.558576,4755.558576,4755.558576,12756.06199,12756.06199,12756.06199,12756.06199,12756.06199
1/24/1962,3705.879601,4686.625826,4396.688128,4222.578976,4265.710431,4396.688128,8856.664394,9949.366689,11962.41428,9255.758007,10098.24744,11962.41428,9963.576414,10807.81675,11962.41428,10548.82213,11739.12362,11962.41428,1655.583258,1649.457601,0.001001017,0.001002793,0.001004571,0.001006334,4880.536159,4880.536159,4880.536159,12292.41109,12292.41109,12292.41109,12292.41109,12292.41109
1/25/1962,4068.722842,5124.321985,4919.779035,4646.75357,4686.625826,4919.779035,8985.245568,10461.50375,12248.88125,9361.547216,9949.366689,12248.88125,10179.29062,10098.24744,12248.88125,10312.3232,10807.81675,12248.88125,2016.541514,2008.88238,0.001001017,0.001002793,0.001004571,0.001006334,4895.900384,4895.900384,4895.900384,11976.43024,11976.43024,11976.43024,11976.43024,11976.43024
1/26/1962,4187.848488,4811.837564,5148.54983,5077.941101,5124.321985,5148.54983,8433.160921,10159.6587,11566.41065,9041.066815,10461.50375,11566.41065,9827.981671,9949.366689,11566.41065,9998.539692,10098.24744,11566.41065,2269.718756,2260.964415,0.001001017,0.001002793,0.001004571,0.001006334,4804.098857,4804.098857,4804.098857,11672.06719,11672.06719,11672.06719,11672.06719,11672.06719
1/27/1962,3641.376496,4297.922041,4392.951128,4761.173396,4811.837564,4392.951128,7317.917055,9786.12497,9820.784814,8239.14493,10159.6587,9820.784814,8821.325245,10461.50375,9820.784814,9421.562492,9949.366689,9820.784814,1764.708644,1758.123165,0.001001017,0.001002793,0.001004571,0.001006334,4604.164464,4604.164464,4604.164464,11319.39075,11319.39075,11319.39075,11319.39075,11319.39075
1/28/1962,3903.232761,4951.648539,4684.18738,4268.881505,4297.922041,4684.18738,7184.678861,10084.06849,9598.885608,7318.625143,9786.12497,9598.885608,8709.056118,10159.6587,9598.885608,8836.831103,10461.50375,9598.885608,1860.520335,1853.528356,0.001001017,0.001002793,0.001004571,0.001006334,4509.385402,4509.385402,4509.385402,11016.67398,11016.67398,11016.67398,11016.67398,11016.67398
1/29/1962,4079.626534,4867.594692,5007.072241,4919.886239,4951.648539,5007.072241,7778.732635,9957.08454,10656.8685,8329.897268,10084.06849,10656.8685,8955.402951,9786.12497,10656.8685,9625.926676,10159.6587,10656.8685,2216.014329,2207.493537,0.001001017,0.001002793,0.001004571,0.001006334,4631.710111,4631.710111,4631.710111,10855.89887,10855.89887,10855.89887,10855.89887,10855.89887
1/30/1962,4120.334356,4959.323925,5016.694803,4846.048894,4867.594692,5016.694803,7484.454374,9753.865588,10163.17752,7922.35328,9957.08454,10163.17752,8819.795337,10084.06849,10163.17752,8944.527772,9786.12497,10163.17752,2149.96612,2141.731666,0.001001017,0.001002793,0.001004571,0.001006334,4797.951041,4797.951041,4797.951041,10694.78963,10694.78963,10694.78963,10694.78963,10694.78963
1/31/1962,3912.514563,4559.461937,4809.139082,4940.715034,4959.323925,4809.139082,7196.197739,9247.224806,9857.515074,7929.908101,9753.865588,9857.515074,8741.162425,9957.08454,9857.515074,9088.680994,10084.06849,9857.515074,2170.917582,2162.592405,0.001001017,0.001002793,0.001004571,0.001006334,4840.131324,4840.131324,4840.131324,10381.71824,10381.71824,10381.71824,10381.71824,10381.71824
