site_id,lat,long,start_date,end_date,drain_sqkm,geometry
1387450,41.1411111,-74.1161111,8/1/1958,1/22/2023,32.1759,POINT (-74.1161111 41.1411111)
1387500,41.09805556,-74.16277778,10/1/1902,1/22/2023,318.7935,POINT (-74.16277778 41.09805556)
1388000,40.99194444,-74.28,10/1/1921,1/22/2023,420.579,POINT (-74.28 40.99194444)
1388500,40.9697222,-74.2819444,3/1/1903,1/22/2023,923.0895,POINT (-74.2819444 40.9697222)
1389500,40.8847222,-74.2261111,1897-08-16,1/22/2023,1981.95,POINT (-74.2261111 40.8847222)
1390500,40.985,-74.0905556,10/1/1954,1/22/2023,57.50443,POINT (-74.0905556 40.985)
1391000,40.99777778,-74.1119444,10/1/1954,1/22/2023,42.2928,POINT (-74.1119444 40.99777778)
1391500,40.89027778,-74.0805556,10/1/1923,1/22/2023,146.4624,POINT (-74.0805556 40.89027778)
1392500,40.78805556,-74.1716667,5/26/1937,1/22/2023,,POINT (-74.1716667 40.78805556)
1393450,40.675,-74.2219444,10/1/1921,1/22/2023,45.5382,POINT (-74.2219444 40.675)
1394500,40.6875,-74.3116667,10/1/1938,1/22/2023,67.09879,POINT (-74.3116667 40.6875)
1395000,40.61888889,-74.2833333,10/1/1921,1/22/2023,107.8884,POINT (-74.2833333 40.61888889)
1396500,40.67777778,-74.8791667,10/1/1918,1/22/2023,162.5247,POINT (-74.8791667 40.67777778)
1396582,40.69138889,-74.9369444,3/24/1978,1/22/2023,32.0868,POINT (-74.9369444 40.69138889)
1396660,40.6475,-74.96888889,7/29/1977,1/22/2023,30.44061,POINT (-74.96888889 40.6475)
1396800,40.64,-74.9155556,10/1/1960,1/22/2023,107.8434,POINT (-74.9155556 40.64)
1397000,40.5722222,-74.8680556,10/1/1903,1/22/2023,388.6272,POINT (-74.8680556 40.5722222)
1398000,40.4733333,-74.82777778,10/1/1930,1/22/2023,65.97871,POINT (-74.82777778 40.4733333)
1398500,40.7083333,-74.6361111,10/1/1921,1/22/2023,68.9211,POINT (-74.6361111 40.7083333)
1399500,40.7275,-74.73027778,10/1/1921,1/22/2023,83.48874,POINT (-74.73027778 40.7275)
1399670,40.61944444,-74.7736111,3/1/1977,1/22/2023,30.9474,POINT (-74.7736111 40.61944444)
1400000,40.57055556,-74.6791667,6/14/1923,1/22/2023,485.0956,POINT (-74.6791667 40.57055556)
1400500,40.55555556,-74.58277778,10/1/1903,1/22/2023,1271.465,POINT (-74.58277778 40.55555556)
1401000,40.33305556,-74.6819444,10/1/1953,1/22/2023,115.1827,POINT (-74.6819444 40.33305556)
1401650,40.46805556,-74.64888889,7/1/1980,1/22/2023,13.2858,POINT (-74.64888889 40.46805556)
1402000,40.475,-74.5758333,8/4/1921,1/22/2023,670.3794,POINT (-74.5758333 40.475)
1403060,40.5511111,-74.5483333,9/1/1903,1/22/2023,2025.166,POINT (-74.5483333 40.5511111)
1403150,40.6122222,-74.5908333,6/21/1979,1/22/2023,5.0409,POINT (-74.5908333 40.6122222)
1403400,40.6661111,-74.40388889,6/27/1979,1/22/2023,16.3035,POINT (-74.40388889 40.6661111)
1403540,40.63638889,-74.45138889,10/1/1974,1/22/2023,14.1219,POINT (-74.45138889 40.63638889)
1403900,40.585,-74.50777778,6/16/1972,1/22/2023,125.6335,POINT (-74.50777778 40.585)
1405030,40.48305556,-74.41277778,12/22/1988,1/22/2023,111.9969,POINT (-74.41277778 40.48305556)
1405400,40.38944444,-74.3905556,1/1/1957,1/22/2023,100.7847,POINT (-74.3905556 40.38944444)
1407500,40.3197222,-74.1155556,7/28/1922,1/22/2023,127.494,POINT (-74.1155556 40.3197222)
1407705,40.1986111,-74.07,10/1/1966,1/22/2023,24.9957,POINT (-74.07 40.1986111)
1407760,40.2033333,-74.0658333,10/1/1966,1/22/2023,16.254,POINT (-74.0658333 40.2033333)
1408000,40.16138889,-74.1547222,10/1/1931,1/22/2023,114.1338,POINT (-74.1547222 40.16138889)
1408029,40.14666667,-74.1222222,11/8/1989,1/22/2023,164.3193,POINT (-74.1222222 40.14666667)
1408120,40.09166667,-74.1525,10/1/1972,1/22/2023,91.2879,POINT (-74.1525 40.09166667)
1408500,39.98638889,-74.2233333,10/1/1928,1/22/2023,318.7953,POINT (-74.2233333 39.98638889)
1408900,39.87916667,-74.1905556,7/7/1932,1/22/2023,,POINT (-74.1905556 39.87916667)
1409280,39.66666667,-74.32027778,10/1/1973,1/22/2023,42.4827,POINT (-74.32027778 39.66666667)
1409400,39.67444444,-74.665,9/1/1957,1/22/2023,116.244,POINT (-74.665 39.67444444)
1409810,39.68805556,-74.5480556,10/1/1974,1/22/2023,218.6712,POINT (-74.5480556 39.68805556)
1410000,39.66394444,-74.5234444,10/1/1930,1/22/2023,185.2785,POINT (-74.5234444 39.66394444)
1410150,39.62305556,-74.44138889,1/1/1978,1/22/2023,35.2665,POINT (-74.44138889 39.62305556)
1410500,39.43027778,-74.5205556,5/25/1946,7/26/2022,48.0375,POINT (-74.5205556 39.43027778)
1410784,39.7336111,-74.9511111,3/28/1996,1/22/2023,,POINT (-74.9511111 39.7336111)
1410820,39.66916667,-74.9133333,6/21/1972,1/22/2023,,POINT (-74.9133333 39.66916667)
1411000,39.5947222,-74.8516667,9/8/1925,1/22/2023,145.1837,POINT (-74.8516667 39.5947222)
1411300,39.30694444,-74.8205556,12/16/1969,1/22/2023,79.3179,POINT (-74.8205556 39.30694444)
1411500,39.49555556,-75.0769444,10/1/1932,1/22/2023,270.1735,POINT (-75.0769444 39.49555556)
1412000,39.41916667,-74.9658333,6/1/1931,1/22/2023,,POINT (-74.9658333 39.41916667)
1412800,39.4725,-75.2555556,10/1/1977,1/22/2023,81.95859,POINT (-75.2555556 39.4725)
1413398,42.1508333,-74.60138889,10/1/1997,1/22/2023,121.0032,POINT (-74.60138889 42.1508333)
1413408,42.14666667,-74.6233333,12/5/1996,1/22/2023,212.7726,POINT (-74.6233333 42.14666667)
1413500,42.1447222,-74.6536111,2/1/1937,1/22/2023,424.1025,POINT (-74.6536111 42.1447222)
1414000,42.13305556,-74.6955556,10/1/1941,1/22/2023,90.4221,POINT (-74.6955556 42.13305556)
1414500,42.1061111,-74.7305556,2/1/1937,1/22/2023,64.4517,POINT (-74.7305556 42.1061111)
1415000,42.12,-74.8186111,2/1/1937,1/22/2023,85.6287,POINT (-74.8186111 42.12)
1417000,42.07502778,-74.97627778,7/1/1941,1/22/2023,960.9337,POINT (-74.97627778 42.07502778)
1417500,42.0245833,-75.11927778,10/1/1934,1/22/2023,1183.973,POINT (-75.11927778 42.0245833)
1419500,41.9033333,-74.81277778,8/29/1937,1/22/2023,162.2061,POINT (-74.81277778 41.9033333)
1420500,41.94641667,-74.9796667,7/25/1913,1/22/2023,627.0471,POINT (-74.9796667 41.94641667)
1421000,41.97355556,-75.1751944,11/19/1912,1/22/2023,2029.478,POINT (-75.1751944 41.97355556)
1421618,42.3611111,-74.6622222,10/1/1997,1/22/2023,37.3266,POINT (-74.6622222 42.3611111)
1421900,42.28027778,-74.9072222,4/1/1937,1/22/2023,347.6808,POINT (-74.9072222 42.28027778)
1422500,42.25238889,-74.9010556,10/1/1937,1/22/2023,128.9304,POINT (-74.9010556 42.25238889)
1422747,42.17266667,-75.1219167,10/1/1998,1/22/2023,63.9018,POINT (-75.1219167 42.17266667)
1423000,42.1661111,-75.14002778,10/1/1950,1/22/2023,859.6809,POINT (-75.14002778 42.1661111)
142400103,42.1735833,-75.2794444,10/1/1952,1/22/2023,52.8453,POINT (-75.2794444 42.1735833)
1425000,42.07491667,-75.3958056,7/1/1952,1/22/2023,1180.565,POINT (-75.3958056 42.07491667)
1426500,42.00302778,-75.38352778,11/15/1912,1/22/2023,1539.334,POINT (-75.38352778 42.00302778)
1427500,41.76055556,-75.04838889,10/1/1940,1/22/2023,286.6103,POINT (-75.04838889 41.76055556)
1427510,41.75675,-75.0574167,6/27/1975,1/22/2023,4724.998,POINT (-75.0574167 41.75675)
1428000,41.56388889,-75.0144444,10/1/1946,1/22/2023,118.6839,POINT (-75.0144444 41.56388889)
1428500,41.50875,-74.9860556,10/1/1940,1/22/2023,5242.786,POINT (-74.9860556 41.50875)
1428750,41.67452998,-75.37601299,10/1/1986,1/22/2023,107.9028,POINT (-75.37601299 41.67452998)
1429000,41.58730898,-75.3268449,10/1/1944,1/22/2023,151.3764,POINT (-75.3268449 41.58730898)
1429500,41.6073104,-75.26712048,10/1/1943,1/22/2023,167.2245,POINT (-75.26712048 41.6073104)
1430000,41.56203315,-75.2479534,10/1/1948,1/22/2023,425.0241,POINT (-75.2479534 41.56203315)
1431500,41.4762002,-75.1721186,10/1/1908,1/22/2023,748.6569,POINT (-75.1721186 41.4762002)
1433500,41.4612222,-74.75877778,8/15/1939,1/22/2023,523.6794,POINT (-74.75877778 41.4612222)
1434000,41.3706493,-74.6973853,10/1/1904,1/22/2023,7967.644,POINT (-74.6973853 41.3706493)
143400680,41.96694444,-74.4480556,10/1/1990,1/22/2023,23.4315,POINT (-74.4480556 41.96694444)
1434017,41.92527778,-74.54027778,7/1/1991,1/22/2023,59.5485,POINT (-74.54027778 41.92527778)
1434021,42.0111111,-74.4144444,1/1/1991,1/22/2023,2.1798,POINT (-74.4144444 42.0111111)
1434025,41.9960833,-74.5002222,6/8/1983,1/22/2023,9.7002,POINT (-74.5002222 41.9960833)
1434498,41.92041667,-74.57438889,7/1/1991,1/22/2023,87.8508,POINT (-74.57438889 41.92041667)
1435000,41.88994444,-74.5898056,11/1/1937,1/22/2023,172.458,POINT (-74.5898056 41.88994444)
1436000,41.82,-74.6355556,10/1/1941,1/22/2023,240.6915,POINT (-74.6355556 41.82)
1436690,41.63805556,-74.61688889,10/1/1992,1/22/2023,443.0349,POINT (-74.61688889 41.63805556)
1437500,41.4413611,-74.60188889,7/31/1937,1/22/2023,793.9593,POINT (-74.60188889 41.4413611)
1438500,41.30916667,-74.79527778,10/1/1939,1/22/2023,9016.394,POINT (-74.79527778 41.30916667)
1439500,41.08815078,-75.03767469,10/1/1908,1/22/2023,305.8776,POINT (-75.03767469 41.08815078)
1440000,41.1061111,-74.9525,10/1/1923,1/22/2023,167.7204,POINT (-74.9525 41.1061111)
1440400,41.0848148,-75.2146251,10/1/1957,1/22/2023,175.2084,POINT (-75.2146251 41.0848148)
1442500,40.998706,-75.1426788,10/1/1950,1/22/2023,677.5605,POINT (-75.1426788 40.998706)
1443280,41.07638889,-74.69527778,8/6/1992,1/22/2023,33.9003,POINT (-74.69527778 41.07638889)
1443500,40.9808333,-74.9533333,10/1/1921,1/22/2023,326.4282,POINT (-74.9533333 40.9808333)
1443900,40.98055556,-75.0391667,10/1/1966,1/22/2023,13.5909,POINT (-75.0391667 40.98055556)
1445000,40.9808333,-74.77638889,10/1/1939,1/22/2023,74.88631,POINT (-74.77638889 40.9808333)
1445500,40.83055556,-74.97777778,10/1/1921,1/22/2023,269.5341,POINT (-74.97777778 40.83055556)
1446000,40.8433333,-75.04638889,10/1/1922,1/22/2023,95.5116,POINT (-75.04638889 40.8433333)
1446500,40.82638889,-75.0825,10/1/1922,1/22/2023,11769.17,POINT (-75.0825 40.82638889)
1447500,41.1303626,-75.625467,10/1/1943,1/22/2023,240.1902,POINT (-75.625467 41.1303626)
1447680,41.06527778,-75.52138889,4/1/1965,1/22/2023,51.7338,POINT (-75.52138889 41.06527778)
1447720,41.0848082,-75.6054666,10/1/1961,1/22/2023,308.1267,POINT (-75.6054666 41.0848082)
1447800,41.1048062,-75.7321362,10/1/1957,1/22/2023,752.6691,POINT (-75.7321362 41.1048062)
1449000,40.8292587,-75.70518938,10/1/1982,1/22/2023,1521.781,POINT (-75.70518938 40.8292587)
1449360,40.8975919,-75.5024077,10/1/1966,1/22/2023,129.4857,POINT (-75.5024077 40.8975919)
1449800,40.84564756,-75.6457437,8/1/1967,1/22/2023,249.4863,POINT (-75.6457437 40.84564756)
1450500,40.8062047,-75.5979643,10/1/1939,1/22/2023,198.1143,POINT (-75.5979643 40.8062047)
1451000,40.7570395,-75.60296388,10/1/1946,1/22/2023,2297.016,POINT (-75.60296388 40.7570395)
1451500,40.5823197,-75.48296088,10/1/1945,1/22/2023,212.0562,POINT (-75.48296088 40.5823197)
1451650,40.59648637,-75.4740717,10/1/1986,1/22/2023,253.8567,POINT (-75.4740717 40.59648637)
1451800,40.66176219,-75.626854,2/1/1966,1/22/2023,135.8448,POINT (-75.626854 40.66176219)
1452000,40.62315267,-75.4824053,10/1/1944,1/22/2023,196.5627,POINT (-75.4824053 40.62315267)
1452500,40.6412091,-75.37934709,10/1/1948,1/22/2023,112.041,POINT (-75.37934709 40.6412091)
1453000,40.6153761,-75.3787914,10/1/1902,1/22/2023,3306.332,POINT (-75.3787914 40.6153761)
1454700,40.6692656,-75.23628808,10/1/1966,1/22/2023,3518.95,POINT (-75.23628808 40.6692656)
1455500,40.9172222,-74.6655556,7/1/1928,1/22/2023,65.0574,POINT (-74.6655556 40.9172222)
1457000,40.6722222,-75.0608333,10/1/1903,1/22/2023,366.7752,POINT (-75.0608333 40.6722222)
1459500,40.4337151,-75.1165609,10/1/1935,1/22/2023,254.2302,POINT (-75.1165609 40.4337151)
1463500,40.22166667,-74.7780556,10/1/1912,1/22/2023,17579.75,POINT (-74.7780556 40.22166667)
1463620,40.2697222,-74.6719444,9/22/1972,1/22/2023,88.2378,POINT (-74.6719444 40.2697222)
1464000,40.22416667,-74.7491667,10/1/1923,1/22/2023,233.0451,POINT (-74.7491667 40.22416667)
1464500,40.1372222,-74.6,8/10/1940,1/22/2023,200.8458,POINT (-74.6 40.1372222)
1464645,40.31232805,-75.2065626,11/16/1985,1/22/2023,42.417,POINT (-75.2065626 40.31232805)
1464720,40.28816188,-75.20378458,12/19/1990,1/22/2023,82.3167,POINT (-75.20378458 40.28816188)
1464750,40.26038549,-75.0348915,12/5/1986,1/22/2023,235.836,POINT (-75.0348915 40.26038549)
1464907,40.22927456,-75.119616,11/25/1998,1/22/2023,72.29809,POINT (-75.119616 40.22927456)
1464984,40.2406635,-75.0537809,11/9/1985,1/22/2023,,POINT (-75.0537809 40.2406635)
1465500,40.1739982,-74.9568342,10/1/1934,1/22/2023,541.3914,POINT (-74.9568342 40.1739982)
1465798,40.05705567,-74.9851694,7/1/1965,1/22/2023,54.4905,POINT (-74.9851694 40.05705567)
1465850,39.94,-74.7630556,7/1/1961,1/22/2023,170.7651,POINT (-74.7630556 39.94)
1466500,39.885,-74.50527778,10/1/1953,1/22/2023,5.376711,POINT (-74.50527778 39.885)
1466900,39.9561111,-74.62777778,5/11/1998,1/22/2023,193.0257,POINT (-74.62777778 39.9561111)
1467000,39.97,-74.6844444,10/1/1921,1/22/2023,323.5545,POINT (-74.6844444 39.97)
1467042,40.08983289,-75.0690611,8/13/1964,1/22/2023,98.2359,POINT (-75.0690611 40.08983289)
1467048,40.05011137,-75.0326713,6/1/1965,1/22/2023,129.4524,POINT (-75.0326713 40.05011137)
1467081,39.94166667,-75.0011111,10/1/1967,1/22/2023,23.1327,POINT (-75.0011111 39.94166667)
1467086,40.04261157,-75.1121191,10/1/1965,1/22/2023,41.8185,POINT (-75.1121191 40.04261157)
1467087,40.0159454,-75.0968411,7/1/1982,1/22/2023,76.9707,POINT (-75.0968411 40.0159454)
1467150,39.90305556,-75.02138889,10/1/1963,1/22/2023,46.98304,POINT (-75.02138889 39.90305556)
1468500,40.6292577,-76.1246622,10/1/1947,1/22/2023,344.2095,POINT (-76.1246622 40.6292577)
1469500,40.80703327,-75.97187089,10/1/1919,1/22/2023,114.3441,POINT (-75.97187089 40.80703327)
1470500,40.5225932,-75.99826819,8/1/1947,1/22/2023,924.7293,POINT (-75.99826819 40.5225932)
1470779,40.4134258,-76.1716128,11/22/1974,1/22/2023,179.1595,POINT (-76.1716128 40.4134258)
1470960,40.3706482,-76.0252159,5/1/1965,1/22/2023,461.3823,POINT (-76.0252159 40.3706482)
1471000,40.36898166,-75.9791015,10/1/1950,1/22/2023,557.1,POINT (-75.9791015 40.36898166)
1471510,40.33163889,-75.9386667,10/1/1914,1/22/2023,2303.509,POINT (-75.9386667 40.33163889)
1471875,40.339538,-75.7421359,10/1/1993,1/22/2023,148.0842,POINT (-75.7421359 40.339538)
1472000,40.2417631,-75.6515752,10/1/1927,1/22/2023,2971.815,POINT (-75.6515752 40.2417631)
1472157,40.15149064,-75.601305,10/1/1968,1/22/2023,152.29,POINT (-75.601305 40.15149064)
1472198,40.39398789,-75.51545918,8/24/1981,1/22/2023,97.51591,POINT (-75.51545918 40.39398789)
1472199,40.3739879,-75.5224034,10/1/1981,1/22/2023,60.7572,POINT (-75.5224034 40.3739879)
1472620,40.40399276,-75.2343416,10/1/1983,1/22/2023,10.5021,POINT (-75.2343416 40.40399276)
1472810,40.2587137,-75.4287873,1/18/1991,1/22/2023,152.4006,POINT (-75.4287873 40.2587137)
1473000,40.22954725,-75.451567,10/1/1914,1/22/2023,721.4031,POINT (-75.451567 40.22954725)
1473169,40.07927367,-75.46074808,10/1/1982,1/22/2023,54.0081,POINT (-75.46074808 40.07927367)
1473500,40.11555556,-75.3561111,10/1/1927,1/22/2023,4560.574,POINT (-75.3561111 40.11555556)
1473900,40.1239987,-75.2198992,9/1/1961,1/22/2023,104.6322,POINT (-75.2198992 40.1239987)
1474000,40.01539,-75.2068459,10/1/1965,1/22/2023,164.988,POINT (-75.2068459 40.01539)
1474500,39.9678905,-75.1885123,10/1/1931,1/22/2023,4895.962,POINT (-75.1885123 39.9678905)
1475001,39.73888889,-75.1144444,4/5/1940,1/22/2023,,POINT (-75.1144444 39.73888889)
1475530,39.97483455,-75.2799067,10/1/1964,1/22/2023,14.7015,POINT (-75.2799067 39.97483455)
1475850,39.97649897,-75.4365864,10/1/1981,1/22/2023,40.9815,POINT (-75.4365864 39.97649897)
1476480,39.9162225,-75.4032496,10/1/1986,1/22/2023,78.3738,POINT (-75.4032496 39.9162225)
1477000,39.8690009,-75.4082494,10/1/1931,1/22/2023,156.9942,POINT (-75.4082494 39.8690009)
1477120,39.74055556,-75.2591667,4/1/1966,1/22/2023,67.43215,POINT (-75.2591667 39.74055556)
1477800,39.7609722,-75.5186944,12/1/1945,1/22/2023,18.9459,POINT (-75.5186944 39.7609722)
1478000,39.63738889,-75.72788889,4/1/1943,1/22/2023,54.01347,POINT (-75.72788889 39.63738889)
1478137,39.8217764,-75.7791061,7/10/1997,1/22/2023,,POINT (-75.7791061 39.8217764)
1478245,39.7475,-75.7708333,8/1/1996,1/21/2023,153.3672,POINT (-75.7708333 39.7475)
1478650,39.6892222,-75.74875,3/1/1994,1/22/2023,177.5007,POINT (-75.74875 39.6892222)
1479000,39.6992222,-75.67502778,10/1/1931,1/22/2023,230.7807,POINT (-75.67502778 39.6992222)
1479820,39.81677739,-75.6916008,1/1/1988,1/22/2023,71.53111,POINT (-75.6916008 39.81677739)
1480000,39.76280556,-75.6365,4/1/1943,1/22/2023,122.6124,POINT (-75.6365 39.76280556)
1480015,39.71575,-75.6399444,10/1/1988,1/22/2023,135.8757,POINT (-75.6399444 39.71575)
1480300,40.07287916,-75.8607744,6/1/1960,1/22/2023,47.6586,POINT (-75.8607744 40.07287916)
1480400,40.0273261,-75.8449449,2/1/1995,1/22/2023,12.0384,POINT (-75.8449449 40.0273261)
1480500,39.98566144,-75.8274467,10/1/1943,1/22/2023,119.376,POINT (-75.8274467 39.98566144)
1480617,39.9617734,-75.8013341,1/1/1970,1/22/2023,143.4861,POINT (-75.8013341 39.9617734)
1480675,40.09787927,-75.74159878,8/1/1966,1/22/2023,22.1463,POINT (-75.74159878 40.09787927)
1480685,40.05538195,-75.71632459,6/1/1973,1/22/2023,52.0632,POINT (-75.71632459 40.05538195)
1480700,40.03482757,-75.7085488,10/1/1965,1/22/2023,155.2095,POINT (-75.7085488 40.03482757)
1480870,39.9687191,-75.6732715,2/1/1972,1/22/2023,232.1622,POINT (-75.6732715 39.9687191)
1481000,39.8698328,-75.5932623,10/1/1911,1/22/2023,755.1738,POINT (-75.5932623 39.8698328)
1481500,39.7695,-75.5766944,10/1/1946,1/22/2023,823.9563,POINT (-75.5766944 39.7695)
1482500,39.64388889,-75.33027778,4/1/1940,1/22/2023,37.4904,POINT (-75.33027778 39.64388889)
1483200,39.36627778,-75.66938889,10/1/1956,1/22/2023,10.7901,POINT (-75.66938889 39.36627778)
1483500,39.2328611,-75.6323056,7/1/1931,1/1/2020,,POINT (-75.6323056 39.2328611)
1483700,39.1637222,-75.5190833,1/1/1958,1/22/2023,80.9622,POINT (-75.5190833 39.1637222)
1484000,38.97602778,-75.5669167,7/1/1931,1/1/2020,32.4657,POINT (-75.5669167 38.97602778)
1484100,38.90577778,-75.51275,5/1/1958,1/22/2023,9.004751,POINT (-75.51275 38.90577778)
1484525,38.59455556,-75.29102778,5/1/1986,1/22/2023,159.9129,POINT (-75.29102778 38.59455556)
1484695,38.52144444,-75.13338889,8/21/1998,1/22/2023,,POINT (-75.13338889 38.52144444)
148471320,38.4093333,-75.21238889,12/1/1999,1/22/2023,13.5126,POINT (-75.21238889 38.4093333)
1485000,38.38888889,-75.3244444,12/1/1949,1/22/2023,137.9454,POINT (-75.3244444 38.38888889)
1485500,38.22891667,-75.4714444,12/1/1949,1/22/2023,141.5394,POINT (-75.4714444 38.22891667)
1486000,38.21388889,-75.67138889,5/1/1951,1/22/2023,11.1807,POINT (-75.67138889 38.21388889)
1487000,38.7283333,-75.5618611,4/1/1943,1/22/2023,187.4102,POINT (-75.5618611 38.7283333)
1488500,38.84969444,-75.6731111,4/1/1943,1/22/2023,125.2808,POINT (-75.6731111 38.84969444)
1490000,38.51166667,-75.8799167,5/1/1951,1/22/2023,40.5531,POINT (-75.8799167 38.51166667)
