site_id,lat,long,start_date,end_date,drain_sqkm,geometry
1491000,38.99719444,-75.7858056,1/1/1948,1/22/2023,292.0401,POINT (-75.7858056 38.99719444)
1491500,38.96680556,-75.9430556,4/1/1951,1/22/2023,223.0254,POINT (-75.9430556 38.96680556)
1492500,38.96488889,-76.1088333,6/26/1951,1/22/2023,18.9927,POINT (-76.1088333 38.96488889)
1493000,39.24994444,-75.8615,1/1/1948,1/22/2023,50.922,POINT (-75.8615 39.24994444)
1493112,39.25705556,-75.94013889,7/23/1996,1/22/2023,,POINT (-75.94013889 39.25705556)
1493500,39.28002778,-76.0145556,5/31/1951,1/22/2023,33.02334,POINT (-76.0145556 39.28002778)
1495000,39.6675833,-75.8255833,4/1/1932,1/22/2023,138.1707,POINT (-75.8255833 39.6675833)
1500000,42.33313889,-75.2343056,8/8/1940,1/22/2023,267.1911,POINT (-75.2343056 42.33313889)
1500500,42.3215,-75.31638889,6/8/1938,1/22/2023,2553.296,POINT (-75.31638889 42.3215)
1502500,42.37777778,-75.4061111,11/22/1929,1/22/2023,1346.199,POINT (-75.4061111 42.37777778)
1503000,42.03530556,-75.8030556,1/1/1913,1/22/2023,5790.808,POINT (-75.8030556 42.03530556)
1505000,42.6786111,-75.5105556,5/31/1938,1/22/2023,661.4244,POINT (-75.5105556 42.6786111)
1507000,42.32444444,-75.77138889,2/20/1937,1/22/2023,1527.529,POINT (-75.77138889 42.32444444)
1509000,42.60266667,-76.15938889,5/20/1938,1/22/2023,759.843,POINT (-76.15938889 42.60266667)
1510000,42.5411111,-75.8997222,6/24/1938,1/22/2023,382.986,POINT (-75.8997222 42.5411111)
1512500,42.21805556,-75.84813889,11/11/1912,1/22/2023,3833.719,POINT (-75.84813889 42.21805556)
1513500,42.0908333,-76.0561111,9/30/1938,1/22/2023,,POINT (-76.0561111 42.0908333)
1514000,42.12916667,-76.2705556,10/1/1930,1/22/2023,480.7152,POINT (-76.2705556 42.12916667)
1515000,41.98494444,-76.50125,3/1/1937,1/22/2023,12369.81,POINT (-76.50125 41.98494444)
1516350,41.7970183,-77.0802457,7/1/1976,1/22/2023,395.1621,POINT (-77.0802457 41.7970183)
1516500,41.79090746,-77.0146877,5/1/1954,1/22/2023,31.4838,POINT (-77.0146877 41.79090746)
1518000,41.90840709,-77.1294154,10/1/1938,1/22/2023,724.5027,POINT (-77.1294154 41.90840709)
1518700,41.95257385,-77.1152486,7/1/1976,1/22/2023,1142.424,POINT (-77.1152486 41.95257385)
1518862,41.92312576,-77.5319298,8/1/1983,1/22/2023,233.9109,POINT (-77.5319298 41.92312576)
1520000,41.99674048,-77.1399724,10/1/1951,1/22/2023,776.2662,POINT (-77.1399724 41.99674048)
1520500,42.0286111,-77.1322222,1/11/1930,1/22/2023,1987.247,POINT (-77.1322222 42.0286111)
1521500,42.3958333,-77.71138889,1/30/1937,1/22/2023,79.7373,POINT (-77.71138889 42.3958333)
1523500,42.3348611,-77.6826667,10/1/1940,1/22/2023,151.6824,POINT (-77.6826667 42.3348611)
1524500,42.3134722,-77.6510833,8/7/1942,1/22/2023,407.664,POINT (-77.6510833 42.3134722)
1525500,42.2222222,-77.41838889,1/12/1930,1/22/2023,888.2514,POINT (-77.41838889 42.2222222)
1526500,42.1211111,-77.1291667,7/12/1918,1/22/2023,3557.479,POINT (-77.1291667 42.1211111)
1527500,42.41105556,-77.4263611,6/1/1938,1/22/2023,412.4034,POINT (-77.4263611 42.41105556)
1529500,42.2525,-77.2166667,7/11/1918,1/22/2023,1222.193,POINT (-77.2166667 42.2525)
1529950,42.14641667,-77.0575,10/1/1974,1/22/2023,5200.679,POINT (-77.0575 42.14641667)
1531000,42.0022222,-76.6347222,9/7/1903,1/22/2023,6508.148,POINT (-76.6347222 42.0022222)
1531250,41.84035215,-76.8269019,10/1/1962,1/22/2023,,POINT (-76.8269019 41.84035215)
1531500,41.76535278,-76.4407743,10/1/1913,1/22/2023,20157.19,POINT (-76.4407743 41.76535278)
1532000,41.70757505,-76.4849432,2/1/1914,1/22/2023,553.941,POINT (-76.4849432 41.70757505)
1533400,41.60729826,-76.0502031,10/1/1976,1/22/2023,22604.17,POINT (-76.0502031 41.60729826)
1534000,41.55841008,-75.89464168,2/1/1914,1/22/2023,1016.898,POINT (-75.89464168 41.55841008)
1534300,41.67980547,-75.47184988,10/1/1958,1/22/2023,98.5212,POINT (-75.47184988 41.67980547)
1534500,41.5045259,-75.54213,2/1/1940,1/22/2023,281.8395,POINT (-75.54213 41.5045259)
1536000,41.35924619,-75.744359,10/1/1938,1/22/2023,863.1477,POINT (-75.744359 41.35924619)
1536500,41.2509149,-75.8807518,1899-04-01,1/22/2023,25795.46,POINT (-75.8807518 41.2509149)
1538000,41.0595282,-76.09381749,10/1/1919,1/22/2023,103.0518,POINT (-76.09381749 41.0595282)
1538510,41.00536125,-75.9938142,12/8/1973,1/22/2023,,POINT (-75.9938142 41.00536125)
1539000,41.07814118,-76.4313333,6/4/1938,1/22/2023,701.7795,POINT (-76.4313333 41.07814118)
1540500,40.95814218,-76.6191222,4/1/1905,1/22/2023,29041.52,POINT (-76.6191222 40.95814218)
1545500,41.32367797,-77.7499869,10/1/1907,1/22/2023,7709.963,POINT (-77.7499869 41.32367797)
1545600,41.38951168,-77.6908191,12/1/1964,1/22/2023,119.9975,POINT (-77.6908191 41.38951168)
1546500,40.88978334,-77.794168,10/1/1940,1/22/2023,223.6851,POINT (-77.794168 40.88978334)
1547100,40.9317273,-77.7855575,5/1/1967,1/22/2023,377.3214,POINT (-77.7855575 40.9317273)
1547200,40.943116,-77.78639109,10/1/1955,1/22/2023,694.2744,POINT (-77.78639109 40.943116)
1547500,41.05173127,-77.6044379,5/1/1954,1/22/2023,878.1579,POINT (-77.6044379 41.05173127)
1547700,41.05950916,-77.6058264,10/1/1955,1/22/2023,113.5386,POINT (-77.6058264 41.05950916)
1547950,41.1117307,-77.7022159,10/1/1968,1/22/2023,395.0667,POINT (-77.7022159 41.1117307)
1548500,41.52173586,-77.4474798,10/1/1918,1/22/2023,1557.047,POINT (-77.4474798 41.52173586)
1549500,41.47368336,-77.230809,10/1/1940,1/22/2023,97.4853,POINT (-77.230809 41.47368336)
1549700,41.273683,-77.32414028,10/1/1957,1/22/2023,2452.373,POINT (-77.32414028 41.273683)
1550000,41.41813179,-77.0330238,12/1/1913,1/22/2023,452.6757,POINT (-77.0330238 41.41813179)
1551500,41.23618985,-76.996634,1895-03-01,1/22/2023,14703.78,POINT (-76.996634 41.23618985)
1552000,41.32507836,-76.91246379,10/1/1925,1/22/2023,1129.486,POINT (-76.91246379 41.32507836)
1552500,41.35702418,-76.5346708,10/1/1940,1/22/2023,60.6384,POINT (-76.5346708 41.35702418)
1553500,40.96758498,-76.8763543,10/1/1939,1/22/2023,17703.4,POINT (-76.8763543 40.96758498)
1553700,41.0617522,-76.68023479,5/1/1979,1/22/2023,133.6806,POINT (-76.68023479 41.0617522)
1554000,40.8345293,-76.8266349,10/1/1937,1/22/2023,47364.19,POINT (-76.8266349 40.8345293)
1555000,40.86674917,-77.0483088,10/1/1929,1/22/2023,792.6156,POINT (-77.0483088 40.86674917)
1555500,40.61119589,-76.9119198,10/1/1929,1/22/2023,421.7076,POINT (-76.9119198 40.61119589)
1565000,40.65479256,-77.5830499,10/1/1939,1/22/2023,421.7841,POINT (-77.5830499 40.65479256)
1566000,40.5153564,-77.41915568,9/1/1911,1/22/2023,543.699,POINT (-77.41915568 40.5153564)
1567000,40.47841677,-77.1291484,1899-04-01,1/22/2023,8657.286,POINT (-77.1291484 40.47841677)
1567500,40.37091615,-77.402209,2/1/1954,1/21/2023,38.7729,POINT (-77.402209 40.37091615)
1568000,40.32341928,-77.1688703,10/1/1929,1/22/2023,534.3948,POINT (-77.1688703 40.32341928)
1570000,40.2522222,-77.0211111,10/1/1911,1/22/2023,1206.586,POINT (-77.0211111 40.2522222)
1570500,40.25481164,-76.8860846,1890-10-01,1/22/2023,,POINT (-76.8860846 40.25481164)
1571500,40.22481237,-76.8980293,1/1/1910,1/22/2023,557.7318,POINT (-76.8980293 40.22481237)
1572025,40.53258999,-76.4021793,10/1/1988,1/22/2023,301.833,POINT (-76.4021793 40.53258999)
1572190,40.4792558,-76.530797,10/1/1988,1/22/2023,433.8342,POINT (-76.530797 40.4792558)
1573000,40.4025897,-76.57718829,1/1/1919,1/22/2023,871.6752,POINT (-76.57718829 40.4025897)
1573160,40.3426111,-76.56188889,10/24/1975,1/22/2023,,POINT (-76.56188889 40.3426111)
1573560,40.29842358,-76.6677469,10/1/1975,1/22/2023,1250.56,POINT (-76.6677469 40.29842358)
1574000,40.0809008,-76.7180813,10/1/1928,1/22/2023,1326.206,POINT (-76.7180813 40.0809008)
1574500,39.8787104,-76.8533073,5/1/1929,1/22/2023,195.84,POINT (-76.8533073 39.8787104)
1574500,39.8787104,-76.8533073,11/1/1965,9/30/2021,195.84,POINT (-76.8533073 39.8787104)
1574500,39.8787104,-76.8533073,5/1/1929,1/22/2023,195.84,POINT (-76.8533073 39.8787104)
1574500,39.8787104,-76.8533073,11/1/1965,9/30/2021,195.84,POINT (-76.8533073 39.8787104)
1575500,39.94620975,-76.7552459,8/1/1940,1/22/2023,573.6834,POINT (-76.7552459 39.94620975)
1575585,40.0187082,-76.6930218,10/1/1984,11/15/2021,,POINT (-76.6930218 40.0187082)
1576000,40.0545413,-76.5307992,10/1/1931,1/22/2023,,POINT (-76.5307992 40.0545413)
1576500,40.05009748,-76.2771798,10/1/1928,1/22/2023,837.2034,POINT (-76.2771798 40.05009748)
1576754,39.9464886,-76.3677388,10/1/1984,1/22/2023,1214.191,POINT (-76.3677388 39.9464886)
1576787,39.90593409,-76.32829298,2/24/1977,1/22/2023,389.0367,POINT (-76.32829298 39.90593409)
1577500,39.77260378,-76.3157919,10/1/1928,1/22/2023,,POINT (-76.3157919 39.77260378)
1578310,39.65788889,-76.1744444,10/1/1967,1/22/2023,,POINT (-76.1744444 39.65788889)
1580000,39.6299722,-76.4033056,10/1/1926,1/22/2023,244.3698,POINT (-76.4033056 39.6299722)
1580520,39.61744444,-76.1918611,1/1/2000,1/22/2023,425.3841,POINT (-76.1918611 39.61744444)
1581500,39.5414722,-76.3301111,6/1/1944,1/22/2023,21.6648,POINT (-76.3301111 39.5414722)
1581700,39.51994444,-76.3729722,8/1/1967,1/22/2023,90.0522,POINT (-76.3729722 39.51994444)
1581757,39.43927778,-76.30602778,1/1/2000,12/22/2020,138.9735,POINT (-76.30602778 39.43927778)
1581960,39.673,-76.6749722,10/1/1999,1/22/2023,25.4979,POINT (-76.6749722 39.673)
1582000,39.6040833,-76.6204722,7/1/1944,1/22/2023,139.1994,POINT (-76.6204722 39.6040833)
1582500,39.54969444,-76.6361111,10/1/1977,1/22/2023,413.7579,POINT (-76.6361111 39.54969444)
1583100,39.5206111,-76.76688889,5/10/1982,1/22/2023,32.0121,POINT (-76.76688889 39.5206111)
1583500,39.51077778,-76.6765,9/1/1944,1/22/2023,155.8494,POINT (-76.6765 39.51077778)
1583570,39.48030556,-76.6875,1/1/1983,1/22/2023,,POINT (-76.6875 39.48030556)
1583580,39.4794722,-76.67802778,8/1/1964,1/22/2023,3.8952,POINT (-76.67802778 39.4794722)
1583600,39.4855833,-76.6457222,10/1/1982,1/22/2023,53.6463,POINT (-76.6457222 39.4855833)
1584050,39.45469444,-76.47888889,10/1/1975,1/22/2023,24.0714,POINT (-76.47888889 39.45469444)
1584500,39.5053611,-76.43177778,11/1/1926,1/22/2023,93.50729,POINT (-76.43177778 39.5053611)
1585090,39.3795833,-76.4958056,1/1/1995,1/22/2023,6.8688,POINT (-76.4958056 39.3795833)
1585100,39.37077778,-76.4460556,2/1/1959,1/22/2023,19.7199,POINT (-76.4460556 39.37077778)
1585104,39.383,-76.4329722,10/1/1999,1/22/2023,6.0579,POINT (-76.4329722 39.383)
1585200,39.37363889,-76.5843333,7/1/1957,1/22/2023,6.0435,POINT (-76.5843333 39.37363889)
1585225,39.33669444,-76.5406111,7/25/1996,10/10/2022,,POINT (-76.5406111 39.33669444)
1585230,39.3300833,-76.53488889,7/23/1996,10/10/2022,9.144,POINT (-76.53488889 39.3300833)
1585500,39.59269444,-76.96825,10/1/1949,1/22/2023,8.415,POINT (-76.96825 39.59269444)
1586000,39.503,-76.88438889,9/22/1945,1/22/2023,144.5121,POINT (-76.88438889 39.503)
1586210,39.48944444,-76.9029444,10/1/1982,1/22/2023,36.5382,POINT (-76.9029444 39.48944444)
1586610,39.45188889,-76.9553056,10/1/1982,1/22/2023,72.7047,POINT (-76.9553056 39.45188889)
1589000,39.31030556,-76.7924167,5/22/1944,1/22/2023,738.8298,POINT (-76.7924167 39.31030556)
1589100,39.24027778,-76.6920556,8/1/1957,1/22/2023,6.426,POINT (-76.6920556 39.24027778)
1589197,39.44294444,-76.7834167,10/1/1998,1/22/2023,10.6209,POINT (-76.7834167 39.44294444)
1589300,39.34588889,-76.7331944,2/1/1957,1/22/2023,84.519,POINT (-76.7331944 39.34588889)
1589330,39.3112222,-76.71663889,10/1/1959,1/22/2023,14.2182,POINT (-76.71663889 39.3112222)
1589352,39.2715,-76.6485556,10/1/1998,1/22/2023,159.1209,POINT (-76.6485556 39.2715)
1589440,39.39575,-76.66288889,4/1/1966,1/22/2023,65.1033,POINT (-76.66288889 39.39575)
1589500,39.17,-76.6306111,6/1/1944,1/22/2023,12.5505,POINT (-76.6306111 39.17)
1589795,39.06825,-76.65152778,8/29/1989,1/22/2023,2.493,POINT (-76.65152778 39.06825)
1591000,39.23825,-77.0557222,7/20/1944,1/22/2023,88.9722,POINT (-77.0557222 39.23825)
1591400,39.2559722,-77.0510556,6/6/1978,1/22/2023,59.094,POINT (-77.0510556 39.2559722)
1591610,39.19219444,-77.00438889,10/1/1980,1/22/2023,205.335,POINT (-77.00438889 39.19219444)
1591700,39.17452778,-77.0214167,6/7/1978,1/22/2023,70.27831,POINT (-77.0214167 39.17452778)
1592500,39.1157222,-76.87375,10/1/1944,1/22/2023,344.178,POINT (-76.87375 39.1157222)
1593500,39.16775,-76.85125,4/1/1932,1/22/2023,98.0064,POINT (-76.85125 39.16775)
1594000,39.13441667,-76.8161667,10/1/1939,1/22/2023,254.3679,POINT (-76.8161667 39.13441667)
1594440,38.95591667,-76.6936944,6/27/1977,1/22/2023,906.5709,POINT (-76.6936944 38.95591667)
1594526,38.8142222,-76.7487222,10/1/1985,1/22/2023,233.5851,POINT (-76.7487222 38.8142222)
1617800,39.51455556,-77.7772222,10/1/1963,1/22/2023,48.39819,POINT (-77.7772222 39.51455556)
1619000,39.71625,-77.60663889,5/1/1948,1/22/2023,243.963,POINT (-77.60663889 39.71625)
1619500,39.44977778,-77.7301944,1897-07-01,1/22/2023,728.4222,POINT (-77.7301944 39.44977778)
1636500,39.28204576,-77.7891606,1895-04-01,1/22/2023,7872.947,POINT (-77.7891606 39.28204576)
1637500,39.42725,-77.5561667,8/1/1947,1/22/2023,174.2859,POINT (-77.5561667 39.42725)
1638480,39.25510206,-77.5763778,10/31/1970,1/22/2023,231.9951,POINT (-77.5763778 39.25510206)
1638500,39.2735833,-77.5431111,1895-02-01,1/22/2023,25001.5,POINT (-77.5431111 39.2735833)
1639000,39.67905556,-77.23452778,5/1/1942,1/22/2023,448.6043,POINT (-77.23452778 39.67905556)
1639500,39.6123611,-77.2374444,10/1/1947,1/22/2023,267.1785,POINT (-77.2374444 39.6123611)
1643000,39.4028333,-77.3660833,10/1/1929,1/22/2023,2112.451,POINT (-77.3660833 39.4028333)
1643500,39.29413889,-77.4070833,7/29/1948,1/22/2023,163.8468,POINT (-77.4070833 39.29413889)
1643700,38.98649818,-77.7966614,10/1/1965,1/22/2023,315.1179,POINT (-77.7966614 38.98649818)
1644000,39.01955309,-77.5774918,7/12/1909,1/22/2023,859.1698,POINT (-77.5774918 39.01955309)
1645000,39.1280833,-77.33577778,9/26/1930,1/22/2023,262.4328,POINT (-77.33577778 39.1280833)
1646000,38.97594346,-77.24581439,4/1/1935,1/22/2023,149.8617,POINT (-77.24581439 38.97594346)
1646500,38.94977778,-77.12763889,3/1/1930,1/22/2023,29952.08,POINT (-77.12763889 38.94977778)
1646502,38.94977778,-77.12763889,3/1/1930,9/30/2022,29952.08,POINT (-77.12763889 38.94977778)
1648000,38.9725,-77.04,10/1/1929,1/22/2023,136.8279,POINT (-77.04 38.9725)
1649500,38.96025,-76.9259722,8/1/1938,1/22/2023,188.0622,POINT (-76.9259722 38.96025)
1650500,39.06552778,-77.0293611,10/1/1923,1/22/2023,54.7587,POINT (-77.0293611 39.06552778)
1651000,38.95255556,-76.96513889,7/1/1938,1/22/2023,127.8054,POINT (-76.96513889 38.95255556)
1651800,38.90127778,-76.94327778,6/19/1992,1/22/2023,8.559,POINT (-76.94327778 38.90127778)
1652500,38.8433333,-77.0858611,5/4/1951,1/22/2023,34.5501,POINT (-77.0858611 38.8433333)
1653000,38.8044466,-77.10558989,6/1/1955,1/22/2023,87.3063,POINT (-77.10558989 38.8044466)
1653600,38.70577778,-76.9661944,10/1/1965,1/22/2023,102.7305,POINT (-76.9661944 38.70577778)
1654000,38.81289066,-77.2283158,10/1/1947,1/22/2023,60.70827,POINT (-77.2283158 38.81289066)
1654500,38.81358508,-77.2364549,10/1/1947,1/22/2023,,POINT (-77.2364549 38.81358508)
1656000,38.63678689,-77.6249897,10/1/1950,1/22/2023,241.2711,POINT (-77.6249897 38.63678689)
1658000,38.59613889,-77.05602778,11/28/1949,1/22/2023,143.748,POINT (-77.05602778 38.59613889)
1658500,38.5873427,-77.4285958,5/1/1951,1/22/2023,19.34224,POINT (-77.4285958 38.5873427)
1660400,38.49040138,-77.4335942,9/1/1971,1/22/2023,90.6984,POINT (-77.4335942 38.49040138)
1660920,38.4905833,-76.9270833,6/14/1983,1/22/2023,208.5102,POINT (-76.9270833 38.4905833)
1661050,38.33330556,-76.725,10/1/1968,1/22/2023,47.85433,POINT (-76.725 38.33330556)
1661500,38.24175,-76.5036667,6/21/1946,1/22/2023,65.3904,POINT (-76.5036667 38.24175)
1668000,38.30846178,-77.52915268,9/19/1907,1/22/2023,4135.021,POINT (-77.52915268 38.30846178)
1669000,37.8770819,-76.900521,10/1/1951,1/22/2023,71.84071,POINT (-76.900521 37.8770819)
1669520,37.6337529,-76.6963468,8/14/1981,1/22/2023,277.3854,POINT (-76.6963468 37.6337529)
1670400,38.01291599,-77.7011007,10/1/1978,1/22/2023,886.6161,POINT (-77.7011007 38.01291599)
1671020,37.85014024,-77.42775949,10/1/1979,1/22/2023,1200.548,POINT (-77.42775949 37.85014024)
1671100,37.8726401,-77.5130392,10/1/1961,1/22/2023,277.6545,POINT (-77.5130392 37.8726401)
1672500,37.796809,-77.5488744,10/1/1930,1/22/2023,1023.096,POINT (-77.5488744 37.796809)
1673000,37.76764189,-77.3322018,10/1/1941,1/22/2023,2796.263,POINT (-77.3322018 37.76764189)
1673550,37.6626434,-77.2577548,10/1/1977,1/22/2023,65.34,POINT (-77.2577548 37.6626434)
1673800,38.1715215,-77.5947095,10/1/1962,1/22/2023,200.8323,POINT (-77.5947095 38.1715215)
1674000,38.061801,-77.3858142,10/1/1942,1/22/2023,665.6211,POINT (-77.3858142 38.061801)
1674500,37.88388889,-77.16527778,9/19/1941,1/22/2023,1554.768,POINT (-77.16527778 37.88388889)
2037500,37.5632022,-77.5469314,10/1/1934,1/22/2023,17504.71,POINT (-77.5469314 37.5632022)
4219000,43.07177778,-77.2969722,11/1/1919,1/22/2023,,POINT (-77.2969722 43.07177778)
422026250,43.2538611,-77.7420833,10/1/1989,1/22/2023,25.0614,POINT (-77.7420833 43.2538611)
4224775,42.53555556,-77.7041667,7/30/1974,1/22/2023,231.8445,POINT (-77.7041667 42.53555556)
4227995,42.85416667,-77.71527778,10/1/1919,1/22/2023,186.6177,POINT (-77.71527778 42.85416667)
4228500,42.9227222,-77.7574167,8/1/1955,1/23/2023,4343.949,POINT (-77.7574167 42.9227222)
4229500,42.9572222,-77.58888889,10/1/1945,1/22/2023,502.4898,POINT (-77.58888889 42.9572222)
4230500,43.01,-77.79138889,10/1/1945,1/22/2023,524.7018,POINT (-77.79138889 43.01)
4231600,43.1417222,-77.6163056,4/1/1904,1/22/2023,6383.732,POINT (-77.6163056 43.1417222)
4232034,43.0278333,-77.4787222,6/26/1991,1/22/2023,100.0665,POINT (-77.4787222 43.0278333)
4232050,43.12802778,-77.527,12/1/1959,1/22/2023,77.44231,POINT (-77.527 43.12802778)
423205010,43.145,-77.5119444,12/1/1980,1/22/2023,379.7046,POINT (-77.5119444 43.145)
4232100,43.32527778,-76.6472222,4/30/1957,9/10/2020,111.393,POINT (-76.6472222 43.32527778)
4232200,42.32827778,-76.8439167,8/1/1975,1/22/2023,,POINT (-76.8439167 42.32827778)
4232482,42.6803333,-76.95388889,4/1/1965,1/22/2023,532.5489,POINT (-76.95388889 42.6803333)
4233300,42.40305556,-76.435,3/9/1995,1/22/2023,98.487,POINT (-76.435 42.40305556)
4234000,42.4533333,-76.47277778,2/15/1925,1/22/2023,320.6385,POINT (-76.47277778 42.4533333)
4235000,42.9182222,-77.23277778,4/1/1940,1/22/2023,,POINT (-77.23277778 42.9182222)
4235250,42.95777778,-77.0680556,10/1/1959,1/22/2023,260.5797,POINT (-77.0680556 42.95777778)
4235299,42.7115833,-76.434,1/1/1960,1/22/2023,,POINT (-76.434 42.7115833)
4235440,42.93238889,-76.5635556,9/30/1998,1/22/2023,,POINT (-76.5635556 42.93238889)
4235600,43.0786111,-76.6455556,10/1/1996,1/22/2023,,POINT (-76.6455556 43.0786111)
4237496,43.1623333,-76.3626944,11/11/1949,1/22/2023,,POINT (-76.3626944 43.1623333)
4239000,42.9833333,-76.1508333,5/16/1951,1/22/2023,245.6235,POINT (-76.1508333 42.9833333)
4240010,43.05744444,-76.162,9/1/1970,1/22/2023,331.6887,POINT (-76.162 43.05744444)
4240100,43.0358333,-76.1816667,6/19/1959,1/7/2021,25.8525,POINT (-76.1816667 43.0358333)
4240105,43.0561111,-76.185,10/1/1970,1/10/2021,,POINT (-76.185 43.0561111)
4240120,43.0772222,-76.17027778,9/1/1970,10/4/2020,75.8016,POINT (-76.17027778 43.0772222)
4242500,43.3011111,-75.6214722,4/1/1923,1/22/2023,482.0616,POINT (-75.6214722 43.3011111)
4243500,43.09755556,-75.6394167,10/1/1949,1/21/2023,300.4533,POINT (-75.6394167 43.09755556)
4244000,43.02305556,-75.8586111,10/1/1950,1/22/2023,,POINT (-75.8586111 43.02305556)
4245840,43.25980556,-76.00277778,4/1/1966,1/22/2023,,POINT (-76.00277778 43.25980556)
4247000,43.2053611,-76.21777778,11/18/1996,1/22/2023,3728.815,POINT (-76.21777778 43.2053611)
4249000,43.45166667,-76.50527778,10/1/1900,1/22/2023,13209.39,POINT (-76.50527778 43.45166667)
4250200,43.53119444,-76.0376944,11/5/1992,1/22/2023,615.1113,POINT (-76.0376944 43.53119444)
4250750,43.81369444,-76.0744444,8/22/1957,1/22/2023,325.4256,POINT (-76.0744444 43.81369444)
4252500,43.5116111,-75.30677778,3/27/1911,1/22/2023,784.4697,POINT (-75.30677778 43.5116111)
4253294,43.74305556,-74.7147222,9/30/1998,1/16/2023,,POINT (-74.7147222 43.74305556)
4253295,43.745,-74.7144444,6/17/1998,1/16/2023,,POINT (-74.7144444 43.745)
4253296,43.7439541,-74.7218348,11/9/1988,1/22/2023,,POINT (-74.7218348 43.7439541)
4256000,43.74680556,-75.3334444,7/1/1942,1/22/2023,232.4457,POINT (-75.3334444 43.74680556)
4258000,43.89716667,-75.40427778,9/19/1930,1/22/2023,754.8174,POINT (-75.40427778 43.89716667)
4260500,43.9858333,-75.9246111,7/18/1920,1/22/2023,4842.863,POINT (-75.9246111 43.9858333)
