DAM_ID,DAM_NAME,STATE,AGENCY_CODE,LONG,LAT,TIME_SERIES_START,TIME_SERIES_END,INCONSISTENCIES_NOTED
908,Hawk Springs,Wyoming,WSE,-104.193569,41.714582,1/28/85,9/30/16,NA
910,Davis Creek Dam,Nebraska,BOR,-98.74837,41.416301,1/31/93,5/5/20,NA
911,Red Rock Dam,Iowa,ACE_ROCK,-92.982345,41.369935,3/20/69,12/31/20,NA
913,Kingsley,Nebraska,CNPPID,-101.67338,41.214586,1/1/42,7/21/20,NA
919,Branched Oak Dam,Nebraska,ACE_OMA,-96.853979,40.970589,4/2/69,10/1/19,NA
920,Jeffrey Reg Dam,Nebraska,CNPPID,-100.403511,40.958721,1/1/42,7/21/20,NA
924,Rathbun Dam,Iowa,ACE_KAN,-92.881377,40.831517,9/28/67,12/31/20,NA
929,Johnson Lake Dam,Nebraska,CNPPID,-99.843679,40.677414,1/1/64,NA,NA
931,Elwood Dam,Nebraska,CNPPID,-99.853071,40.634268,6/21/98,7/21/20,NA
936,Enders,Nebraska,BOR,-101.51979,40.422802,10/23/50,12/18/18,NA
938,Medicine Creek,Nebraska,BOR,-100.219447,40.378902,12/4/49,12/18/18,NA
939,Red Willow,Nebraska,BOR,-100.666251,40.360837,10/1/62,12/18/18,NA
947,Trenton,Nebraska,BOR,-101.065857,40.168713,1/1/10,12/18/18,NA
948,Harlan County Dam,Nebraska,BOR,-99.21467,40.072869,10/4/92,12/18/18,NA
952,Lovewell,Kansas,BOR,-98.028963,39.886843,1/1/76,12/18/18,NA
953,Norton,Kansas,BOR ,-99.93575,39.805524,7/11/64,12/18/18,NA
955,Long Branch Dam,Missouri,ACE_KAN,-92.517382,39.753459,1/1/80,12/31/20,NA
956,Kirwin,Kansas,BOR ,-99.127083,39.659702,1/1/76,12/18/18,NA
957,Cherry Creek Dam,Colorado,ACE_OMA,-104.8599,39.646658,1/2/57,10/1/19,NA
958,Bonny,Colorado,BOR,-102.174556,39.621971,10/1/50,12/18/18,NA
961,Clarence Cannon Dam,Missouri,ACE_STL,-91.648475,39.526146,1/1/80,12/31/20,NA
962,Glen Elder,Kansas,BOR,-98.318864,39.473081,1/1/10,12/18/18,NA
963,Webster,Kansas,BOR,-99.424609,39.40559,1/1/10,12/18/18,NA
964,Smithville Dam,Missouri,ACE_KAN,-94.554967,39.398007,12/1/79,12/31/20,NA
965,Tuttle Creek Dam,Kansas,ACE_KAN,-96.59375,39.260417,7/21/59,12/31/20,NA
967,Perry Dam,Kansas,ACE_KAN,-95.432391,39.111675,1/1/71,12/31/20,NA
968,Milford Dam,Kansas,ACE_KAN,-96.899609,39.078243,1/1/65,12/31/20,NA
969,Blue Springs Dam,Missouri,DUKE,-94.335427,39.014258,10/1/88,9/30/15,NA
972,Wilson Dam,Kansas,ACE_KAN,-98.49375,38.963636,9/4/63,12/31/20,NA
974,Longview Dam,Missouri,DUKE,-94.465654,38.92201,9/15/85,9/30/15,NA
975,Clinton Dam,Kansas,ACE_KAN,-95.331348,38.91875,1/1/78,12/31/20,NA
976,Cedar Bluff,Kansas,BOR,-99.72388,38.785402,1/1/76,12/18/18,7/22/93
978,Council Grove City Dam,Kansas,ACE_TUL,-96.553129,38.676363,10/1/79,12/31/20,7/22/93
979,Hillsdale Dam,Kansas,ACE_KAN,-94.902775,38.657411,1/1/80,12/31/20,NA
980,Pomona Dam,Kansas,ACE_KAN,-95.557488,38.653448,7/20/62,12/31/20,NA
981,Kanopolis Dam,Kansas,ACE_KAN,-97.966322,38.609095,1/1/49,12/31/20,NA
982,Melvern Dam,Kansas,DUKE,-95.715718,38.51407,10/3/70,9/30/15,NA
983,Marion Lake,Kansas,ACE_TUL,-97.08315,38.370716,10/1/79,12/31/20,NA
987,Pueblo,Colorado,BOR,-104.727382,38.272917,5/15/74,12/18/18,NA
989,Harry S. Truman Dam,Missouri,DUKE,-93.40625,38.264873,8/1/77,9/30/15,NA
991,John Redmond Lake,Kansas,ACE_TUL,-95.764794,38.239796,10/1/79,12/31/20,NA
993,Bagnell Dam,Missouri,AME,-92.627083,38.20625,1/1/87,12/31/07,NA
998,John Martin Dam,Colorado,ACE_OMA,-102.939585,38.064582,1/1/80,12/31/20,NA
1000,Pomme de Terre Dam,Missouri,ACE_KAN,-93.321703,37.897187,6/30/60,12/31/20,NA
1001,El Dorado Lake,Kansas,DUKE,-96.813814,37.840623,10/3/79,9/30/15,NA
1003,Toronto Lake,Kansas,DUKE,-95.921996,37.741526,10/1/79,9/30/15,NA
1005,Cheney,Kansas,BOR,-97.802083,37.723975,10/18/90,12/18/18,NA
1006,Stockton Dam,Missouri,DUKE,-93.76875,37.689583,10/1/68,9/30/15,NA
1007,Fall River Lake,Kansas,DUKE,-96.06875,37.649318,10/1/79,9/30/15,NA
1014,Big Hill Lake,Kansas,ACE_TUL,-95.464466,37.2693,1/1/80,12/31/20,NA
1016,Trinidad,Colorado,ACE_ALB,-104.552901,37.142426,1/1/80,12/31/20,NA
1017,Clearwater Dam,Missouri,ACE_LIT,-90.774448,37.136323,1/1/36,2/18/20,NA
