DAM_ID,DAM_NAME,STATE,AGENCY_CODE,LONG,LAT,TIME_SERIES_START,TIME_SERIES_END,INCONSISTENCIES_NOTED
1019,Wappapello Dam,Missouri,ACE_STL,-90.282381,36.931986,4/1/41,12/31/20,NA
1020,Copan Lake,Oklahoma,DUKE,-95.972917,36.886385,1/1/80,9/30/15,NA
1021,Great Salt Plains Lake,Oklahoma,DUKE,-98.140473,36.747179,7/18/80,9/30/15,NA
1023,Kaw Lake,Oklahoma,DUKE,-96.927032,36.702154,10/1/79,9/30/15,NA
1026,Table Rock Dam,Missouri,ACE_LIT,-93.311648,36.597936,1/2/40,2/18/20,NA
1027,Fort Supply Lake,Oklahoma,DUKE,-99.565839,36.550855,10/1/79,9/30/15,NA
1028,Birch Lake,Oklahoma,DUKE,-96.161815,36.530647,10/1/79,9/30/15,NA
1032,Oologah Lake,Oklahoma,DUKE,-95.679416,36.424078,10/1/79,9/30/15,NA
1033,Beaver,Arkansas,ACE_LIT,-93.849219,36.422916,12/1/72,2/18/20,NA
1034,Spavinaw,Oklahoma,USGS,-95.046645,36.384733,10/1/05,12/31/20,NA
1035,Eucha,Oklahoma,USGS,-94.933731,36.375383,1/1/80,12/31/20,NA
1036,Bull Shoals,Arkansas,ACE_LIT,-92.572917,36.365385,1/1/37,2/18/20,NA
1042,Norfork,Arkansas,ACE_LIT,-92.238377,36.252069,1/2/45,2/18/20,NA
1044,Robert S. Kerr Dam,Oklahoma,USGS,-95.180265,36.231263,1/1/80,12/31/20,NA
1048,Keystone Lake,Oklahoma,DUKE,-96.25625,36.152083,10/1/79,9/30/15,NA
1050,Canton Lake,Oklahoma,ACE_TUL,-98.602083,36.085762,10/1/79,12/31/20,NA
1051,Newt Graham Lock and Dam,Oklahoma,DUKE,-95.539797,36.059869,10/1/79,10/31/94,NA
1053,Fort Gibson Lake,Oklahoma,DUKE,-95.232292,35.870603,10/1/79,9/30/15,NA
1055,Sanford Dam,Texas,BOR,-101.553663,35.713078,10/1/67,12/31/18,NA
1060,Tenkiller Lake,Oklahoma,ACE_TUL,-95.037008,35.595392,10/1/79,12/31/20,NA
1063,Foss,Oklahoma,BOR,-99.186521,35.543961,4/1/88,12/18/18,NA
1067,Greers Ferry,Arkansas,ACE_LIT,-91.992829,35.520559,1/2/62,2/18/20,NA
1068,Overholser,Oklahoma,USGS,-97.668076,35.487041,1/1/80,12/31/20,NA
1070,Conchas Dam,New Mexico,DUKE,-104.191262,35.40124,1/1/91,9/30/15,NA
1073,Ute Dam,New Mexico,USGS,-103.44804,35.351627,1/1/80,12/31/20,NA
1075,Robert S. Kerr Lock and Dam,Oklahoma,DUKE,-94.778828,35.346223,10/1/79,10/31/94,NA
1077,Eufaula Lake,Oklahoma,ACE_TUL,-95.357937,35.307952,10/1/79,12/31/20,NA
1078,Dardanelle Lock and Dam,Arkansas,DUKE,-93.172917,35.251912,1/1/89,12/31/15,NA
1080,Norman,Oklahoma,BOR,-97.219506,35.223344,10/31/90,12/18/18,NA
1081,Fort Cobb,Oklahoma,BOR,-98.456255,35.164589,10/31/90,12/18/18,NA
1084,Blue Mountain,Arkansas,ACE_LIT,-93.651042,35.102957,3/1/47,2/18/20,NA
1086,Santa Rosa Dam,New Mexico,BOR,-104.688235,35.02896,1/1/40,12/18/18,NA
1092,Nimrod,Arkansas,ACE_LIT,-93.16166,34.95283,1/2/44,2/18/20,NA
1093,Wister Lake,Oklahoma,DUKE,-94.719351,34.939583,10/1/79,9/30/15,NA
1095,Altus,Oklahoma,BOR,-99.29375,34.889583,2/1/88,12/18/18,NA
1101,Arkabutla Dam,Mississippi,ACE_VIC,-90.122793,34.756146,1/1/64,12/31/19,NA
1109,Sumner,New Mexico,BOR,-104.387881,34.608174,10/1/65,1/28/21,NA
1112,Blakely Mountain Dam,Arkansas,ACE_VIC,-93.195081,34.574105,1/1/61,12/31/19,NA
1117,Arbuckle Dike 1,Oklahoma,BOR,-97.026426,34.435509,10/31/90,12/18/18,NA
1119,McGee Creek,Oklahoma,BOR,-95.872801,34.315301,4/1/87,5/5/20,NA
1120,Waurika Lake,Oklahoma,DUKE,-98.05608,34.239978,10/1/79,9/30/15,NA
1121,Degray Dam,Arkansas,ACE_VIC,-93.110417,34.216058,1/1/72,12/31/19,NA
1122,Gillham,Arkansas,ACE_LIT,-94.228715,34.211828,7/1/36,2/18/20,NA
1123,Broken Bow Lake,Oklahoma,ACE_TUL,-94.684146,34.147952,10/1/79,12/31/20,NA
1124,Dierks,Arkansas,DUKE,-94.09561,34.145695,12/1/72,2/18/20,NA
1125,Narrows Dam,Arkansas,ACE_VIC,-93.716351,34.149561,1/1/72,12/31/19,NA
1127,Dequeen,Arkansas,ACE_LIT,-94.381595,34.099584,8/1/73,2/18/20,NA
1128,Hugo Lake,Oklahoma,DUKE,-95.382598,34.011291,11/1/94,9/30/15,NA
1134,Pat Mayse Lake,Texas,DUKE,-95.557174,33.85427,10/1/79,10/31/15,NA
1135,Denison Dam,Oklahoma,TWDB,-96.573487,33.822946,10/1/79,12/31/20,NA
1139,Lake Arrowhead Dam,Texas,TWDB,-98.360383,33.762939,6/2/67,12/31/20,NA
1140,Lake Kemp Dam,Texas,TWDB,-99.148818,33.754876,10/2/49,12/31/20,NA
1144,Millwood Dam,Arkansas,DUKE,-93.965625,33.694799,1/1/89,12/31/15,NA
1145,Lake Kickapoo Dam,Texas,TWDB,-98.778238,33.660121,2/1/46,12/31/20,NA
1151,Ray Roberts Dam,Texas,ACE_FOR,-97.052189,33.356409,6/30/87,5/17/20,NA
1152,Jim Chapman Lake,Texas,TWDB,-95.627112,33.327054,1/1/80,12/31/20,NA
1153,Wright Patman Dam and Lake,Texas,ACE_FOR,-94.161536,33.306363,1/1/54,5/26/20,NA
1164,Lewisville Dam,Texas,TWDB,-96.969792,33.069896,11/1/54,12/31/20,NA
1170,Lavon Dam,Texas,DUKE,-96.469792,33.033002,9/14/54,9/30/15,NA
1171,Grapevine Dam,Texas,TWDB,-97.057957,32.972572,7/2/52,12/31/20,NA
1176,Morris Sheppard,Texas,TWDB,-98.428696,32.869311,3/22/41,12/31/20,NA
1181,Iron Bridge Dam,Texas,TWDB,-95.91465,32.814655,10/2/60,12/31/20,NA
1182,Lake Fork Dam,Texas,TWDB,-95.531853,32.811369,10/2/79,12/31/20,NA
1183,Rockwall Forney Dam,Texas,TWDB,-96.501952,32.802749,1/1/80,12/31/20,NA
1186,Ferrells Bridge Dam,Texas,TWDB,-94.506269,32.752105,8/23/57,12/31/20,NA
1188,Mountain Creek Dam,Texas,TWDB,-96.94375,32.730483,10/2/60,12/31/20,NA
1192,Caddo Dam,Louisiana,ACE_VIC,-93.916361,32.707095,7/11/32,7/13/20,NA
1194,Benbrook Lake,Texas,TWDB,-97.455208,32.651213,10/2/52,12/31/20,NA
1197,Joe Pool Lake,Texas,DUKE,-96.988542,32.642259,1/6/86,9/30/15,NA
1202,Brantley,New Mexico,BOR,-104.378655,32.549683,1/1/88,1/28/21,NA
1207,Ross Barnett Reservoir,Mississippi,PRVWD,-90.063542,32.398735,1/1/65,9/30/20,NA
1216,Squaw Creek Dam,Texas,TWDB,-97.760779,32.294346,1/1/80,12/31/20,NA
1218,Lake Pat Cleburne Dam,Texas,TWDB,-97.427188,32.285598,1/1/80,12/31/20,NA
1220,Bardwell Lake,Texas,TWDB,-96.647908,32.252524,11/2/65,12/31/20,NA
1231,Blackburn Crossing Dam,Texas,TWDB,-95.432925,32.058212,2/2/62,12/31/20,NA
1236,Proctor Lake,Texas,ACE_FOR,-98.478125,31.973949,2/1/63,12/31/20,NA
1237,Navarro Mills Dam,Texas,ACE_FOR,-96.698596,31.953148,9/30/81,5/17/20,NA
1242,Red Bluff Dam,Texas,TWDB,-103.911505,31.906225,2/1/37,12/31/20,NA
1243,Robert Lee Dam,Texas,TWDB,-100.519321,31.90205,12/2/68,12/31/20,NA
1245,Aquilla Lake,Texas,TWDB,-97.207292,31.899559,1/1/80,12/31/20,NA
1247,Whitney Lake,Texas,TWDB,-97.370431,31.869948,1/2/52,12/31/20,NA
1249,Hords Creek Dam,Texas,ACE_FOR,-99.561775,31.834514,4/11/48,5/17/20,NA
1254,Waco Lake,Texas,ACE_FOR,-97.198025,31.57696,2/26/65,5/17/20,NA
1257,Simon Freese Dam,Texas,TWDB,-99.669008,31.502318,1/1/80,12/31/20,NA
1258,O.C. Fisher Dam,Texas,ACE_FOR,-100.482578,31.485411,1/1/75,5/17/20,NA
1262,Nasworthy Dam,Texas,BOR,-100.478543,31.386193,5/1/88,5/5/20,NA
1263,Twin Buttes,Texas,BOR,-100.523438,31.367842,10/2/62,1/29/21,NA
1266,Sterling C. Robertson Dam,Texas,TWDB,-96.330328,31.327812,12/1/78,12/31/20,NA
1271,Brady Dam,Texas,TWDB,-99.387001,31.138818,5/2/63,12/31/20,NA
1273,Belton Dam,Texas,TWDB,-97.473818,31.110239,3/2/54,12/31/20,NA
1275,Sam Rayburn Dam And Reservoir,Texas,ACE_FOR,-94.106215,31.064744,3/28/65,5/16/20,NA
1277,Stillhouse-Hollow Dam,Texas,TWDB,-97.532714,31.023437,9/2/66,12/31/20,NA
1279,Town Bluff Dam,Texas,TWDB,-94.17438,30.799546,5/2/51,12/31/20,NA
1280,Buchanan Dam,Texas,LCRA,-98.415803,30.757588,7/1/43,5/31/20,NA
1283,Roy Inks Dam,Texas,LCRA,-98.380208,30.73233,12/1/91,5/31/20,NA
1285,Granger Dam,Texas,TWDB,-97.337077,30.690415,1/1/80,12/31/20,NA
1286,North San Gabriel Dam,Texas,TWDB,-97.727235,30.669258,1/1/80,12/31/20,NA
1287,Livingston Dam,Texas,TWDB,-95.015625,30.632678,10/2/68,12/31/20,NA
1291,Alvin Wirtz Dam,Texas,LCRA,-98.340775,30.56016,12/1/91,5/31/20,NA
1292,Max Starcke Dam,Texas,LCRA,-98.257643,30.557553,8/1/51,1/29/21,NA
1294,Mansfield Dam,Texas,LCRA,-97.905713,30.393211,7/1/43,5/31/20,NA
1296,Somerville Dam,Texas,ACE_FOR,-96.523958,30.314583,2/2/66,12/31/20,NA
1297,Tom Miller Dam,Texas,LCRA,-97.786268,30.295339,12/1/91,5/31/20,NA
1302,Canyon Lake,Texas,TWDB,-98.19971,29.871728,7/25/62,12/31/20,NA
1315,Coleto Creek Dam,Texas,TWDB,-97.170278,28.735417,1/1/80,12/31/20,NA
1316,Choke Canyon,Texas,BOR,-98.245154,28.484779,1/1/80,12/31/20,NA
1317,Wesley E. Seale Dam,Texas,BOR,-97.869086,28.047561,9/1/48,12/31/20,NA
1585,Beltzville Dam,Pennsylvania,ACE_PHI,-75.637744,40.84943,10/1/87,3/19/17,7/1/2010 - 3/19/2017
1586,J. Edward Roush Lake Dam,Indiana,ACE_LOU,-85.467105,40.846824,1/1/69,1/21/20,NA
1587,Salamonie Lake Dam,Indiana,ACE_LOU,-85.675829,40.806373,1/1/67,1/21/20,NA
1592,Mississinewa Lake Dam,Indiana,ACE_LOU,-85.955208,40.714103,11/1/67,1/21/20,NA
1595,Lake Mohawk Dam,Ohio,ACE_HUN,-81.193735,40.672896,1/1/62,11/26/17,NA
1600,Pleasant Hill Dam,Ohio,ACE_HUN,-82.324353,40.624274,9/21/00,11/26/17,NA
1606,Atwood Dam,Ohio,ACE_HUN,-81.277152,40.523591,1/1/62,11/26/17,NA
1615,Blue Marsh Dam,Pennsylvania,ACE_PHI,-76.034375,40.382474,10/1/87,3/19/17,NA
1617,Tappan Dam,Ohio,ACE_HUN,-81.225946,40.356622,12/31/86,11/26/17,NA
1619,Clendening Dam,Ohio,ACE_HUN,-81.279319,40.270656,1/1/62,11/26/17,NA
1620,Piedmont Dam,Ohio,ACE_HUN,-81.218352,40.191827,12/31/86,11/26/17,NA
1631,Dillon Dam,Ohio,ACE_HUN,-82.081891,39.99397,1/1/62,11/26/17,NA
1634,Clarence J. Brown Dam,Ohio,ACE_LOU,-83.746098,39.951705,3/1/63,1/21/20,NA
1636,Senecaville Dam,Ohio,ACE_HUN,-81.433961,39.924326,1/1/62,11/26/17,NA
1645,Cecil M. Harden Lake Dam,Indiana,ACE_LOU,-87.067708,39.720158,9/1/60,1/21/20,NA
1650,Tom Jenkins Dam,Ohio,ACE_HUN,-82.056248,39.539648,12/31/86,11/26/17,NA
1654,Cagles Mill Lake Dam,Indiana,ACE_LOU,-86.914583,39.486722,3/1/53,1/21/20,NA
1655,Caesar Creek Lake Dam,Ohio,ACE_LOU,-84.059259,39.485819,1/1/78,1/21/20,NA
1656,Brookville Lake Dam,Indiana,ACE_LOU,-84.996875,39.44049,1/1/74,1/21/20,NA
1659,Lake Shelbyville Dam,Illinois,ACE_STL,-88.777006,39.410509,1/1/80,9/1/18,NA
1683,William H. Harsha Lake Dam,Ohio,ACE_LOU,-84.146664,39.021119,12/1/77,1/22/20,NA
1684,Monroe Lake Dam,Indiana,ACE_LOU,-86.50046,39.007857,2/1/65,1/21/20,NA
1691,Burnsville Lake Dam,West Virginia,ACE_HUN,-80.617632,38.840775,1/1/86,11/26/17,NA
1699,Sutton Dam,West Virginia,ACE_HUN,-80.690625,38.661883,1/1/61,11/26/17,NA
1703,Patoka Lake Dam,Indiana,ACE_LOU,-86.706038,38.433971,9/1/77,1/21/20,NA
1706,Beech Fork Lake Dam,West Virginia,ACE_HUN,-82.413806,38.301903,1/1/62,11/26/17,NA
1707,Grayson Dam,Kentucky,ACE_HUN,-82.984298,38.251318,1/1/68,11/26/17,NA
1709,Summersville Dam,West Virginia,ACE_HUN,-80.890208,38.224185,1/1/67,11/26/17,NA
1712,East Lynn Dam,West Virginia,ACE_HUN,-82.386678,38.142806,3/1/72,11/26/17,NA
1713,Yatesville Dam,Kentucky,ACE_HUN,-82.696959,38.125451,6/13/00,11/26/17,NA
1714,Cave Run Lake Dam,Kentucky,ACE_LOU,-83.530932,38.114969,2/1/74,1/21/20,NA
1716,Rend Lake Dam,Illinois,DUKE,-88.968937,38.037374,1/16/71,4/20/16,NA
1718,Taylorsville Lake Dam,Kentucky,ACE_LOU,-85.302083,38.002023,2/28/83,1/21/20,NA
1723,Paintsville Dam,Kentucky,ACE_HUN,-82.871875,37.840562,12/31/86,11/26/17,NA
1726,Dewey Dam,Kentucky,ACE_HUN,-82.725985,37.734423,1/1/62,11/27/17,NA
1732,Rough River Lake Dam,Kentucky,ACE_LOU,-86.500231,37.61843,6/1/59,1/21/20,NA
1733,R.D. Bailey Dam,West Virginia,ACE_HUN,-81.8213,37.600451,2/1/80,11/26/17,NA
1735,Fishtrap Dam,Kentucky,ACE_HUN,-82.405835,37.42702,1/1/69,11/27/17,NA
1739,Buckhorn Lake Dam,Kentucky,ACE_LOU,-83.469937,37.338027,4/1/60,1/22/20,NA
1740,Nolin Lake Dam,Kentucky,ACE_LOU,-86.246529,37.278458,3/1/63,1/22/20,NA
1741,Green River Lake Dam,Kentucky,ACE_LOU,-85.339277,37.247917,2/1/69,1/21/20,NA
1742,John W. Flannagan Dam,Virginia,ACE_HUN,-82.347917,37.231204,1/1/65,11/26/17,NA
1744,Carr Creek Lake Dam,Kentucky,ACE_LOU,-83.031211,37.22716,1/1/76,1/22/20,NA
1752,Barkley Dam,Kentucky,ACE_NAS,-88.218748,37.018747,7/4/64,11/17/19,NA
1753,Kentucky,Kentucky,TVA,-88.268652,37.010296,8/31/44,5/31/20,NA
1754,Laurel Dam,Kentucky,ACE_NAS,-84.267474,36.959995,8/7/74,11/17/19,NA
1755,Barren River Lake Dam,Kentucky,ACE_LOU,-86.122475,36.893486,5/1/64,1/22/20,NA
1756,Wolf Creek,Kentucky,ACE_NAS,-85.14375,36.867817,8/31/50,11/17/19,NA
1758,Philpott Dam,Virginia,ACE_WIL,-80.028689,36.782001,12/1/51,12/31/20,NA
1761,John H. Kerr Dam,Virginia,DUKE,-78.294784,36.59626,7/1/52,6/30/20,NA
1762,Dale Hollow Dam,Tennessee,ACE_NAS,-85.450254,36.538312,1/2/46,11/17/19,NA
1763,South Holston,Tennessee,TVA,-82.085291,36.523027,11/21/50,12/6/19,NA
1765,Boone,Tennessee,TVA,-82.434375,36.438918,12/17/52,12/5/19,NA
1767,Watauga,Tennessee,TVA,-82.121993,36.3216,12/2/48,12/6/19,NA
1768,Old Hickory Dam,Tennessee,ACE_NAS,-86.658869,36.29189,6/2/54,11/17/19,NA
1770,Norris,Tennessee,TVA,-84.09268,36.227217,10/2/35,12/5/19,NA
1774,Cherokee Saddle Dam 1,Tennessee,TVA,-83.497532,36.164256,12/6/41,12/5/19,NA
1775,J. Percy Priest Dam,Tennessee,ACE_NAS,-86.617997,36.155261,9/2/67,11/17/19,NA
1776,W. Kerr Scott Dam,North Carolina,DUKE,-81.228204,36.132374,10/1/62,6/30/20,NA
1777,Center Hill Dam,Tennessee,ACE_NAS,-85.82558,36.096527,8/11/48,11/17/19,NA
1781,Douglas,Tennessee,TVA,-83.534322,35.96336,2/19/43,12/6/19,NA
1782,Falls Lake Dam,North Carolina,DUKE,-78.582442,35.945046,12/1/83,6/30/20,NA
1783,Melton Hill,Tennessee,TVA,-84.296716,35.882789,1/2/62,12/5/19,NA
1786,Oxford,North Carolina,DUKE_ENE,-81.194332,35.821759,1/1/07,9/17/20,NA
1787,Great Falls,Tennessee,TVA,-85.621457,35.801042,10/2/38,12/6/19,NA
1788,Tellico,Tennessee,TVA,-84.239583,35.789583,1/1/81,12/6/19,NA
1789,Rhodhiss,North Carolina,DUKE_ENE,-81.439986,35.772803,1/1/07,9/17/20,NA
1790,Lookout Shoals,North Carolina,DUKE_ENE,-81.090611,35.757868,1/1/07,9/17/20,NA
1791,Catawba,North Carolina,DUKE_ENE,-81.840625,35.744272,1/1/07,9/17/20,NA
1794,Beech River Dam,Tennessee,TVA,-88.416975,35.661986,1/1/86,12/5/19,NA
1796,B. Everett Jordan Dam,North Carolina,DUKE,-79.06867,35.656806,1/1/74,6/30/20,NA
1797,Watts Bar,Tennessee,TVA,-84.780208,35.623945,1/6/42,12/6/19,NA
1800,Normandy,Tennessee,TVA,-86.242708,35.466245,1/5/76,12/5/19,NA
1801,Fontana,North Carolina,TVA,-83.807292,35.453399,10/1/44,12/6/19,NA
1804,Cowans Ford,North Carolina,DUKE_ENE,-80.952083,35.435689,1/1/07,9/17/20,NA
1809,Mountain Island,North Carolina,DUKE_ENE,-80.985417,35.339583,1/1/07,9/17/20,NA
1812,Bear Creek,North Carolina,DUKE_ENE,-83.068498,35.241953,1/1/12,8/31/20,NA
1814,Tillery,North Carolina,DUKE_ENE,-80.06875,35.207212,1/1/00,7/13/20,NA
1815,Nantahala,North Carolina,DUKE_ENE,-83.653125,35.197248,1/1/12,8/31/20,NA
1816,Thorpe,North Carolina,DUKE_ENE,-83.153466,35.196105,1/1/12,8/31/20,NA
1817,Apalachia,North Carolina,TVA,-84.293303,35.168026,2/13/43,12/5/19,NA
1818,Hiwassee,North Carolina,TVA,-84.176042,35.152638,1/1/40,12/6/19,NA
1822,Chickamauga,Tennessee,TVA,-85.226742,35.102025,3/4/40,12/5/19,NA
1823,Ocoee 1,Tennessee,TVA,-84.646551,35.094393,10/1/39,12/6/19,NA
1824,Pickwick Landing,Tennessee,TVA,-88.247429,35.069376,10/1/37,12/6/19,NA
1827,Winthrop University Dam,South Carolina,DUKE_ENE,-81.010741,35.022443,1/1/07,9/17/20,NA
1828,Chatuge,North Carolina,TVA,-83.79203,35.016806,2/12/42,12/5/19,NA
1829,Nickajack,Tennessee,TVA,-85.618247,35.001899,6/30/37,12/5/19,NA
1831,Blewett Falls,North Carolina,DUKE_ENE,-79.879,34.983522,1/1/00,7/14/20,NA
1833,Nottely,Georgia,TVA,-84.090625,34.955905,1/24/42,12/5/19,NA
1834,Blue Ridge,Georgia,TVA,-84.278125,34.881121,2/1/40,12/5/19,NA
1835,Wheeler,Alabama,TVA,-87.380231,34.806299,6/30/37,12/6/19,NA
1836,Keowee,South Carolina,DUKE_ENE,-82.889333,34.799787,8/16/16,9/18/20,NA
1841,Carters Main Dam,Georgia,ACE_MOB,-84.66861,34.614583,7/18/75,12/31/20,NA
1842,Fishing Creek,South Carolina,DUKE_ENE,-80.890625,34.60297,1/1/07,9/17/20,NA
1843,Cedar Creek,Alabama,TVA,-87.972741,34.54375,1/1/79,12/5/19,NA
1846,Little Bear Creek,Alabama,TVA,-87.972917,34.452307,1/1/76,12/5/19,NA
1847,Guntersville,Alabama,TVA,-86.39202,34.421538,10/1/38,12/6/19,NA
1848,Sardis Dam,Mississippi,ACE_VIC,-89.792634,34.407344,1/1/60,12/31/19,NA
1851,Hartwell Dam,Georgia,ACE_SAV,-82.822993,34.360491,4/24/62,6/3/20,NA
1852,Wateree,South Carolina,DUKE_ENE,-80.702952,34.336709,1/1/07,9/17/20,NA
1855,Upper Bear Creek,Alabama,TVA,-87.692356,34.27409,1/7/78,12/6/19,NA
1862,Allatoona Lake Dam and Powerhouse,Georgia,ACE_MOB,-84.726313,34.164969,1/1/52,12/31/20,NA
1863,Buford,Georgia,ACE_MOB,-84.072357,34.16084,5/1/59,12/31/20,NA
1864,Enid Dam,Mississippi,ACE_VIC,-89.90447,34.151653,1/1/62,12/31/19,NA
1869,Grenada Dam,Mississippi,ACE_VIC,-89.76874,33.814591,1/1/61,12/31/19,NA
1872,J. Strom Thurmond Dam,Georgia,ACE_SAV,-82.196875,33.662099,1/1/54,6/3/20,NA
1883,Wallace,Georgia,ACE_VIC,-83.157149,33.352754,12/27/46,7/13/20,NA
1890,Pinopolis West Dam,South Carolina,SAN,-79.999023,33.240867,5/1/42,3/15/21,NA
1896,West Point,Georgia,ACE_MOB,-85.192847,32.924552,5/9/75,12/31/20,NA
1910,Walter F. George Lock and Dam,Alabama,DUKE,-85.064945,31.627517,12/3/63,9/30/15,NA
1916,Jim Woodruff Dam,Florida,USGS,-84.866115,30.708037,1/1/80,9/1/18,NA
1924,Golf Course,Florida,SWFMD,-82.266049,28.776316,9/1/42,9/30/93,NA
1944,Structure 65,Florida,SWFMD,-81.194247,27.806733,7/18/84,3/28/18,NA
1957,Structure 193,Florida,SWFMD,-81.100806,26.941122,1/1/84,1/31/21,NA
2149,Franklin Falls Dam,New Hampshire,ACE_CON,-71.654894,43.453369,1/1/80,12/31/20,NA
2158,Hopkinton Flood Control Dam,New Hampshire,DUKE,-71.747262,43.188119,1/1/97,9/30/15,NA
2180,Wachusett Reservoir Dam,Massachusetts,MWRA,-71.689716,42.402072,1/1/85,12/31/01,NA
2186,Quabbin Winsor Dam,Massachusetts,MWRA,-72.340877,42.286673,1/1/64,9/5/20,NA
2188,Littleville Dam,Massachusetts,DUKE,-72.88235,42.26612,1/1/97,9/30/15,NA
2193,Colebrook River Dam,Connecticut,ACE_CON,-73.019413,41.99076,1/1/80,12/31/20,NA
6864,Blandin Dam,Minnesota,MIN,-93.534719,47.231799,8/26/19,3/2/21,NA
6865,Winton Dam,Minnesota,MIN,-91.763742,47.932504,1/1/04,3/3/21,NA
7214,Ridges Basin,Colorado,BOR,-107.896538,37.219426,12/29/99,12/31/18,NA
7306,Wilson,Alabama,TVA,-87.623433,34.79871,6/30/37,12/6/19,NA
7308,Richard B. Russell Dam,Georgia,ACE_SAV,-82.600552,34.025484,8/2/84,6/3/20,NA
7311,Elk City Lake,Kansas,DUKE,-95.786274,37.275927,10/1/79,9/30/15,NA
7313,Canyon Ferry Dam,Montana,BOR,-111.727374,46.648333,3/27/53,12/29/48,NA
7317,Tims Ford,Tennessee,TVA,-86.276254,35.197234,1/1/69,12/6/19,NA
7318,Cordell Hull Dam,Tennessee,ACE_NAS,-85.944131,36.29222,4/2/68,11/17/19,NA
479,Utah Lake Outlet,Utah,BOR,-111.892115,40.358628,1/1/32,1/27/21,NA
516,Homestake Dam,Colorado,BOR,-106.46163,39.367482,4/18/05,1/26/21,NA
527,Weber Dam,Nevada,USGS,-118.861185,39.044175,1/1/80,12/31/20,NA
596,Wishon Main,California,CDEC,-118.967372,37.003905,9/1/98,12/31/20,NA
599,Costilla Dam,New Mexico,USGS,-105.278125,36.877279,1/1/80,12/31/20,NA
623,Blue Ridge,Arizona,USGS,-111.186458,34.552889,1/31/80,12/31/20,NA
662,San Vicente,California,USGS,-116.927083,32.914817,10/1/87,12/31/20,NA
665,El Capitan,California,USGS,-116.80847,32.884047,10/1/87,12/31/20,NA
995,Lake Meredith,Colorado,BOR,-103.734758,38.161553,7/8/05,1/21/21,NA
1002,Cucharas 5,Colorado,BOR,-104.601635,37.746554,6/29/05,4/9/13,NA
1025,Optima Lake,Oklahoma,ACE_TUL,-101.136814,36.672917,10/1/79,10/31/94,NA
1029,Pensacola,Oklahoma,USGS,-95.039609,36.470297,1/1/80,12/31/20,NA
1037,Skiatook Lake,Oklahoma,ACE_TUL,-96.090323,36.350468,1/1/80,12/31/20,NA
1061,Hefner,Oklahoma,USGS,-97.608768,35.579799,11/17/99,12/31/20,NA
1076,Stanley Draper,Oklahoma,USGS,-97.354997,35.328138,10/1/99,12/31/20,NA
1088,Greenbelt Dam,Texas,TWDB,-100.898875,35.00625,8/17/67,1/29/21,NA
1099,Ellsworth,Oklahoma,USGS,-98.362126,34.795341,10/1/95,12/31/20,NA
1104,Lawtonka Lake,Oklahoma,USGS,-98.503305,34.737284,10/1/94,12/31/20,NA
1110,Wildhorse Creek Site 39,Oklahoma,USGS,-97.672917,34.602083,3/29/13,12/31/20,NA
1111,Wildhorse Creek Site 22,Oklahoma,USGS,-97.886156,34.585895,5/8/14,12/31/20,NA
1113,Mackenzie Dam,Texas,TWDB,-101.44059,34.545392,1/1/80,12/31/20,NA
1114,Deep Red Run,Oklahoma,USGS,-98.885497,34.514873,6/13/07,12/31/20,NA
1126,Pine Creek Lake,Oklahoma,ACE_TUL,-95.082292,34.116043,10/1/79,5/27/20,NA
1129,North Fork Buffalo Creek Dam,Texas,TWDB,-98.758542,33.987242,8/15/98,1/29/21,NA
1133,Farmers Creek Dam,Texas,TWDB,-97.654885,33.880186,3/13/99,1/29/21,NA
1138,Fish Creek Dam,Texas,TWDB,-97.216223,33.772917,10/1/00,1/29/21,NA
1141,Lake Crook Dam,Texas,TWDB,-95.568554,33.724654,3/26/99,1/29/21,NA
1146,Lake Bonham Dam,Texas,TWDB,-96.136568,33.652035,3/25/99,1/29/21,NA
1148,White River Dam,Texas,TWDB,-101.086035,33.459623,4/2/64,1/29/21,NA
1149,Amon G Carter Dam,Texas,TWDB,-97.860649,33.460267,3/5/99,1/29/21,NA
1150,Millers Creek Dam,Texas,TWDB,-99.365658,33.418405,10/2/76,1/29/21,NA
1154,Lock and Dam 8,Arkansas,ACE_VIC,-92.471875,33.293786,9/21/84,8/15/15,NA
1156,Lake Chicot Dam North,Arkansas,ACE_VIC,-91.222841,33.273254,1/28/38,9/30/15,NA
1158,Lost Creek Dam,Texas,TWDB,-98.120395,33.244067,3/4/99,1/29/21,NA
1159,Bridgeport Dam,Texas,TWDB,-97.832817,33.221504,10/2/77,1/29/21,NA
1160,Lake Sulphur Springs Dam,Texas,TWDB,-95.615628,33.176339,3/26/99,1/29/21,NA
1161,Graham Dam,Texas,TWDB,-98.618771,33.135439,10/2/63,1/29/21,NA
1163,Monticello Dam,Texas,TWDB,-95.003213,33.072835,8/9/77,1/29/21,NA
1165,John T. Montford Dam,Texas,TWDB,-101.047925,33.060408,10/1/97,1/29/21,NA
1166,Lake Stamford Dam,Texas,TWDB,-99.569999,33.066436,7/1/53,1/29/21,NA
1167,Franklin County Dam,Texas,TWDB,-95.14111,33.056322,7/2/98,1/29/21,NA
1177,Eagle Mountain Dam,Texas,TWDB,-97.498242,32.87062,2/28/34,1/29/21,NA
1179,Hubbard Creek Dam,Texas,TWDB,-98.962026,32.825436,10/2/62,12/31/20,NA
