datetime,delMontague_lag2_regression_disagg,delMontague_lag2_perfect_foresight,delMontague_lag2_same_day,delMontague_lag1_regression_disagg,delMontague_lag1_perfect_foresight,delMontague_lag1_same_day,delTrenton_lag4_regression_disagg,delTrenton_lag4_perfect_foresight,delTrenton_lag4_same_day,delTrenton_lag3_regression_disagg,delTrenton_lag3_perfect_foresight,delTrenton_lag3_same_day,delTrenton_lag2_regression_disagg,delTrenton_lag2_perfect_foresight,delTrenton_lag2_same_day,delTrenton_lag1_regression_disagg,delTrenton_lag1_perfect_foresight,delTrenton_lag1_same_day,delMontague_lag1_regression_agg,delMontague_lag2_regression_agg,delTrenton_lag1_regression_agg,delTrenton_lag2_regression_agg,delTrenton_lag3_regression_agg,delTrenton_lag4_regression_agg,delMontague_lag0_moving_average,delMontague_lag1_moving_average,delMontague_lag2_moving_average,delTrenton_lag0_moving_average,delTrenton_lag1_moving_average,delTrenton_lag2_moving_average,delTrenton_lag3_moving_average,delTrenton_lag4_moving_average,demand_nj_lag1_regression_disagg,demand_nj_lag1_perfect_foresight,demand_nj_lag1_same_day,demand_nj_lag1_regression_agg,demand_nj_lag2_regression_disagg,demand_nj_lag2_perfect_foresight,demand_nj_lag2_same_day,demand_nj_lag2_regression_agg,demand_nj_lag3_regression_disagg,demand_nj_lag3_perfect_foresight,demand_nj_lag3_same_day,demand_nj_lag3_regression_agg,demand_nj_lag4_regression_disagg,demand_nj_lag4_perfect_foresight,demand_nj_lag4_same_day,demand_nj_lag4_regression_agg,demand_nj_lag0_moving_average,demand_nj_lag1_moving_average,demand_nj_lag2_moving_average,demand_nj_lag3_moving_average,demand_nj_lag4_moving_average
1959-10-01,511.40843994776344,1332.1139233183771,514.6805176695593,514.6682718079337,1236.4369001211244,514.6805176695593,1977.307842590423,10896.474041831269,2160.63860985375,2017.1188808488382,13875.932576769326,2160.63860985375,2160.311732771826,5997.953195507167,2160.63860985375,2160.639792849009,3096.968713930817,2160.63860985375,0.0009993468467262034,0.0010028068186575543,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,514.942798614502,514.942798614502,514.942798614502,2163.0982524752617,2163.0982524752617,2163.0982524752617,2163.0982524752617,2163.0982524752617,100.65815931780656,95.608596368514,100.84742356678876,100.65815931780656,100.5466880965755,89.71491577045491,100.84742356678876,100.5466880965755,100.50299185747207,96.91830316808267,100.84742356678876,100.50299185747207,100.47044104348193,94.29888956894531,100.84742356678876,100.47044104348193,100.84742356678876,100.84742356678876,100.84742356678876,100.84742356678876,100.84742356678876
1959-10-02,1132.5804326115458,1555.667304933861,1285.2454056700476,1324.5532965702464,1332.1139233183771,1285.2454056700476,4332.69690307077,7987.163408828151,5435.432124343878,4563.140122580177,10896.474041831269,5435.432124343878,5129.037749423328,13875.932576769326,5435.432124343878,2155.2200428738047,5997.953195507167,5435.432124343878,468.2043751317613,466.76612865409555,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,727.401777267456,727.401777267456,727.401777267456,3630.3814193606377,3630.3814193606377,3630.3814193606377,3630.3814193606377,3630.3814193606377,95.43123683337402,89.71491577045491,95.608596368514,95.43123683337402,95.32677534371138,96.91830316808267,95.608596368514,95.32677534371138,95.28582652395968,94.29888956894531,95.608596368514,95.28582652395968,95.2553222222564,101.50227696657304,95.608596368514,95.2553222222564,98.22800996765139,98.22800996765139,98.22800996765139,98.22800996765139,98.22800996765139
1959-10-03,1277.3631512095467,1118.791304203893,1519.349217853433,1562.2152534560723,1555.667304933861,1519.349217853433,5602.015872341069,2316.431701485659,7147.207191460138,5922.05687501114,7987.163408828151,7147.207191460138,6257.78628510901,10896.474041831269,7147.207191460138,7682.676729823656,13875.932576769326,7147.207191460138,597.357292217266,595.4499820000144,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,972.2175140380859,972.2175140380859,972.2175140380859,4544.314537803332,4544.314537803332,4544.314537803332,4544.314537803332,4544.314537803332,89.55080924685721,96.91830316808267,89.71491577045491,89.55080924685721,89.4541515454072,94.29888956894531,89.71491577045491,89.4541515454072,89.4162614012382,101.50227696657304,89.71491577045491,89.4162614012382,89.38803547330032,100.1925701670044,89.71491577045491,89.38803547330032,95.39031190191922,95.39031190191922,95.39031190191922,95.39031190191922,95.39031190191922
1959-10-04,928.8264515806522,1166.904736053733,1121.5747908508565,1121.5659990205058,1118.791304203893,1121.5747908508565,7675.728156252123,1698.1342517863784,10588.919439819609,8028.646494074324,2316.431701485659,10588.919439819609,8666.240554800359,7987.163408828151,10588.919439819609,10257.532858440605,10896.474041831269,10588.919439819609,503.715971706022,502.1503396396167,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1094.7394905090332,1094.7394905090332,1094.7394905090332,6378.028139680624,6378.028139680624,6378.028139680624,6378.028139680624,6378.028139680624,96.7379781444951,94.29888956894531,96.91830316808267,96.7379781444951,96.63177050468735,101.50227696657304,96.91830316808267,96.63177050468735,96.59013729020224,100.1925701670044,96.91830316808267,96.59013729020224,96.55912319205213,100.1925701670044,96.91830316808267,96.55912319205213,95.7723097184601,95.7723097184601,95.7723097184601,95.7723097184601,95.7723097184601
1959-10-05,953.1866137960484,930.8156300324052,1190.912252995397,1166.9607178650842,1166.904736053733,1190.912252995397,6557.228291199045,1430.7418981116057,9158.650304063758,6855.3219328610185,1698.1342517863784,9158.650304063758,7351.655388729683,2316.431701485659,9158.650304063758,8446.964438659128,7987.163408828151,9158.650304063758,712.6358968567831,710.2979895952536,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1141.5076766967773,1141.5076766967773,1141.5076766967773,7000.173508143425,7000.173508143425,7000.173508143425,7000.173508143425,7000.173508143425,94.12448823351345,101.50227696657304,94.29888956894531,94.12448823351345,94.0217686101871,100.1925701670044,94.29888956894531,94.0217686101871,93.9815025077661,100.1925701670044,94.29888956894531,93.9815025077661,93.95150675362626,100.84742356678876,94.29888956894531,93.95150675362626,95.47762568855714,95.47762568855714,95.47762568855714,95.47762568855714,95.47762568855714
1959-10-06,719.6345432905471,1247.745314104428,875.1442985879594,899.075751966621,930.8156300324052,875.1442985879594,4908.799105721071,2498.1376428747126,6717.8462714416755,5157.864460614335,1430.7418981116057,6717.8462714416755,5400.426150585404,1698.1342517863784,6717.8462714416755,6378.035696871497,2316.431701485659,6717.8462714416755,476.8072791987728,475.3382921647092,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1106.3927726745605,1106.3927726745605,1106.3927726745605,6987.732503632705,6987.732503632705,6987.732503632705,6987.732503632705,6987.732503632705,101.31151673386235,100.1925701670044,101.50227696657304,101.31151673386235,101.19916465646796,100.1925701670044,101.50227696657304,101.19916465646796,101.15512317320359,100.84742356678876,101.50227696657304,101.15512317320359,101.1223151925598,100.1925701670044,101.50227696657304,101.1223151925598,96.48173423489311,96.48173423489311,96.48173423489311,96.48173423489311,96.48173423489311
1959-10-07,1123.8485896527402,1257.3999390308738,1142.737613342384,1142.7074240177421,1247.745314104428,1142.737613342384,2083.355560166323,3913.7610320466633,2123.2549975747907,2111.7684626765786,2498.1376428747126,2123.2549975747907,1433.3299916485576,1430.7418981116057,2123.2549975747907,1698.1354347816377,1698.1342517863784,2123.2549975747907,0.0009993468467262034,0.0010028068186575543,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1013.0639637538364,1013.0639637538364,1013.0639637538364,6310.1684875914025,6310.1684875914025,6310.1684875914025,6310.1684875914025,6310.1684875914025,100.00480017430407,100.1925701670044,100.1925701670044,100.00480017430407,99.89420879399981,100.84742356678876,100.1925701670044,99.89420879399981,99.85085740153039,100.1925701670044,100.1925701670044,99.85085740153039,99.81856345822409,100.1925701670044,100.1925701670044,99.81856345822409,97.01185365376615,97.01185365376615,97.01185365376615,97.01185365376615,97.01185365376615
1959-10-08,5629.649537616029,7023.142773371829,5760.206636168277,1108.2775079181904,1257.3999390308738,5760.206636168277,6686.928540481401,22478.5859615338,6993.617081829946,2190.3438140516237,3913.7610320466633,6993.617081829946,2481.0906144616065,2498.1376428747126,6993.617081829946,1430.743081106865,1430.7418981116057,6993.617081829946,0.0009993468467262034,0.0010028068186575543,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1623.7108617510114,1623.7108617510114,1623.7108617510114,6904.625408244984,6904.625408244984,6904.625408244984,6904.625408244984,6904.625408244984,100.00480017430407,100.84742356678876,100.1925701670044,100.00480017430407,99.89420879399981,100.1925701670044,100.1925701670044,99.89420879399981,99.85085740153039,100.1925701670044,100.1925701670044,99.85085740153039,99.81856345822409,96.26344976829834,100.1925701670044,99.81856345822409,96.91830316808269,96.91830316808269,96.91830316808269,96.91830316808269,96.91830316808269
1959-10-09,11211.153718711515,23395.151998292175,11322.77821454662,6987.416415586565,7023.142773371829,11322.77821454662,13657.812481299237,35623.06049159675,13987.953532818856,9478.933810762996,22478.5859615338,13987.953532818856,3921.5526970880082,3913.7610320466633,13987.953532818856,2498.1388258699717,2498.1376428747126,13987.953532818856,0.0009993468467262034,0.0010028068186575543,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,1770.8047501700264,1770.8047501700264,1770.8047501700264,6796.191003463098,6796.191003463098,6796.191003463098,6796.191003463098,6796.191003463098,100.65815931780656,100.1925701670044,100.84742356678876,100.65815931780656,100.5466880965755,100.1925701670044,100.84742356678876,100.5466880965755,100.50299185747207,96.26344976829834,100.84742356678876,100.50299185747207,100.47044104348193,96.91830316808267,100.84742356678876,100.47044104348193,97.6667070535505,97.6667070535505,97.6667070535505,97.6667070535505,97.6667070535505
1959-10-10,21016.48349909859,23810.226106969945,26654.71015249812,23362.15457108929,23395.151998292175,26654.71015249812,20953.780797291645,35336.04935930174,29512.780962310786,20310.327307401712,35623.06049159675,29512.780962310786,22485.868076476505,22478.5859615338,29512.780962310786,3913.7622150419224,3913.7610320466633,29512.780962310786,12564.268193651476,12505.107476339115,0.0010010166115890784,0.001002793077426467,0.0010045707337685672,0.0010063336524576644,4291.079545157297,4291.079545157297,4291.079545157297,7165.9102628954815,7165.9102628954815,7165.9102628954815,7165.9102628954815,7165.9102628954815,100.00480017430407,100.1925701670044,100.1925701670044,100.00480017430407,99.89420879399981,96.26344976829834,100.1925701670044,99.89420879399981,99.85085740153039,96.91830316808267,100.1925701670044,99.85085740153039,99.81856345822409,96.26344976829834,100.1925701670044,99.81856345822409,99.16351482448614,99.16351482448614,99.16351482448614,99.16351482448614,99.16351482448614
