datetime,cannonsville,pepacton,neversink,wallenpaupack,prompton,shoholaMarsh,mongaupeCombined,beltzvilleCombined,fewalter,merrillCreek,hopatcong,nockamixon,assunpink,ontelaunee,stillCreek,blueMarsh,greenLane,marshCreek,delLordville,delMontague,delTrenton,outletAssunpink,outletSchuylkill,outletChristina
2008-01-01,1210.4065130889146,579.520875046613,444.3698457689086,584.7245243978447,114.48477583087673,114.48477583087673,143.17966835829526,253.78180442492166,705.5244784486956,271.7491302212471,92.28758715743848,271.7491302212471,63.82013655198453,0.0,100.52322485652748,331.2415678649406,416.3634352528698,23.646750801441193,1154.1785200453405,5117.043305022093,11425.107196583038,82.42298876639732,3157.056164803209,0.0
2008-01-02,1116.532606263859,525.5337740794387,389.06462404156105,434.5570592208817,85.08308688071686,85.08308688071686,106.40863009136899,245.7170682464421,636.1122130257838,182.75848952831322,92.28758715743848,182.75848952831322,55.825377798669535,0.0,89.42799073414369,292.04098170371407,324.2760386361985,15.00813441817909,1248.8173920534246,4935.2192687347215,10719.223792756997,57.71069289939237,2686.2073393056385,0.0
2008-01-03,0.0,418.4117021075585,0.0,0.0,0.0,0.0,0.0,207.14360669490566,518.1264760725763,109.70084725976065,91.75603864581429,109.70084725976065,44.66555043943015,0.0,76.01816562443423,252.84039554248758,152.82227753516923,9.342423382905597,2110.54809003263,4566.575916049845,9662.531244890799,42.87174242425276,2419.7666193053915,0.0
2008-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.9617148650101,484.1004853195377,0.0,91.2985032180871,0.0,37.706974860673746,0.0,67.33844942196299,219.97012856273724,148.73592911590924,8.346711136397092,2507.8324209186694,3412.1377368970698,8690.012618309609,36.62907522064591,1886.7552040754558,0.0
2008-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.3202343441245,463.3939412521693,55.55220223446773,91.11010627725828,55.55220223446773,31.4966042754947,0.0,63.30944627309494,0.0,162.0232677395861,8.591232318258527,2506.8904362145254,3087.153013967332,7584.718385156091,35.92258669253779,1795.2244763765561,0.0
2008-01-06,43.20039150691273,367.260068556291,0.0,0.0,0.0,0.0,0.0,178.49949408368167,461.1645870551351,51.6247988644038,90.54491545477178,51.6247988644038,28.387381905601703,0.0,61.07021406210082,0.0,227.7118401772744,11.079300031841981,2077.7248513118875,3586.967451680782,6710.468925894644,37.42303375699599,1558.8536583176829,0.0
2008-01-07,1400.2420984257392,609.3007316021186,0.0,831.9753108286262,162.89466745922303,162.89466745922303,203.7231963366088,177.28692382138544,547.9299188337749,51.136312510683325,90.38343236263279,51.136312510683325,26.810903218594717,0.0,63.38615074186097,0.0,227.15447536735348,13.748817987521027,537.1128176258961,3787.8918607218566,6504.52606477181,38.1571089800112,1466.126277876207,0.0
2008-01-08,2171.7363698169124,1055.8448903668384,623.748188778159,1404.7970459257517,275.04896439277917,275.04896439277917,343.9882658479159,170.12589566857943,709.1519022269208,53.11986315912404,90.20849234614886,53.11986315912404,25.726275116394433,0.0,64.1955847412077,0.0,212.78221272864334,13.66585544367518,65.32812701735725,3906.628347141586,6423.73471104988,40.08952331594125,1406.4834380792236,0.0
2008-01-09,2919.067431002388,1686.621430609361,1298.8778037360373,2268.323359744026,444.12108696768934,444.12108696768934,555.4372577616498,167.10590935493602,939.2665981580766,56.76534396416197,89.24632225548731,56.76534396416197,24.679999248577165,0.0,65.96718883121599,196.47685844538736,203.87033689086996,12.932130177732502,1198.4844622159824,3072.5485095131944,8712.562206611145,40.028967156389115,1160.0894921591548,0.0
2008-01-10,2671.0841077089867,1540.9250838795745,967.2832541377569,1535.2588884621746,300.5924368726562,300.5924368726562,375.93404983399637,157.26807515140067,995.8222912836852,52.236416075880264,89.05119685248603,52.236416075880264,23.57114868255603,0.0,65.92547236574674,185.84733853638465,185.77535421156483,11.203177826356438,2419.630410208096,7768.906580744521,7149.1906332996705,38.0851144347659,1081.4694549404967,0.0
2008-01-11,3998.665158473881,1823.667367114087,1074.3250731935316,3076.7370800155604,602.4025677029155,602.4025677029155,753.3910009947951,169.59968593211127,952.5482591793902,64.11282465648647,88.49946295434444,64.11282465648647,29.3811757684738,0.0,86.42709660522728,188.4200885780541,212.42156491045924,12.356890862996305,1694.0998518869592,4165.903217089451,14926.871958418704,92.45512586553268,1115.181800898936,0.0
2008-01-12,3689.53210130385,1549.0789148724273,963.2241552953826,2007.9737641872919,393.1465445270987,393.1465445270987,491.68626529657826,163.62834935740722,937.8307429125292,73.8448723427302,88.38507909741266,73.8448723427302,57.337263248820925,0.0,87.51037901499306,184.45940759285244,203.59910588711162,13.364408695666107,2433.6525452127853,10060.275450899078,8403.38196037574,81.29597135251055,1201.8367270989052,0.0
2008-01-13,2635.4601297704367,1253.1474872304736,699.0444723041993,1108.7103779910535,217.07736513426838,217.07736513426838,271.4864480665254,148.50553910499585,777.18499090082,62.10034162070418,82.51786008302899,62.10034162070418,68.0314810257262,0.0,82.19489389875099,176.13182193165926,179.88576670138414,11.336435401656585,1609.218824114793,8231.514542105637,13376.932835038782,61.4241311723721,1240.5388294965596,0.0
2008-01-14,2164.562127005043,1084.0622586636966,601.3554934977284,838.2663751093523,164.12641173172173,164.12641173172173,205.26366960179755,147.06418200075694,685.6681118293488,86.38807152462702,75.98452331357196,86.38807152462702,65.54733279165458,0.0,81.06451225377799,168.9552033943708,205.84406404129587,12.44632222117711,1455.4453729620548,6752.925224729573,10776.508184097243,82.76815887584445,1199.337914735305,0.0
2008-01-15,1822.2477847699165,920.5387174976474,518.8712224383173,672.9054294535706,131.7499506724227,131.7499506724227,164.77225121500928,139.651488321814,631.6723974638938,84.59695489431861,75.52025942367233,84.59695489431861,60.891909814530656,0.0,75.37223325587824,162.01554867670984,189.48317144975547,12.13355504808186,1442.3169690015186,5924.168304082087,9284.134477368669,65.38786823816733,1164.5449196475013,0.0
2008-01-16,1473.8129750111095,764.5979412074123,453.8918151366446,535.2380081090014,104.7956786789938,104.7956786789938,131.06205964718356,129.8708508287643,567.9468745266369,69.94370997513886,55.980132428636075,69.94370997513886,53.8855621543498,0.0,66.9320503067465,158.92147823186,172.09394744260985,10.295926615878493,1432.0997681009474,5129.2574275073675,8382.694805991605,52.73364943042493,1061.1868307380978,0.0
2008-01-17,0.0,655.679245573404,402.22286945559046,450.0670443145042,88.1198282734474,88.1198282734474,110.20651170790266,122.85853412322105,518.3720828908937,56.903950284914615,42.825316035262794,56.903950284914615,46.53673576959081,0.0,63.88069271153666,155.68861469265696,166.10365503788438,9.610394016731256,2551.2403950636867,3359.4333409960145,8729.726424294222,49.28329402838829,969.4393190910298,0.0
2008-01-18,0.0,547.0545248448631,0.0,431.6961797989243,84.52294766021939,84.52294766021939,105.70809548103983,133.97757464163547,515.0280515953425,148.32491151454047,52.38107801258812,148.32491151454047,56.44843339583918,0.0,68.67068493210974,164.7020989721821,341.90009275952764,18.579728532868113,2437.3548717490303,3414.965314119501,8181.333653009358,157.79925909957905,1221.630231112903,0.0
2008-01-19,0.0,476.9196604047533,0.0,371.51246219319626,72.73941690125888,72.73941690125888,90.9710964878278,126.95381859399508,482.9574689727532,188.62570854269688,59.44327190880038,188.62570854269688,62.95014639308566,0.0,64.02131757094102,171.08787777101787,286.9922075811123,22.857555452576243,0.0,5567.016481668368,5556.1470730960755,95.26964159227201,1873.634838202443,0.0
2008-01-20,0.0,387.37947272842473,0.0,0.0,0.0,0.0,0.0,115.29484112859593,435.9804417615202,140.2884362957562,33.377882298914045,140.2884362957562,56.052126973881386,0.0,59.03619994736666,158.96548579836224,140.96262738182457,14.272953669011045,0.0,5521.510627962756,4691.672301209344,67.32095542031459,1456.105642514806,0.0
