datetime,cannonsville,pepacton,neversink,wallenpaupack,prompton,mongaupeCombined,beltzvilleCombined,blueMarsh,nockamixon,ontelaunee,assunpink
1999-06-01,3134.8525560000003,730.2002221000001,121.16315552000002,0.0,0.05733307927000001,1.5522470698000002,22.824288000000003,7.623682030000001,14.646694314000001,0.0,0.0
1999-06-02,793.1624999000002,742.1724065000001,99.08911032000002,0.0,0.057396480070000006,2.1451026672,22.824288000000003,7.6321354700000015,0.0,0.0,0.0
1999-06-03,767.5432933000001,741.5251900000001,3.7368167350000006,0.0,0.05746014504000001,1.6031896126000003,22.824288000000003,7.640588910000001,0.0,210.14274411000002,1.9142286540000002
1999-06-04,770.6340823000002,693.4885172000002,6.416002458000001,0.0,0.05752354584000001,3.3495699320000005,35.46402999000001,7.649042350000001,0.0,92.35911540000001,11.770728358000003
1999-06-05,283.86387350000007,609.1099775000001,5.642724034000001,0.0,0.057587210810000004,2.6247957617000006,40.45710716000001,7.657495790000001,2.5297051285000003,92.15834620000001,11.961247762000001
1999-06-06,293.17850770000007,739.8635607000001,90.94105084000002,0.0,0.05765061161000001,2.6182760461000005,39.64240688,7.665949230000002,0.0,86.12708093000002,11.687646893000002
1999-06-07,419.61026970000006,739.2903118000002,147.30806042000003,0.0,0.05771427658000001,2.2937220675000005,37.856089340000004,28.913670670000005,0.0,92.02599703000001,10.787566869
1999-06-08,499.80964000000006,540.3227512000001,144.36811249000002,0.0,0.05777794155000001,3.205650116,46.871418930000004,83.98281304000001,2.0085267772,64.12436163000001,7.860431184000001
1999-06-09,489.8081638000001,533.9536125000001,126.53795834000002,0.0,0.05784134235000001,2.722351101,46.64000601000001,66.2934615,0.0,52.16036650000001,7.649676358000002
1999-06-10,322.78668130000005,296.97727230000004,64.37453062000002,0.0,0.05790500732000001,1.7974126800000003,43.12654501000001,59.64905766000001,0.0,46.48863660000001,7.333359200000001
1999-06-11,404.37822750000004,483.14579640000005,0.0,0.0,0.05796840812000001,1.9819222165000003,28.302909630000006,55.07284075000001,0.0,42.57099550000001,7.421459895000001
1999-06-12,461.4653645000001,678.2617584000001,0.0,0.0,0.058032073090000004,1.5712461762,22.824288000000003,51.87347788000001,0.0,39.96601513000001,7.545302791000001
1999-06-13,443.7765413000001,677.6092585000001,0.0,0.0,0.058095473890000006,3.1866034590000005,22.824288000000003,51.46110851000001,0.0,42.93000253000001,9.873908507000001
1999-06-14,441.45712870000006,676.9673254,91.96365291000001,0.0,0.05815913886000001,2.3558627766000004,22.824288000000003,83.77596793000001,1.3509865136,54.12658381000001,10.262291241000002
1999-06-15,487.44648400000005,676.3861514000001,91.96365291000001,0.0,0.05822280383000001,3.1696437450000006,34.811530090000005,83.54376250000001,0.0,51.319513390000004,7.838954163000001
