datetime,delMontague_lag2_regression_disagg,delMontague_lag2_perfect_foresight,delMontague_lag2_same_day,delMontague_lag1_regression_disagg,delMontague_lag1_perfect_foresight,delMontague_lag1_same_day,delTrenton_lag4_regression_disagg,delTrenton_lag4_perfect_foresight,delTrenton_lag4_same_day,delTrenton_lag3_regression_disagg,delTrenton_lag3_perfect_foresight,delTrenton_lag3_same_day,delMontague_lag1_regression_agg,delMontague_lag2_regression_agg,delTrenton_lag3_regression_agg,delTrenton_lag4_regression_agg
1983-10-01,422.8745765258893,503.3141054167201,508.18237197457125,454.73482651646304,1041.9326517109891,508.18237197457125,1057.8795744840834,1211.7039395829725,1282.731187995389,1117.011982693948,1759.0035940165367,1282.731187995389,571.9173591893158,542.9769340268157,1281.7479424614467,1244.1469159033022
1983-10-02,420.0831311226732,499.37765550470556,505.0256053784648,453.41869262658355,503.3141054167201,505.0256053784648,1038.7209159508116,1199.7995065157247,1259.8636468398527,1098.8725577124985,1211.7039395829725,1259.8636468398527,570.106796102598,541.257989885862,1261.4987370344982,1224.4917359362878
1983-10-03,415.69580177828345,494.9848056028943,499.4727388359148,448.5903111212139,499.37765550470556,499.4727388359148,1014.6095607512186,1189.0170567567307,1230.5779808277741,1073.7857423303826,1199.7995065157247,1230.5779808277741,566.163996284314,537.5147054367801,1239.5725049025868,1203.2087260865428
1983-10-04,413.02498139147445,491.1054056896056,496.2113805754773,445.2039903356722,494.9848056028943,496.2113805754773,999.1733083967633,1179.4231486378371,1211.8845979122664,1057.2505592341108,1189.0170567567307,1211.8845979122664,563.1126919960366,534.6178046510089,1222.9449635299711,1187.068965972657
1983-10-05,410.22947287647264,487.5683057686649,492.6267389889347,441.7849874128981,491.1054056896056,492.6267389889347,989.453718639928,1171.3505738182741,1199.8660648475698,1046.6564267515312,1179.4231486378371,1199.8660648475698,559.8040487918823,531.4765869314999,1210.6348738871568,1175.1200019398466
1983-10-06,407.63577508777763,484.3164558413492,489.23226406480705,438.7390723212209,487.5683057686649,489.23226406480705,980.3353002201335,1163.6202989910587,1188.5226234344505,1036.8466675096518,1171.3505738182741,1188.5226234344505,556.7435538280391,528.5709605409534,1200.768961463278,1165.54351337442
1983-10-07,405.2499256351084,481.12165591276005,486.07549746869836,435.9416898932868,484.3164558413492,486.07549746869836,972.747160892073,1155.062799182333,1178.98576531428,1028.6410481683736,1163.6202989910587,1178.98576531428,553.9495884556405,525.9183766889219,1192.027013745916,1157.058017177206
1983-10-08,402.4171377725779,477.8888226516859,482.4433142165504,433.1392673750834,481.12165591276005,482.4433142165504,965.2832535383757,1149.12009098183,1169.6771071890103,1021.0172517982858,1155.062799182333,1169.6771071890103,551.4221526746885,523.5188353754072,1184.1681811551043,1149.4297292693025
1983-10-09,399.8288921968275,474.7320560555783,479.14392262363253,430.3305543045277,477.8888226516859,479.14392262363253,959.0501611089909,1143.129841115724,1161.8802740299534,1014.3939052756439,1149.12009098183,1161.8802740299534,548.9866236494094,521.2065501096585,1177.4333132708114,1142.892433729613
1983-10-10,397.2720623457063,471.793981121249,475.8730560300751,427.5113336574939,474.7320560555783,475.8730560300751,952.7657913894689,1115.6697750628373,1154.0168825390465,1007.6675198494997,1143.129841115724,1154.0168825390465,546.7165267843363,519.0513257298836,1170.8946931924168,1136.5456289208798
