datetime,cannonsville,pepacton,neversink,wallenpaupack,prompton,mongaupeCombined,beltzvilleCombined,blueMarsh,nockamixon,ontelaunee,assunpink
1999-06-01,96.89676349000001,64.12568248000001,35.41357352000001,90.48456508000001,21.875838449000003,4.5743413030000015,23.822744932000006,55.74621008000001,31.461590320000006,53.62201911000001,11.132704974000001
1999-06-02,189.49944363000003,215.06502372000003,64.24984238,125.11064783000002,37.404094470000004,17.255637234,41.008165780000006,526.4171065700001,57.18355905000001,279.7058377,16.564753433000003
1999-06-03,175.11036790000003,250.08445560000004,57.24854487000001,100.87463535000002,27.812610110000005,13.691614096000002,41.56107359000001,397.3034907300001,65.47268531000002,273.06988730000006,13.842270247000002
1999-06-04,174.22196419000002,264.09920244000006,49.873446810000004,83.88190010000001,20.913757726000004,10.904831932,38.80181794000001,137.40644048000001,59.80729549000001,92.35911540000001,11.770728358000003
1999-06-05,176.45763490000002,269.68428458000005,50.15082531000001,83.69777361000001,21.056858615000003,11.691107520000001,38.56432911,124.61163070000002,41.26837323000001,92.15834620000001,11.961247762000001
1999-06-06,175.84396799000004,267.04126373,48.381942990000006,82.30929609000002,20.786718373000003,11.684582521000003,36.20212097,115.80658043000001,40.17761530000001,86.12708093000002,11.687646893000002
1999-06-07,177.28501534000003,254.18860072000004,45.15299308000001,235.04367248000003,32.73436138,53.66956971000001,65.84754254,131.50699604000002,38.900617520000004,92.02599703000001,10.787566869
1999-06-08,161.54972929000002,209.63078265000004,36.361679650000006,122.16964322000001,21.285524167000005,24.360383716000005,37.87088286000001,88.04891768000002,33.538230690000006,64.12436163000001,7.860431184000001
1999-06-09,150.92269853000002,179.91588437000001,31.870261310000004,76.42279598000002,17.318430443,5.744455901,25.660945460000004,71.29499211000001,29.368571410000005,52.16036650000001,7.649676358000002
1999-06-10,145.25334616000004,163.15218451,29.028056280000005,70.57988392000001,16.912559655000003,3.3084650800000004,21.377243991000004,64.89362467000001,27.345821720000004,46.48863660000001,7.333359200000001
1999-06-11,141.80328596,153.18425790000003,27.192867290000006,66.07737044000001,15.717903664000001,1.9819222165000003,18.304339300000002,59.62448985000001,26.058019387000005,42.57099550000001,7.421459895000001
1999-06-12,139.49813854,146.93769408000003,25.970130028000003,62.97733549000001,14.754660593000002,1.5712461762,16.453511446000004,55.74594591000001,25.157014768000003,39.96601513000001,7.545302791000001
1999-06-13,139.03742606000003,158.79549287000003,34.174616220000004,75.71482038,15.907022967000001,28.874573510000005,26.898317740000003,55.73749247000001,28.503943000000003,42.93000253000001,9.873908507000001
1999-06-14,160.69117679000001,210.18950220000002,42.649453990000005,102.21371308000002,27.778268010000005,41.643230460000005,61.08244408000001,88.06635290000001,39.930088010000006,54.12658381000001,10.262291241000002
1999-06-15,158.67688054,229.37933934000003,38.85095356000001,79.40738864000001,23.420149852000005,21.302272545000005,51.79739692000001,83.18871802000001,54.32365463000001,51.319513390000004,7.838954163000001
1999-06-16,144.81772983000002,195.56769270000004,33.23337851000001,62.06542065000001,18.743363423,5.341464566000001,31.062165280000006,62.10900870000001,26.012687815000003,40.742410760000006,7.518014030000002
1999-06-17,206.72227095000002,220.29981644000003,41.99034984000001,171.95749895000003,66.9036942,18.980165411000005,84.38567229000002,264.00357290000005,33.307610280000006,92.42727126000001,7.736139199000001
1999-06-18,195.18121199000004,226.46607258000003,38.84646267000001,143.17591328000003,55.53698744000001,11.375635706000002,86.80811119000002,274.52335064000005,45.26632201000001,91.60728758000002,6.503654064000001
1999-06-19,146.65476801000003,198.98843003000002,33.830931050000004,67.37101093000001,24.821439617000006,3.0039299040000005,56.60106420000001,138.12286952000002,27.407901670000005,53.31373272000001,5.671677066000001
1999-06-20,141.38721821000001,187.99895803000004,32.221607410000004,65.93841702000002,24.822760467000005,2.5353530831000004,50.192828340000005,132.80539159000003,31.000877840000005,55.60646415000001,21.165828740000002
1999-06-21,143.87913382000002,181.78700048000002,29.300943890000003,62.63655619000001,23.603113994000005,1.9422755829000002,46.909723580000005,116.93326548000002,37.31480501000001,54.952379230000005,24.520206566000006
1999-06-22,139.91764050000003,170.81179366000003,26.244153569,58.73846367000001,21.046001228,1.2826721516000001,36.640379,97.71357713000002,29.645685740000005,45.88553649000001,13.079056700000002
1999-06-23,135.77545490000003,158.22514984000003,23.848501507000005,55.25406137000001,18.536306977000006,0.7947871454000001,28.063307440000003,83.32265221000002,25.267939751000004,40.42514259000001,5.6863649180000015
1999-06-24,133.99045821,149.52523923,22.256560253000004,52.292451500000006,16.465768934000003,0.49108146320000007,22.351767121000005,73.66935207000002,23.582112479000003,36.35269787000001,4.782586514000001
1999-06-25,150.38405590000002,153.59319306000003,23.181419423,54.60367483000001,17.965514858000002,1.1779921474000004,17.562100851000004,65.13692524000001,22.288841827000006,32.701075960000004,4.429919564000001
1999-06-26,145.75262746,154.32626481000003,21.680220564000003,50.14052268000001,15.222162242000001,0.5797633322000001,14.626062637000002,59.63717001000001,21.245608080000004,29.971407350000003,4.080924577000001
1999-06-27,353.70910065000004,208.97432020000002,20.907866735000002,46.218126520000006,14.947399025000003,0.4515933316000001,13.056602250000003,56.50728385000001,20.507147262000004,28.147049330000005,3.5793185810000003
1999-06-28,610.2385117400001,322.73120560000007,95.74313310000001,185.67029948000004,31.238366670000005,137.39693036000003,21.491259763000002,54.43090765000001,19.958730342000006,28.845778980000006,3.3765945230000005
1999-06-29,941.1349478700001,742.7480329300001,217.98991396000002,334.44001251000003,68.90240442000001,251.77435109000004,27.101992810000006,53.054581950000006,20.413129159000004,27.908503820000004,3.1960871620000004
