datetime,delMontague_lag1_regression_disagg,delMontague_lag2_regression_disagg,delTrenton_lag1_regression_disagg,delTrenton_lag2_regression_disagg,delTrenton_lag3_regression_disagg,delTrenton_lag4_regression_disagg
2009-12-26,2510.6108613635597,2260.8497522434,6865.596396898218,6453.801295471296,5976.968655584049,5699.778677276718
2009-12-27,2519.6215396774073,2118.079224176633,7866.57336562341,7611.479100977389,7152.868613223528,6712.8536674312
2009-12-28,2486.201072393744,2279.1459101591136,8573.018877564078,8237.570822028134,7538.316070528714,7288.761653240821
2009-12-29,2488.535487810364,2198.1379255119127,9315.03243054959,8434.815610654749,7896.307987924129,7560.457754657701
2009-12-30,2337.4275116639724,2096.856029094534,8633.514594268754,7898.423416407804,7351.701297516958,7067.547923875278
2009-12-31,2363.7892333429545,2196.2664751780317,8182.045957739267,7636.399609578071,7093.803373442315,6881.124699244623
2010-01-01,2430.5263474557996,2245.287347188442,7989.284630581571,7453.09046877664,6982.1080667828255,6745.6220473908315
2010-01-02,2417.696686221481,2218.604656473905,7502.619090243713,7008.170408498903,6549.318832219738,6299.642436543534
2010-01-03,2414.2729580460773,2210.5793689982233,7079.190333120059,6670.8024960671755,6195.044767214734,5942.394455458409
2010-01-04,2412.406926595549,2196.776806620281,6850.14020587502,6455.624585401596,5972.5988565397,5707.819995529475
2010-01-05,2386.0340446581467,2159.99053632369,6600.811795413783,6207.713087853741,5728.447552383108,5456.756777964789
2010-01-06,2342.841688551359,2126.0146708938123,6362.835390890974,5979.14599856005,5499.4375218038695,5239.488129426682
2010-01-07,2307.8059072092947,2089.201451479148,6168.170184152432,5795.951451433091,5332.466032826831,5073.715264752538
2010-01-08,2266.019146225734,2051.206988549603,5981.031670251139,5623.602873807704,5168.339676239196,4915.359698725522
2010-01-09,2221.3099080252036,2013.0072249363557,5790.324181613403,5443.547999808403,4999.607261110548,4755.121561327274
2010-01-10,2182.9000094900466,1976.7830101229756,5618.156230050568,5288.489483895619,4856.2758187931395,4615.074827548569
2010-01-11,2140.787594259762,1937.7518934545164,5456.351580426601,5135.717153995398,4715.317319086173,4478.8171421523075
2010-01-12,2095.2409828016916,1899.9358512578929,5295.770439573551,4983.227414797158,4574.721078529119,4347.559279443832
2010-01-13,2052.9449628335583,1864.2082393141088,5152.429855348597,4850.964892014103,4456.848186889059,4238.026804235226
2010-01-14,2016.6181121103373,1829.7246319457304,5027.093883389929,4741.48968283058,4358.745816341039,4142.935725380406
2010-01-15,1981.0144249922173,1798.8270955702437,4913.810986081411,4638.44702131333,4264.997027543132,4055.057291121013
2010-01-16,1967.3710923226795,1784.5602041077614,4808.225866758064,4565.4876705797915,4199.716873684804,3991.204521955139
2010-01-17,1970.1018476782372,1787.9697585168428,4750.450509775754,4545.27719348284,4192.289969519438,3993.510408672397
2010-01-18,2000.0914487673772,1806.8517856918252,5045.4903171120695,4851.6222113157655,4478.976522789992,4266.370421192063
2010-01-19,1939.6671273346528,1761.0294600845004,5419.022078028115,5070.098389987459,4714.158893530544,4514.207915168141
2010-01-20,1890.3116609314932,1715.2575883070203,6028.87086671476,5620.986213430232,5261.052536553689,5058.754627422748
2010-01-21,1863.5341851257708,1690.02671421801,5569.415275565841,5203.1552377139615,4853.575707603879,4655.422893241193
2010-01-22,1837.9774244609175,1666.0421886297465,5399.052917211462,5066.429118105749,4722.66704151048,4527.237698883423
2010-01-23,1808.8987624057095,1640.3499268070393,5238.332410445404,4915.12571967151,4577.730253879725,4387.325743104113
2010-01-24,1792.3836725228857,1628.379564236028,5069.429623545016,4774.853870347808,4442.896679540931,4257.718112718441
2010-01-25,1462.5310070479372,755.7971600288688,3878.70675084465,3345.8191239628068,3701.1715889907905,2977.2540830691587
2010-01-26,1790.1035147703092,1772.7254866543117,2077.081164056487,4578.058880420278,4843.860913450105,4796.705423347287
2010-01-27,1908.8079353921419,5141.64276739663,5980.9949508222035,5279.784155126004,5320.784430349185,8526.010002493806
