datetime,cannonsville,pepacton,neversink,wallenpaupack,prompton,shoholaMarsh,mongaupeCombined,beltzvilleCombined,fewalter,merrillCreek,hopatcong,nockamixon,assunpink,ontelaunee,stillCreek,blueMarsh,greenLane,01425000,01417000,delLordville,01436000,01433500,delMontague,01449800,01447800,delDRCanal,delTrenton,01463620,outletAssunpink,01470960,outletSchuylkill,01426500,01421000,01436690
1980-10-01,130.379373202474,89.32519340135883,60.71836821155587,33.43862727836544,23.02361660008344,50.22153734169405,50.57869014565512,34.606521385224035,112.04691898781655,25.95343577561181,4.414215176589586,4.414215176589586,11.190588973516313,53.829278693361786,28.534309807571123,71.1289163289158,8.966224865539937,1.4534339027853491,1.1832147441898826,49.85169615193682,15.970751096049767,59.01791060495673,0.0,15.914323122666808,6.777794234999234,0.0,0.0,0.0,48.00609034267616,12.195094178549011,0.0,32.8406908299489,97.34075267581976,0.0
1980-10-02,320.8764341923685,234.4259288478761,58.71064972520494,155.95148438004748,33.21803870063248,71.12872401966061,65.33255265382797,35.199645041831175,109.79127072519942,63.38145198461195,5.532925266865831,5.532925266865831,19.78725030800048,59.43271673742689,29.796243140224853,96.63477943357452,12.418139013916557,1.395060647320804,1.144289378533898,114.79684687805525,15.51574246722874,94.97122547994852,7.19503367710995,15.583090154602758,6.658423195837415,295.3301805967343,0.0,0.7269129589027727,56.16364431169112,12.91076567528374,296.5806468736708,75.62446310924015,224.1530848993305,0.45734606801152916
1980-10-03,384.18848719088425,261.30023009552616,71.30116131849422,196.9692141807916,31.879645180511947,70.38455623610974,69.18815598042195,53.84672952551999,163.54661267369318,65.9567687721965,10.177616613872251,10.177616613872251,26.13233762402423,65.02199786170499,30.092125722377027,97.29240805228322,117.76384661298847,2.122305216413736,1.1649798819912576,160.14296874371763,17.76272818410021,97.75627769986332,739.9396552231733,28.33284860422121,13.91131867857166,1824.29623507694,0.0,1.65095030090027,73.90633535070094,14.724843534663094,735.7845639165035,105.49702680273342,312.69622332896523,47.03362167139354
1980-10-04,345.2207148785446,265.8437778690596,115.66138376690668,229.96504446804144,30.140407672949785,67.94826424701861,81.4828515601474,48.94415516553888,151.7670987956417,67.25566986090844,15.638282910846524,15.638282910846524,36.59239304708304,62.08015935772632,28.557317884104084,94.66150895893794,142.84669345928174,1.285730370233637,1.0708173810325547,156.21789576620927,23.346126617571628,106.72347089181324,1019.3434458486487,26.35544594610102,11.343891501457051,3381.6582667562666,0.0,2.099237967802239,78.98949303232588,14.52286950663266,1056.9149406312424,102.91131522039373,305.032099789944,64.79368100740558
1980-10-05,322.8690933847349,257.0402940943609,71.10022280183796,208.08754911542283,28.48143955540944,62.03924679643313,65.56910783074949,33.079144573812464,108.29006892927352,64.13344527554769,7.715666132230917,7.715666132230917,32.37252640509197,57.2906283227598,27.2971942308519,91.64275661489046,46.91239555678408,1.2343887301005907,1.0371484683520291,144.76916819891903,14.302414066076366,100.47145262604715,690.6494184079792,14.693043473462708,6.315813162925366,2265.178574290879,0.0,2.090771429566672,60.03528080606196,12.62063511226482,1093.36358251006,95.36926246279499,282.6772383789319,43.900530568498105
1980-10-06,297.47878841842817,236.49841117417213,66.20863965544278,164.7740314260442,27.05282094305534,57.80451316971276,57.99873072444996,31.57607022815158,104.90750815518258,58.42982397153399,5.249967469240543,5.249967469240543,24.75038112659328,55.80435884739989,26.45982549261833,89.35880314196076,11.883893424568786,1.1851575607681184,1.002355286179636,139.3511068290111,13.934782873209912,88.46883042591887,574.2220260454901,14.38940688352055,6.204962903071092,1315.9795731695103,0.0,1.6254890486118114,52.67314503710995,12.29766404566476,795.1095806908817,91.80001824280824,272.09789579882727,36.499924470541934
1980-10-07,277.75105412665863,226.1789781957269,62.31322338201487,151.39061891153253,25.70046774340956,54.9099186394294,56.258588377187024,30.73269059294123,102.03120519367312,56.19072786513245,5.180940774138388,5.180940774138388,23.25015197170812,55.078672476374855,25.66453303322226,87.2873563270389,18.12220903952573,1.137977690157868,0.9705207079334172,131.58594945082604,13.581185324966867,85.8882078752933,557.3408146458597,14.087121389371358,6.095541402362841,1336.5289845039397,0.0,1.3441455392537662,49.56817404364565,12.3125359614006,585.1937450207238,86.68458281357731,256.93559797981186,35.426884926411056
1980-10-08,265.2350746972776,218.2047319294712,59.10787681934677,143.9206864085284,24.416754154852256,52.17367352228426,54.55308635089367,29.90385496153156,99.2992845692668,54.24473078768917,5.112495937808392,5.112495937808392,21.874854798614447,54.02776156875929,24.88294137550789,85.1360272061089,13.963353125124184,1.092789946191317,0.9385677855300968,125.8159727824428,13.239737776847504,83.90964643063535,522.8213344172058,13.773852078146046,5.987478393957403,1267.4974902996655,0.0,1.2637430120552722,47.040818691208514,11.90722694753363,527.0507373594356,82.88350813630116,245.66910325292142,33.2326841400267
1980-10-09,253.32641775784623,210.2404265724076,56.39470388181965,137.2122393840567,23.198704314934297,49.58485070777648,52.88106585903212,29.09990118914145,96.69249809792028,52.36595319144977,5.044761782796507,5.044761782796507,20.582542767396543,53.07910001283414,24.113502183420504,83.0600537271799,11.410918673405732,1.0494957087375667,0.9083900254826176,120.96695420101344,12.909143374130878,81.9696553191623,510.2157665295832,13.466011805125383,5.880771412351464,1180.3726476207903,0.0,1.1892244084150576,44.64717990872049,11.68166298419807,507.375987349354,79.68913096654438,236.20087739723948,32.43142216306091
1980-10-10,242.14009410499025,202.83137227619213,54.04191355753974,130.87089593475125,22.04341386080144,47.13569865361935,51.24543126445662,28.31675872986909,94.1977773795411,50.549478862890176,4.977609486556782,4.977609486556782,19.36817762211837,52.18601583166317,23.35498517082744,81.04303043148099,11.266143396718617,1.0078188414300655,0.8792379147962208,116.36109328484486,12.588317295377337,80.06742092479445,496.4298721651259,13.160175986264717,5.775362518218145,1151.4063964330105,0.0,1.1191634346903605,42.36794787455641,11.463983700325898,491.0420035182749,76.65493823030062,227.20744281211404,31.555133758509708
