datetime,D_R_Canal
1945-05-30,102.9384901465798
1945-05-31,102.9384901465798
1945-06-01,94.67228017587063
1945-06-02,95.32519245294557
1945-06-03,90.75480651342079
1945-06-04,97.93684156124546
1945-06-05,95.32519245294557
1945-06-06,94.01936789879564
1945-06-07,94.67228017587063
1945-06-08,95.97810473002055
1945-06-09,95.97810473002055
1945-06-10,95.97810473002055
1945-06-11,95.97810473002055
1945-06-12,76.39073641777145
1945-06-13,90.10189423634583
1945-06-14,93.36645562172066
1945-06-15,92.7135433446457
1945-06-16,95.32519245294557
1945-06-17,94.01936789879564
1945-06-18,97.28392928417048
1945-06-19,97.93684156124546
1945-06-20,97.93684156124546
1945-06-21,99.2426661153954
1945-06-22,95.32519245294557
1945-06-23,95.32519245294557
1945-06-24,97.28392928417048
1945-06-25,95.97810473002055
1945-06-26,96.63101700709554
1945-06-27,95.32519245294557
1945-06-28,95.97810473002055
1945-06-29,94.01936789879564
1945-06-30,95.97810473002055
1945-07-01,96.11599448797966
1945-07-02,94.80829388270104
1945-07-03,92.84674297478307
1945-07-04,90.2313417642258
1945-07-05,88.92364115894716
1945-07-06,83.03898843519332
1945-07-07,91.53904236950443
1945-07-08,91.53904236950443
1945-07-09,90.88519206686512
1945-07-10,86.30823994838987
1945-07-11,92.19289267214376
1945-07-12,92.19289267214376
1945-07-13,91.53904236950443
1945-07-14,66.69273086921038
1945-07-15,79.1158866193574
1945-07-16,88.26979085630785
1945-07-17,83.69283873783264
1945-07-18,85.00053934311127
1945-07-19,80.42358722463604
1945-07-20,86.96209025102921
1945-07-21,82.38513813255398
1945-07-22,79.1158866193574
1945-07-23,86.96209025102921
1945-07-24,89.57749146158649
1945-07-25,86.96209025102921
1945-07-26,88.26979085630785
1945-07-27,83.69283873783264
1945-07-28,85.65438964575058
1945-07-29,85.00053934311127
1945-07-30,85.65438964575058
1945-07-31,85.65438964575058
1945-08-01,90.15878475740976
1945-08-02,90.15878475740976
1945-08-03,88.88894271857299
1945-08-04,88.88894271857299
1945-08-05,91.4286267962465
1945-08-06,88.88894271857299
1945-08-07,74.92068029136867
1945-08-08,88.25402169915462
1945-08-09,89.52386373799138
1945-08-10,88.25402169915462
1945-08-11,88.88894271857299
1945-08-12,89.52386373799138
1945-08-13,84.44449558264435
1945-08-14,83.80957456322595
1945-08-15,83.80957456322595
1945-08-16,86.34925864089949
1945-08-17,88.25402169915462
1945-08-18,88.88894271857299
1945-08-19,87.61910067973625
1945-08-20,86.98417966031786
1945-08-21,88.88894271857299
1945-08-22,89.52386373799138
1945-08-23,90.15878475740976
1945-08-24,90.15878475740976
1945-08-25,90.15878475740976
1945-08-26,88.25402169915462
1945-08-27,86.98417966031786
1945-08-28,86.98417966031786
1945-08-29,90.15878475740976
1945-08-30,93.96831087392005
1945-08-31,93.96831087392005
1945-09-01,90.84031484752329
1945-09-02,75.26768944509074
1945-09-03,81.10742397100296
1945-09-04,79.16084579569886
1945-09-05,85.64943971337908
1945-09-06,80.45856457923492
1945-09-07,73.32111126978666
1945-09-08,75.26768944509074
1945-09-09,79.80970518746689
1945-09-10,81.10742397100296
1945-09-11,85.00058032161108
1945-09-12,82.405142754539
1945-09-13,76.56540822862677
1945-09-14,81.10742397100296
1945-09-15,86.94715849691516
1945-09-16,83.05400214630701
1945-09-17,77.21426762039479
1945-09-18,77.21426762039479
1945-09-19,86.29829910514712
1945-09-20,81.75628336277094
1945-09-21,75.26768944509074
1945-09-22,80.45856457923492
1945-09-23,85.64943971337908
1945-09-24,85.00058032161108
1945-09-25,87.59601788868318
1945-09-26,89.54259606398725
1945-09-27,85.64943971337908
1945-09-28,82.405142754539
1945-09-29,80.45856457923492
1945-09-30,81.75628336277094
1945-10-01,89.41943953154616
1945-10-02,86.9181964677267
1945-10-03,88.79412876559131
1945-10-04,88.79412876559131
1945-10-05,88.16881799963645
1945-10-06,88.79412876559131
1945-10-07,88.79412876559131
1945-10-08,87.54350723368157
1945-10-09,89.41943953154616
1945-10-10,86.29288570177185
1945-10-11,82.5410211060426
1945-10-12,80.03977804222316
1945-10-13,84.41695340390723
1945-10-14,88.79412876559131
1945-10-15,90.04475029750105
1945-10-16,87.54350723368157
1945-10-17,87.54350723368157
1945-10-18,85.04226416986211
1945-10-19,83.79164263795236
1945-10-20,85.66757493581697
1945-10-21,90.04475029750105
1945-10-22,93.17130412727539
1945-10-23,90.67006106345592
1945-10-24,90.04475029750105
1945-10-25,91.92068259536566
1945-10-26,90.04475029750105
1945-10-27,91.29537182941077
1945-10-28,88.16881799963645
1945-10-29,87.54350723368157
1945-10-30,91.92068259536566
1945-10-31,91.92068259536566
1945-11-01,72.5437523791286
1945-11-02,71.259792160029
1945-11-03,75.11167281732784
1945-11-04,78.3215733650769
1945-11-05,82.81543413192556
1945-11-06,86.02533467967464
1945-11-07,74.46969270777805
1945-11-08,70.61781205047917
1945-11-09,78.3215733650769
1945-11-10,84.74137446057499
1945-11-11,84.74137446057499
1945-11-12,85.38335457012482
1945-11-13,84.74137446057499
1945-11-14,84.09939435102521
1945-11-15,82.17345402237578
1945-11-16,80.24751369372636
1945-11-17,78.96355347462672
1945-11-18,78.3215733650769
1945-11-19,84.74137446057499
1945-11-20,84.09939435102521
1945-11-21,90.51919544652331
1945-11-22,91.80315566562292
1945-11-23,90.51919544652331
1945-11-24,91.16117555607313
1945-11-25,91.80315566562292
1945-11-26,71.9017722695788
1945-11-27,77.6795932555271
1945-11-28,91.16117555607313
1945-11-29,91.80315566562292
1945-11-30,93.08711588472256
1945-12-01,92.9540257580659
1945-12-02,92.9540257580659
1945-12-03,92.9540257580659
1945-12-04,92.9540257580659
1945-12-05,92.9540257580659
1945-12-06,99.36464822413937
1945-12-07,102.56995945717615
1945-12-08,100.00571047074675
1945-12-09,100.64677271735411
1945-12-10,99.36464822413937
1945-12-11,100.00571047074675
1945-12-12,94.2361502512806
1945-12-13,99.36464822413937
1945-12-14,98.72358597753205
1945-12-15,96.80039923771
1945-12-16,98.08252373092468
1945-12-17,98.72358597753205
1945-12-18,101.28783496396144
1945-12-19,98.72358597753205
1945-12-20,97.44146148431733
1945-12-21,99.36464822413937
1945-12-22,98.72358597753205
1945-12-23,98.72358597753205
1945-12-24,94.87721249788794
1945-12-25,92.9540257580659
1945-12-26,92.9540257580659
1945-12-27,96.80039923771
1945-12-28,95.5182747444953
1945-12-29,95.5182747444953
1945-12-30,95.5182747444953
1945-12-31,95.5182747444953
1946-01-01,81.41479967580636
1946-01-02,87.92798364987085
1946-01-03,87.27666525246443
1946-01-04,87.92798364987085
1946-01-05,88.57930204727731
1946-01-06,88.57930204727731
1946-01-07,89.88193884209022
1946-01-08,91.83589403430956
1946-01-09,89.88193884209022
1946-01-10,84.67139166283862
1946-01-11,89.88193884209022
1946-01-12,25.401417498851583
1946-01-13,73.59897890692893
1946-01-14,82.06611807321279
1946-01-15,82.71743647061926
1946-01-16,70.34238691989668
1946-01-17,72.94766050952248
1946-01-18,78.1582076887741
1946-01-19,80.11216288099345
1946-01-20,87.92798364987085
1946-01-21,76.85557089396119
1946-01-22,87.27666525246443
1946-01-23,87.92798364987085
1946-01-24,87.27666525246443
1946-01-25,91.83589403430956
1946-01-26,93.78984922652891
1946-01-27,95.0924860213418
1946-01-28,91.18457563690312
1946-01-29,89.23062044468377
1946-01-30,88.57930204727731
1946-01-31,82.71743647061926
1946-02-01,94.60467538796767
1946-02-02,94.60467538796767
1946-02-03,94.60467538796767
1946-02-04,94.60467538796767
1946-02-05,94.60467538796767
1946-02-06,94.60467538796767
1946-02-07,94.60467538796767
1946-02-08,94.60467538796767
1946-02-09,94.60467538796767
1946-02-10,94.60467538796767
1946-02-11,94.60467538796767
1946-02-12,94.60467538796767
1946-02-13,94.60467538796767
1946-02-14,94.60467538796767
1946-02-15,94.60467538796767
1946-02-16,94.60467538796767
1946-02-17,94.60467538796767
1946-02-18,94.60467538796767
1946-02-19,94.60467538796767
1946-02-20,94.60467538796767
1946-02-21,94.60467538796767
1946-02-22,94.60467538796767
1946-02-23,94.60467538796767
1946-02-24,94.60467538796767
1946-02-25,94.60467538796767
1946-02-26,94.60467538796767
1946-02-27,94.60467538796767
1946-02-28,94.60467538796767
1946-03-01,92.19696350728759
1946-03-02,92.19696350728759
1946-03-03,92.19696350728759
1946-03-04,92.19696350728759
1946-03-05,92.19696350728759
1946-03-06,92.19696350728759
1946-03-07,92.19696350728759
1946-03-08,92.19696350728759
1946-03-09,92.19696350728759
1946-03-10,92.19696350728759
1946-03-11,92.19696350728759
1946-03-12,92.19696350728759
1946-03-13,92.19696350728759
1946-03-14,92.19696350728759
1946-03-15,92.19696350728759
1946-03-16,92.19696350728759
1946-03-17,92.19696350728759
1946-03-18,92.19696350728759
1946-03-19,92.19696350728759
1946-03-20,92.19696350728759
1946-03-21,92.19696350728759
1946-03-22,92.19696350728759
1946-03-23,92.19696350728759
1946-03-24,92.19696350728759
1946-03-25,92.19696350728759
1946-03-26,92.19696350728759
1946-03-27,92.19696350728759
1946-03-28,92.19696350728759
1946-03-29,92.19696350728759
1946-03-30,92.19696350728759
1946-03-31,92.19696350728759
1946-04-01,99.89085983775581
1946-04-02,101.20521325667369
1946-04-03,99.2336831282969
1946-04-04,98.57650641883798
1946-04-05,97.91932970937906
1946-04-06,100.54803654721474
1946-04-07,96.60497629046122
1946-04-08,99.89085983775581
1946-04-09,100.54803654721474
1946-04-10,100.54803654721474
1946-04-11,101.20521325667369
1946-04-12,97.91932970937906
1946-04-13,99.89085983775581
1946-04-14,99.89085983775581
1946-04-15,98.57650641883798
1946-04-16,97.91932970937906
1946-04-17,99.89085983775581
1946-04-18,97.91932970937906
1946-04-19,96.60497629046122
1946-04-20,97.26215299992015
1946-04-21,100.54803654721474
1946-04-22,101.20521325667369
1946-04-23,97.26215299992015
1946-04-24,101.20521325667369
1946-04-25,97.91932970937906
1946-04-26,99.2336831282969
1946-04-27,101.20521325667369
1946-04-28,97.91932970937906
1946-04-29,94.63344616208445
1946-04-30,84.77579552020065
1946-05-01,90.0182952963631
1946-05-02,91.94725876699947
1946-05-03,93.23323441409039
1946-05-04,62.30552010155419
1946-05-05,90.0182952963631
1946-05-06,92.59024659054492
1946-05-07,91.30427094345401
1946-05-08,92.59024659054492
1946-05-09,93.87622223763582
1946-05-10,95.16219788472674
1946-05-11,92.59024659054492
1946-05-12,91.94725876699947
1946-05-13,94.51921006118128
1946-05-14,92.59024659054492
1946-05-15,91.94725876699947
1946-05-16,93.23323441409039
1946-05-17,95.16219788472674
1946-05-18,95.16219788472674
1946-05-19,94.51921006118128
1946-05-20,94.51921006118128
1946-05-21,95.80518570827219
1946-05-22,95.80518570827219
1946-05-23,95.80518570827219
1946-05-24,97.0911613553631
1946-05-25,96.44817353181763
1946-05-26,95.80518570827219
1946-05-27,96.44817353181763
1946-05-28,95.16219788472674
1946-05-29,94.51921006118128
1946-05-30,95.16219788472674
1946-05-31,95.80518570827219
1946-06-01,66.62409019236497
1946-06-02,77.14368338063312
1946-06-03,77.7281052244258
1946-06-04,82.98790181855989
1946-06-05,79.48137075580384
1946-06-06,80.6502144433892
1946-06-07,80.06579259959652
1946-06-08,80.06579259959652
1946-06-09,82.98790181855989
1946-06-10,80.6502144433892
1946-06-11,80.06579259959652
1946-06-12,78.89694891201115
1946-06-13,73.05273047408443
1946-06-14,63.7019809734016
1946-06-15,63.11755912960893
1946-06-16,91.16980763165735
1946-06-17,87.07885472510861
1946-06-18,87.07885472510861
1946-06-19,86.49443288131594
1946-06-20,88.83212025648663
1946-06-21,78.89694891201115
1946-06-22,50.903142594342015
1946-06-23,88.24769841269398
1946-06-24,78.89694891201115
1946-06-25,82.98790181855989
1946-06-26,84.15674550614523
1946-06-27,80.6502144433892
1946-06-28,35.06531062756052
1946-06-29,23.376873751707013
1946-06-30,20.45476453274363
1946-07-01,85.69779364960779
1946-07-02,80.6194058777792
1946-07-03,81.88900282073632
1946-07-04,83.15859976369349
1946-07-05,83.79339823517205
1946-07-06,86.96739059256495
1946-07-07,89.50658447847925
1946-07-08,87.60218906404353
1946-07-09,87.60218906404353
1946-07-10,87.60218906404353
1946-07-11,85.69779364960779
1946-07-12,81.88900282073632
1946-07-13,85.06299517812923
1946-07-14,79.9846074063006
1946-07-15,79.9846074063006
1946-07-16,82.52380129221491
1946-07-17,83.15859976369349
1946-07-18,81.88900282073632
1946-07-19,81.88900282073632
1946-07-20,84.42819670665064
1946-07-21,84.42819670665064
1946-07-22,85.06299517812923
1946-07-23,85.69779364960779
1946-07-24,88.2369875355221
1946-07-25,85.69779364960779
1946-07-26,84.42819670665064
1946-07-27,85.06299517812923
1946-07-28,84.42819670665064
1946-07-29,85.69779364960779
1946-07-30,83.79339823517205
1946-07-31,83.79339823517205
1946-08-01,96.82723441518847
1946-08-02,88.54595778757367
1946-08-03,82.81276627614804
1946-08-04,93.642128019952
1946-08-05,95.55319185709389
1946-08-06,94.2791492989993
1946-08-07,94.91617057804659
1946-08-08,94.2791492989993
1946-08-09,96.19021313614117
1946-08-10,96.19021313614117
1946-08-11,96.19021313614117
1946-08-12,94.91617057804659
1946-08-13,94.2791492989993
1946-08-14,95.55319185709389
1946-08-15,93.642128019952
1946-08-16,93.00510674090471
1946-08-17,94.2791492989993
1946-08-18,95.55319185709389
1946-08-19,82.81276627614804
1946-08-20,90.45702162471555
1946-08-21,93.00510674090471
1946-08-22,93.642128019952
1946-08-23,93.642128019952
1946-08-24,93.642128019952
1946-08-25,95.55319185709389
1946-08-26,94.2791492989993
1946-08-27,93.642128019952
1946-08-28,93.00510674090471
1946-08-29,93.00510674090471
1946-08-30,93.00510674090471
1946-08-31,93.00510674090471
1946-09-01,98.2175515323598
1946-09-02,95.61576208779398
1946-09-03,97.56710417121835
1946-09-04,94.96531472665252
1946-09-05,98.86799889350124
1946-09-06,98.2175515323598
1946-09-07,96.91665681007687
1946-09-08,102.12023569920854
1946-09-09,98.2175515323598
1946-09-10,89.11128847637941
1946-09-11,96.91665681007687
1946-09-12,97.56710417121835
1946-09-13,99.51844625464271
1946-09-14,98.2175515323598
1946-09-15,98.86799889350124
1946-09-16,96.91665681007687
1946-09-17,100.16889361578419
1946-09-18,95.61576208779398
1946-09-19,98.2175515323598
1946-09-20,97.56710417121835
1946-09-21,96.91665681007687
1946-09-22,88.46084111523797
1946-09-23,89.11128847637941
1946-09-24,87.81039375409651
1946-09-25,86.50949903181359
1946-09-26,71.54920972556012
1946-09-27,61.142051947296835
1946-09-28,74.80144653126737
1946-09-29,87.15994639295506
1946-09-30,85.20860430953068
1946-10-01,85.8153456309478
1946-10-02,85.17011746830909
1946-10-03,85.17011746830909
1946-10-04,85.17011746830909
1946-10-05,87.10580195622522
1946-10-06,86.46057379358653
1946-10-07,86.46057379358653
1946-10-08,86.46057379358653
1946-10-09,84.5248893056704
1946-10-10,86.46057379358653
1946-10-11,86.46057379358653
1946-10-12,62.58713177595442
1946-10-13,47.7468840352642
1946-10-14,59.36099096276089
1946-10-15,61.9419036133157
1946-10-16,67.10372891442535
1946-10-17,72.26555421553499
1946-10-18,70.32986972761888
1946-10-19,70.32986972761888
1946-10-20,62.58713177595442
1946-10-21,54.19916566165125
1946-10-22,60.6514472880383
1946-10-23,62.58713177595442
1946-10-24,79.36306400456075
1946-10-25,81.94397665511558
1946-10-26,80.65352032983819
1946-10-27,93.55808358261228
1946-10-28,98.0746807210832
1946-10-29,93.55808358261228
1946-10-30,96.13899623316709
1946-10-31,97.42945255844451
1946-11-01,95.26851665209205
1946-11-02,98.50894238855774
1946-11-03,98.50894238855774
1946-11-04,101.74936812502347
1946-11-05,102.3974532723166
1946-11-06,99.80511268314406
1946-11-07,97.21277209397145
1946-11-08,99.15702753585089
1946-11-09,92.02809091562634
1946-11-10,99.80511268314406
1946-11-11,95.91660179938519
1946-11-12,92.67617606291947
1946-11-13,94.62043150479887
1946-11-14,97.8608572412646
1946-11-15,99.80511268314406
1946-11-16,95.26851665209205
1946-11-17,91.38000576833318
1946-11-18,98.50894238855774
1946-11-19,97.8608572412646
1946-11-20,97.21277209397145
1946-11-21,98.50894238855774
1946-11-22,99.80511268314406
1946-11-23,95.91660179938519
1946-11-24,97.21277209397145
1946-11-25,95.26851665209205
1946-11-26,94.62043150479887
1946-11-27,97.8608572412646
1946-11-28,100.45319783043716
1946-11-29,100.45319783043716
1946-11-30,101.10128297773032
1946-12-01,100.55942948743326
1946-12-02,88.72890837126467
1946-12-03,88.72890837126467
1946-12-04,87.4144060250237
1946-12-05,86.09990367878275
1946-12-06,86.09990367878275
1946-12-07,88.72890837126467
1946-12-08,90.70066189062611
1946-12-09,93.32966658310802
1946-12-10,93.32966658310802
1946-12-11,92.01516423686705
1946-12-12,90.04341071750562
1946-12-13,90.70066189062611
1946-12-14,92.01516423686705
1946-12-15,92.01516423686705
1946-12-16,92.01516423686705
1946-12-17,94.64416892934898
1946-12-18,92.67241540998754
1946-12-19,96.6159224487104
1946-12-20,95.30142010246948
1946-12-21,94.64416892934898
1946-12-22,91.35791306374657
1946-12-23,95.30142010246948
1946-12-24,89.38615954438514
1946-12-25,93.32966658310802
1946-12-26,92.67241540998754
1946-12-27,90.04341071750562
1946-12-28,86.09990367878275
1946-12-29,85.44265250566227
1946-12-30,86.7571548519032
1946-12-31,91.35791306374657
1947-01-01,93.51416339178118
1947-01-02,93.51416339178118
1947-01-03,92.86923812701026
1947-01-04,92.86923812701026
1947-01-05,92.86923812701026
1947-01-06,92.86923812701026
1947-01-07,92.22431286223936
1947-01-08,92.22431286223936
1947-01-09,92.22431286223936
1947-01-10,92.86923812701026
1947-01-11,92.22431286223936
1947-01-12,93.51416339178118
1947-01-13,94.80401392132298
1947-01-14,92.86923812701026
1947-01-15,92.86923812701026
1947-01-16,93.51416339178118
1947-01-17,93.51416339178118
1947-01-18,90.28953706792664
1947-01-19,92.22431286223936
1947-01-20,92.22431286223936
1947-01-21,93.51416339178118
1947-01-22,92.22431286223936
1947-01-23,92.86923812701026
1947-01-24,92.22431286223936
1947-01-25,91.57938759746845
1947-01-26,91.57938759746845
1947-01-27,92.86923812701026
1947-01-28,92.86923812701026
1947-01-29,92.86923812701026
1947-01-30,92.86923812701026
1947-01-31,92.86923812701026
1947-02-01,67.68896296396365
1947-02-02,67.05038784166213
1947-02-03,68.96611320856674
1947-02-04,65.13466247475749
1947-02-05,65.77323759705904
1947-02-06,68.96611320856674
1947-02-07,69.6046883308683
1947-02-08,74.07471418697911
1947-02-09,74.07471418697911
1947-02-10,69.6046883308683
1947-02-11,70.24326345316985
1947-02-12,63.857512230154406
1947-02-13,67.68896296396365
1947-02-14,68.96611320856674
1947-02-15,69.6046883308683
1947-02-16,68.96611320856674
1947-02-17,67.68896296396365
1947-02-18,64.49608735245594
1947-02-19,66.41181271936057
1947-02-20,75.99043955388373
1947-02-21,86.20764151070844
1947-02-22,88.76194199991461
1947-02-23,79.82189028769301
1947-02-24,57.98262110498019
1947-02-25,79.82189028769301
1947-02-26,86.84621663300997
1947-02-27,85.5690663884069
1947-02-28,86.20764151070844
1947-03-01,95.62200085572013
1947-03-02,93.69672567070562
1947-03-03,93.69672567070562
1947-03-04,91.77145048569112
1947-03-05,91.1296920906863
1947-03-06,100.7560680157588
1947-03-07,103.96485999078295
1947-03-08,104.60661838578781
1947-03-09,104.60661838578781
1947-03-10,99.47255122574911
1947-03-11,98.83079283074431
1947-03-12,100.11430962075397
1947-03-13,98.83079283074431
1947-03-14,100.11430962075397
1947-03-15,99.47255122574911
1947-03-16,102.6813432007733
1947-03-17,103.32310159577811
1947-03-18,101.39782641076361
1947-03-19,103.32310159577811
1947-03-20,102.03958480576847
1947-03-21,100.11430962075397
1947-03-22,102.03958480576847
1947-03-23,102.6813432007733
1947-03-24,102.6813432007733
1947-03-25,91.77145048569112
1947-03-26,98.18903443573946
1947-03-27,98.18903443573946
1947-03-28,98.83079283074431
1947-03-29,96.9055176457298
1947-03-30,96.9055176457298
1947-03-31,101.39782641076361
1947-04-01,84.20643264902219
1947-04-02,88.06321582378656
1947-04-03,89.34881021537468
1947-04-04,89.99160741116874
1947-04-05,89.34881021537468
1947-04-06,91.27720180275688
1947-04-07,92.56279619434498
1947-04-08,88.06321582378656
1947-04-09,88.70601301958064
1947-04-10,89.34881021537468
1947-04-11,91.91999899855092
1947-04-12,89.99160741116874
1947-04-13,90.6344046069628
1947-04-14,96.41957936910937
1947-04-15,93.8483905859331
1947-04-16,90.6344046069628
1947-04-17,90.6344046069628
1947-04-18,88.06321582378656
1947-04-19,88.70601301958064
1947-04-20,86.77762143219843
1947-04-21,86.13482423640438
1947-04-22,85.4920270406103
1947-04-23,86.13482423640438
1947-04-24,82.27804106164001
1947-04-25,83.56363545322812
1947-04-26,86.13482423640438
1947-04-27,87.42041862799249
1947-04-28,87.42041862799249
1947-04-29,87.42041862799249
1947-04-30,87.42041862799249
1947-05-01,85.38148837167579
1947-05-02,84.161752823509
1947-05-03,85.9913561457592
1947-05-04,81.112413953092
1947-05-05,75.01373621225801
1947-05-06,79.8926784049252
1947-05-07,82.9420172753422
1947-05-08,83.5518850494256
1947-05-09,86.60122391984258
1947-05-10,88.43082724209279
1947-05-11,89.04069501617617
1947-05-12,67.08545514917384
1947-05-13,70.13479401959081
1947-05-14,80.50254617900859
1947-05-15,80.50254617900859
1947-05-16,80.50254617900859
1947-05-17,40.80015408617936
1947-05-18,77.45320730859162
1947-05-19,84.77162059759239
1947-05-20,85.38148837167579
1947-05-21,86.60122391984258
1947-05-22,89.65056279025958
1947-05-23,89.65056279025958
1947-05-24,89.65056279025958
1947-05-25,89.65056279025958
1947-05-26,90.87029833842638
1947-05-27,51.71678724227218
1947-05-28,65.86571960100703
1947-05-29,77.45320730859162
1947-05-30,76.23347176042482
1947-05-31,76.23347176042482
1947-06-01,92.52597099155291
1947-06-02,93.16408113632222
1947-06-03,88.69731012293691
1947-06-04,95.71652171539955
1947-06-05,93.16408113632222
1947-06-06,91.88786084678355
1947-06-07,92.52597099155291
1947-06-08,93.80219128109155
1947-06-09,93.80219128109155
1947-06-10,93.80219128109155
1947-06-11,93.80219128109155
1947-06-12,74.65888693801165
1947-06-13,88.05919997816758
1947-06-14,91.24975070201423
1947-06-15,90.61164055724491
1947-06-16,93.16408113632222
1947-06-17,91.88786084678355
1947-06-18,95.07841157063022
1947-06-19,95.71652171539955
1947-06-20,95.71652171539955
1947-06-21,96.9927420049382
1947-06-22,93.16408113632222
1947-06-23,93.16408113632222
1947-06-24,95.07841157063022
1947-06-25,93.80219128109155
1947-06-26,94.44030142586091
1947-06-27,93.16408113632222
1947-06-28,93.80219128109155
1947-06-29,91.88786084678355
1947-06-30,93.80219128109155
1947-07-01,70.3825997606644
1947-07-02,81.4956418281377
1947-07-03,82.11303305410846
1947-07-04,87.66955408784513
1947-07-05,83.96520673202069
1947-07-06,85.19998918396217
1947-07-07,84.58259795799144
1947-07-08,84.58259795799144
1947-07-09,87.66955408784513
1947-07-10,85.19998918396217
1947-07-11,84.58259795799144
1947-07-12,83.34781550604995
1947-07-13,77.17390324634256
1947-07-14,67.2956436308107
1947-07-15,66.67825240483997
1947-07-16,96.3130312514355
1947-07-17,91.99129266964032
1947-07-18,91.99129266964032
1947-07-19,91.37390144366958
1947-07-20,93.84346634755254
1947-07-21,83.34781550604995
