datetime,cannonsville,pepacton,neversink,aggregate
1945-01-01,,,,473.057090317234
1945-01-02,,,,473.057090317234
1945-01-03,,,,473.057090317234
1945-01-04,,,,759.8545656549753
1945-01-05,,,,790.5450703959144
1945-01-06,,,,790.5450703959144
1945-01-07,,,,790.5450703959144
1945-01-08,,,,790.5450703959144
1945-01-09,,,,790.5450703959144
1945-01-10,,,,790.5450703959144
1945-01-11,,,,791.6033636628435
1945-01-12,,,,932.3563681643918
1945-01-13,,,,967.2800459730468
1945-01-14,,,,967.2800459730468
1945-01-15,,,,967.2800459730468
1945-01-16,,,,991.6207911124123
1945-01-17,,,,994.795670913199
1945-01-18,,,,994.795670913199
1945-01-19,,,,994.795670913199
1945-01-20,,,,994.795670913199
1945-01-21,,,,994.795670913199
1945-01-22,,,,993.73737764627
1945-01-23,,,,993.73737764627
1945-01-24,,,,924.9483152958892
1945-01-25,,,,922.8317287620315
1945-01-26,,,,994.795670913199
1945-01-27,,,,994.795670913199
1945-01-28,,,,994.795670913199
1945-01-29,,,,1104.8581706738084
1945-01-30,,,,1098.5084110722348
1945-01-31,,,,1093.2169447375902
1945-02-01,,,,479.0682802992388
1945-02-02,,,,479.0682802992388
1945-02-03,,,,479.0682802992388
1945-02-04,,,,769.5101236126476
1945-02-05,,,,800.59061607054
1945-02-06,,,,800.59061607054
1945-02-07,,,,800.59061607054
1945-02-08,,,,800.59061607054
1945-02-09,,,,800.59061607054
1945-02-10,,,,800.59061607054
1945-02-11,,,,801.6623571897779
1945-02-12,,,,944.203926048388
1945-02-13,,,,979.5713829832312
1945-02-14,,,,979.5713829832312
1945-02-15,,,,979.5713829832312
1945-02-16,,,,1004.2214287256976
1945-02-17,,,,1007.4366520834105
1945-02-18,,,,1007.4366520834105
1945-02-19,,,,1007.4366520834105
1945-02-20,,,,1007.4366520834105
1945-02-21,,,,1007.4366520834105
1945-02-22,,,,1006.3649109641729
1945-02-23,,,,1006.3649109641729
1945-02-24,,,,936.7017382137243
1945-02-25,,,,934.5582559752489
1945-02-26,,,,1007.4366520834105
1945-02-27,,,,1007.4366520834105
1945-02-28,,,,1007.4366520834105
1945-03-01,,,,159.39464951826326
1945-03-02,,,,227.70664216894755
1945-03-03,,,,269.2878550867553
1945-03-04,,,,265.32773957077364
1945-03-05,,,,264.33771069177817
1945-03-06,,,,247.507219748856
1945-03-07,,,,281.1682016347005
1945-03-08,,,,295.02860594063634
1945-03-09,,,,552.4361144794467
1945-03-10,,,,680.1498398698564
1945-03-11,,,,390.071378324197
1945-03-12,,,,411.8520136620964
1945-03-13,,,,485.11415070775774
1945-03-14,,,,293.0485481826455
1945-03-15,,,,294.03857706164104
1945-03-16,,,,294.03857706164104
1945-03-17,,,,294.03857706164104
1945-03-18,,,,294.03857706164104
1945-03-19,,,,294.03857706164104
1945-03-20,,,,294.03857706164104
1945-03-21,,,,293.0485481826455
1945-03-22,,,,293.0485481826455
1945-03-23,,,,293.0485481826455
1945-03-24,,,,294.03857706164104
1945-03-25,,,,294.03857706164104
1945-03-26,,,,294.03857706164104
1945-03-27,,,,294.03857706164104
1945-03-28,,,,294.03857706164104
1945-03-29,,,,466.3036020068448
1945-03-30,,,,484.1241218287624
1945-03-31,,,,484.1241218287624
1945-04-01,,,,534.4196459639934
1945-04-02,,,,479.0343372004522
1945-04-03,,,,660.73701682821
1945-04-04,,,,753.0458647674453
1945-04-05,,,,753.0458647674453
1945-04-06,,,,347.8586059183811
1945-04-07,,,,267.2098229819967
1945-04-08,,,,542.1930226325605
1945-04-09,,,,559.6831201368369
1945-04-10,,,,612.1534126496653
1945-04-11,,,,688.9155072517661
1945-04-12,,,,688.9155072517661
1945-04-13,,,,770.5359622717215
1945-04-14,,,,834.6663197874007
1945-04-15,,,,761.7909135195835
1945-04-16,,,,842.4396964559678
1945-04-17,,,,738.4707835138818
1945-04-18,,,,839.5246802052551
1945-04-19,,,,844.3830406231097
1945-04-20,,,,651.9919680760719
1945-04-21,,,,596.6066593125308
1945-04-22,,,,591.7482988946763
1945-04-23,,,,639.3602309896503
1945-04-24,,,,633.5301984882249
1945-04-25,,,,633.5301984882249
1945-04-26,,,,632.558526404654
1945-04-27,,,,702.5189164217586
1945-04-28,,,,727.7823905946019
1945-04-29,,,,727.7823905946019
1945-04-30,,,,647.1336076582176
1945-05-01,,,,513.0810336838965
1945-05-02,,,,512.0630157599205
1945-05-03,,,,407.207169590394
1945-05-04,,,,407.207169590394
1945-05-05,,,,431.63959976581754
1945-05-06,,,,461.1621195611213
1945-05-07,,,,506.9729261400405
1945-05-08,,,,314.5675385085794
1945-05-09,,,,315.5855564325554
1945-05-10,,,,529.3693204675124
1945-05-11,,,,566.0179657306478
1945-05-12,,,,567.0359836546237
1945-05-13,,,,742.1350665784933
1945-05-14,,,,575.1801270464315
1945-05-15,,,,410.2612233623221
1945-05-16,,,,364.4504167834026
1945-05-17,,,,747.2251561983729
1945-05-18,,,,406.18915166641807
1945-05-19,,,,405.17113374244207
1945-05-20,,,,754.351281666205
1945-05-21,,,,650.5134534206544
1945-05-22,,,,632.1891307890867
1945-05-23,,,,536.4954459353442
1945-05-24,,,,723.8107439469254
1945-05-25,,,,496.79274690028075
1945-05-26,,,,511.04499783594446
1945-05-27,,,,809.3242495609082
1945-05-28,,,,609.792736461615
1945-05-29,,,,609.792736461615
1945-05-30,,,,610.8107543855912
1945-05-31,,,,610.8107543855912
1945-06-01,,,,561.6772126701647
1945-06-02,,,,551.5386348241329
1945-06-03,,,,459.27757642524307
1945-06-04,,,,436.97270516397293
1945-06-05,,,,353.8363668265118
1945-06-06,,,,697.5341558069916
1945-06-07,,,,852.6543968512789
1945-06-08,,,,662.0491333458801
1945-06-09,,,,618.4532486079432
1945-06-10,,,,507.94275008619593
1945-06-11,,,,564.7187860239744
1945-06-12,,,,656.9798444228643
1945-06-13,,,,656.9798444228643
1945-06-14,,,,751.2686183909605
1945-06-15,,,,751.2686183909605
1945-06-16,,,,71.98390270682617
1945-06-17,,,,304.15733538095566
1945-06-18,,,,648.8689821460388
1945-06-19,,,,560.6633548855616
1945-06-20,,,,653.9382710690547
1945-06-21,,,,780.6704941444527
1945-06-22,,,,723.8944582066745
1945-06-23,,,,630.6195420231815
1945-06-24,,,,630.6195420231815
1945-06-25,,,,630.6195420231815
1945-06-26,,,,629.6056842385782
1945-06-27,,,,629.6056842385782
1945-06-28,,,,771.5457740830242
1945-06-29,,,,766.4764851600081
1945-06-30,,,,828.3218100208024
1945-07-01,,,,776.300367747428
1945-07-02,,,,768.9070309117383
1945-07-03,,,,694.0494954503791
1945-07-04,,,,694.0494954503791
1945-07-05,,,,853.0062374177096
1945-07-06,,,,716.2295059574485
1945-07-07,,,,862.2479084623218
1945-07-08,,,,690.3528270325342
1945-07-09,,,,690.3528270325342
1945-07-10,,,,377.06017862017933
1945-07-11,,,,704.2153335994526
1945-07-12,,,,450.069379872616
1945-07-13,,,,512.9127429759792
1945-07-14,,,,367.8185075755671
1945-07-15,,,,0.0
1945-07-16,,,,0.0
1945-07-17,,,,0.0
1945-07-18,,,,0.0
1945-07-19,,,,107.20338411750197
1945-07-20,,,,203.31676298146925
1945-07-21,,,,292.96097211420795
1945-07-22,,,,405.7093588584773
1945-07-23,,,,497.2019022001385
1945-07-24,,,,240.2834471599182
1945-07-25,,,,97.96171307288974
1945-07-26,,,,226.4209405929999
1945-07-27,,,,206.08926429485294
1945-07-28,,,,2.772501313383672
1945-07-29,,,,266.1601260848325
1945-07-30,,,,262.4634576669876
1945-07-31,,,,343.7901628595753
1945-08-01,,,,683.1978990467576
1945-08-02,,,,787.0988707812716
1945-08-03,,,,736.1285827605664
