datetime,D_R_Canal,delTrenton,NYC_inflow
1952-01-01,,450.2378608128001,86.62123372492802
1952-01-02,,617.3072557056001,96.47549633894401
1952-01-03,,863.6638210560001,82.68519204864
1952-01-04,,908.9707756032001,68.583402445824
1952-01-05,,761.7231733248001,62.353696195584014
1952-01-06,,676.7726335488001,54.42497914982401
1952-01-07,,591.8220937728001,45.250320854016
1952-01-08,,515.3666079744,36.641999490048
1952-01-09,,461.56459944960005,40.01170423449601
1952-01-10,,441.74280683520004,36.811900569600006
1952-01-11,,427.5843835392001,30.355659546624004
1952-01-12,,407.76259092480007,28.968134063616006
1952-01-13,,365.28732103680005,28.146945512448006
1952-01-14,,342.63384376320005,28.316846592000008
1952-01-15,,368.11900569600004,50.68715539968001
1952-01-16,,427.5843835392001,50.91369017241601
1952-01-17,,512.5349233152001,40.691308552704
1952-01-18,,583.3270397952001,83.33647952025602
1952-01-19,,605.9805170688,57.99290182041601
1952-01-20,,688.0993721856001,58.61587244544001
1952-01-21,,634.2973636608001,50.149135314432016
1952-01-22,,605.9805170688,42.30536880844801
1952-01-23,,705.0894801408001,81.69410241792
1952-01-24,,713.5845341184001,47.798837047296004
1952-01-25,,671.1092642304001,38.79407983104001
1952-01-26,,716.4162187776001,110.15253324288001
1952-01-27,,962.7727841280001,198.95416415539205
1952-01-28,,1696.1791108608002,122.07392565811202
1952-01-29,,1531.9414006272002,77.92796182118401
1952-01-30,,1064.7134318592002,53.858642217984006
1952-01-31,,807.0301278720001,49.32794676326401
1952-02-01,,682.4360028672002,49.55448153600001
1952-02-02,,628.6339943424001,72.519444122112
1952-02-03,,645.6241022976001,51.819829263360006
1952-02-04,,923.1291988992001,78.18281344051202
1952-02-05,,1127.0104943616002,106.18817472
1952-02-06,,1228.9511420928002,73.85033591193601
1952-02-07,,1044.8916392448002,63.37310267289601
1952-02-08,,846.6737131008001,53.94359275776001
1952-02-09,,724.9112727552001,50.26240270080001
1952-02-10,,642.7924176384001,43.862795371008005
1952-02-11,,580.4953551360001,40.52140747315201
1952-02-12,,538.0200852480001,34.433285455872
1952-02-13,,504.03986933760007,25.683379858944008
1952-02-14,,427.5843835392001,24.012685910016003
1952-02-15,,382.27742899200007,22.483576194048005
1952-02-16,,353.9605824000001,22.681794120192002
1952-02-17,,365.28732103680005,23.163180512256
1952-02-18,,368.11900569600004,21.832288722432004
1952-02-19,,345.46552842240004,20.416446392832004
1952-02-20,,351.1288977408,19.397039915520004
1952-02-21,,334.13878978560007,19.25545568256
1952-02-22,,336.97047444480006,17.69802912
1952-02-23,,322.81205114880004,16.423771023360004
1952-02-24,,288.83183523840006,15.036245540352002
1952-02-25,,276.93875966976003,14.583175994880003
1952-02-26,,264.76251563520003,13.988522216448
1952-02-27,,274.10707501056004,13.365551591424001
1952-02-28,,267.87736876032005,13.790304290304
1952-02-29,,264.76251563520003,13.139016818688
1952-03-01,,270.99222188544,11.921392415232003
1952-03-02,,264.76251563520003,11.553273409536
1952-03-03,,238.14467983872004,11.893075568640004
1952-03-04,,217.19021336064003,12.006342955008002
1952-03-05,,275.52291734016006,14.979611847168004
1952-03-06,,305.8219431936,13.082383125504002
1952-03-07,,281.46945512448,12.034659801600002
1952-03-08,,261.93083097600004,11.553273409536
1952-03-09,,258.81597785088,11.355055483392
1952-03-10,,239.56052216832003,11.270104943616003
1952-03-11,,569.1686164992001,151.46681242060802
1952-03-12,,1735.8226960896002,172.25137781913605
1952-03-13,,1953.8624148480003,85.771728327168
1952-03-14,,1308.2383125504002,60.994487559168014
1952-03-15,,928.7925682176001,47.48735173478401
1952-03-16,,722.0795880960001,40.040021081088
1952-03-17,,605.9805170688,36.047345711616
1952-03-18,,540.8517699072,33.215661052416
1952-03-19,,560.6735625216,33.697047444480006
1952-03-20,,597.4854630912001,34.85803815475201
1952-03-21,,560.6735625216,89.849354236416
1952-03-22,,586.1587244544,108.56678983372801
1952-03-23,,942.9509915136001,113.74877276006401
1952-03-24,,1076.0401704960002,119.55372631142403
1952-03-25,,1160.9907102720001,104.828966083584
1952-03-26,,1016.5747926528002,110.71887017472002
1952-03-27,,911.8024602624001,113.86204014643201
1952-03-28,,897.6440369664001,95.654307787776
1952-03-29,,832.5152898048001,77.72974389504002
1952-03-30,,719.2479034368001,67.33746119577602
1952-03-31,,631.4656790016,65.55349986048
1952-04-01,,588.9904091136001,77.13509011660801
1952-04-02,,642.7924176384001,215.83100472422404
1952-04-03,,996.7530000384002,156.53552796057602
1952-04-04,,1098.6936477696001,115.05134770329602
1952-04-05,,1158.1590256128002,261.8175635896321
1952-04-06,,1976.5158921216002,249.72627009484808
1952-04-07,,2109.605071104,149.03156361369602
1952-04-08,,1486.6344460800003,110.66223648153601
1952-04-09,,1124.1788097024003,86.25311471923202
1952-04-10,,917.4658295808001,72.91587997440001
1952-04-11,,775.8815966208001,66.96934219008001
1952-04-12,,673.9409488896001,57.45488173516801
1952-04-13,,600.3171477504001,58.67250613862401
1952-04-14,,733.4063267328002,133.25908006195203
1952-04-15,,1342.2185284608001,100.298270628864
1952-04-16,,1917.0505142784002,79.96677477580802
1952-04-17,,1619.7236250624003,66.68617372416001
1952-04-18,,1160.9907102720001,58.84240721817601
1952-04-19,,923.1291988992001,52.98081997363201
1952-04-20,,770.2182273024001,47.374084348416005
1952-04-21,,673.9409488896001,40.832892785664
1952-04-22,,594.6537784320001,36.35883102412801
1952-04-23,,543.6834545664001,35.367741393408004
1952-04-24,,506.87155399680006,31.714868183040004
1952-04-25,,481.38639206400006,37.378237501440005
1952-04-26,,685.2676875264001,44.82556815513601
1952-04-27,,911.8024602624001,34.48991914905601
1952-04-28,,1319.5650511872002,40.209922160640005
1952-04-29,,1294.0798892544,46.41131156428801
1952-04-30,,1146.8322869760002,38.62417875148801
1952-05-01,,928.7925682176001,35.452691933184006
1952-05-02,,764.5548579840001,33.102393666048
1952-05-03,,665.4458949120001,30.695461705728004
1952-05-04,,586.1587244544,28.175262359040005
1952-05-05,,529.5250312704001,26.051498864640006
1952-05-06,,470.0596534272001,24.550705995264003
1952-05-07,,458.73291479040006,22.596843580416003
1952-05-08,,419.08932956160004,21.152684404224
1952-05-09,,390.77248296960005,19.793475767808005
1952-05-10,,370.95069035520004,18.689118750720002
1952-05-11,,356.79226705920007,28.401797131776004
1952-05-12,,402.0992216064001,76.20063417907201
1952-05-13,,608.8122017280001,82.91172682137602
1952-05-14,,790.0400199168001,71.47172079820801
1952-05-15,,719.2479034368001,63.571320599040014
1952-05-16,,631.4656790016,59.69191261593601
1952-05-17,,577.6636704768001,48.81824352460801
1952-05-18,,529.5250312704001,48.84656037120001
1952-05-19,,504.03986933760007,41.68239818342401
1952-05-20,,489.8814460416001,41.34259602432001
1952-05-21,,552.1785085440001,45.958242018816016
1952-05-22,,560.6735625216,40.66299170611201
1952-05-23,,523.8616619520001,34.09348329676801
1952-05-24,,467.2279687680001,30.921996478464006
1952-05-25,,631.4656790016,66.771124263936
1952-05-26,,1322.3967358464001,55.246167700992004
1952-05-27,,1486.6344460800003,43.52299321190401
1952-05-28,,1061.8817472,38.14279235942401
1952-05-29,,821.1885511680001,37.03843534233601
1952-05-30,,713.5845341184001,34.09348329676801
1952-05-31,,634.2973636608001,30.100807927296003
1952-06-01,,750.3964346880001,110.35075116902402
1952-06-02,,993.9213153792001,82.28875619635201
1952-06-03,,1008.0797386752001,53.54715690547201
1952-06-04,,809.8618125312001,53.00913682022401
1952-06-05,,702.2577954816,58.44597136588801
1952-06-06,,654.1191562752001,44.85388500172801
1952-06-07,,594.6537784320001,46.43962841088001
1952-06-08,,512.5349233152001,36.358831024128
1952-06-09,,444.5744914944001,32.42278934784001
1952-06-10,,421.9210142208001,28.515064518144005
1952-06-11,,402.0992216064001,24.890508154368007
1952-06-12,,359.62395171840006,22.540209887232006
1952-06-13,,328.4754204672,19.623574688256
1952-06-14,,297.32688921600004,17.103375341568004
1952-06-15,,275.52291734016006,15.404364546048004
1952-06-16,,245.50705995264005,14.271690682368002
1952-06-17,,226.81794120192004,14.186740142592003
1952-06-18,,240.97636449792003,14.979611847168002
1952-06-19,,231.06546819072003,12.912482045952002
1952-06-20,,214.35852870144004,11.609907102720001
1952-06-21,,199.63376847360004,10.562183778816003
1952-06-22,,184.05950284800002,10.420599545856001
1952-06-23,,184.05950284800002,10.222381619712001
1952-06-24,,190.57237756416004,9.514460454912001
1952-06-25,,203.59812699648003,8.580004517376
1952-06-26,,193.12089375744003,7.696518903705601
1952-06-27,,178.96247046144003,8.0080042162176
1952-06-28,,155.74265625600003,7.243449358233601
1952-06-29,,140.45155909632,7.059389855385601
1952-06-30,,138.18621136896002,7.257607781529601
1952-07-01,,124.02778807296002,6.2268745655808
1952-07-02,,121.76244034560001,5.640715841126401
1952-07-03,,120.91293494784001,5.241448304179201
1952-07-04,,107.88718551552002,4.949784784281601
1952-07-05,,105.33866932224002,4.876160983142402
1952-07-06,,100.80797386752002,4.445744914944
1952-07-07,,95.42777301504002,4.023823900723201
1952-07-08,,92.87925682176001,4.457071653580801
1952-07-09,,144.98225455104003,62.32537934899201
1952-07-10,,795.7033892352001,255.24805518028802
1952-07-11,,2302.1596279296004,65.41191562752002
1952-07-12,,1262.9313580032,34.121800143360005
1952-07-13,,730.5746420736001,24.522389148672005
1952-07-14,,532.3567159296001,19.283772529152003
1952-07-15,,416.25764490240005,15.970701477888003
1952-07-16,,351.1288977408,13.818621136896
1952-07-17,,308.65362785280007,12.006342955008002
1952-07-18,,275.52291734016006,10.788718551552002
1952-07-19,,248.33874461184004,10.420599545856
1952-07-20,,226.81794120192004,9.457826761728
1952-07-21,,231.06546819072003,14.894661307392003
1952-07-22,,206.14664318976003,12.940798892544002
1952-07-23,,254.28528239616003,9.259608835584
1952-07-24,,248.33874461184004,8.891489829888
1952-07-25,,214.35852870144004,7.9853507389440015
1952-07-26,,180.09514432512003,7.135845341184002
1952-07-27,,156.87533011968003,7.1188552332288015
1952-07-28,,152.06146619904,7.059389855385602
1952-07-29,,139.31888523264,6.442082599680001
1952-07-30,,143.84958068736003,5.844597136588801
1952-07-31,,153.47730852864,5.465151392256001
1952-08-01,,140.45155909632,5.232953250201601
1952-08-02,,138.18621136896002,4.9242996223488005
1952-08-03,,146.39809688064003,4.8336857132544
1952-08-04,,138.18621136896002,4.417428068352001
1952-08-05,,114.68322869760001,4.4910518694912005
1952-08-06,,113.83372329984002,5.0035867928064
