datetime,demand_nj_lag1_regression_disagg,demand_nj_lag1_perfect_foresight,demand_nj_lag1_same_day,demand_nj_lag1_regression_agg,demand_nj_lag2_regression_disagg,demand_nj_lag2_perfect_foresight,demand_nj_lag2_same_day,demand_nj_lag2_regression_agg,demand_nj_lag3_regression_disagg,demand_nj_lag3_perfect_foresight,demand_nj_lag3_same_day,demand_nj_lag3_regression_agg,demand_nj_lag4_regression_disagg,demand_nj_lag4_perfect_foresight,demand_nj_lag4_same_day,demand_nj_lag4_regression_agg,demand_nj_lag0_moving_average,demand_nj_lag1_moving_average,demand_nj_lag2_moving_average,demand_nj_lag3_moving_average,demand_nj_lag4_moving_average
10/11/1959,100.0048002,96.26344977,100.1925702,100.0048002,99.89420879,96.91830317,100.1925702,99.89420879,99.8508574,96.26344977,100.1925702,99.8508574,99.81856346,96.26344977,100.1925702,99.81856346,99.63126725,99.63126725,99.63126725,99.63126725,99.63126725
10/12/1959,96.08460839,96.91830317,96.26344977,96.08460839,95.97927436,96.26344977,96.26344977,95.97927436,95.93798355,96.26344977,96.26344977,95.93798355,95.90722451,96.91830317,96.26344977,95.90722451,99.91191871,99.91191871,99.91191871,99.91191871,99.91191871
10/13/1959,96.73797814,96.26344977,96.91830317,96.73797814,96.6317705,96.26344977,96.91830317,96.6317705,96.59013729,96.91830317,96.91830317,96.59013729,96.55912319,96.91830317,96.91830317,96.55912319,99.25706531,99.25706531,99.25706531,99.25706531,99.25706531
10/14/1959,96.08460839,96.26344977,96.26344977,96.08460839,95.97927436,96.91830317,96.26344977,95.97927436,95.93798355,96.91830317,96.26344977,95.93798355,95.90722451,96.91830317,96.26344977,95.90722451,98.6957624,98.6957624,98.6957624,98.6957624,98.6957624
10/15/1959,96.08460839,96.91830317,96.26344977,96.08460839,95.97927436,96.91830317,96.26344977,95.97927436,95.93798355,96.91830317,96.26344977,95.93798355,95.90722451,98.88286337,96.26344977,95.90722451,98.13445948,98.13445948,98.13445948,98.13445948,98.13445948
10/16/1959,96.73797814,96.91830317,96.91830317,96.73797814,96.6317705,96.91830317,96.91830317,96.6317705,96.59013729,98.88286337,96.91830317,96.59013729,96.55912319,99.53771677,96.91830317,96.55912319,97.57315657,97.57315657,97.57315657,97.57315657,97.57315657
10/17/1959,96.73797814,96.91830317,96.91830317,96.73797814,96.6317705,98.88286337,96.91830317,96.6317705,96.59013729,99.53771677,96.91830317,96.59013729,96.55912319,100.8474236,96.91830317,96.55912319,97.10540414,97.10540414,97.10540414,97.10540414,97.10540414
10/18/1959,96.73797814,98.88286337,96.91830317,96.73797814,96.6317705,99.53771677,96.91830317,96.6317705,96.59013729,100.8474236,96.91830317,96.59013729,96.55912319,87.75035557,96.91830317,96.55912319,96.63765171,96.63765171,96.63765171,96.63765171,96.63765171
10/19/1959,98.69807666,99.53771677,98.88286337,98.69807666,98.58924189,100.8474236,98.88286337,98.58924189,98.54657899,87.75035557,98.88286337,98.54657899,98.51479789,79.89211477,98.88286337,98.51479789,97.01185365,97.01185365,97.01185365,97.01185365,97.01185365
10/20/1959,99.35143929,100.8474236,99.53771677,99.35143929,99.24172673,87.75035557,99.53771677,99.24172673,99.19871978,79.89211477,99.53771677,99.19871978,99.16668241,85.13094197,99.53771677,99.16668241,97.3860556,97.3860556,97.3860556,97.3860556,97.3860556
10/21/1959,100.6581593,87.75035557,100.8474236,100.6581593,100.5466881,79.89211477,100.8474236,100.5466881,100.5029919,85.13094197,100.8474236,100.5029919,100.470441,99.53771677,100.8474236,100.470441,98.040909,98.040909,98.040909,98.040909,98.040909
10/22/1959,87.59063226,79.89211477,87.75035557,87.59063226,87.49655556,85.13094197,87.75035557,87.49655556,87.45967704,99.53771677,87.75035557,87.45967704,87.43220467,100.8474236,87.75035557,87.43220467,96.82475268,96.82475268,96.82475268,96.82475268,96.82475268
10/23/1959,79.7497414,85.13094197,79.89211477,79.7497414,79.66588124,99.53771677,79.89211477,79.66588124,79.63300714,100.8474236,79.89211477,79.63300714,79.60851763,85.78579537,79.89211477,79.60851763,94.39244005,94.39244005,94.39244005,94.39244005,94.39244005
10/24/1959,84.97703507,99.53771677,85.13094197,84.97703507,84.88638334,100.8474236,85.13094197,84.88638334,84.85084724,85.78579537,85.13094197,84.85084724,84.82437483,85.78579537,85.13094197,84.82437483,92.70853131,92.70853131,92.70853131,92.70853131,92.70853131
10/25/1959,99.35143929,100.8474236,99.53771677,99.35143929,99.24172673,85.78579537,99.53771677,99.24172673,99.19871978,85.78579537,99.53771677,99.19871978,99.16668241,75.96299437,99.53771677,99.16668241,93.08273326,93.08273326,93.08273326,93.08273326,93.08273326
10/26/1959,100.6581593,85.78579537,100.8474236,100.6581593,100.5466881,85.78579537,100.8474236,100.5466881,100.5029919,75.96299437,100.8474236,100.5029919,100.470441,79.23726137,100.8474236,100.470441,93.36338471,93.36338471,93.36338471,93.36338471,93.36338471
10/27/1959,85.63043739,85.78579537,85.78579537,85.63043739,85.53893121,75.96299437,85.78579537,85.53893121,85.5030602,79.23726137,85.78579537,85.5030602,85.47633832,79.23726137,85.78579537,85.47633832,91.39882451,91.39882451,91.39882451,91.39882451,91.39882451
10/28/1959,85.63043739,75.96299437,85.78579537,85.63043739,85.53893121,79.23726137,85.78579537,85.53893121,85.5030602,79.23726137,85.78579537,85.5030602,85.47633832,85.08404855,85.78579537,85.47633832,89.24716334,89.24716334,89.24716334,89.24716334,89.24716334
10/29/1959,75.82918001,79.23726137,75.96299437,75.82918001,75.75035995,79.23726137,75.96299437,75.75035995,75.71946136,85.08404855,75.96299437,75.71946136,75.69644342,83.7948963,75.96299437,75.69644342,87.5632546,87.5632546,87.5632546,87.5632546,87.5632546
10/30/1959,79.09632006,79.23726137,79.23726137,79.09632006,79.01330318,85.08404855,79.23726137,79.01330318,78.98075961,83.7948963,79.23726137,78.98075961,78.95651632,85.08404855,79.23726137,78.95651632,87.46970411,87.46970411,87.46970411,87.46970411,87.46970411
10/31/1959,79.09632006,85.08404855,79.23726137,79.09632006,79.01330318,83.7948963,79.23726137,79.01330318,78.98075961,85.08404855,79.23726137,78.98075961,78.95651632,84.43947243,79.23726137,78.95651632,86.62774974,86.62774974,86.62774974,86.62774974,86.62774974
11/1/1959,84.93024548,83.7948963,85.08404855,84.93024548,84.83965489,85.08404855,85.08404855,84.83965489,84.80414276,84.43947243,85.08404855,84.80414276,84.7776882,83.7948963,85.08404855,84.7776882,84.56294,84.56294,84.56294,84.56294,84.56294
11/2/1959,83.64394354,85.08404855,83.7948963,83.64394354,83.55503135,84.43947243,83.7948963,83.55503135,83.52017708,83.7948963,83.7948963,83.52017708,83.49421255,74.12625442,83.7948963,83.49421255,82.12686467,82.12686467,82.12686467,82.12686467,82.12686467
11/3/1959,84.93024548,84.43947243,85.08404855,84.93024548,84.83965489,83.7948963,85.08404855,84.83965489,84.80414276,74.12625442,85.08404855,84.80414276,84.7776882,79.92743955,85.08404855,84.7776882,82.02661513,82.02661513,82.02661513,82.02661513,82.02661513
11/4/1959,84.28709551,83.7948963,84.43947243,84.28709551,84.19734471,74.12625442,84.43947243,84.19734471,84.16216174,79.92743955,84.43947243,84.16216174,84.13595236,73.4816783,84.43947243,84.13595236,81.83428328,81.83428328,81.83428328,81.83428328,81.83428328
11/5/1959,83.64394354,74.12625442,83.7948963,83.64394354,83.55503135,79.92743955,83.7948963,83.55503135,83.52017708,73.4816783,83.7948963,83.52017708,83.49421255,82.50574405,83.7948963,83.49421255,82.95312641,82.95312641,82.95312641,82.95312641,82.95312641
11/6/1959,73.99641305,79.92743955,74.12625442,73.99641305,73.91993258,73.4816783,74.12625442,73.91993258,73.88995102,82.50574405,74.12625442,73.88995102,73.86761618,82.50574405,74.12625442,73.86761618,82.22298256,82.22298256,82.22298256,82.22298256,82.22298256
11/7/1959,79.78498887,73.4816783,79.92743955,79.78498887,79.70108318,82.50574405,79.92743955,79.70108318,79.66819123,82.50574405,79.92743955,79.66819123,79.64368843,68.32506929,79.92743955,79.64368843,82.32157944,82.32157944,82.32157944,82.32157944,82.32157944
11/8/1959,73.35322683,82.50574405,73.4816783,73.35322683,73.27756484,82.50574405,73.4816783,73.27756484,73.2479041,68.32506929,73.4816783,73.2479041,73.22580822,79.92743955,73.4816783,73.22580822,80.66409798,80.66409798,80.66409798,80.66409798,80.66409798
11/9/1959,82.35763354,82.50574405,82.50574405,82.35763354,82.27039503,68.32506929,82.50574405,82.27039503,82.23619675,79.92743955,82.50574405,82.23619675,82.21072088,80.57201567,82.50574405,82.21072088,80.47993337,80.47993337,80.47993337,80.47993337,80.47993337
11/10/1959,82.35763354,68.32506929,82.50574405,82.35763354,82.27039503,79.92743955,82.50574405,82.27039503,82.23619675,80.57201567,82.50574405,82.23619675,82.21072088,83.15032018,82.50574405,82.21072088,80.11160416,80.11160416,80.11160416,80.11160416,80.11160416
11/11/1959,68.20765259,79.92743955,68.32506929,68.20765259,68.1384888,80.57201567,68.32506929,68.1384888,68.11137513,83.15032018,68.32506929,68.11137513,68.09117658,85.08404855,68.32506929,68.09117658,77.80954657,77.80954657,77.80954657,77.80954657,77.80954657
11/12/1959,79.78498887,80.57201567,79.92743955,79.78498887,79.70108318,83.15032018,79.92743955,79.70108318,79.66819123,85.08404855,79.92743955,79.66819123,79.64368843,86.3732008,79.92743955,79.64368843,77.25705274,77.25705274,77.25705274,77.25705274,77.25705274
11/13/1959,80.42815316,83.15032018,80.57201567,80.42815316,80.3434161,85.08404855,80.57201567,80.3434161,80.31019829,86.3732008,80.57201567,80.31019829,80.28545276,81.86116793,80.57201567,80.28545276,78.17787578,78.17787578,78.17787578,78.17787578,78.17787578
11/14/1959,83.00078956,85.08404855,83.15032018,83.00078956,82.9127148,86.3732008,83.15032018,82.9127148,82.87818876,81.86116793,83.15032018,82.87818876,82.85246874,93.46353818,83.15032018,82.85246874,78.6382873,78.6382873,78.6382873,78.6382873,78.6382873
11/15/1959,84.93024548,86.3732008,85.08404855,84.93024548,84.83965489,81.86116793,85.08404855,84.83965489,84.80414276,93.46353818,85.08404855,84.80414276,84.7776882,87.01777693,85.08404855,84.7776882,80.29576876,80.29576876,80.29576876,80.29576876,80.29576876
11/16/1959,86.21653948,81.86116793,86.3732008,86.21653948,86.12426583,93.46353818,86.3732008,86.12426583,86.08809401,87.01777693,86.3732008,86.08809401,86.06114805,89.59608143,86.3732008,86.06114805,80.84826259,80.84826259,80.84826259,80.84826259,80.84826259
11/17/1959,81.71447548,93.46353818,81.86116793,81.71447548,81.628072,87.01777693,81.86116793,81.628072,81.59420103,89.59608143,81.86116793,81.59420103,81.56896895,87.01777693,81.86116793,81.56896895,80.75618028,80.75618028,80.75618028,80.75618028,80.75618028
11/18/1959,93.29101978,87.01777693,93.46353818,93.29101978,93.18940888,89.59608143,93.46353818,93.18940888,93.14957734,87.01777693,93.46353818,93.14957734,93.11990529,73.4816783,93.46353818,93.11990529,84.34739012,84.34739012,84.34739012,84.34739012,84.34739012
11/19/1959,86.85968355,89.59608143,87.01777693,86.85968355,86.76656663,87.01777693,87.01777693,86.76656663,86.73006429,73.4816783,87.01777693,86.73006429,86.70287214,81.86116793,87.01777693,86.70287214,85.36029546,85.36029546,85.36029546,85.36029546,85.36029546
11/20/1959,89.43224054,87.01777693,89.59608143,89.43224054,89.33573926,73.4816783,89.59608143,89.33573926,89.29791042,81.86116793,89.59608143,89.29791042,89.26973016,87.66235305,89.59608143,89.26973016,86.64944771,86.64944771,86.64944771,86.64944771,86.64944771
11/21/1959,86.85968355,73.4816783,87.01777693,86.85968355,86.76656663,81.86116793,87.01777693,86.76656663,86.73006429,87.66235305,87.01777693,86.73006429,86.70287214,88.30692918,87.01777693,86.70287214,87.20194154,87.20194154,87.20194154,87.20194154,87.20194154
11/22/1959,73.35322683,81.86116793,73.4816783,73.35322683,73.27756484,87.66235305,73.4816783,73.27756484,73.2479041,88.30692918,73.4816783,73.2479041,73.22580822,91.52980981,73.4816783,73.22580822,85.54446007,85.54446007,85.54446007,85.54446007,85.54446007
11/23/1959,81.71447548,87.66235305,81.86116793,81.71447548,81.628072,88.30692918,81.86116793,81.628072,81.59420103,91.52980981,81.86116793,81.59420103,81.56896895,92.17438593,81.86116793,81.56896895,84.89988395,84.89988395,84.89988395,84.89988395,84.89988395
11/24/1959,87.50282567,88.30692918,87.66235305,87.50282567,87.40886435,91.52980981,87.66235305,87.40886435,87.37203105,92.17438593,87.66235305,87.37203105,87.34459236,93.46353818,87.66235305,87.34459236,85.72862468,85.72862468,85.72862468,85.72862468,85.72862468
11/25/1959,88.14596587,91.52980981,88.30692918,88.14596587,88.05115901,92.17438593,88.30692918,88.05115901,88.01399431,93.46353818,88.30692918,88.01399431,87.98630875,94.10811431,88.30692918,87.98630875,84.99196625,84.99196625,84.99196625,84.99196625,84.99196625
11/26/1959,91.36163846,92.17438593,91.52980981,91.36163846,91.26258725,93.46353818,91.52980981,91.26258725,91.22375897,94.10811431,91.52980981,91.22375897,91.19483423,70.25879767,91.52980981,91.19483423,85.63654237,85.63654237,85.63654237,85.63654237,85.63654237
11/27/1959,92.00476739,93.46353818,92.17438593,92.00476739,91.90486403,94.10811431,92.17438593,91.90486403,91.86570175,70.25879767,92.17438593,91.86570175,91.83652822,72.139721,92.17438593,91.83652822,86.00487159,86.00487159,86.00487159,86.00487159,86.00487159
11/28/1959,93.29101978,94.10811431,93.46353818,93.29101978,93.18940888,70.25879767,93.46353818,93.18940888,93.14957734,72.139721,93.46353818,93.14957734,93.11990529,75.36024426,93.46353818,93.11990529,86.92569463,86.92569463,86.92569463,86.92569463,86.92569463
11/29/1959,93.93414326,70.25879767,94.10811431,93.93414326,93.831677,72.139721,94.10811431,93.831677,93.7915102,75.36024426,94.10811431,93.7915102,93.76158842,88.88644195,94.10811431,93.76158842,89.87232834,89.87232834,89.87232834,89.87232834,89.87232834
11/30/1959,70.13726084,72.139721,70.25879767,70.13726084,70.06567076,75.36024426,70.25879767,70.06567076,70.03760606,88.88644195,70.25879767,70.03760606,70.01669909,88.2423373,70.25879767,70.01669909,88.21484688,88.21484688,88.21484688,88.21484688,88.21484688
12/1/1959,72.01415581,75.36024426,72.139721,72.01415581,71.94019349,88.88644195,72.139721,71.94019349,71.91119895,88.2423373,72.139721,71.91119895,71.88959934,37.3580698,72.139721,71.88959934,85.99732801,85.99732801,85.99732801,85.99732801,85.99732801
12/2/1959,75.2277357,88.88644195,75.36024426,75.2277357,75.14968459,88.2423373,75.36024426,75.14968459,75.1190874,37.3580698,75.36024426,75.1190874,75.09629396,50.88426749,75.36024426,75.09629396,84.14780159,84.14780159,84.14780159,84.14780159,84.14780159
12/3/1959,88.72418602,88.2423373,88.88644195,88.72418602,88.62861802,37.3580698,88.88644195,88.62861802,88.59115498,50.88426749,88.88644195,88.59115498,88.56324721,72.78382565,88.88644195,88.56324721,83.77017762,83.77017762,83.77017762,83.77017762,83.77017762
12/4/1959,88.08151796,37.3580698,88.2423373,88.08151796,87.98679589,50.88426749,88.2423373,87.98679589,87.94966441,72.78382565,88.2423373,87.94966441,87.92200361,83.73360473,88.2423373,87.92200361,83.20845638,83.20845638,83.20845638,83.20845638,83.20845638
12/5/1959,37.30303852,50.88426749,37.3580698,37.30303852,37.27061625,72.78382565,37.3580698,37.27061625,37.25790475,83.73360473,37.3580698,37.25790475,37.24843475,83.08950008,37.3580698,37.24843475,75.19338947,75.19338947,75.19338947,75.19338947,75.19338947
12/6/1959,50.80291886,72.78382565,50.88426749,50.80291886,50.75499624,83.73360473,50.88426749,50.75499624,50.73620863,83.08950008,50.88426749,50.73620863,50.72221231,83.73360473,50.88426749,50.72221231,69.01855421,69.01855421,69.01855421,69.01855421,69.01855421
12/7/1959,72.65687638,83.73360473,72.78382565,72.65687638,72.582099,83.08950008,72.78382565,72.582099,72.55278499,83.73360473,72.78382565,72.55278499,72.5309474,91.46286056,72.78382565,72.5309474,69.37927249,69.37927249,69.37927249,69.37927249,69.37927249
12/8/1959,83.58278729,83.08950008,83.73360473,83.58278729,83.49395478,83.73360473,83.73360473,83.49395478,83.45913174,91.46286056,83.73360473,83.45913174,83.43319048,82.44539543,83.73360473,83.43319048,71.0355416,71.0355416,71.0355416,71.0355416,71.0355416
12/9/1959,82.94010355,83.73360473,83.08950008,82.94010355,82.85210775,91.46286056,83.08950008,82.85210775,82.81761266,82.44539543,83.08950008,82.81761266,82.79191568,80.51308148,83.08950008,82.79191568,72.139721,72.139721,72.139721,72.139721,72.139721
12/10/1959,83.58278729,91.46286056,83.73360473,83.58278729,83.49395478,82.44539543,83.73360473,83.49395478,83.45913174,80.51308148,83.73360473,83.45913174,83.43319048,82.44539543,83.73360473,83.43319048,71.4036014,71.4036014,71.4036014,71.4036014,71.4036014
12/11/1959,91.29483942,82.44539543,91.46286056,91.29483942,91.19587665,80.51308148,91.46286056,91.19587665,91.15708304,82.44539543,91.46286056,91.15708304,91.12818413,94.03927916,91.46286056,91.12818413,71.86367615,71.86367615,71.86367615,71.86367615,71.86367615
12/12/1959,82.29741778,80.51308148,82.44539543,82.29741778,82.21025749,82.44539543,82.44539543,82.21025749,82.17608988,94.03927916,82.44539543,82.17608988,82.15063685,95.32748847,82.44539543,82.15063685,78.30472267,78.30472267,78.30472267,78.30472267,78.30472267
12/13/1959,80.36934813,82.44539543,80.51308148,80.36934813,80.28468714,94.03927916,80.51308148,80.28468714,80.25149915,95.32748847,80.51308148,80.25149915,80.22677582,94.03927916,80.51308148,80.22677582,82.53741038,82.53741038,82.53741038,82.53741038,82.53741038
12/14/1959,82.29741778,94.03927916,82.44539543,82.29741778,82.21025749,95.32748847,82.44539543,82.21025749,82.17608988,94.03927916,82.44539543,82.17608988,82.15063685,92.75106986,82.44539543,82.15063685,83.91763464,83.91763464,83.91763464,83.91763464,83.91763464
12/15/1959,93.86546333,95.32748847,94.03927916,93.86546333,93.76308847,94.03927916,94.03927916,93.76308847,93.72295749,92.75106986,94.03927916,93.72295749,93.69306239,93.39517451,94.03927916,93.69306239,85.38987384,85.38987384,85.38987384,85.38987384,85.38987384
12/16/1959,95.15076448,94.03927916,95.32748847,95.15076448,95.04667722,92.75106986,95.32748847,95.04667722,95.00587508,93.39517451,95.32748847,95.00587508,94.97548003,94.03927916,95.32748847,94.97548003,87.13815789,87.13815789,87.13815789,87.13815789,87.13815789
12/17/1959,93.86546333,92.75106986,94.03927916,93.86546333,93.76308847,93.39517451,94.03927916,93.76308847,93.72295749,94.03927916,94.03927916,93.72295749,93.69306239,57.96941866,94.03927916,93.69306239,88.6103971,88.6103971,88.6103971,88.6103971,88.6103971
12/18/1959,92.58015501,93.39517451,92.75106986,92.58015501,92.47948833,94.03927916,92.75106986,92.47948833,92.44002687,57.96941866,92.75106986,92.44002687,92.41063049,75.36024426,92.75106986,92.41063049,88.794427,88.794427,88.794427,88.794427,88.794427
12/19/1959,93.22281007,94.03927916,93.39517451,93.22281007,93.12128983,57.96941866,93.39517451,93.12128983,93.08149382,75.36024426,93.39517451,93.08149382,93.05184823,90.8187559,93.39517451,93.05184823,90.35868115,90.35868115,90.35868115,90.35868115,90.35868115
12/20/1959,93.86546333,57.96941866,94.03927916,93.86546333,93.76308847,75.36024426,94.03927916,93.76308847,93.72295749,90.8187559,94.03927916,93.72295749,93.69306239,88.88644195,94.03927916,93.69306239,92.29099511,92.29099511,92.29099511,92.29099511,92.29099511
12/21/1959,57.87367106,75.36024426,57.96941866,57.87367106,57.81726836,90.8187559,57.96941866,57.81726836,57.79515669,88.88644195,57.96941866,57.79515669,57.77868421,88.2423373,57.96941866,57.77868421,88.794427,88.794427,88.794427,88.794427,88.794427
12/22/1959,75.2277357,90.8187559,75.36024426,75.2277357,75.14968459,88.88644195,75.36024426,75.14968459,75.1190874,88.2423373,75.36024426,75.1190874,75.09629396,86.95412799,75.36024426,75.09629396,86.12599344,86.12599344,86.12599344,86.12599344,86.12599344
12/23/1959,90.65217887,88.88644195,90.8187559,90.65217887,90.55406643,88.2423373,90.8187559,90.55406643,90.51560611,86.95412799,90.8187559,90.51560611,90.48695546,91.46286056,90.8187559,90.48695546,85.48188879,85.48188879,85.48188879,85.48188879,85.48188879
12/24/1959,88.72418602,88.2423373,88.88644195,88.72418602,88.62861802,86.95412799,88.88644195,88.62861802,88.59115498,91.46286056,88.88644195,88.59115498,88.56324721,95.97159312,88.88644195,88.56324721,84.74576919,84.74576919,84.74576919,84.74576919,84.74576919
12/25/1959,88.08151796,86.95412799,88.2423373,88.08151796,87.98679589,91.46286056,88.2423373,87.98679589,87.94966441,95.97159312,88.2423373,87.94966441,87.92200361,94.68338382,88.2423373,87.92200361,84.10166454,84.10166454,84.10166454,84.10166454,84.10166454
12/26/1959,86.79617611,91.46286056,86.95412799,86.79617611,86.70314251,95.97159312,86.95412799,86.70314251,86.66667283,94.68338382,86.95412799,86.66667283,86.639505,97.25980242,86.95412799,86.639505,83.18151503,83.18151503,83.18151503,83.18151503,83.18151503
12/27/1959,91.29483942,95.97159312,91.46286056,91.29483942,91.19587665,94.68338382,91.46286056,91.19587665,91.15708304,97.25980242,91.46286056,91.15708304,91.12818413,97.90390707,91.46286056,91.12818413,82.81345523,82.81345523,82.81345523,82.81345523,82.81345523
12/28/1959,95.7934124,94.68338382,95.97159312,95.7934124,95.68846737,97.25980242,95.97159312,95.68846737,95.64732904,97.90390707,95.97159312,95.64732904,95.61668356,90.63799216,95.97159312,95.61668356,88.2423373,88.2423373,88.2423373,88.2423373,88.2423373
12/29/1959,94.5081148,97.25980242,94.68338382,94.5081148,94.40488425,97.90390707,94.68338382,94.40488425,94.3644179,90.63799216,94.68338382,94.3644179,94.33427298,91.94213593,94.68338382,94.33427298,91.00278581,91.00278581,91.00278581,91.00278581,91.00278581
12/30/1959,97.07870298,97.90390707,97.25980242,97.07870298,96.97203934,90.63799216,97.25980242,96.97203934,96.9302274,91.94213593,97.25980242,96.9302274,96.89908017,90.63799216,97.25980242,96.89908017,91.92293531,91.92293531,91.92293531,91.92293531,91.92293531
12/31/1959,97.72134566,90.63799216,97.90390707,97.72134566,97.61382119,91.94213593,97.90390707,97.61382119,97.57167185,90.63799216,97.90390707,97.57167185,97.5402733,93.2462797,97.90390707,97.5402733,93.21114461,93.21114461,93.21114461,93.21114461,93.21114461
1/1/1960,90.47182006,91.94213593,90.63799216,90.47182006,90.37394608,90.63799216,90.63799216,90.37394608,90.33557921,93.2462797,90.63799216,90.33557921,90.30699818,91.29006404,90.63799216,90.30699818,93.55338102,93.55338102,93.55338102,93.55338102,93.55338102
1/2/1960,91.77303905,90.63799216,91.94213593,91.77303905,91.67344284,93.2462797,91.94213593,91.67344284,91.63440096,91.29006404,91.94213593,91.63440096,91.60531711,92.59420781,91.94213593,91.60531711,94.26595358,94.26595358,94.26595358,94.26595358,94.26595358
1/3/1960,90.47182006,93.2462797,90.63799216,90.47182006,90.37394608,91.29006404,90.63799216,90.37394608,90.33557921,92.59420781,90.63799216,90.33557921,90.30699818,93.2462797,90.63799216,90.30699818,94.14811524,94.14811524,94.14811524,94.14811524,94.14811524
1/4/1960,93.07425051,91.29006404,93.2462797,93.07425051,92.97292768,92.59420781,93.2462797,92.97292768,92.93320905,93.2462797,93.2462797,92.93320905,92.9036211,94.55042347,93.2462797,92.9036211,93.75878475,93.75878475,93.75878475,93.75878475,93.75878475
1/5/1960,91.1224305,92.59420781,91.29006404,91.1224305,91.02369596,93.2462797,91.29006404,91.02369596,90.9849918,94.55042347,91.29006404,90.9849918,90.95615953,92.59420781,91.29006404,90.95615953,93.27402478,93.27402478,93.27402478,93.27402478,93.27402478
1/6/1960,92.42364571,93.2462797,92.59420781,92.42364571,92.32318674,94.55042347,92.59420781,92.32318674,92.2838067,92.59420781,92.59420781,92.2838067,92.25447096,90.63799216,92.59420781,92.25447096,92.60751127,92.60751127,92.60751127,92.60751127,92.60751127
1/7/1960,93.07425051,94.55042347,93.2462797,93.07425051,92.97292768,92.59420781,93.2462797,92.97292768,92.93320905,90.63799216,93.2462797,92.93320905,92.9036211,93.89835159,93.2462797,92.9036211,91.94213593,91.94213593,91.94213593,91.94213593,91.94213593
1/8/1960,94.37545457,92.59420781,94.55042347,94.37545457,94.27240075,90.63799216,94.55042347,94.27240075,94.23200366,93.89835159,94.55042347,94.23200366,94.20191034,93.89835159,94.55042347,94.20191034,92.50105469,92.50105469,92.50105469,92.50105469,92.50105469
