datetime,site_no,62615_Mean,62615_Mean_cd
2021-12-16,01435900,1435.6,A
2021-12-17,01435900,1435.62,A
2021-12-18,01435900,1435.62,A
2021-12-19,01435900,1435.73,A
2021-12-20,01435900,1435.79,A
2021-12-21,01435900,1435.79,A
2021-12-22,01435900,1435.8,A
2021-12-23,01435900,1435.77,A
2021-12-24,01435900,1435.75,A
2021-12-25,01435900,1435.75,A
2021-12-26,01435900,1435.84,A
2021-12-27,01435900,1435.87,A
2021-12-28,01435900,1435.88,A
2021-12-29,01435900,1435.9,A
2021-12-30,01435900,1435.9,A
2021-12-31,01435900,1435.94,A
2022-01-01,01435900,1436.0,A
2022-01-02,01435900,1436.14,A
2022-01-03,01435900,1436.28,A
2022-01-04,01435900,1436.32,A
2022-01-05,01435900,1436.35,A
2022-01-06,01435900,1436.37,A
2022-01-07,01435900,1436.38,A
2022-01-08,01435900,1436.33,A
2022-01-09,01435900,1436.32,A
2022-01-10,01435900,1436.29,A
2022-01-11,01435900,1436.15,A
2022-01-12,01435900,1435.82,A
2022-01-13,01435900,1435.61,A
2022-01-14,01435900,1435.51,A
2022-01-15,01435900,1435.18,A
2022-01-16,01435900,1434.86,A
2022-01-17,01435900,1434.84,A
2022-01-18,01435900,1434.77,A
2022-01-19,01435900,1434.66,A
2022-01-20,01435900,1434.49,A
2022-01-21,01435900,1434.13,A
2022-01-22,01435900,1433.77,A
2022-01-23,01435900,1433.47,A
2022-01-24,01435900,1433.35,A
2022-01-25,01435900,1433.23,A
2022-01-26,01435900,1433.02,A
2022-01-27,01435900,1432.64,A
2022-01-28,01435900,1432.27,A
2022-01-29,01435900,1431.92,A
2022-01-30,01435900,1431.51,A
2022-01-31,01435900,1431.17,A
2022-02-01,01435900,1431.0,A
2022-02-02,01435900,1430.84,A
2022-02-03,01435900,1430.72,A
2022-02-04,01435900,1431.28,A
2022-02-05,01435900,1431.93,A
2022-02-06,01435900,1431.81,A
2022-02-07,01435900,1431.66,A
2022-02-08,01435900,1431.68,A
2022-02-09,01435900,1431.66,A
2022-02-10,01435900,1431.61,A
2022-02-11,01435900,1431.56,A
2022-02-12,01435900,1431.49,A
2022-02-13,01435900,1431.38,A
2022-02-14,01435900,1431.04,A
2022-02-15,01435900,1430.68,A
2022-02-16,01435900,1430.39,A
2022-02-17,01435900,1430.3,A
2022-02-18,01435900,1431.37,A
2022-02-19,01435900,1432.4,A
2022-02-20,01435900,1432.43,A
2022-02-21,01435900,1432.35,A
2022-02-22,01435900,1432.39,A
2022-02-23,01435900,1434.68,A
2022-02-24,01435900,1436.08,A
2022-02-27,01435900,1436.22,A
2022-02-28,01435900,1436.04,A
2022-03-01,01435900,1436.14,A
2022-03-02,01435900,1436.26,A
2022-03-03,01435900,1436.33,A
2022-03-04,01435900,1436.31,A
2022-03-05,01435900,1436.29,A
2022-03-06,01435900,1436.3,A
2022-03-07,01435900,1436.57,A
2022-03-08,01435900,1437.64,A
2022-03-09,01435900,1438.17,A
2022-03-10,01435900,1438.43,A
2022-03-11,01435900,1438.62,A
2022-03-12,01435900,1438.81,A
2022-03-13,01435900,1438.93,A
2022-03-14,01435900,1438.97,A
2022-03-15,01435900,1439.0,A
2022-03-16,01435900,1439.07,A
2022-03-17,01435900,1439.09,A
2022-03-18,01435900,1439.1,A
2022-03-19,01435900,1439.14,A
2022-03-20,01435900,1439.24,A
2022-03-21,01435900,1439.18,A
2022-03-22,01435900,1439.13,A
2022-03-23,01435900,1439.08,A
2022-03-24,01435900,1439.09,A
2022-03-25,01435900,1439.06,A
2022-03-26,01435900,1438.83,A
2022-03-27,01435900,1438.58,A
2022-03-28,01435900,1438.35,A
2022-03-29,01435900,1438.4,A
2022-03-30,01435900,1438.44,A
2022-03-31,01435900,1438.44,A
2022-04-01,01435900,1439.0,A
2022-04-02,01435900,1439.12,A
2022-04-03,01435900,1439.02,A
2022-04-04,01435900,1439.03,A
2022-04-05,01435900,1439.07,A
2022-04-06,01435900,1439.08,A
2022-04-07,01435900,1439.32,A
2022-04-08,01435900,1440.41,A
2022-04-09,01435900,1439.59,A
2022-04-10,01435900,1439.37,A
2022-04-11,01435900,1439.25,A
2022-04-12,01435900,1439.2,A
2022-04-13,01435900,1439.15,A
2022-04-14,01435900,1439.11,A
2022-04-15,01435900,1439.06,A
2022-04-16,01435900,1439.05,A
2022-04-17,01435900,1439.06,A
2022-04-18,01435900,1439.03,A
2022-04-19,01435900,1439.11,A
2022-04-20,01435900,1439.06,A
2022-04-21,01435900,1439.09,A
2022-04-22,01435900,1439.17,A
2022-04-23,01435900,1439.2,A
2022-04-24,01435900,1439.16,A
2022-04-25,01435900,1439.12,A
2022-04-26,01435900,1439.1,A
2022-04-27,01435900,1439.1,A
2022-04-28,01435900,1439.03,A
2022-04-29,01435900,1438.98,A
2022-04-30,01435900,1438.96,A
2022-05-01,01435900,1438.96,A
2022-05-02,01435900,1438.97,A
2022-05-03,01435900,1438.98,A
2022-05-04,01435900,1438.99,A
2022-05-05,01435900,1438.98,A
2022-05-06,01435900,1438.94,A
2022-05-07,01435900,1438.81,A
2022-05-08,01435900,1438.3,A
2022-05-09,01435900,1437.88,A
2022-05-10,01435900,1437.8,A
2022-05-11,01435900,1437.66,A
2022-05-12,01435900,1437.22,A
2022-05-13,01435900,1436.88,A
2022-05-14,01435900,1436.9,A
2022-05-15,01435900,1436.98,A
2022-05-16,01435900,1437.06,A
2022-05-17,01435900,1437.13,A
2022-05-18,01435900,1437.16,A
2022-05-19,01435900,1437.15,A
2022-05-20,01435900,1436.85,A
2022-05-21,01435900,1436.84,A
2022-05-22,01435900,1436.82,A
2022-05-23,01435900,1436.79,A
2022-05-24,01435900,1436.76,A
2022-05-25,01435900,1436.74,A
2022-05-26,01435900,1436.71,A
2022-05-27,01435900,1436.64,A
2022-05-28,01435900,1436.19,A
2022-05-29,01435900,1435.34,A
2022-05-30,01435900,1434.43,A
2022-05-31,01435900,1433.51,A
2022-06-01,01435900,1432.8,A
2022-06-02,01435900,1432.81,A
2022-06-03,01435900,1432.68,A
2022-06-04,01435900,1432.33,A
2022-06-05,01435900,1432.03,A
2022-06-06,01435900,1431.81,A
2022-06-07,01435900,1431.72,A
2022-06-08,01435900,1431.83,A
2022-06-09,01435900,1432.11,A
2022-06-10,01435900,1432.36,A
2022-06-11,01435900,1432.41,A
2022-06-12,01435900,1432.4,A
2022-06-13,01435900,1432.44,A
2022-06-14,01435900,1432.42,A
2022-06-15,01435900,1432.37,A
2022-06-16,01435900,1432.37,A
2022-06-17,01435900,1432.39,A
2022-06-18,01435900,1432.34,A
2022-06-19,01435900,1432.27,A
2022-06-20,01435900,1432.2,A
2022-06-21,01435900,1432.13,A
2022-06-22,01435900,1432.08,A
2022-06-23,01435900,1432.1,A
2022-06-24,01435900,1432.17,A
2022-06-25,01435900,1432.13,A
2022-06-26,01435900,1432.06,A
2022-06-27,01435900,1432.0,A
2022-06-28,01435900,1431.96,A
2022-06-29,01435900,1431.89,A
2022-06-30,01435900,1431.8,A
2022-07-01,01435900,1431.64,A
2022-07-02,01435900,1431.46,A
2022-07-03,01435900,1431.46,A
2022-07-04,01435900,1431.39,A
2022-07-05,01435900,1431.3,A
2022-07-06,01435900,1431.22,A
2022-07-07,01435900,1431.13,A
2022-07-08,01435900,1431.04,A
2022-07-09,01435900,1430.93,A
2022-07-10,01435900,1430.81,A
2022-07-11,01435900,1430.7,A
2022-07-12,01435900,1430.6,A
2022-07-13,01435900,1430.57,A
2022-07-14,01435900,1430.45,A
2022-07-15,01435900,1430.23,A
2022-07-16,01435900,1430.12,A
2022-07-17,01435900,1430.01,A
2022-07-18,01435900,1429.91,A
2022-07-19,01435900,1429.9,A
2022-07-20,01435900,1429.76,A
2022-07-21,01435900,1429.43,A
2022-07-22,01435900,1429.09,A
2022-07-23,01435900,1428.71,A
2022-07-24,01435900,1428.33,A
2022-07-25,01435900,1428.05,A
2022-07-26,01435900,1427.84,A
2022-07-27,01435900,1427.72,A
2022-07-28,01435900,1427.6,A
2022-07-29,01435900,1427.48,A
2022-07-30,01435900,1427.36,A
2022-07-31,01435900,1427.22,A
2022-08-01,01435900,1427.09,A
2022-08-02,01435900,1426.96,A
2022-08-03,01435900,1426.74,A
2022-08-04,01435900,1426.32,A
2022-08-05,01435900,1425.89,A
2022-08-06,01435900,1425.52,A
2022-08-07,01435900,1425.14,A
2022-08-08,01435900,1424.75,A
2022-08-09,01435900,1424.38,A
2022-08-10,01435900,1424.09,A
2022-08-11,01435900,1423.86,A
2022-08-12,01435900,1423.52,A
2022-08-13,01435900,1423.34,A
2022-08-14,01435900,1423.13,A
2022-08-15,01435900,1422.92,A
2022-08-16,01435900,1422.7,A
2022-08-17,01435900,1422.47,A
2022-08-18,01435900,1422.21,A
2022-08-19,01435900,1421.73,A
2022-08-20,01435900,1421.41,A
2022-08-21,01435900,1421.28,A
2022-08-22,01435900,1421.03,A
2022-08-23,01435900,1420.64,A
2022-08-24,01435900,1420.22,A
2022-08-25,01435900,1419.75,A
2022-08-26,01435900,1419.27,A
2022-08-27,01435900,1418.9,A
2022-08-28,01435900,1418.72,A
2022-08-29,01435900,1418.41,A
2022-08-30,01435900,1417.85,A
2022-08-31,01435900,1417.48,A
2022-09-01,01435900,1417.12,A
2022-09-02,01435900,1416.8,A
2022-09-03,01435900,1416.65,A
2022-09-04,01435900,1416.52,A
2022-09-05,01435900,1416.49,A
2022-09-06,01435900,1417.14,A
2022-09-07,01435900,1418.0,A
2022-09-08,01435900,1417.92,A
2022-09-09,01435900,1417.63,A
2022-09-10,01435900,1417.44,A
2022-09-11,01435900,1417.37,A
2022-09-12,01435900,1417.33,A
2022-09-13,01435900,1417.54,A
2022-09-14,01435900,1417.97,A
2022-09-15,01435900,1418.1,A
2022-09-16,01435900,1418.14,A
2022-09-17,01435900,1418.15,A
2022-09-18,01435900,1418.16,A
2022-09-19,01435900,1418.15,A
2022-09-20,01435900,1418.18,A
2022-09-21,01435900,1418.18,A
2022-09-22,01435900,1418.27,A
2022-09-23,01435900,1418.52,A
2022-09-24,01435900,1418.59,A
2022-09-25,01435900,1418.62,A
2022-09-26,01435900,1418.66,A
2022-09-27,01435900,1418.56,A
2022-09-28,01435900,1418.36,A
2022-09-29,01435900,1418.22,A
2022-09-30,01435900,1417.99,A
2022-10-01,01435900,1417.98,A
2022-10-02,01435900,1417.97,A
2022-10-03,01435900,1417.96,A
2022-10-04,01435900,1417.96,A
2022-10-05,01435900,1417.9,A
2022-10-06,01435900,1417.59,A
2022-10-07,01435900,1417.58,A
2022-10-08,01435900,1417.61,A
2022-10-09,01435900,1417.63,A
2022-10-10,01435900,1417.64,A
2022-10-11,01435900,1417.64,A
2022-10-12,01435900,1417.64,A
2022-10-13,01435900,1417.78,A
2022-10-14,01435900,1420.02,A
2022-10-15,01435900,1421.17,A
2022-10-16,01435900,1421.66,A
2022-10-17,01435900,1422.03,A
2022-10-18,01435900,1422.42,A
2022-10-19,01435900,1422.7,A
2022-10-20,01435900,1422.92,A
2022-10-21,01435900,1423.01,A
2022-10-22,01435900,1422.9,A
2022-10-23,01435900,1422.72,A
2022-10-24,01435900,1422.52,A
2022-10-25,01435900,1422.37,A
2022-10-26,01435900,1422.29,A
2022-10-27,01435900,1422.18,A
2022-10-28,01435900,1421.97,A
2022-10-29,01435900,1421.77,A
2022-10-30,01435900,1421.55,A
2022-10-31,01435900,1421.32,A
2022-11-01,01435900,1421.11,A
2022-11-02,01435900,1420.92,A
2022-11-03,01435900,1420.63,A
2022-11-04,01435900,1420.5,A
2022-11-05,01435900,1420.56,A
2022-11-06,01435900,1420.64,A
2022-11-07,01435900,1420.77,A
2022-11-08,01435900,1420.87,A
2022-11-09,01435900,1420.93,A
2022-11-10,01435900,1420.99,A
2022-11-11,01435900,1421.11,A
2022-11-12,01435900,1422.61,A
2022-11-13,01435900,1424.11,A
2022-11-14,01435900,1424.64,A
2022-11-15,01435900,1424.73,A
2022-11-16,01435900,1424.9,A
2022-11-17,01435900,1425.16,A
2022-11-18,01435900,1425.29,A
2022-11-19,01435900,1425.3,A
2022-11-20,01435900,1425.31,A
2022-11-21,01435900,1425.25,A
2022-11-22,01435900,1425.12,A
2022-11-23,01435900,1424.98,A
2022-11-24,01435900,1424.8,A
2022-11-25,01435900,1424.62,A
2022-11-26,01435900,1424.46,A
2022-11-27,01435900,1424.28,A
2022-11-28,01435900,1424.46,A
2022-11-29,01435900,1424.53,A
2022-11-30,01435900,1424.61,A
2022-12-01,01435900,1425.62,A
2022-12-02,01435900,1426.08,A
2022-12-03,01435900,1426.29,A
2022-12-04,01435900,1426.78,A
2022-12-05,01435900,1427.02,A
2022-12-06,01435900,1427.27,A
2022-12-07,01435900,1430.21,A
2022-12-08,01435900,1431.83,A
2022-12-09,01435900,1432.42,A
2022-12-10,01435900,1432.66,A
2022-12-11,01435900,1432.7,A
2022-12-12,01435900,1432.77,A
2022-12-13,01435900,1432.8,A
2022-12-14,01435900,1432.79,A
2022-12-15,01435900,1432.76,A
2022-12-16,01435900,1432.89,A
2022-12-17,01435900,1433.18,A
2022-12-18,01435900,1432.98,A
2022-12-19,01435900,1432.57,A
2022-12-20,01435900,1432.56,A
2022-12-21,01435900,1432.71,A
2022-12-22,01435900,1432.8,A
2022-12-23,01435900,1433.56,A
2022-12-24,01435900,1434.92,A
2022-12-25,01435900,1434.92,A
2022-12-26,01435900,1434.49,A
2022-12-27,01435900,1433.92,A
2022-12-28,01435900,1433.29,A
2022-12-29,01435900,1432.66,A
2022-12-30,01435900,1432.42,A
2022-12-31,01435900,1432.66,A
2023-01-01,01435900,1432.81,A
2023-01-02,01435900,1432.82,A
2023-01-03,01435900,1432.73,A
2023-01-04,01435900,1432.98,A
2023-01-05,01435900,1433.27,A
2023-01-06,01435900,1433.39,A
2023-01-07,01435900,1433.34,A
2023-01-08,01435900,1433.17,A
2023-01-09,01435900,1432.94,A
2023-01-10,01435900,1432.77,A
2023-01-11,01435900,1432.95,A
2023-01-12,01435900,1433.16,A
2023-01-13,01435900,1433.83,A
2023-01-14,01435900,1434.65,A
2023-01-15,01435900,1435.06,A
2023-01-16,01435900,1435.37,A
2023-01-17,01435900,1435.63,A
2023-01-18,01435900,1435.87,A
2023-01-19,01435900,1436.13,A
2023-01-20,01435900,1436.57,A
2023-01-21,01435900,1436.93,A
2023-01-22,01435900,1437.17,A
2023-01-23,01435900,1437.41,A
2023-01-24,01435900,1437.59,A
2023-01-25,01435900,1437.71,A
2023-01-26,01435900,1437.93,A
2023-01-27,01435900,1438.14,A
2023-01-28,01435900,1438.27,A
2023-01-29,01435900,1438.36,A
2023-01-30,01435900,1438.37,A
2023-01-31,01435900,1438.3,A
2023-02-01,01435900,1438.17,A
2023-02-02,01435900,1437.98,A
2023-02-03,01435900,1437.88,A
2023-02-04,01435900,1437.75,A
2023-02-05,01435900,1437.69,A
2023-02-06,01435900,1437.7,A
2023-02-07,01435900,1437.69,A
2023-02-08,01435900,1437.66,A
2023-02-09,01435900,1437.51,A
2023-02-10,01435900,1437.2,A
2023-02-11,01435900,1437.05,A
2023-02-12,01435900,1436.98,A
2023-02-13,01435900,1436.87,A
2023-02-14,01435900,1436.68,A
2023-02-15,01435900,1436.48,A
2023-02-16,01435900,1436.3,A
2023-02-17,01435900,1436.15,A
2023-02-18,01435900,1436.08,A
2023-02-19,01435900,1436.13,A
2023-02-20,01435900,1436.1,A
2023-02-21,01435900,1435.9,A
2023-02-22,01435900,1435.66,A
2023-02-23,01435900,1435.29,A
2023-02-24,01435900,1434.88,A
2023-02-25,01435900,1434.64,A
2023-02-26,01435900,1434.67,A
2023-02-27,01435900,1434.7,A
2023-02-28,01435900,1434.78,A
2023-03-01,01435900,1434.81,A
2023-03-02,01435900,1434.85,A
2023-03-03,01435900,1434.95,A
2023-03-04,01435900,1435.1,A
2023-03-05,01435900,1435.16,A
2023-03-06,01435900,1435.2,A
2023-03-07,01435900,1435.23,A
2023-03-08,01435900,1435.25,A
2023-03-09,01435900,1435.25,A
2023-03-10,01435900,1435.27,A
2023-03-11,01435900,1435.33,A
2023-03-12,01435900,1435.34,A
2023-03-13,01435900,1435.36,A
2023-03-14,01435900,1435.43,A
2023-03-15,01435900,1435.46,A
2023-03-16,01435900,1435.22,A
2023-03-17,01435900,1434.82,A
2023-03-18,01435900,1434.66,A
2023-03-19,01435900,1434.75,A
2023-03-20,01435900,1434.73,A
2023-03-21,01435900,1434.59,A
2023-03-22,01435900,1434.49,A
2023-03-23,01435900,1434.55,A
2023-03-24,01435900,1435.04,A
2023-03-25,01435900,1435.49,A
2023-03-26,01435900,1435.86,A
2023-03-27,01435900,1436.29,A
2023-03-28,01435900,1436.7,A
2023-03-29,01435900,1436.98,A
2023-03-30,01435900,1437.22,A
2023-03-31,01435900,1437.39,A
2023-04-01,01435900,1437.8,A
2023-04-02,01435900,1438.88,A
2023-04-03,01435900,1439.14,A
2023-04-04,01435900,1439.17,A
2023-04-05,01435900,1439.15,A
2023-04-06,01435900,1439.14,A
2023-04-07,01435900,1439.09,A
2023-04-08,01435900,1438.96,A
2023-04-09,01435900,1438.87,A
2023-04-10,01435900,1438.73,A
2023-04-11,01435900,1438.53,A
2023-04-12,01435900,1438.3,A
2023-04-13,01435900,1438.08,A
2023-04-14,01435900,1437.85,A
2023-04-15,01435900,1437.63,A
2023-04-16,01435900,1437.49,A
2023-04-17,01435900,1437.47,A
2023-04-18,01435900,1437.59,A
2023-04-19,01435900,1437.79,A
2023-04-20,01435900,1437.83,A
2023-04-21,01435900,1437.69,A
2023-04-22,01435900,1437.55,A
2023-04-23,01435900,1437.99,A
2023-04-24,01435900,1438.48,A
2023-04-25,01435900,1438.49,A
2023-04-26,01435900,1438.35,A
2023-04-27,01435900,1438.32,A
2023-04-28,01435900,1438.43,A
2023-04-29,01435900,1438.55,A
2023-04-30,01435900,1438.8,A
2023-05-01,01435900,1439.54,A
2023-05-02,01435900,1439.35,A
2023-05-03,01435900,1439.21,A
2023-05-04,01435900,1439.17,A
2023-05-05,01435900,1439.14,A
2023-05-06,01435900,1439.1,A
2023-05-07,01435900,1439.05,A
2023-05-08,01435900,1439.01,A
2023-05-09,01435900,1438.91,A
2023-05-10,01435900,1438.73,A
2023-05-11,01435900,1438.6,A
2023-05-12,01435900,1438.52,A
2023-05-13,01435900,1438.49,A
2023-05-14,01435900,1438.57,A
2023-05-15,01435900,1438.54,A
2023-05-16,01435900,1438.41,A
2023-05-17,01435900,1438.32,A
2023-05-18,01435900,1438.28,A
2023-05-19,01435900,1438.17,A
2023-05-20,01435900,1438.21,A
2023-05-21,01435900,1438.25,A
2023-05-22,01435900,1438.19,A
2023-05-23,01435900,1437.97,A
2023-05-24,01435900,1437.75,A
2023-05-25,01435900,1437.52,A
2023-05-26,01435900,1437.27,A
2023-05-27,01435900,1436.99,A
2023-05-28,01435900,1436.68,A
2023-05-29,01435900,1436.36,A
2023-05-30,01435900,1436.02,A
2023-05-31,01435900,1435.49,A
2023-06-01,01435900,1435.06,A
2023-06-02,01435900,1434.96,A
2023-06-03,01435900,1434.87,A
2023-06-04,01435900,1434.78,A
2023-06-05,01435900,1434.68,A
2023-06-06,01435900,1434.58,A
2023-06-07,01435900,1434.47,A
2023-06-08,01435900,1434.37,A
2023-06-09,01435900,1434.27,A
2023-06-10,01435900,1434.18,A
2023-06-11,01435900,1434.08,A
2023-06-12,01435900,1433.98,A
2023-06-13,01435900,1434.01,A
2023-06-14,01435900,1433.95,A
2023-06-15,01435900,1433.92,A
2023-06-16,01435900,1433.84,A
2023-06-17,01435900,1433.77,A
2023-06-18,01435900,1433.69,A
2023-06-19,01435900,1433.59,A
2023-06-20,01435900,1433.48,A
2023-06-21,01435900,1433.37,A
2023-06-22,01435900,1433.15,A
2023-06-23,01435900,1432.83,A
2023-06-24,01435900,1432.59,A
2023-06-25,01435900,1432.5,A
2023-06-26,01435900,1432.42,A
2023-06-27,01435900,1432.47,A
2023-06-28,01435900,1432.4,A
2023-06-29,01435900,1432.12,A
2023-06-30,01435900,1431.8,A
2023-07-01,01435900,1431.54,A
2023-07-02,01435900,1431.48,A
2023-07-03,01435900,1431.56,A
2023-07-04,01435900,1431.42,A
2023-07-05,01435900,1431.18,A
2023-07-06,01435900,1430.83,A
2023-07-07,01435900,1430.5,A
2023-07-08,01435900,1430.44,A
2023-07-09,01435900,1430.53,A
2023-07-10,01435900,1431.67,A
2023-07-11,01435900,1432.41,A
2023-07-12,01435900,1432.53,A
2023-07-13,01435900,1432.41,A
2023-07-14,01435900,1432.48,A
2023-07-15,01435900,1432.78,A
2023-07-16,01435900,1433.36,A
2023-07-17,01435900,1434.37,A
2023-07-18,01435900,1434.58,A
2023-07-19,01435900,1434.54,A
2023-07-20,01435900,1434.32,A
2023-07-21,01435900,1433.99,A
2023-07-22,01435900,1433.61,A
2023-07-23,01435900,1433.2,A
2023-07-24,01435900,1432.78,A
2023-07-25,01435900,1432.45,A
2023-07-26,01435900,1432.29,A
2023-07-27,01435900,1432.08,A
2023-07-28,01435900,1431.97,A
2023-07-29,01435900,1431.72,A
2023-07-30,01435900,1431.6,A
2023-07-31,01435900,1431.51,A
2023-08-01,01435900,1431.2,A
2023-08-02,01435900,1430.96,A
2023-08-03,01435900,1430.83,A
2023-08-04,01435900,1430.58,A
2023-08-05,01435900,1430.58,A
2023-08-06,01435900,1430.55,A
2023-08-07,01435900,1430.52,A
2023-08-08,01435900,1430.95,A
2023-08-09,01435900,1430.95,A
2023-08-10,01435900,1430.63,A
2023-08-11,01435900,1430.26,A
2023-08-12,01435900,1430.06,A
2023-08-13,01435900,1430.52,A
2023-08-14,01435900,1430.71,A
2023-08-15,01435900,1431.21,A
2023-08-16,01435900,1431.87,A
2023-08-17,01435900,1432.36,A
2023-08-18,01435900,1433.21,A
2023-08-19,01435900,1434.04,A
2023-08-20,01435900,1434.39,A
2023-08-21,01435900,1434.6,A
2023-08-22,01435900,1434.73,A
2023-08-23,01435900,1434.81,A
2023-08-24,01435900,1434.86,A
2023-08-25,01435900,1435.04,A
2023-08-26,01435900,1435.24,A
2023-08-27,01435900,1435.31,A
2023-08-28,01435900,1435.32,A
2023-08-29,01435900,1435.34,A
2023-08-30,01435900,1435.91,A
2023-08-31,01435900,1436.55,A
2023-09-01,01435900,1436.6,A
2023-09-02,01435900,1436.72,A
2023-09-03,01435900,1436.81,A
2023-09-04,01435900,1436.75,A
2023-09-05,01435900,1436.49,A
2023-09-06,01435900,1436.03,A
2023-09-07,01435900,1435.64,A
2023-09-08,01435900,1435.35,A
2023-09-09,01435900,1435.07,A
2023-09-10,01435900,1434.81,A
2023-09-11,01435900,1434.68,A
2023-09-12,01435900,1434.74,A
2023-09-13,01435900,1434.47,A
2023-09-14,01435900,1434.29,A
2023-09-15,01435900,1434.15,A
2023-09-16,01435900,1433.83,A
2023-09-17,01435900,1433.52,A
2023-09-18,01435900,1433.33,A
2023-09-19,01435900,1433.13,A
2023-09-20,01435900,1432.85,A
2023-09-21,01435900,1432.54,A
2023-09-22,01435900,1432.2,A
2023-09-23,01435900,1431.71,A
2023-09-24,01435900,1431.32,A
2023-09-25,01435900,1431.43,A
2023-09-26,01435900,1431.81,A
2023-09-27,01435900,1432.0,A
2023-09-28,01435900,1432.11,A
2023-09-29,01435900,1432.19,A
2023-09-30,01435900,1432.27,A
2023-10-01,01435900,1432.33,A
2023-10-02,01435900,1432.37,A
2023-10-03,01435900,1432.39,A
2023-10-04,01435900,1432.4,A
2023-10-05,01435900,1432.39,A
2023-10-06,01435900,1432.38,A
2023-10-07,01435900,1432.79,A
2023-10-08,01435900,1433.83,A
2023-10-09,01435900,1434.19,A
2023-10-10,01435900,1434.41,A
2023-10-11,01435900,1434.56,A
2023-10-12,01435900,1434.67,A
2023-10-13,01435900,1434.75,A
2023-10-14,01435900,1434.83,A
2023-10-15,01435900,1434.92,A
2023-10-16,01435900,1434.97,A
2023-10-17,01435900,1435.02,A
2023-10-18,01435900,1435.05,A
2023-10-19,01435900,1435.07,A
2023-10-20,01435900,1435.09,A
2023-10-21,01435900,1435.11,A
2023-10-22,01435900,1435.13,A
2023-10-23,01435900,1435.11,A
2023-10-24,01435900,1435.1,A
2023-10-25,01435900,1435.08,A
2023-10-26,01435900,1435.06,A
2023-10-27,01435900,1435.04,A
2023-10-28,01435900,1435.01,A
2023-10-29,01435900,1435.03,A
2023-10-30,01435900,1435.26,A
2023-10-31,01435900,1435.54,A
2023-11-01,01435900,1435.64,A
2023-11-02,01435900,1435.7,A
2023-11-03,01435900,1435.73,A
2023-11-04,01435900,1435.75,A
2023-11-05,01435900,1435.77,A
2023-11-06,01435900,1435.78,A
2023-11-07,01435900,1435.82,A
2023-11-08,01435900,1435.82,A
2023-11-09,01435900,1435.82,A
2023-11-10,01435900,1435.81,A
2023-11-11,01435900,1435.8,A
2023-11-12,01435900,1435.78,A
2023-11-13,01435900,1435.66,A
2023-11-14,01435900,1435.34,A
2023-11-15,01435900,1435.02,A
2023-11-16,01435900,1434.69,A
2023-11-17,01435900,1434.36,A
2023-11-18,01435900,1434.14,A
2023-11-19,01435900,1434.1,A
2023-11-20,01435900,1433.94,A
2023-11-21,01435900,1433.6,A
2023-11-22,01435900,1433.41,A
2023-11-23,01435900,1433.25,A
2023-11-24,01435900,1433.05,A
2023-11-25,01435900,1432.89,A
2023-11-26,01435900,1432.89,A
2023-11-27,01435900,1433.18,A
2023-11-28,01435900,1433.29,A
2023-11-29,01435900,1433.22,A
2023-11-30,01435900,1433.1,A
2023-12-01,01435900,1433.01,A
2023-12-02,01435900,1433.1,A
2023-12-03,01435900,1433.22,A
2023-12-04,01435900,1433.55,A
2023-12-05,01435900,1433.8,A
2023-12-06,01435900,1433.96,A
2023-12-07,01435900,1434.08,A
2023-12-08,01435900,1434.17,A
2023-12-09,01435900,1434.17,A
2023-12-10,01435900,1434.19,A
2023-12-11,01435900,1435.26,A
2023-12-12,01435900,1435.96,A
2023-12-13,01435900,1436.17,A
2023-12-14,01435900,1436.06,A
2023-12-15,01435900,1435.89,A
2023-12-16,01435900,1435.77,A
2023-12-17,01435900,1435.9,A
2023-12-18,01435900,1438.53,A
2023-12-19,01435900,1439.68,A
2023-12-20,01435900,1439.31,A
2023-12-21,01435900,1439.17,A
2023-12-22,01435900,1439.1,A
2023-12-23,01435900,1439.05,A
2023-12-24,01435900,1439.02,A
2023-12-25,01435900,1439.0,A
2023-12-26,01435900,1438.97,A
2023-12-27,01435900,1438.97,A
2023-12-28,01435900,1439.15,A
2023-12-29,01435900,1439.17,A
2023-12-30,01435900,1439.07,A
2023-12-31,01435900,1438.96,A
2024-01-01,01435900,1438.8,A
2024-01-02,01435900,1438.59,A
2024-01-03,01435900,1438.15,A
2024-01-04,01435900,1437.83,A
2024-01-05,01435900,1437.55,A
2024-01-06,01435900,1437.33,A
2024-01-07,01435900,1437.38,A
2024-01-08,01435900,1437.36,A
2024-01-09,01435900,1437.35,A
2024-01-10,01435900,1438.76,A
2024-01-11,01435900,1439.31,A
2024-01-12,01435900,1439.17,A
2024-01-13,01435900,1439.5,A
2024-01-14,01435900,1439.44,A
2024-01-15,01435900,1439.2,A
2024-01-16,01435900,1439.05,A
2024-01-17,01435900,1438.84,A
2024-01-18,01435900,1438.57,A
2024-01-19,01435900,1438.27,A
2024-01-20,01435900,1438.01,A
2024-01-21,01435900,1437.75,A
2024-01-22,01435900,1437.47,A
2024-01-23,01435900,1437.23,A
2024-01-24,01435900,1437.0,A
2024-01-25,01435900,1437.38,A
2024-01-26,01435900,1438.4,A
2024-01-27,01435900,1439.18,A
2024-01-28,01435900,1439.27,A
2024-01-29,01435900,1439.22,A
2024-01-30,01435900,1439.08,A
2024-01-31,01435900,1439.04,A
2024-02-01,01435900,1438.95,A
