datetime,site_no,00062_Maximum,00062_Maximum_cd,00062_Minimum,00062_Minimum_cd,00062_Mean,00062_Mean_cd
2010-05-04,01449790,628.12,A,627.97,A,628.01,A
2010-05-05,01449790,628.02,A,627.99,A,628.0,A
2010-05-06,01449790,628.05,A,628.02,A,628.04,A
2010-05-07,01449790,628.08,A,628.04,A,628.05,A
2010-05-08,01449790,628.1,A,628.05,A,628.08,A
2010-05-09,01449790,628.11,A,628.09,A,628.1,A
2010-05-10,01449790,628.12,A,628.08,A,628.1,A
2010-05-11,01449790,628.09,A,628.04,A,628.06,A
2010-05-12,01449790,628.18,A,628.07,A,628.15,A
2010-05-13,01449790,628.11,A,628.03,A,628.06,A
2010-05-14,01449790,628.15,A,628.02,A,628.06,A
2010-05-15,01449790,628.2,A,628.15,A,628.18,A
2010-05-16,01449790,628.24,A,628.2,A,628.22,A
2010-05-17,01449790,628.25,A,628.18,A,628.22,A
2010-05-18,01449790,628.18,A,628.12,A,628.15,A
2010-05-19,01449790,628.12,A,628.07,A,628.09,A
2010-05-20,01449790,628.07,A,628.02,A,628.04,A
2010-05-21,01449790,628.06,A,628.01,A,628.03,A
2010-05-22,01449790,628.12,A,628.06,A,628.09,A
2010-05-23,01449790,628.19,A,628.12,A,628.15,A
2010-05-24,01449790,628.21,A,628.19,A,628.2,A
2010-05-25,01449790,628.19,A,628.15,A,628.16,A
2010-05-26,01449790,628.15,A,628.13,A,628.14,A
2010-05-27,01449790,628.13,A,628.06,A,628.1,A
2010-05-28,01449790,628.07,A,628.04,A,628.06,A
2010-05-29,01449790,628.1,A,628.07,A,628.08,A
2010-05-30,01449790,628.13,A,628.1,A,628.12,A
2010-05-31,01449790,628.13,A,628.12,A,628.13,A
2010-06-01,01449790,628.14,A,628.11,A,628.13,A
2010-06-02,01449790,628.13,A,628.1,A,628.11,A
2010-06-03,01449790,628.1,A,628.06,A,628.08,A
2010-06-04,01449790,628.09,A,628.06,A,628.07,A
2010-06-05,01449790,628.08,A,628.06,A,628.06,A
2010-06-06,01449790,628.06,A,628.03,A,628.05,A
2010-06-07,01449790,628.04,A,628.02,A,628.03,A
2010-06-08,01449790,628.05,A,628.03,A,628.04,A
2010-06-09,01449790,628.2,A,628.04,A,628.09,A
2010-06-10,01449790,628.25,A,628.18,A,628.22,A
2010-06-11,01449790,628.18,A,628.12,A,628.13,A
2010-06-12,01449790,628.13,A,628.11,A,628.12,A
2010-06-13,01449790,628.17,A,628.11,A,628.13,A
2010-06-14,01449790,628.19,A,628.13,A,628.17,A
2010-06-15,01449790,628.13,A,628.09,A,628.1,A
2010-06-16,01449790,628.13,A,628.09,A,628.09,A
2010-06-17,01449790,628.18,A,628.13,A,628.16,A
2010-06-18,01449790,628.19,A,628.17,A,628.18,A
2010-06-19,01449790,628.19,A,628.18,A,628.18,A
2010-06-20,01449790,628.19,A,628.17,A,628.18,A
2010-06-21,01449790,628.18,A,628.14,A,628.16,A
2010-06-22,01449790,628.14,A,628.1,A,628.12,A
2010-06-23,01449790,628.1,A,628.07,A,628.08,A
2010-06-24,01449790,628.07,A,628.05,A,628.06,A
2010-06-25,01449790,628.08,A,628.06,A,628.06,A
2010-06-26,01449790,628.09,A,628.07,A,628.08,A
2010-06-27,01449790,628.1,A,628.08,A,628.09,A
2010-06-28,01449790,628.12,A,628.09,A,628.11,A
2010-06-29,01449790,628.12,A,628.11,A,628.12,A
2010-06-30,01449790,628.12,A,628.09,A,628.1,A
2010-07-01,01449790,628.1,A,628.07,A,628.08,A
2010-07-02,01449790,628.08,A,627.99,A,628.05,A
2010-07-03,01449790,627.99,A,627.8,A,627.9,A
2010-07-04,01449790,627.8,A,627.61,A,627.7,A
2010-07-05,01449790,627.61,A,627.42,A,627.51,A
2010-07-06,01449790,627.42,A,627.33,A,627.35,A
2010-07-07,01449790,627.37,A,627.34,A,627.36,A
2010-07-08,01449790,627.39,A,627.37,A,627.38,A
2010-07-09,01449790,627.41,A,627.39,A,627.4,A
2010-07-10,01449790,627.51,A,627.41,A,627.46,A
2010-07-11,01449790,627.55,A,627.51,A,627.53,A
2010-07-12,01449790,627.62,A,627.55,A,627.57,A
2010-07-13,01449790,627.68,A,627.62,A,627.65,A
2010-07-14,01449790,628.04,A,627.68,A,627.94,A
2010-07-15,01449790,628.05,A,628.03,A,628.04,A
2010-07-16,01449790,628.08,A,628.05,A,628.06,A
2010-07-17,01449790,628.11,A,628.08,A,628.09,A
2010-07-18,01449790,628.13,A,628.11,A,628.12,A
2010-07-19,01449790,628.22,A,628.12,A,628.16,A
2010-07-20,01449790,628.24,A,628.18,A,628.22,A
2010-07-21,01449790,628.18,A,628.11,A,628.14,A
2010-07-22,01449790,628.14,A,628.06,A,628.09,A
2010-07-23,01449790,628.15,A,628.07,A,628.09,A
2010-07-24,01449790,628.17,A,628.14,A,628.15,A
2010-07-25,01449790,628.22,A,628.16,A,628.19,A
2010-07-26,01449790,628.23,A,628.18,A,628.21,A
2010-07-27,01449790,628.18,A,628.1,A,628.14,A
2010-07-28,01449790,628.1,A,628.02,A,628.06,A
2010-07-29,01449790,628.04,A,628.01,A,628.02,A
2010-07-30,01449790,628.03,A,627.96,A,628.01,A
2010-07-31,01449790,627.96,A,627.78,A,627.87,A
2010-08-01,01449790,627.78,A,627.64,A,627.71,A
2010-08-02,01449790,627.64,A,627.43,A,627.55,A
2010-08-03,01449790,627.43,A,627.29,A,627.33,A
2010-08-04,01449790,627.35,A,627.31,A,627.33,A
2010-08-05,01449790,627.37,A,627.34,A,627.35,A
2010-08-06,01449790,627.38,A,627.36,A,627.37,A
2010-08-07,01449790,627.39,A,627.37,A,627.38,A
2010-08-08,01449790,627.4,A,627.38,A,627.39,A
2010-08-09,01449790,627.4,A,627.31,A,627.38,A
2010-08-10,01449790,627.31,A,627.11,A,627.21,A
2010-08-11,01449790,627.11,A,626.92,A,627.02,A
2010-08-12,01449790,626.92,A,626.76,A,626.83,A
2010-08-13,01449790,626.77,A,626.66,A,626.69,A
2010-08-14,01449790,626.69,A,626.67,A,626.68,A
2010-08-15,01449790,626.8,A,626.69,A,626.73,A
2010-08-16,01449790,626.86,A,626.8,A,626.83,A
2010-08-17,01449790,626.9,A,626.86,A,626.88,A
2010-08-18,01449790,626.91,A,626.89,A,626.9,A
2010-08-19,01449790,626.93,A,626.91,A,626.92,A
2010-08-20,01449790,626.93,A,626.87,A,626.91,A
2010-08-21,01449790,626.87,A,626.78,A,626.82,A
2010-08-22,01449790,626.79,A,626.75,A,626.77,A
2010-08-23,01449790,626.77,A,626.71,A,626.74,A
2010-08-24,01449790,626.79,A,626.76,A,626.78,A
2010-08-25,01449790,626.81,A,626.79,A,626.8,A
2010-08-26,01449790,626.83,A,626.81,A,626.82,A
2010-08-27,01449790,626.84,A,626.82,A,626.83,A
2010-08-28,01449790,626.84,A,626.83,A,626.84,A
2010-08-29,01449790,626.86,A,626.84,A,626.85,A
2010-08-30,01449790,626.86,A,626.85,A,626.86,A
2010-08-31,01449790,626.87,A,626.86,A,626.86,A
2010-09-01,01449790,626.87,A,626.72,A,626.83,A
2010-09-02,01449790,626.72,A,626.4,A,626.56,A
2010-09-03,01449790,626.4,A,625.96,A,626.21,A
2010-09-04,01449790,625.96,A,625.4,A,625.68,A
2010-09-05,01449790,625.4,A,624.83,A,625.12,A
2010-09-06,01449790,624.83,A,624.28,A,624.55,A
2010-09-07,01449790,624.28,A,623.71,A,623.99,A
2010-09-08,01449790,623.71,A,623.12,A,623.41,A
2010-09-09,01449790,623.12,A,622.52,A,622.82,A
2010-09-10,01449790,622.52,A,621.92,A,622.22,A
2010-09-11,01449790,621.92,A,621.33,A,621.63,A
2010-09-12,01449790,621.33,A,620.8,A,621.08,A
2010-09-13,01449790,620.8,A,620.26,A,620.52,A
2010-09-14,01449790,620.26,A,619.77,A,620.0,A
2010-09-15,01449790,619.77,A,619.24,A,619.52,A
2010-09-16,01449790,619.24,A,618.76,A,618.97,A
2010-09-17,01449790,618.76,A,618.14,A,618.53,A
2010-09-18,01449790,618.14,A,617.19,A,617.66,A
2010-09-19,01449790,617.19,A,616.23,A,616.71,A
2010-09-20,01449790,616.23,A,615.48,A,615.8,A
2010-09-21,01449790,615.48,A,614.78,A,615.17,A
2010-09-22,01449790,614.78,A,614.01,A,614.36,A
2010-09-23,01449790,614.01,A,613.23,A,613.62,A
2010-09-24,01449790,613.23,A,612.81,A,612.93,A
2010-09-25,01449790,612.81,A,612.69,A,612.75,A
2010-09-26,01449790,612.69,A,612.56,A,612.62,A
2010-09-27,01449790,612.56,A,612.52,A,612.54,A
2010-09-28,01449790,612.7,A,612.55,A,612.63,A
2010-09-29,01449790,612.78,A,612.7,A,612.75,A
2010-09-30,01449790,614.19,A,612.78,A,613.3,A
2010-10-01,01449790,617.36,A,614.19,A,616.01,A
2010-10-02,01449790,618.41,A,617.36,A,617.96,A
2010-10-03,01449790,618.92,A,618.41,A,618.69,A
2010-10-04,01449790,619.37,A,618.92,A,619.15,A
2010-10-05,01449790,619.89,A,619.37,A,619.62,A
2010-10-06,01449790,620.37,A,619.89,A,620.14,A
2010-10-07,01449790,620.75,A,620.37,A,620.56,A
2010-10-08,01449790,621.06,A,620.75,A,620.91,A
2010-10-09,01449790,621.33,A,621.06,A,621.2,A
2010-10-10,01449790,621.57,A,621.33,A,621.45,A
2010-10-11,01449790,621.8,A,621.57,A,621.69,A
2010-10-12,01449790,622.03,A,621.8,A,621.92,A
2010-10-13,01449790,622.22,A,622.03,A,622.12,A
2010-10-14,01449790,622.46,A,622.22,A,622.32,A
2010-10-15,01449790,622.68,A,622.46,A,622.57,A
2010-10-16,01449790,622.85,A,622.68,A,622.77,A
2010-10-17,01449790,622.99,A,622.85,A,622.92,A
2010-10-18,01449790,623.14,A,622.99,A,623.07,A
2010-10-19,01449790,623.28,A,623.14,A,623.21,A
2010-10-20,01449790,623.41,A,623.28,A,623.34,A
2010-10-21,01449790,623.53,A,623.41,A,623.47,A
2010-10-22,01449790,623.63,A,623.53,A,623.58,A
2010-10-23,01449790,623.74,A,623.63,A,623.69,A
2010-10-24,01449790,623.84,A,623.74,A,623.79,A
2010-10-25,01449790,623.99,A,623.84,A,623.9,A
2010-10-26,01449790,624.13,A,623.99,A,624.06,A
2010-10-27,01449790,624.56,A,624.13,A,624.35,A
2010-10-28,01449790,624.83,A,624.56,A,624.7,A
2010-10-29,01449790,625.04,A,624.83,A,624.94,A
2010-10-30,01449790,625.24,A,625.04,A,625.14,A
2010-10-31,01449790,625.42,A,625.24,A,625.33,A
2010-11-01,01449790,625.56,A,625.42,A,625.49,A
2010-11-02,01449790,625.67,A,625.56,A,625.61,A
2010-11-03,01449790,625.79,A,625.67,A,625.73,A
2010-11-04,01449790,626.16,A,625.79,A,625.95,A
2010-11-05,01449790,626.48,A,626.16,A,626.33,A
2010-11-06,01449790,626.71,A,626.48,A,626.6,A
2010-11-07,01449790,626.89,A,626.71,A,626.8,A
2010-11-08,01449790,627.08,A,626.89,A,626.99,A
2010-11-09,01449790,627.26,A,627.08,A,627.18,A
2010-11-10,01449790,627.44,A,627.26,A,627.35,A
2010-11-11,01449790,627.6,A,627.44,A,627.52,A
2010-11-12,01449790,627.74,A,627.6,A,627.67,A
2010-11-13,01449790,627.88,A,627.74,A,627.81,A
2010-11-14,01449790,628.01,A,627.88,A,627.95,A
2010-11-15,01449790,628.05,A,628.01,A,628.04,A
2010-11-16,01449790,628.08,A,628.01,A,628.03,A
2010-11-17,01449790,628.17,A,628.07,A,628.13,A
2010-11-18,01449790,628.12,A,628.0,A,628.06,A
2010-11-19,01449790,628.01,A,627.96,A,627.98,A
2010-11-20,01449790,628.07,A,628.01,A,628.03,A
2010-11-21,01449790,628.12,A,628.06,A,628.09,A
2010-11-22,01449790,628.14,A,628.12,A,628.13,A
2010-11-23,01449790,628.13,A,628.09,A,628.11,A
2010-11-24,01449790,628.09,A,628.04,A,628.07,A
2010-11-25,01449790,628.04,A,628.02,A,628.03,A
2010-11-26,01449790,628.03,A,628.01,A,628.03,A
2010-11-27,01449790,628.03,A,628.01,A,628.02,A
2010-11-28,01449790,628.02,A,627.99,A,628.0,A
2010-11-29,01449790,627.99,A,627.95,A,627.97,A
2010-11-30,01449790,628.01,A,627.93,A,627.95,A
2010-12-01,01449790,629.3,A,628.01,A,628.49,A
2010-12-02,01449790,629.94,A,629.3,A,629.78,A
2010-12-03,01449790,629.75,A,629.37,A,629.5,A
2010-12-04,01449790,629.39,A,629.29,A,629.35,A
2010-12-05,01449790,629.29,A,629.04,A,629.17,A
2010-12-06,01449790,629.04,A,628.71,A,628.88,A
2010-12-07,01449790,628.71,A,628.31,A,628.51,A
2010-12-08,01449790,628.31,A,628.03,A,628.14,A
2010-12-09,01449790,628.03,A,627.96,A,627.98,A
2010-12-10,01449790,628.0,A,627.98,A,627.99,A
2010-12-11,01449790,628.04,A,628.0,A,628.02,A
2010-12-12,01449790,628.43,A,628.04,A,628.2,A
2010-12-13,01449790,628.61,A,628.43,A,628.55,A
2010-12-14,01449790,628.52,A,628.28,A,628.4,A
2010-12-15,01449790,628.28,A,628.12,A,628.18,A
2010-12-16,01449790,628.12,A,628.06,A,628.09,A
2010-12-17,01449790,628.08,A,628.04,A,628.06,A
2010-12-18,01449790,628.11,A,628.08,A,628.09,A
2010-12-19,01449790,628.11,A,628.1,A,628.1,A
2010-12-20,01449790,628.11,A,628.07,A,628.09,A
2010-12-21,01449790,628.08,A,628.05,A,628.07,A
2010-12-22,01449790,628.1,A,628.07,A,628.09,A
2010-12-23,01449790,628.12,A,628.09,A,628.1,A
2010-12-24,01449790,628.12,A,628.1,A,628.11,A
2010-12-25,01449790,628.11,A,628.09,A,628.1,A
2010-12-26,01449790,628.11,A,628.07,A,628.1,A
2010-12-27,01449790,628.12,A,628.07,A,628.09,A
2010-12-28,01449790,628.09,A,628.03,A,628.05,A
2010-12-29,01449790,628.04,A,628.01,A,628.02,A
2010-12-30,01449790,628.06,A,628.02,A,628.03,A
2010-12-31,01449790,628.07,A,628.04,A,628.05,A
2011-01-01,01449790,628.1,A,628.07,A,628.09,A
2011-01-02,01449790,628.14,A,628.1,A,628.12,A
2011-01-03,01449790,628.15,A,628.11,A,628.14,A
2011-01-04,01449790,628.12,A,628.04,A,628.08,A
2011-01-05,01449790,628.04,A,628.01,A,628.03,A
2011-01-06,01449790,628.06,A,628.04,A,628.05,A
2011-01-07,01449790,628.11,A,628.06,A,628.08,A
2011-01-08,01449790,628.1,A,628.07,A,628.08,A
2011-01-09,01449790,628.08,A,628.05,A,628.06,A
2011-01-10,01449790,628.06,A,628.02,A,628.04,A
2011-01-11,01449790,628.03,A,628.0,A,628.01,A
2011-01-12,01449790,628.03,A,628.0,A,628.01,A
2011-01-13,01449790,628.01,A,627.98,A,627.99,A
2011-01-14,01449790,628.01,A,627.96,A,627.98,A
2011-01-15,01449790,628.06,A,628.01,A,628.03,A
2011-01-16,01449790,628.12,A,628.06,A,628.09,A
2011-01-17,01449790,628.18,A,628.12,A,628.15,A
2011-01-19,01449790,628.2,A,628.09,A,628.14,A
2011-01-20,01449790,628.09,A,628.02,A,628.04,A
2011-01-21,01449790,628.06,A,628.03,A,628.04,A
2011-01-22,01449790,628.03,A,627.97,A,628.0,A
2011-01-23,01449790,627.98,A,627.91,A,627.94,A
2011-01-24,01449790,627.91,A,627.88,A,627.9,A
2011-01-25,01449790,627.96,A,627.91,A,627.93,A
2011-01-26,01449790,628.0,A,627.96,A,627.98,A
2011-01-27,01449790,628.0,A,627.99,A,628.0,A
2011-01-28,01449790,628.01,A,627.99,A,628.0,A
2011-01-29,01449790,628.02,A,628.0,A,628.01,A
2011-01-30,01449790,628.03,A,628.02,A,628.02,A
2011-01-31,01449790,628.03,A,628.02,A,628.03,A
2011-02-01,01449790,628.06,A,628.03,A,628.05,A
2011-02-02,01449790,628.12,A,628.04,A,628.08,A
2011-02-03,01449790,628.04,A,627.99,A,628.0,A
2011-02-04,01449790,627.99,A,627.96,A,627.97,A
