,01423910,01414750,01435900,01449790,01447780,01428900,01470870
2019-09-14,,1260.13,,628.09,1343.64,1123.46,290.06
2019-09-15,,1259.84,,628.09,1343.24,1123.47,290.07
2019-09-16,,1259.55,,628.09,1342.86,1123.47,290.07
2019-09-17,,1259.27,,628.08,1342.47,1123.47,290.06
2019-09-18,,1258.97,,628.06,1342.13,1123.46,290.04
2019-09-19,,1258.67,,628.04,1341.88,1123.44,290.02
2019-09-20,,1258.37,,628.04,1341.5,1123.42,290.01
2019-09-21,,1258.07,,627.99,1341.12,1123.4,290.03
2019-09-22,,1257.77,,627.78,1340.89,1123.38,290.07
2019-09-23,,1257.48,,627.58,1340.63,1123.36,290.1
2019-09-24,,1257.21,,627.55,1340.26,1123.35,290.11
2019-09-25,,1256.91,,627.55,1339.9,1123.34,290.1
2019-09-26,,1256.63,,627.56,1339.53,1123.33,290.09
2019-09-27,,1256.34,,627.56,1339.23,1123.33,290.08
2019-09-28,,1256.05,,627.57,1338.96,1123.33,290.06
2019-09-29,,1255.75,,627.58,1338.65,1123.33,290.07
2019-09-30,,1255.45,,627.58,1338.3,1123.33,290.06
2019-10-01,,1255.17,,627.58,1337.93,1123.32,290.05
2019-10-02,,1254.9,,627.6,1337.58,1123.33,290.04
2019-10-03,,1254.65,,627.68,1337.45,1123.33,290.04
2019-10-04,,1254.41,,627.72,1337.26,1123.42,
2019-10-05,,1254.14,,627.73,1336.83,1123.51,
2019-10-06,,1253.86,,627.74,1336.22,1123.51,289.89
2019-10-07,,1253.65,,627.77,1335.75,1123.52,289.81
2019-10-08,,1253.56,,627.84,1336.2,1123.6,289.87
2019-10-09,,1253.31,,627.87,1336.23,1123.68,
2019-10-10,,1253.08,,627.88,1336.24,1123.7,289.9
2019-10-11,,1252.83,,627.88,1336.3,1123.69,289.9
2019-10-12,,1252.57,,627.88,1327.75,1123.67,289.89
2019-10-13,,1252.31,,627.88,1315.11,1123.64,289.88
2019-10-14,,1252.05,,627.88,1308.43,1123.61,289.86
2019-10-15,,1251.77,,627.88,1302.46,1123.58,289.82
2019-10-16,,1251.55,,627.95,1300.93,,289.79
2019-10-17,,1252.55,,628.17,1304.58,1124.8,290.01
2019-10-18,,1253.54,,627.99,1304.31,1125.26,289.25
2019-10-19,,1253.9,,627.99,1305.39,1125.2,288.77
2019-10-20,,1254.04,,628.04,1305.01,1125.08,288.31
2019-10-21,,1254.1,,628.1,1303.49,1124.98,287.89
2019-10-22,,1254.1,,628.14,1301.35,1124.92,287.44
2019-10-23,,1254.19,,628.27,1300.68,1125.43,287.29
2019-10-24,,1254.23,,628.25,1300.84,1125.5,286.94
2019-10-25,,1254.21,,628.19,1299.78,1125.33,286.52
2019-10-26,,1254.18,,628.12,1300.12,1125.18,286.07
2019-10-27,,1254.23,,628.24,1300.81,,286.05
2019-10-28,,1254.47,,628.56,1305.41,1126.23,286.46
2019-10-29,,1254.7,,628.52,1301.14,1125.9,285.45
2019-10-30,,1254.98,,628.4,1299.75,1125.61,284.48
2019-10-31,,1255.35,,628.48,1301.03,,284.95
2019-11-01,,1256.94,1425.97,629.54,1326.58,1127.28,286.61
2019-11-02,,1258.21,1428.18,629.62,1337.05,1126.87,286.46
2019-11-03,,1258.99,1429.02,629.09,1333.17,1126.29,285.6
2019-11-04,,1259.56,1429.56,628.39,1323.33,1125.91,285.12
2019-11-05,,1260.01,1429.91,627.96,1311.81,1125.67,285.06
2019-11-06,,1260.37,1429.89,627.93,1306.27,1125.51,285.03
2019-11-07,,1260.63,1429.86,627.92,1300.73,1125.4,285.01
2019-11-08,,1260.72,1430.12,627.93,1302.32,1125.45,285.2
2019-11-09,,1260.71,1430.33,627.87,1303.86,1125.38,285.23
2019-11-10,,1260.66,1430.51,627.79,1303.89,1125.29,285.22
2019-11-11,,,1430.67,627.74,1303.04,1125.23,285.18
2019-11-12,,,1430.82,627.91,1301.88,1125.19,285.14
2019-11-13,,,1430.93,628.07,1300.8,1125.14,285.05
2019-11-14,,1260.28,1431.02,628.18,1300.86,1125.07,284.97
2019-11-15,,1260.14,1431.11,628.13,1301.03,1125.03,285.01
2019-11-16,1127.1,1260.01,1431.18,628.13,1301.93,1125.0,285.03
2019-11-17,1127.03,1259.87,1431.25,628.12,1302.65,1124.96,285.01
2019-11-18,1126.96,1259.75,1431.32,628.11,1302.77,1124.94,285.02
2019-11-19,1126.92,,1431.58,628.1,1301.87,1124.95,285.06
2019-11-20,1126.93,,1431.88,628.07,1300.94,1124.96,285.07
2019-11-21,1127.03,,1431.98,628.04,1300.11,1124.94,285.07
2019-11-22,1127.14,,1431.85,628.05,1300.25,1124.93,285.09
2019-11-23,1127.29,,1431.7,628.06,1300.47,1124.93,285.12
2019-11-24,1127.46,1259.98,1432.01,628.21,1302.06,1125.17,285.44
2019-11-25,1127.72,1260.21,1432.6,628.32,1305.43,1125.47,285.55
2019-11-26,1128.02,1260.43,1432.97,628.22,1302.5,1125.49,285.3
2019-11-27,1128.31,1260.66,1433.28,628.11,1300.97,1125.43,285.06
2019-11-28,1128.64,1260.95,1433.63,628.1,1301.7,1125.43,285.08
2019-11-29,1128.95,1261.24,1433.91,628.1,1302.32,1125.43,285.07
2019-11-30,1129.33,1261.48,1433.82,628.09,1302.21,1125.34,285.05
2019-12-01,1129.71,1261.69,1433.6,628.12,1301.63,1125.29,285.04
2019-12-02,1130.08,1261.96,1433.47,628.19,1301.64,1125.3,285.15
2019-12-03,1130.48,1262.19,1433.55,628.18,1301.62,1125.3,285.04
2019-12-04,1130.83,,1433.65,628.15,1300.63,1125.26,285.09
2019-12-05,1131.0,,1433.73,628.1,1300.79,1125.24,285.18
2019-12-06,1131.12,,1433.65,628.06,1300.41,1125.21,285.19
2019-12-07,1131.21,1262.64,1433.41,628.03,1300.71,1125.17,285.18
2019-12-08,1131.24,1262.67,1433.14,628.0,1300.21,1125.08,285.14
2019-12-09,1131.3,1262.77,1433.07,627.99,1300.78,1125.11,285.13
2019-12-10,1132.08,1263.62,1433.97,628.13,1304.37,1125.78,285.31
2019-12-11,1134.17,1264.98,1434.9,628.19,1302.88,1126.71,285.2
2019-12-12,1135.64,1265.81,1435.17,628.19,1300.67,1126.34,285.02
2019-12-13,1136.64,1266.35,1435.23,628.1,1300.44,1125.99,284.99
2019-12-14,1137.55,1266.9,1435.74,628.08,1301.26,1126.02,285.1
2019-12-15,1138.67,1267.6,1437.13,628.1,1306.63,1126.52,285.36
2019-12-16,1139.61,1268.04,1437.67,628.07,1308.63,1126.3,285.44
2019-12-17,1140.36,,1437.93,628.05,1303.98,1126.05,285.47
2019-12-18,1140.93,,1437.98,628.03,1301.07,1125.89,285.43
2019-12-19,1141.26,1268.8,1438.0,628.02,1300.26,1125.69,285.18
2019-12-20,1141.44,1268.98,1437.71,628.06,1300.03,1125.52,285.08
2019-12-21,1141.56,1269.01,1437.39,628.11,1300.85,1125.4,285.14
2019-12-22,1141.67,1269.03,1437.27,628.15,1301.5,1125.33,285.15
2019-12-23,1141.79,1269.03,1437.12,628.18,1301.88,1125.32,285.13
2019-12-24,1141.82,1269.02,1436.82,628.16,1301.27,1125.33,285.14
2019-12-25,1141.74,1268.98,1436.5,628.12,1301.47,1125.31,285.09
2019-12-26,1141.62,1268.92,1436.16,628.07,1301.38,1125.25,285.04
2019-12-27,1141.49,1268.86,1435.81,628.01,1301.07,1125.22,285.08
2019-12-28,1141.45,1268.87,1435.51,627.95,1301.57,1125.34,285.12
2019-12-29,1141.42,1268.9,1435.2,627.89,1302.36,1125.45,285.14
2019-12-30,1141.54,1269.07,1435.1,627.96,1303.38,1126.18,285.33
2019-12-31,1141.98,1269.36,1435.11,628.16,1304.71,1126.74,285.42
2020-01-01,1142.36,,1434.93,628.16,1305.32,1126.47,285.11
2020-01-02,1142.67,,1434.67,628.12,1303.94,1126.14,285.14
2020-01-03,1142.91,,1434.38,628.08,1301.73,1125.93,285.16
2020-01-04,1143.03,1270.17,1434.12,628.15,1303.76,1126.03,285.23
2020-01-05,1143.15,1270.44,1433.97,628.21,1307.36,1126.26,285.27
2020-01-06,1143.2,1270.67,1433.7,628.2,1308.81,1126.1,285.23
2020-01-07,1143.21,1270.86,1433.49,628.12,1305.81,1125.91,285.19
2020-01-08,1143.15,1271.05,1433.36,628.06,1302.3,1125.78,285.17
2020-01-09,1143.03,1271.18,1432.95,628.03,1301.24,1125.63,285.08
2020-01-10,1142.87,1271.29,1432.7,628.01,1301.62,1125.53,285.06
2020-01-11,1142.77,1271.35,1432.67,628.02,1302.48,1125.58,285.16
2020-01-12,1142.79,1271.57,1433.23,628.08,1306.1,,285.4
2020-01-13,1142.87,1271.86,1433.95,628.11,1308.32,1126.31,285.59
2020-01-14,1142.87,1272.06,1434.04,628.08,1303.28,1126.07,285.45
2020-01-15,1142.84,1272.23,1434.04,628.04,1300.76,1125.87,285.28
2020-01-16,1142.81,1272.39,1433.92,628.01,1301.51,1125.81,285.13
2020-01-17,1142.76,1272.49,1433.77,628.0,1301.44,1125.75,285.1
2020-01-18,1142.55,1272.49,1433.57,628.02,1301.35,1125.55,285.07
