,pepacton,cannonsville,neversink,Total,PercentageTotal
3/8/2012,120395,82478,30859,233732,86.31166913
3/9/2012,120395,82969,30703,234067,86.43537666
3/10/2012,121112,83894,30786,235792,87.07237814
3/11/2012,121419,84473,30896,236788,87.44017725
3/12/2012,121728,85008,30998,237734,87.78951256
3/13/2012,121985,85456,30989,238430,88.0465288
3/14/2012,122258,85745,31108,239111,88.29800591
3/15/2012,122550,86106,31220,239876,88.58050222
3/16/2012,122688,86438,31401,240527,88.82090103
3/17/2012,122791,86771,31578,241140,89.04726736
3/18/2012,122860,87031,31752,241643,89.23301329
3/19/2012,122860,87219,31920,241999,89.36447563
3/20/2012,123394,87508,32173,243075,89.76181684
3/21/2012,123790,87609,32236,243635,89.96861152
3/22/2012,124222,87724,32207,244153,90.1598966
3/23/2012,124585,87883,32137,244605,90.32680945
3/24/2012,124828,87912,32023,244763,90.3851551
3/25/2012,125071,88013,31892,244976,90.46381093
3/26/2012,125245,88100,31756,245101,90.50997046
3/27/2012,125175,88161,31704,245040,90.48744461
3/28/2012,125157,88115,31691,244963,90.45901034
3/29/2012,125036,88042,31663,244741,90.37703102
3/30/2012,125019,87970,31620,244609,90.32828656
3/31/2012,124932,87912,31606,244450,90.26957164
4/1/2012,124846,87840,31686,244372,90.24076809
4/2/2012,124863,87782,31798,244443,90.26698671
4/3/2012,124846,87739,31789,244374,90.24150665
4/4/2012,124673,87609,31771,244053,90.12296898
4/5/2012,124551,87479,31728,243758,90.0140325
4/6/2012,124464,87363,31663,243490,89.91506647
4/7/2012,124343,87161,31620,243124,89.77991137
4/8/2012,124239,86958,31667,242864,89.68389956
4/9/2012,124031,86727,31710,242468,89.53766617
4/10/2012,124014,86626,31771,242411,89.51661743
4/11/2012,123979,86511,31789,242279,89.46787297
4/12/2012,123893,86453,31832,242178,89.43057607
4/13/2012,123722,86265,31868,241855,89.31129985
4/14/2012,123480,86048,31905,241433,89.15546529
4/15/2012,123204,85803,31939,240946,88.97562777
4/16/2012,122981,85586,31962,240529,88.82163959
4/17/2012,122722,85340,32009,240071,88.65251108
4/18/2012,122395,85123,32000,239518,88.44830133
4/19/2012,122190,85080,32027,239297,88.36669129
4/20/2012,122121,85123,32052,239296,88.36632201
4/21/2012,122173,85051,32014,239238,88.34490399
4/22/2012,122412,85152,32075,239639,88.49298375
4/23/2012,123067,85687,32335,241089,89.02843427
4/24/2012,124014,86583,32557,243154,89.79098966
4/25/2012,124879,87161,32515,244555,90.30834564
4/26/2012,125661,87609,32363,245633,90.70642541
4/27/2012,126289,87999,32140,246428,91
4/28/2012,126795,88328,31981,247104,91.24963072
4/29/2012,127355,88541,31704,247600,91.43279173
4/30/2012,127670,88678,31411,247759,91.49150665
5/1/2012,127952,88784,31127,247863,91.52991137
5/2/2012,128233,88830,30854,247917,91.54985229
5/3/2012,128602,88921,30644,248167,91.64217134
5/4/2012,129060,89073,30483,248616,91.80797637
5/5/2012,129430,89241,30566,249237,92.0372969
5/6/2012,129713,89317,30675,249705,92.21011817
5/7/2012,130032,89347,30753,250132,92.36779911
5/8/2012,130334,89393,30836,250563,92.52695716
5/9/2012,131113,89910,31461,252484,93.23633678
5/10/2012,131737,90594,31808,254139,93.84748892
5/11/2012,132165,90990,32052,255207,94.24187592
5/12/2012,132361,91112,32227,255700,94.4239291
5/13/2012,132773,91051,32358,256182,94.60192024
5/14/2012,133168,90959,32491,256618,94.76292467
5/15/2012,133797,91066,32810,257673,95.15251108
5/16/2012,136763,92892,34473,264128,97.53618907
5/17/2012,138388,94291,34912,267591,98.81499261
5/18/2012,139455,95189,34788,269432,99.49483013
5/19/2012,140043,95851,34645,270539,99.90361891
5/20/2012,140246,96317,34523,271086,100.105613
5/21/2012,140264,96559,34379,271202,100.148449
5/22/2012,140690,96366,34443,271499,100.2581241
5/23/2012,140950,96269,34587,271806,100.3714919
5/24/2012,140876,96334,35050,272260,100.5391433
5/25/2012,140820,96205,35070,272095,100.4782127
5/26/2012,140671,95883,35095,271649,100.3135155
5/27/2012,140320,95554,35085,270959,100.0587149
5/28/2012,140116,95204,35080,270400,99.85228951
5/29/2012,139914,94839,35075,269828,99.64106352
5/30/2012,140264,94717,35189,270170,99.76735598
5/31/2012,140190,94565,35075,269830,99.64180207
6/1/2012,139961,94368,34961,269290,99.44239291
6/2/2012,139822,94170,34907,268899,99.29800591
6/3/2012,139730,93987,34931,268648,99.20531758
6/4/2012,139656,93805,34892,268353,99.09638109
6/5/2012,139748,93729,34882,268359,99.09859675
6/6/2012,139693,93546,34808,268047,98.98338257
6/7/2012,139528,93394,34769,267691,98.85192024
6/8/2012,139345,93227,34665,267237,98.68426883
6/9/2012,139160,92968,34587,266715,98.49150665
6/10/2012,138995,92710,34518,266223,98.30982275
6/11/2012,138811,92466,34438,265715,98.12223043
6/12/2012,138572,92131,34335,265038,97.87223043
6/13/2012,138535,92116,34483,265134,97.90768095
6/14/2012,138369,92055,34497,264921,97.82902511
6/15/2012,138040,91903,34404,264347,97.61706056
6/16/2012,137657,91736,34262,263655,97.36152142
6/17/2012,137255,91553,34111,262919,97.08973412
6/18/2012,136927,91340,33964,262231,96.83567208
6/19/2012,136526,91142,33915,261583,96.59638109
6/20/2012,136109,90914,33939,260962,96.36706056
6/21/2012,135711,90594,33722,260027,96.0217873
6/22/2012,135276,90290,33499,259065,95.66654357
6/23/2012,134859,90062,33187,258108,95.31314623
6/24/2012,134390,89819,32995,257204,94.97932053
6/25/2012,133977,89606,32824,256407,94.68500739
6/26/2012,133527,89347,32624,255498,94.3493353
6/27/2012,133096,89104,32425,254625,94.02695716
6/28/2012,132594,88830,32216,253640,93.66322009
6/29/2012,132361,88328,32009,252698,93.31536189
6/30/2012,132093,87695,31691,251479,92.86521418
7/1/2012,131612,87016,31480,250108,92.35893648
7/2/2012,131274,86323,31285,248882,91.90620384
7/3/2012,131220,85716,31062,247998,91.57976366
7/4/2012,131185,85094,30841,247120,91.25553914
7/5/2012,131149,84458,30634,246241,90.93094535
7/6/2012,131149,83793,30415,245357,90.60450517
7/7/2012,131078,83070,30191,244339,90.22858198
7/8/2012,131043,82333,29968,243344,89.86115214
7/9/2012,131007,81582,29737,242326,89.48522895
7/10/2012,130954,80961,29468,241383,89.13700148
7/11/2012,130635,80156,28959,239750,88.53397341
7/12/2012,130564,79562,28530,238656,88.12998523
7/13/2012,130457,78982,28110,237549,87.72119645
7/14/2012,130263,78374,27705,236342,87.27548006
7/15/2012,130156,77793,27322,235271,86.87998523
7/16/2012,130226,77462,27090,234778,86.69793205
7/17/2012,130173,76882,26689,233744,86.31610044
7/18/2012,130067,76274,26240,232581,85.8866322
7/19/2012,130014,75680,25796,231490,85.48375185
7/20/2012,129996,75141,25408,230545,85.13478582
7/21/2012,129979,74478,25184,229641,84.80096012
7/22/2012,129837,73728,24969,228534,84.39217134
7/23/2012,129448,73040,24887,227375,83.96418021
7/24/2012,129077,72669,24813,226559,83.66285081
7/25/2012,128567,72284,24662,225513,83.27658789
7/26/2012,128075,71940,24629,224644,82.95568685
7/27/2012,127688,71795,24674,224157,82.77584934
7/28/2012,127093,71636,24670,223399,82.49593796
7/29/2012,126936,71569,24756,223261,82.44497784
7/30/2012,126482,71503,24817,222802,82.27548006
7/31/2012,125974,71358,24817,222149,82.03434269
8/1/2012,125436,71212,24793,221441,81.77289513
8/2/2012,124863,71066,24739,220668,81.48744461
8/3/2012,124343,70920,24703,219966,81.2282127
8/4/2012,123790,70709,24519,219018,80.87813885
8/5/2012,123222,70523,24478,218223,80.58456425
8/6/2012,122636,70391,24470,217497,80.31646972
8/7/2012,122087,69953,24430,216470,79.93722304
8/8/2012,121540,69437,24381,215358,79.52658789
8/9/2012,120941,68960,24323,214224,79.10782866
8/10/2012,120514,68550,24287,213351,78.78545052
8/11/2012,120055,68126,24246,212427,78.44423929
8/12/2012,119512,67781,24413,211706,78.17799114
8/13/2012,119002,67397,24417,210816,77.8493353
8/14/2012,118428,67037,24393,209858,77.49556869
8/15/2012,117939,66732,24368,209039,77.19313146
8/16/2012,117451,66388,24389,208228,76.89364845
8/17/2012,116913,66032,24376,207321,76.55871492
8/18/2012,116428,65701,24364,206493,76.25295421
8/19/2012,115876,65357,24311,205544,75.90251108
8/20/2012,115310,64975,24279,204564,75.54062038
8/21/2012,114795,64644,24246,203685,75.21602659
8/22/2012,114246,64198,24205,202649,74.83345643
8/23/2012,113683,63816,24173,201672,74.47267356
8/24/2012,113140,63370,24108,200618,74.08345643
8/25/2012,112563,62925,23858,199346,73.61373708
8/26/2012,112004,62492,23805,198301,73.22784343
8/27/2012,111447,62021,23761,197229,72.83197932
8/28/2012,111089,61766,23717,196572,72.58936484
8/29/2012,110582,61562,23701,195845,72.32090103
8/30/2012,110046,61231,23665,194942,71.98744461
8/31/2012,109478,60817,23605,193900,71.60265879
9/1/2012,108920,60341,23413,192674,71.14992614
9/2/2012,108379,59865,23366,191610,70.75701625
9/3/2012,107814,59499,23310,190623,70.39254062
9/4/2012,107268,59132,23282,189682,70.0450517
9/5/2012,106740,58803,23294,188837,69.73301329
9/6/2012,106340,58424,23389,188153,69.48042836
9/7/2012,105892,57960,23389,187241,69.14364845
9/8/2012,105415,57533,23374,186322,68.8042836
9/9/2012,105082,57264,23429,185775,68.60228951
9/10/2012,104606,56886,23445,184937,68.29283604
9/11/2012,104066,56385,23437,183888,67.90546529
9/12/2012,103594,55872,23382,182848,67.52141802
9/13/2012,103090,55396,23354,181840,67.14918759
9/14/2012,102601,54871,23306,180778,66.75701625
9/15/2012,102148,54288,23282,179718,66.36558346
9/16/2012,101648,53716,23234,178598,65.95199409
9/17/2012,101195,53085,23199,177479,65.538774
9/18/2012,100745,52724,23175,176644,65.23042836
9/19/2012,102476,52770,27749,182995,67.57570162
9/20/2012,103105,53062,28320,184487,68.12666174
9/21/2012,103168,53132,28587,184887,68.27437223
9/22/2012,102900,53121,28641,184662,68.19128508
9/23/2012,102648,53132,28929,184709,68.20864106
9/24/2012,102320,53132,29070,184522,68.13958641
9/25/2012,101961,53074,29163,184198,68.01994092
9/26/2012,101586,52840,29204,183630,67.81019202
9/27/2012,101211,52572,29288,183071,67.60376662
9/28/2012,100946,52467,29342,182755,67.48707533
9/29/2012,100978,52992,29584,183554,67.78212703
9/30/2012,100838,53354,30137,184329,68.0683161
10/1/2012,100590,53552,30287,184429,68.10524372
10/2/2012,100311,53774,30433,184518,68.13810931
10/3/2012,100032,53961,30584,184577,68.1598966
10/4/2012,99675,54159,30712,184546,68.14844904
10/5/2012,99660,54346,30882,184888,68.27474151
10/6/2012,99428,54544,31026,184998,68.31536189
10/7/2012,99197,54684,31146,185027,68.3260709
10/8/2012,98983,54789,31257,185029,68.32680945
10/9/2012,98644,54895,31354,184893,68.27658789
10/10/2012,98352,55005,31438,184795,68.24039882
10/11/2012,98014,55079,31518,184611,68.17245199
10/12/2012,97664,54969,31625,184258,68.04209749
10/13/2012,97389,54848,31713,183950,67.92836041
10/14/2012,96992,54696,31789,183477,67.75369276
10/15/2012,96673,54568,31864,183105,67.61632201
10/16/2012,96325,54428,31957,182710,67.4704579
10/17/2012,95993,54311,32009,182313,67.32385524
10/18/2012,95584,54159,32009,181752,67.11669129
10/19/2012,95327,54101,32108,181536,67.03692762
10/20/2012,96279,56471,33201,185951,68.66728213
10/21/2012,97161,58046,33644,188851,69.73818316
10/22/2012,97786,59059,33910,190755,70.44128508
10/23/2012,97953,59804,34101,191858,70.84859675
10/24/2012,98198,60732,34365,193295,71.37924668
10/25/2012,98229,61562,34611,194402,71.78803545
10/26/2012,98260,62237,34769,195266,72.1070901
10/27/2012,98690,62823,34848,196361,72.51144756
10/28/2012,99106,63344,34936,197386,72.88995569
10/29/2012,99428,63802,35026,198256,73.211226
10/30/2012,100962,64478,35150,200590,74.07311669
10/31/2012,102775,65726,35329,203830,75.26957164
11/1/2012,103672,66363,35219,205254,75.79542097
11/2/2012,104383,66885,35150,206418,76.22525849
11/3/2012,104827,67715,35095,207637,76.6754062
11/4/2012,105098,68523,35065,208686,77.06277696
11/5/2012,105177,69225,35050,209452,77.34564254
11/6/2012,105177,69768,35041,209986,77.54283604
11/7/2012,105129,70218,35031,210378,77.68759232
11/8/2012,105018,70629,35016,210663,77.79283604
11/9/2012,104875,70788,34976,210639,77.78397341
11/10/2012,104669,70801,34971,210441,77.71085672
11/11/2012,104526,70761,34961,210248,77.63958641
11/12/2012,104240,70682,34956,209878,77.50295421
11/13/2012,104082,70695,34961,209738,77.45125554
11/14/2012,104066,70881,35031,209978,77.53988183
11/15/2012,103767,70960,35026,209753,77.45679468
11/16/2012,103563,70973,35011,209547,77.38072378
11/17/2012,103452,70973,34996,209421,77.33419498
11/18/2012,103262,70960,34981,209203,77.25369276
11/19/2012,103121,70907,34956,208984,77.17282127
11/20/2012,102916,70841,34936,208693,77.06536189
11/21/2012,102727,70735,34912,208374,76.94756278
11/22/2012,102523,70629,34868,208020,76.816839
11/23/2012,102289,70497,34823,207609,76.66506647
11/24/2012,102117,70351,34784,207252,76.53323486
11/25/2012,101898,70218,34725,206841,76.38146233
11/26/2012,101617,70046,34680,206343,76.19756278
11/27/2012,101382,69874,34645,205901,76.03434269
11/28/2012,101133,69689,34587,205409,75.85265879
11/29/2012,100823,69477,34538,204838,75.64180207
11/30/2012,100513,69251,34365,204129,75.37998523
12/1/2012,100203,69013,34219,203435,75.12370753
12/2/2012,99955,68775,34160,202890,74.92245199
12/3/2012,99722,68589,34101,202412,74.74593796
12/4/2012,99428,68364,33964,201756,74.50369276
12/5/2012,99197,68179,33813,201189,74.29431315
12/6/2012,98921,68033,33746,200700,74.11373708
12/7/2012,98705,67874,33674,200253,73.94867061
12/8/2012,98583,67808,33606,199997,73.85413589
12/9/2012,98568,67728,33679,199975,73.84601182
12/10/2012,98522,67689,33741,199952,73.83751846
12/11/2012,98767,67808,33784,200359,73.98781388
12/12/2012,99044,68099,33756,200899,74.18722304
12/13/2012,99305,68298,33746,201349,74.35339734
12/14/2012,99520,68470,33713,201703,74.48412112
12/15/2012,99753,68603,33553,201909,74.56019202
12/16/2012,99908,68722,33625,202255,74.6879616
12/17/2012,100032,68815,33693,202540,74.79320532
12/18/2012,100466,69027,33669,203162,75.02289513
12/19/2012,100993,69649,33891,204533,75.52917282
12/20/2012,101117,70112,33910,205139,75.75295421
12/21/2012,101680,70616,33901,206197,76.14364845
12/22/2012,104224,72801,34922,211947,78.26698671
12/23/2012,105621,74298,34996,214915,79.36299852
12/24/2012,106708,75472,35001,217181,80.19977843
12/25/2012,107557,76426,34986,218969,80.86004431
12/26/2012,108233,77213,34917,220363,81.37481536
12/27/2012,108830,77945,34853,221628,81.84194978
12/28/2012,109429,78291,34764,222484,82.15805022
12/29/2012,109657,78498,34660,222815,82.28028065
12/30/2012,109883,78692,34557,223132,82.39734121
12/31/2012,109916,78788,34423,223127,82.39549483
1/1/2013,109932,78816,34276,223024,82.35745938
1/2/2013,109916,78844,34145,222905,82.31351551
1/3/2013,109900,78802,33974,222676,82.22895126
1/4/2013,109819,78733,33813,222365,82.11410635
1/5/2013,109721,78664,33644,222029,81.99002954
1/6/2013,109673,78595,33485,221753,81.88810931
1/7/2013,109608,78470,33321,221399,81.75738552
1/8/2013,109510,78374,33144,221028,81.62038405
1/9/2013,109396,78235,32981,220612,81.46676514
1/10/2013,109251,78042,32800,220093,81.27511078
1/11/2013,109137,77904,32628,219669,81.11853767
1/12/2013,109008,77752,32472,219232,80.95716396
1/13/2013,108992,77752,32321,219065,80.89549483
1/14/2013,109332,78222,32241,219795,81.16506647
1/15/2013,110095,78996,32279,221370,81.74667651
1/16/2013,110941,79700,32250,222891,82.30834564
1/17/2013,111579,80322,32146,224047,82.73522895
1/18/2013,112234,80765,32036,225035,83.10007386
1/19/2013,112761,81062,31995,225818,83.38921713
1/20/2013,113239,81308,32000,226547,83.6584195
1/21/2013,113617,81481,32009,227107,83.86521418
1/22/2013,114031,81597,31986,227614,84.05243722
1/23/2013,114197,81510,31934,227641,84.06240768
1/24/2013,114429,81365,31868,227662,84.07016248
1/25/2013,114595,81177,31803,227575,84.03803545
1/26/2013,114795,81062,31771,227628,84.05760709
1/27/2013,114978,80917,31742,227637,84.06093058
1/28/2013,115177,80778,31686,227641,84.06240768
1/29/2013,115343,80668,31658,227669,84.07274742
1/30/2013,115692,80723,31643,228058,84.21639586
1/31/2013,116663,81755,32066,230484,85.11225997
2/1/2013,118056,83403,32848,234307,86.52400295
2/2/2013,118816,84342,33033,236191,87.21971935
2/3/2013,119631,85109,33144,237884,87.84490399
2/4/2013,120259,85803,33230,239292,88.3648449
2/5/2013,120770,86077,33278,240125,88.67245199
2/6/2013,121112,86091,33273,240476,88.80206795
2/7/2013,121146,85990,33158,240294,88.73485968
2/8/2013,121248,85817,33029,240094,88.66100443
2/9/2013,121334,85701,32900,239935,88.60228951
2/10/2013,121351,85441,32747,239539,88.45605613
2/11/2013,121402,85398,32600,239400,88.40472674
2/12/2013,121419,85383,32463,239265,88.35487445
2/13/2013,121402,85282,32302,238986,88.25184638
2/14/2013,121385,85065,32146,238596,88.10782866
2/15/2013,121334,84632,31995,237961,87.87333826
2/16/2013,121317,84227,31813,237357,87.65029542
2/17/2013,121231,83750,31625,236606,87.37296898
2/18/2013,121095,83475,31415,235985,87.14364845
2/19/2013,120992,83273,31220,235485,86.95901034
2/20/2013,120787,83099,31053,234939,86.75738552
2/21/2013,120480,82868,30735,234083,86.44128508
2/22/2013,120225,82637,30415,233277,86.14364845
2/23/2013,119936,82406,30100,232442,85.83530281
2/24/2013,119631,82175,29805,231611,85.52843427
2/25/2013,119359,81943,29518,230820,85.23633678
2/26/2013,119070,81712,29252,230034,84.94608567
2/27/2013,118765,81495,28985,229245,84.65472674
2/28/2013,118394,81409,28782,228585,84.41100443
3/1/2013,118158,81336,28530,228024,84.20384047
3/2/2013,117922,81206,28263,227391,83.97008863
3/3/2013,117635,81047,27992,226674,83.70531758
3/4/2013,117316,80847,27714,225877,83.41100443
3/5/2013,116981,80654,27524,225159,83.14586411
3/6/2013,116646,80419,27344,224409,82.86890694
3/7/2013,116278,80184,27219,223681,82.60007386
3/8/2013,116076,80004,27107,223187,82.4176514
3/9/2013,115859,79783,26974,222616,82.20679468
3/10/2013,115592,79562,26864,222018,81.9859675
3/11/2013,115442,79396,26749,221587,81.82680945
3/12/2013,115608,79603,26727,221938,81.95642541
3/13/2013,118934,82839,28646,230419,85.08825702
3/14/2013,120684,85167,29168,235019,86.78692762
3/15/2013,121660,86756,29297,237713,87.78175775
3/16/2013,122361,87551,29428,239340,88.38257016
3/17/2013,122894,88071,29566,240531,88.82237814
3/18/2013,123256,88206,29670,241132,89.04431315
3/19/2013,123722,88222,29783,241727,89.2640325
3/20/2013,124048,88222,29892,242162,89.42466765
3/21/2013,124187,88206,29923,242316,89.48153619
3/22/2013,124274,87999,29977,242250,89.45716396
3/23/2013,124308,87739,30050,242097,89.4006647
3/24/2013,124291,87479,30095,241865,89.31499261
