Reservoir Storage Volume and Zones
"Scenario: GridMet, Reservoir: Neversink Reservoir"
Cubic Meter
Variable,"Storage Volume","Top of Buffer","Top of Conservation","Top of Inactive"
9/25/1999,110001892,0,111327869,0
9/26/1999,108941834,0,111106557,0
9/27/1999,107848461,0,110885246,0
9/28/1999,106743486,0,110663934,0
9/29/1999,105829038,0,110442623,0
9/30/1999,105124911,0,110221311,0
10/1/1999,104301040,0,110000000,0
10/2/1999,103360315,0,110111570,0
10/3/1999,102908969,0,110223140,0
10/4/1999,104169659,0,110334711,0
10/5/1999,105213603,0,110446281,0
10/6/1999,105989221,0,110557851,0
10/7/1999,106568697,0,110669421,0
10/8/1999,107296812,0,110780992,0
10/9/1999,108171823,0,110892562,0
10/10/1999,109512359,0,111004132,0
10/11/1999,110730568,0,111115702,0
10/12/1999,111227273,0,111227273,0
10/13/1999,111338843,0,111338843,0
10/14/1999,111450413,0,111450413,0
10/15/1999,111561983,0,111561983,0
10/16/1999,111673554,0,111673554,0
10/17/1999,111785124,0,111785124,0
10/18/1999,111135378,0,111896694,0
10/19/1999,110649209,0,112008264,0
10/20/1999,110363191,0,112119835,0
10/21/1999,109881095,0,112231405,0
10/22/1999,110767688,0,112342975,0
10/23/1999,111946941,0,112454545,0
10/24/1999,112566116,0,112566116,0
10/25/1999,112677686,0,112677686,0
10/26/1999,112789256,0,112789256,0
10/27/1999,112900826,0,112900826,0
10/28/1999,113012397,0,113012397,0
10/29/1999,113123967,0,113123967,0
10/30/1999,113235537,0,113235537,0
10/31/1999,113347107,0,113347107,0
11/1/1999,113458678,0,113458678,0
11/2/1999,113570248,0,113570248,0
11/3/1999,113681818,0,113681818,0
11/4/1999,113793388,0,113793388,0
11/5/1999,113904959,0,113904959,0
11/6/1999,114016529,0,114016529,0
11/7/1999,114128099,0,114128099,0
11/8/1999,114239669,0,114239669,0
11/9/1999,114351240,0,114351240,0
11/10/1999,114143051,0,114462810,0
11/11/1999,113842314,0,114574380,0
11/12/1999,113347903,0,114685950,0
11/13/1999,112972437,0,114797521,0
11/14/1999,112591481,0,114909091,0
11/15/1999,111992387,0,115020661,0
11/16/1999,111382176,0,115132231,0
11/17/1999,110904019,0,115243802,0
11/18/1999,110489700,0,115355372,0
11/19/1999,110066268,0,115466942,0
11/20/1999,109658125,0,115578512,0
11/21/1999,109254131,0,115690083,0
11/22/1999,108827260,0,115801653,0
11/23/1999,108053942,0,115913223,0
11/24/1999,107365454,0,116024793,0
11/25/1999,107224578,0,116136364,0
11/26/1999,109133990,0,116247934,0
11/27/1999,110714353,0,116359504,0
11/28/1999,111681224,0,116471074,0
11/29/1999,112109276,0,116582645,0
11/30/1999,112417137,0,116694215,0
12/1/1999,113020215,0,116805785,0
12/2/1999,113516977,0,116917355,0
12/3/1999,113932612,0,117028926,0
12/4/1999,114253101,0,117140496,0
12/5/1999,114631481,0,117252066,0
12/6/1999,115146022,0,117363636,0
12/7/1999,115570367,0,117475207,0
12/8/1999,115881377,0,117586777,0
12/9/1999,116149679,0,117698347,0
12/10/1999,116631767,0,117809917,0
12/11/1999,117030862,0,117921488,0
12/12/1999,117327412,0,118033058,0
12/13/1999,117650056,0,118144628,0
12/14/1999,118159498,0,118256198,0
12/15/1999,118367769,0,118367769,0
12/16/1999,118479339,0,118479339,0
12/17/1999,118590909,0,118590909,0
12/18/1999,118702479,0,118702479,0
12/19/1999,118814050,0,118814050,0
12/20/1999,118925620,0,118925620,0
12/21/1999,119037190,0,119037190,0
12/22/1999,119148760,0,119148760,0
12/23/1999,119260331,0,119260331,0
12/24/1999,119371901,0,119371901,0
12/25/1999,119483471,0,119483471,0
12/26/1999,119595041,0,119595041,0
12/27/1999,119706612,0,119706612,0
12/28/1999,119818182,0,119818182,0
12/29/1999,119929752,0,119929752,0
12/30/1999,120041322,0,120041322,0
12/31/1999,120152893,0,120152893,0
1/1/2000,120263118,0,120264463,0
1/2/2000,120376033,0,120376033,0
1/3/2000,120487603,0,120487603,0
1/4/2000,120599174,0,120599174,0
1/5/2000,120710744,0,120710744,0
1/6/2000,120822314,0,120822314,0
1/7/2000,120933884,0,120933884,0
1/8/2000,121045455,0,121045455,0
1/9/2000,121157025,0,121157025,0
1/10/2000,121268595,0,121268595,0
1/11/2000,121380165,0,121380165,0
1/12/2000,121491736,0,121491736,0
1/13/2000,121603306,0,121603306,0
1/14/2000,121714876,0,121714876,0
1/15/2000,121826446,0,121826446,0
1/16/2000,121938017,0,121938017,0
1/17/2000,122049587,0,122049587,0
1/18/2000,122161157,0,122161157,0
1/19/2000,122272727,0,122272727,0
1/20/2000,122384298,0,122384298,0
1/21/2000,122495868,0,122495868,0
1/22/2000,122607438,0,122607438,0
1/23/2000,122719008,0,122719008,0
1/24/2000,122827785,0,122830579,0
1/25/2000,122927967,0,122942149,0
1/26/2000,123020482,0,123053719,0
1/27/2000,123109046,0,123165289,0
1/28/2000,123195645,0,123276860,0
1/29/2000,123279847,0,123388430,0
1/30/2000,123360135,0,123500000,0
1/31/2000,123434766,0,123611570,0
2/1/2000,123505879,0,123723140,0
2/2/2000,123574447,0,123834711,0
2/3/2000,123641224,0,123946281,0
2/4/2000,123707518,0,124057851,0
2/5/2000,123770928,0,124169421,0
2/6/2000,123831059,0,124280992,0
2/7/2000,123889075,0,124392562,0
2/8/2000,123945176,0,124504132,0
2/9/2000,124000815,0,124615702,0
2/10/2000,124137787,0,124727273,0
2/11/2000,124545108,0,124838843,0
2/12/2000,124679505,0,124950413,0
2/13/2000,124774470,0,125061983,0
2/14/2000,125167013,0,125173554,0
2/15/2000,125285124,0,125285124,0
2/16/2000,125396694,0,125396694,0
2/17/2000,125508264,0,125508264,0
2/18/2000,125619835,0,125619835,0
2/19/2000,125731405,0,125731405,0
2/20/2000,125842975,0,125842975,0
2/21/2000,125954545,0,125954545,0
2/22/2000,126066116,0,126066116,0
2/23/2000,126177686,0,126177686,0
2/24/2000,126289256,0,126289256,0
2/25/2000,126400826,0,126400826,0
2/26/2000,126512397,0,126512397,0
2/27/2000,126623967,0,126623967,0
2/28/2000,126735537,0,126735537,0
3/1/2000,126847107,0,126847107,0
3/2/2000,126958678,0,126958678,0
3/3/2000,127070248,0,127070248,0
3/4/2000,127181818,0,127181818,0
3/5/2000,127293388,0,127293388,0
3/6/2000,127404959,0,127404959,0
3/7/2000,127516529,0,127516529,0
3/8/2000,127628099,0,127628099,0
3/9/2000,127739669,0,127739669,0
3/10/2000,127851240,0,127851240,0
3/11/2000,127962810,0,127962810,0
3/12/2000,128074380,0,128074380,0
3/13/2000,128185950,0,128185950,0
3/14/2000,128297521,0,128297521,0
3/15/2000,128409091,0,128409091,0
3/16/2000,128520661,0,128520661,0
3/17/2000,128632231,0,128632231,0
3/18/2000,128743802,0,128743802,0
3/19/2000,128855372,0,128855372,0
3/20/2000,128966942,0,128966942,0
3/21/2000,129078512,0,129078512,0
3/22/2000,129190083,0,129190083,0
3/23/2000,129301653,0,129301653,0
3/24/2000,129413223,0,129413223,0
3/25/2000,129524793,0,129524793,0
3/26/2000,129636364,0,129636364,0
3/27/2000,129747934,0,129747934,0
3/28/2000,129859504,0,129859504,0
3/29/2000,129971074,0,129971074,0
3/30/2000,130082645,0,130082645,0
3/31/2000,130194215,0,130194215,0
4/1/2000,130305785,0,130305785,0
4/2/2000,130417355,0,130417355,0
4/3/2000,130528926,0,130528926,0
4/4/2000,130640496,0,130640496,0
4/5/2000,130752066,0,130752066,0
4/6/2000,130863636,0,130863636,0
4/7/2000,130975207,0,130975207,0
4/8/2000,131086777,0,131086777,0
4/9/2000,131198347,0,131198347,0
4/10/2000,131309917,0,131309917,0
4/11/2000,131421488,0,131421488,0
4/12/2000,131533058,0,131533058,0
4/13/2000,131644628,0,131644628,0
4/14/2000,131756198,0,131756198,0
4/15/2000,131867769,0,131867769,0
4/16/2000,131979339,0,131979339,0
4/17/2000,132090909,0,132090909,0
4/18/2000,132202479,0,132202479,0
4/19/2000,132314050,0,132314050,0
4/20/2000,132425620,0,132425620,0
4/21/2000,132537190,0,132537190,0
4/22/2000,132648760,0,132648760,0
4/23/2000,132760331,0,132760331,0
4/24/2000,132871901,0,132871901,0
4/25/2000,132983471,0,132983471,0
4/26/2000,133095041,0,133095041,0
4/27/2000,133206612,0,133206612,0
4/28/2000,133318182,0,133318182,0
4/29/2000,133429752,0,133429752,0
4/30/2000,133541322,0,133541322,0
5/1/2000,133652893,0,133652893,0
5/2/2000,133764463,0,133764463,0
5/3/2000,133876033,0,133876033,0
5/4/2000,133987603,0,133987603,0
5/5/2000,134099174,0,134099174,0
5/6/2000,134210744,0,134210744,0
5/7/2000,134322314,0,134322314,0
5/8/2000,134418354,0,134433884,0
5/9/2000,134545455,0,134545455,0
5/10/2000,134657025,0,134657025,0
5/11/2000,134768595,0,134768595,0
5/12/2000,134880165,0,134880165,0
5/13/2000,134991736,0,134991736,0
5/14/2000,135103306,0,135103306,0
5/15/2000,135214876,0,135214876,0
5/16/2000,135326446,0,135326446,0
5/17/2000,135438017,0,135438017,0
5/18/2000,135549587,0,135549587,0
5/19/2000,135661157,0,135661157,0
5/20/2000,135772727,0,135772727,0
5/21/2000,135884298,0,135884298,0
5/22/2000,135995868,0,135995868,0
5/23/2000,136107438,0,136107438,0
5/24/2000,136219008,0,136219008,0
5/25/2000,136330579,0,136330579,0
5/26/2000,136442149,0,136442149,0
5/27/2000,136553719,0,136553719,0
5/28/2000,136665289,0,136665289,0
5/29/2000,136776860,0,136776860,0
5/30/2000,136888430,0,136888430,0
5/31/2000,137000000,0,137000000,0
6/1/2000,136238112,0,137000000,0
6/2/2000,136072480,0,136778688,0
6/3/2000,135717488,0,136557376,0
6/4/2000,135317664,0,136336064,0
6/5/2000,135167072,0,136114752,0
6/6/2000,135893440,0,135893440,0
6/7/2000,135672128,0,135672128,0
6/8/2000,135450816,0,135450816,0
6/9/2000,135229504,0,135229504,0
6/10/2000,134714496,0,135008192,0
6/11/2000,134786880,0,134786880,0
6/12/2000,134565568,0,134565568,0
6/13/2000,134344256,0,134344256,0
6/14/2000,134109536,0,134122952,0
6/15/2000,133411712,0,133901640,0
6/16/2000,132511200,0,133680328,0
6/17/2000,131518576,0,133459016,0
6/18/2000,130744216,0,133237704,0
6/19/2000,130763128,0,133016392,0
6/20/2000,130638720,0,132795080,0
6/21/2000,131357528,0,132573768,0
6/22/2000,131337896,0,132352456,0
6/23/2000,131640360,0,132131144,0
6/24/2000,131880144,0,131909840,0
6/25/2000,131688528,0,131688528,0
6/26/2000,131467216,0,131467216,0
6/27/2000,131245904,0,131245904,0
6/28/2000,131024592,0,131024592,0
6/29/2000,130803280,0,130803280,0
6/30/2000,130488648,0,130581968,0
7/1/2000,130348976,0,130360656,0
7/2/2000,130139344,0,130139344,0
7/3/2000,129918032,0,129918032,0
7/4/2000,129696720,0,129696720,0
7/5/2000,129216240,0,129475408,0
7/6/2000,129237952,0,129254096,0
7/7/2000,128648888,0,129032784,0
7/8/2000,128741320,0,128811472,0
7/9/2000,128590160,0,128590160,0
7/10/2000,128255912,0,128368856,0
7/11/2000,128041088,0,128147544,0
7/12/2000,127926232,0,127926232,0
7/13/2000,127704920,0,127704920,0
7/14/2000,127483608,0,127483608,0
7/15/2000,127262296,0,127262296,0
7/16/2000,127040984,0,127040984,0
7/17/2000,126819672,0,126819672,0
7/18/2000,126598360,0,126598360,0
7/19/2000,126377048,0,126377048,0
7/20/2000,126155736,0,126155736,0
7/21/2000,125934424,0,125934424,0
7/22/2000,125514840,0,125713112,0
7/23/2000,124480416,0,125491800,0
7/24/2000,124046064,0,125270488,0
7/25/2000,123750376,0,125049184,0
7/26/2000,123208152,0,124827872,0
7/27/2000,124002128,0,124606560,0
7/28/2000,124385248,0,124385248,0
7/29/2000,124163936,0,124163936,0
7/30/2000,123942624,0,123942624,0
7/31/2000,123721312,0,123721312,0
8/1/2000,123500000,0,123500000,0
8/2/2000,123278688,0,123278688,0
8/3/2000,123000712,0,123057376,0
8/4/2000,122509112,0,122836064,0
8/5/2000,121965104,0,122614752,0
8/6/2000,121861968,0,122393440,0
8/7/2000,121319952,0,122172128,0
8/8/2000,120953080,0,121950816,0
8/9/2000,120404720,0,121729512,0
8/10/2000,119860136,0,121508200,0
8/11/2000,120224640,0,121286888,0
8/12/2000,120886056,0,121065576,0
8/13/2000,120844264,0,120844264,0
8/14/2000,120622952,0,120622952,0
8/15/2000,120179792,0,120401640,0
8/16/2000,120180328,0,120180328,0
8/17/2000,119938056,0,119959016,0
8/18/2000,119483216,0,119737704,0
8/19/2000,118897576,0,119516392,0
8/20/2000,118230544,0,119295080,0
8/21/2000,117526184,0,119073768,0
8/22/2000,116915784,0,118852456,0
8/23/2000,116949088,0,118631144,0
8/24/2000,116640984,0,118409840,0
8/25/2000,115996640,0,118188528,0
8/26/2000,115415424,0,117967216,0
8/27/2000,114798088,0,117745904,0
8/28/2000,114613800,0,117524592,0
8/29/2000,114770752,0,117303280,0
8/30/2000,114322368,0,117081968,0
8/31/2000,114022728,0,116860656,0
9/1/2000,113477792,0,116639344,0
9/2/2000,113478232,0,116418032,0
9/3/2000,113736528,0,116196720,0
9/4/2000,114199176,0,115975408,0
9/5/2000,114567112,0,115754096,0
9/6/2000,114857584,0,115532784,0
9/7/2000,115103176,0,115311472,0
9/8/2000,115033496,0,115090160,0
9/9/2000,114868856,0,114868856,0
9/10/2000,114647544,0,114647544,0
9/11/2000,114409520,0,114426232,0
9/12/2000,114204920,0,114204920,0
9/13/2000,113983608,0,113983608,0
9/14/2000,113762296,0,113762296,0
9/15/2000,113540984,0,113540984,0
9/16/2000,113319672,0,113319672,0
9/17/2000,113098360,0,113098360,0
9/18/2000,112877048,0,112877048,0
9/19/2000,112655736,0,112655736,0
9/20/2000,112274768,0,112434424,0
9/21/2000,111799688,0,112213112,0
9/22/2000,111678328,0,111991800,0
9/23/2000,111550016,0,111770488,0
9/24/2000,111430816,0,111549184,0
9/25/2000,111194120,0,111327872,0
9/26/2000,111106560,0,111106560,0
9/27/2000,110885248,0,110885248,0
9/28/2000,110652128,0,110663936,0
9/29/2000,110442624,0,110442624,0
9/30/2000,110200040,0,110221312,0
10/1/2000,109881672,0,110000000,0
10/2/2000,109651640,0,110111568,0
10/3/2000,109274536,0,110223144,0
10/4/2000,108624896,0,110334712,0
10/5/2000,109156752,0,110446280,0
10/6/2000,109464640,0,110557848,0
10/7/2000,109570192,0,110669424,0
10/8/2000,109535496,0,110780992,0
10/9/2000,109353848,0,110892560,0
10/10/2000,109566424,0,111004136,0
10/11/2000,109227248,0,111115704,0
10/12/2000,108839104,0,111227272,0
10/13/2000,108609672,0,111338840,0
10/14/2000,107965720,0,111450416,0
10/15/2000,107513024,0,111561984,0
10/16/2000,107185624,0,111673552,0
10/17/2000,106899008,0,111785120,0
10/18/2000,107852856,0,111896696,0
10/19/2000,108017248,0,112008264,0
10/20/2000,107989952,0,112119832,0
10/21/2000,108038808,0,112231408,0
10/22/2000,107893608,0,112342976,0
10/23/2000,107722424,0,112454544,0
10/24/2000,107380744,0,112566112,0
10/25/2000,106996232,0,112677688,0
10/26/2000,106453920,0,112789256,0
10/27/2000,105694488,0,112900824,0
10/28/2000,105111552,0,113012400,0
10/29/2000,104311256,0,113123968,0
10/30/2000,103658872,0,113235536,0
10/31/2000,102979184,0,113347104,0
11/1/2000,101770792,0,113458680,0
11/2/2000,100610424,0,113570248,0
11/3/2000,99575504,0,113681816,0
11/4/2000,98377504,0,113793392,0
11/5/2000,97183344,0,113904960,0
11/6/2000,95966424,0,114016528,0
11/7/2000,94915432,0,114128096,0
11/8/2000,93856672,0,114239672,0
11/9/2000,92925648,0,114351240,0
11/10/2000,92768368,0,114462808,0
11/11/2000,92211224,0,114574384,0
11/12/2000,91470120,0,114685952,0
11/13/2000,90765432,0,114797520,0
11/14/2000,91078032,0,114909088,0
11/15/2000,91007656,0,115020664,0
11/16/2000,90668536,0,115132232,0
11/17/2000,90156248,0,115243800,0
11/18/2000,89319592,0,115355368,0
11/19/2000,88637680,0,115466944,0
11/20/2000,87668040,0,115578512,0
11/21/2000,86942808,0,115690080,0
11/22/2000,85926472,0,115801656,0
11/23/2000,85764144,0,115913224,0
11/24/2000,85896616,0,116024792,0
11/25/2000,86017888,0,116136360,0
11/26/2000,86611512,0,116247936,0
11/27/2000,86895600,0,116359504,0
11/28/2000,87131864,0,116471072,0
11/29/2000,87612312,0,116582648,0
11/30/2000,87923568,0,116694216,0
12/1/2000,88169080,0,116805784,0
12/2/2000,88409136,0,116917352,0
12/3/2000,88643448,0,117028928,0
12/4/2000,88847496,0,117140496,0
12/5/2000,89024960,0,117252064,0
12/6/2000,89183984,0,117363640,0
12/7/2000,89327200,0,117475208,0
12/8/2000,89399888,0,117586776,0
12/9/2000,89517456,0,117698344,0
12/10/2000,89626328,0,117809920,0
12/11/2000,89727528,0,117921488,0
12/12/2000,89824640,0,118033056,0
12/13/2000,89912912,0,118144632,0
12/14/2000,89722832,0,118256200,0
12/15/2000,89803024,0,118367768,0
12/16/2000,89175176,0,118479336,0
12/17/2000,100277688,0,118590912,0
12/18/2000,102176000,0,118702480,0
12/19/2000,103312016,0,118814048,0
12/20/2000,104299704,0,118925616,0
12/21/2000,105405296,0,119037192,0
12/22/2000,106296552,0,119148760,0
12/23/2000,106992312,0,119260328,0
12/24/2000,107543480,0,119371904,0
12/25/2000,107884616,0,119483472,0
12/26/2000,108128000,0,119595040,0
12/27/2000,108318440,0,119706608,0
12/28/2000,108477152,0,119818184,0
12/29/2000,108618712,0,119929752,0
12/30/2000,108747080,0,120041320,0
12/31/2000,108865984,0,120152896,0
1/1/2001,108979104,0,120264464,0
1/2/2001,109088616,0,120376032,0
1/3/2001,109194440,0,120487600,0
1/4/2001,109295496,0,120599176,0
1/5/2001,109392688,0,120710744,0
1/6/2001,109486576,0,120822312,0
1/7/2001,109576296,0,120933888,0
1/8/2001,109664536,0,121045456,0
1/9/2001,109748392,0,121157024,0
1/10/2001,109831072,0,121268592,0
1/11/2001,109912600,0,121380168,0
1/12/2001,109989312,0,121491736,0
1/13/2001,110064808,0,121603304,0
1/14/2001,110137720,0,121714880,0
1/15/2001,110217048,0,121826448,0
1/16/2001,110287928,0,121938016,0
1/17/2001,110353552,0,122049584,0
1/18/2001,110418504,0,122161160,0
1/19/2001,110519112,0,122272728,0
1/20/2001,110600856,0,122384296,0
1/21/2001,110663448,0,122495864,0
1/22/2001,110726496,0,122607440,0
1/23/2001,110787896,0,122719008,0
1/24/2001,110847376,0,122830576,0
1/25/2001,110904592,0,122942152,0
1/26/2001,110961832,0,123053720,0
1/27/2001,111017840,0,123165288,0
1/28/2001,111070632,0,123276856,0
1/29/2001,110734336,0,123388432,0
1/30/2001,110654928,0,123500000,0
1/31/2001,110536512,0,123611568,0
2/1/2001,110422552,0,123723144,0
2/2/2001,110226400,0,123834712,0
2/3/2001,109947472,0,123946280,0
2/4/2001,109669224,0,124057848,0
2/5/2001,109458592,0,124169424,0
2/6/2001,109279584,0,124280992,0
2/7/2001,109108312,0,124392560,0
2/8/2001,108850704,0,124504136,0
2/9/2001,109328384,0,124615704,0
2/10/2001,110069656,0,124727272,0
2/11/2001,110357608,0,124838840,0
2/12/2001,110570048,0,124950416,0
2/13/2001,110784648,0,125061984,0
2/14/2001,111460160,0,125173552,0
2/15/2001,112049480,0,125285120,0
2/16/2001,112392632,0,125396696,0
2/17/2001,112644776,0,125508264,0
2/18/2001,112859936,0,125619832,0
2/19/2001,113046304,0,125731408,0
2/20/2001,113619408,0,125842976,0
2/21/2001,113939400,0,125954544,0
2/22/2001,114132768,0,126066112,0
2/23/2001,114305472,0,126177688,0
2/24/2001,114457152,0,126289256,0
2/25/2001,115323688,0,126400824,0
2/26/2001,116590504,0,126512400,0
2/27/2001,117167512,0,126623968,0
2/28/2001,117527280,0,126735536,0
3/1/2001,117854520,0,126847104,0
3/2/2001,118146512,0,126958680,0
3/3/2001,118457480,0,127070248,0
3/4/2001,118748648,0,127181816,0
3/5/2001,118946352,0,127293392,0
3/6/2001,119106984,0,127404960,0
3/7/2001,118726808,0,127516528,0
3/8/2001,117758840,0,127628096,0
3/9/2001,117955368,0,127739672,0
3/10/2001,118067232,0,127851240,0
3/11/2001,118147784,0,127962808,0
3/12/2001,118164376,0,128074384,0
3/13/2001,119389616,0,128185952,0
3/14/2001,121798560,0,128297520,0
3/15/2001,125904824,0,128409088,0
3/16/2001,128520664,0,128520664,0
3/17/2001,128632232,0,128632232,0
3/18/2001,128743800,0,128743800,0
3/19/2001,128855368,0,128855368,0
3/20/2001,128966944,0,128966944,0
3/21/2001,129078512,0,129078512,0
3/22/2001,129190080,0,129190080,0
3/23/2001,129301656,0,129301656,0
3/24/2001,129413224,0,129413224,0
3/25/2001,129524792,0,129524792,0
3/26/2001,129636360,0,129636360,0
3/27/2001,129747936,0,129747936,0
3/28/2001,129859504,0,129859504,0
3/29/2001,129971072,0,129971072,0
3/30/2001,130082648,0,130082648,0
3/31/2001,130194216,0,130194216,0
4/1/2001,130305784,0,130305784,0
4/2/2001,130417352,0,130417352,0
4/3/2001,130528928,0,130528928,0
4/4/2001,130640496,0,130640496,0
4/5/2001,130752064,0,130752064,0
4/6/2001,130863640,0,130863640,0
4/7/2001,130975208,0,130975208,0
4/8/2001,131086776,0,131086776,0
4/9/2001,131198344,0,131198344,0
4/10/2001,131309920,0,131309920,0
4/11/2001,131421488,0,131421488,0
4/12/2001,131533056,0,131533056,0
4/13/2001,131644632,0,131644632,0
4/14/2001,131756200,0,131756200,0
4/15/2001,131867768,0,131867768,0
4/16/2001,131979336,0,131979336,0
4/17/2001,132090912,0,132090912,0
4/18/2001,132202480,0,132202480,0
4/19/2001,131853304,0,132314048,0
4/20/2001,131998568,0,132425616,0
4/21/2001,132163376,0,132537192,0
4/22/2001,131457336,0,132648760,0
4/23/2001,131122720,0,132760328,0
4/24/2001,130876560,0,132871904,0
4/25/2001,130564400,0,132983472,0
4/26/2001,130001520,0,133095040,0
4/27/2001,129604216,0,133206608,0
4/28/2001,128869568,0,133318184,0
4/29/2001,128086056,0,133429752,0
4/30/2001,127480448,0,133541320,0
5/1/2001,126929792,0,133652896,0
5/2/2001,126330408,0,133764464,0
5/3/2001,125692848,0,133876032,0
5/4/2001,125144176,0,133987600,0
5/5/2001,124619968,0,134099176,0
5/6/2001,124111296,0,134210744,0
5/7/2001,123902088,0,134322320,0
5/8/2001,123285232,0,134433888,0
5/9/2001,122636448,0,134545456,0
5/10/2001,121866008,0,134657024,0
5/11/2001,121082440,0,134768592,0
5/12/2001,120824680,0,134880160,0
5/13/2001,120610384,0,134991728,0
5/14/2001,119908336,0,135103312,0
5/15/2001,119084880,0,135214880,0
5/16/2001,118293768,0,135326448,0
5/17/2001,117420952,0,135438016,0
5/18/2001,116940040,0,135549584,0
5/19/2001,116143440,0,135661152,0
5/20/2001,115692576,0,135772720,0
5/21/2001,115290128,0,135884304,0
5/22/2001,115305584,0,135995872,0
5/23/2001,115623456,0,136107440,0
5/24/2001,115371232,0,136219008,0
5/25/2001,114996136,0,136330576,0
5/26/2001,116795024,0,136442144,0
5/27/2001,118884272,0,136553712,0
5/28/2001,120562280,0,136665296,0
