Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: DelawareBlwPepactonRes_01417000"
Cubic Meter
Statistic,Modeled,Observed
3/24/2002,169344,17127.9
3/25/2002,169344,16474.8
3/26/2002,169344,16837.6
3/27/2002,169344,17732.7
3/28/2002,169344,16910.2
3/29/2002,169344,16861.8
3/30/2002,636672,16958.6
3/31/2002,641030,16934.4
4/1/2002,644452,17176.3
4/2/2002,646122,16861.8
4/3/2002,646958,16910.2
4/4/2002,647596,16740.9
4/5/2002,647940,16523.1
4/6/2002,647541,15749
4/7/2002,647965,15724.8
4/8/2002,648075,35804.2
4/9/2002,647033,48384
4/10/2002,646180,48384
4/11/2002,645559,47658.2
4/12/2002,644494,47900.2
4/13/2002,643622,49351.7
4/14/2002,644234,49593.6
4/15/2002,646356,50319.4
4/16/2002,647717,45964.8
4/17/2002,648261,49593.6
4/18/2002,648033,50803.2
4/19/2002,647660,49351.7
4/20/2002,647112,48625.9
4/21/2002,647686,48384
4/22/2002,648033,48867.8
4/23/2002,647734,48867.8
4/24/2002,647475,47658.2
4/25/2002,647030,48625.9
4/26/2002,646621,46448.6
4/27/2002,647715,45964.8
4/28/2002,647155,47658.2
4/29/2002,649568,46932.5
4/30/2002,653562,46690.6
5/1/2002,729557,46690.6
5/2/2002,732810,48384
5/3/2002,736300,47900.2
5/4/2002,740154,48384
5/5/2002,742317,48384
5/6/2002,743776,48384
5/7/2002,744697,48384
5/8/2002,745244,48384
5/9/2002,745509,49351.7
5/10/2002,745188,48625.9
5/11/2002,744406,48384
5/12/2002,744466,48142.1
5/13/2002,745165,48625.9
5/14/2002,749342,48625.9
5/15/2002,756432,47900.2
5/16/2002,760647,48142.1
5/17/2002,763923,48384
5/18/2002,767385,51287
5/19/2002,773525,50803.2
5/20/2002,780458,50803.2
5/21/2002,784268,50803.2
5/22/2002,786674,50803.2
5/23/2002,788097,50803.2
5/24/2002,788858,50803.2
5/25/2002,789283,50803.2
5/26/2002,789478,50561.3
5/27/2002,789517,51045.1
5/28/2002,790298,51770.9
5/29/2002,791875,50803.2
5/30/2002,793224,50803.2
5/31/2002,794154,52012.8
6/1/2002,844744,50803.2
6/2/2002,846940,50803.2
6/3/2002,848169,50803.2
6/4/2002,849017,50803.2
6/5/2002,849585,51287
6/6/2002,853348,52980.5
6/7/2002,864376,52254.7
6/8/2002,874673,50803.2
6/9/2002,879884,50803.2
6/10/2002,882644,50803.2
6/11/2002,884298,75479
6/12/2002,885242,176844
6/13/2002,886176,216035
6/14/2002,887095,217728
6/15/2002,888197,217728
6/16/2002,891145,217728
6/17/2002,894517,217728
6/18/2002,896762,217728
6/19/2002,898267,222324
6/20/2002,899495,217728
6/21/2002,900112,217486
6/22/2002,899836,217728
6/23/2002,900023,217728
6/24/2002,900553,217728
6/25/2002,900196,237565
6/26/2002,899529,263693
6/27/2002,899266,249178
6/28/2002,900251,217486
6/29/2002,899948,226679
6/30/2002,900086,268531
7/1/2002,899968,292723
7/2/2002,898538,292723
7/3/2002,896989,292723
7/4/2002,895320,270950
7/5/2002,892872,229098
7/6/2002,890392,210470
7/7/2002,887865,210712
7/8/2002,885356,209987
7/9/2002,882832,239985
7/10/2002,880400,217486
7/11/2002,878138,217486
7/12/2002,875610,215793
7/13/2002,873101,210470
7/14/2002,870589,210470
7/15/2002,868071,229098
7/16/2002,865519,268531
7/17/2002,862968,287885
7/18/2002,860412,287885
7/19/2002,857913,268531
7/20/2002,855979,229098
7/21/2002,854380,234179
7/22/2002,851971,249178
7/23/2002,849576,237565
7/24/2002,848144,208777
7/25/2002,847260,210470
7/26/2002,845402,211196
7/27/2002,843559,246758
7/28/2002,841779,244339
7/29/2002,839857,244339
7/30/2002,837715,241920
7/31/2002,835424,283046
8/1/2002,833037,336269
8/2/2002,830603,331430
8/3/2002,829682,285466
8/4/2002,828913,249178
8/5/2002,826473,246758
8/6/2002,824614,225469
8/7/2002,822976,210470
8/8/2002,820725,210470
8/9/2002,818461,210470
8/10/2002,816181,210954
8/11/2002,813862,246758
8/12/2002,811497,331430
8/13/2002,809092,350784
8/14/2002,806657,348365
8/15/2002,804286,326592
8/16/2002,801905,266112
8/17/2002,799715,230066
8/18/2002,797486,213857
8/19/2002,795060,199100
8/20/2002,792868,202971
8/21/2002,790823,221841
8/22/2002,788546,237082
8/23/2002,786319,225469
8/24/2002,784196,199584
8/25/2002,783480,194020
8/26/2002,783312,193778
8/27/2002,781725,195955
8/28/2002,780022,198374
8/29/2002,778207,199100
8/30/2002,779362,198374
8/31/2002,782485,198374
9/1/2002,758362,198374
9/2/2002,757808,198374
9/3/2002,756714,169102
9/4/2002,756417,143700
9/5/2002,756899,149990
9/6/2002,756730,151926
9/7/2002,755574,200794
9/8/2002,753993,270950
9/9/2002,752145,290304
9/10/2002,750124,287885
9/11/2002,747985,217002
9/12/2002,745751,146120
9/13/2002,743464,150474
9/14/2002,741178,151200
9/15/2002,666286,152168
9/16/2002,664782,152410
9/17/2002,664035,151926
9/18/2002,663271,153135
9/19/2002,661315,152410
9/20/2002,659372,152410
9/21/2002,193536,152410
9/22/2002,193536,157732
9/23/2002,659628,156280
9/24/2002,664603,157006
9/25/2002,665714,157248
9/26/2002,665735,157248
9/27/2002,665809,157006
9/28/2002,672602,156764
9/29/2002,683549,153861
9/30/2002,686833,151926
10/1/2002,663829,122412
10/2/2002,663647,110074
10/3/2002,663048,109832
10/4/2002,662369,107654
10/5/2002,661455,107654
10/6/2002,660563,107412
10/7/2002,659087,107654
10/8/2002,657288,107412
10/9/2002,655373,106687
10/10/2002,653353,106203
10/11/2002,651366,108138
10/12/2002,651734,109590
10/13/2002,657875,108380
10/14/2002,665127,109106
10/15/2002,668184,108380
10/16/2002,671421,107654
10/17/2002,683303,105235
10/18/2002,701974,104993
10/19/2002,710870,105235
10/20/2002,716579,104751
10/21/2002,720444,102574
10/22/2002,722602,102574
10/23/2002,723961,103542
10/24/2002,724935,104993
10/25/2002,725109,104993
10/26/2002,724596,105235
10/27/2002,726271,104993
10/28/2002,728764,104993
10/29/2002,729132,104993
10/30/2002,729210,104993
10/31/2002,729233,104993
11/1/2002,729212,104993
11/2/2002,729083,104993
11/3/2002,729861,104993
11/4/2002,730474,104993
11/5/2002,730992,104993
11/6/2002,731607,104509
11/7/2002,733233,105235
11/8/2002,735281,105235
11/9/2002,736296,104993
11/10/2002,736006,104993
11/11/2002,735790,104993
11/12/2002,735585,105961
11/13/2002,738210,103300
11/14/2002,741868,102574
11/15/2002,742362,102574
11/16/2002,742458,102816
11/17/2002,744040,103300
11/18/2002,746680,101123
11/19/2002,748008,98461.4
11/20/2002,748474,106203
11/21/2002,748528,97977.6
11/22/2002,748446,98219.5
11/23/2002,749555,98219.5
11/24/2002,753564,97977.6
11/25/2002,757368,97977.6
11/26/2002,761408,98461.4
11/27/2002,765381,97735.7
11/28/2002,768434,95800.3
11/29/2002,770726,96042.2
11/30/2002,772520,96284.2
12/1/2002,773900,96042.2
12/2/2002,774891,93139.2
12/3/2002,775462,94832.6
12/4/2002,774588,95316.5
12/5/2002,773546,97009.9
12/6/2002,772405,97977.6
12/7/2002,771183,98945.3
12/8/2002,769908,100155
12/9/2002,768592,100397
12/10/2002,767225,102090
12/11/2002,765769,102816
12/12/2002,764593,103058
12/13/2002,763304,104993
12/14/2002,762153,104993
12/15/2002,761439,106203
12/16/2002,761300,107412
12/17/2002,759970,107412
12/18/2002,758607,109590
12/19/2002,757197,109832
12/20/2002,755790,110799
12/21/2002,755802,110316
12/22/2002,756641,111525
12/23/2002,755687,111767
12/24/2002,754695,112009
12/25/2002,753753,124347
12/26/2002,754018,173215
12/27/2002,754251,172247
12/28/2002,754454,172247
12/29/2002,754598,172489
12/30/2002,754674,136443
12/31/2002,754689,112251
1/1/2003,754732,113219
1/2/2003,755915,113460
1/3/2003,757612,112735
1/4/2003,757777,113219
1/5/2003,757929,112977
1/6/2003,758062,114912
1/7/2003,758179,114428
1/8/2003,758278,114670
1/9/2003,758360,114670
1/10/2003,758442,114670
1/11/2003,756521,114670
1/12/2003,754522,114912
1/13/2003,752497,114670
1/14/2003,750440,118541
1/15/2003,748361,116122
1/16/2003,746270,109832
1/17/2003,744164,109832
1/18/2003,742044,109832
1/19/2003,741870,109832
1/20/2003,741688,110557
1/21/2003,741496,110799
1/22/2003,741291,109832
1/23/2003,741080,110074
1/24/2003,740864,112009
1/25/2003,739344,112251
1/26/2003,737375,112009
1/27/2003,735399,111283
1/28/2003,733415,111767
1/29/2003,731434,109832
1/30/2003,729453,109832
1/31/2003,727463,109832
2/1/2003,725470,109832
2/2/2003,723624,109106
2/3/2003,722028,109832
2/4/2003,720418,109590
2/5/2003,719631,109832
2/6/2003,719023,109832
2/7/2003,717601,109832
2/8/2003,715817,109832
2/9/2003,714063,107896
2/10/2003,712327,108622
2/11/2003,710592,109348
2/12/2003,708848,109106
2/13/2003,707078,108380
2/14/2003,705280,108864
2/15/2003,703228,108622
2/16/2003,701154,109832
2/17/2003,699059,108864
2/18/2003,696949,107412
2/19/2003,694823,107412
2/20/2003,692680,105235
2/21/2003,692593,104993
2/22/2003,693460,105477
2/23/2003,697408,106445
2/24/2003,701937,105235
2/25/2003,703642,105961
2/26/2003,704601,107412
2/27/2003,705620,113219
2/28/2003,705640,105719
3/1/2003,705279,107412
3/2/2003,705038,107412
3/3/2003,706846,107171
3/4/2003,708717,107412
3/5/2003,708382,107412
3/6/2003,709614,107412
3/7/2003,711717,107412
3/8/2003,712156,107654
3/9/2003,713241,107896
3/10/2003,713548,108622
3/11/2003,713663,108622
3/12/2003,713180,107654
3/13/2003,714650,107896
3/14/2003,716809,107171
3/15/2003,717431,113702
3/16/2003,719566,115154
3/17/2003,727120,112251
3/18/2003,741104,112009
3/19/2003,761742,112251
3/20/2003,16412450,113702
3/21/2003,27885192,116122
3/22/2003,18470108,117331
3/23/2003,11192467,117331
3/24/2003,5065911,117573
3/25/2003,3205435,116364
3/26/2003,2173362,114912
3/27/2003,1732841,114912
3/28/2003,1196228,810432
3/29/2003,1672262,3314304
3/30/2003,2438942,6362496
3/31/2003,1633372,6096384
4/1/2003,1340348,5104512
4/2/2003,1813328,4330368
4/3/2003,2272832,3967488
4/4/2003,2545221,3725568
4/5/2003,2718651,3773952
4/6/2003,2559709,3749760
4/7/2003,1987950,3532032
4/8/2003,796652,3120768
4/9/2003,796329,1937779
4/10/2003,795878,1301530
4/11/2003,1069996,1093478
4/12/2003,1305902,1066867
4/13/2003,796652,965261
4/14/2003,796136,885427
4/15/2003,795123,849139
4/16/2003,793874,834624
4/17/2003,792362,820109
4/18/2003,790627,619315
4/19/2003,788840,459648
4/20/2003,787036,309658
4/21/2003,785099,189665
4/22/2003,783148,167651
4/23/2003,782203,214583
4/24/2003,781412,209019
4/25/2003,780159,186520
4/26/2003,778900,309658
4/27/2003,779208,759629
4/28/2003,780519,783821
4/29/2003,780167,696730
4/30/2003,780186,696730
5/1/2003,852163,805594
5/2/2003,854102,3870720
5/3/2003,858457,6338304
5/4/2003,862109,5467392
5/5/2003,863936,4354560
5/6/2003,865207,3362688
5/7/2003,864736,2201472
5/8/2003,863551,1369267
5/9/2003,862176,1037837
5/10/2003,860582,674957
5/11/2003,858550,503194
5/12/2003,857566,1117670
5/13/2003,857656,1270080
5/14/2003,856625,1236211
5/15/2003,855388,1088640
5/16/2003,853788,890266
5/17/2003,852222,674957
5/18/2003,850485,495936
5/19/2003,848636,341107
5/20/2003,846642,211196
5/21/2003,844606,166925
5/22/2003,842689,177085
5/23/2003,840762,154103
5/24/2003,838641,157006
5/25/2003,837042,154103
5/26/2003,835724,154829
5/27/2003,835109,153619
5/28/2003,836555,155071
5/29/2003,837849,156522
5/30/2003,839201,309658
5/31/2003,840053,769306
6/1/2003,891052,2087770
6/2/2003,899546,3169152
6/3/2003,909338,3217536
6/4/2003,913555,3072384
6/5/2003,1838886,2757888
6/6/2003,917612,2320013
6/7/2003,917481,1417651
6/8/2003,1055678,1064448
6/9/2003,917612,691891
6/10/2003,1070910,887846
6/11/2003,1301972,1226534
6/12/2003,2901791,1536192
6/13/2003,4550964,2068416
6/14/2003,3920742,3048192
6/15/2003,2483207,3338496
6/16/2003,1037147,2903040
6/17/2003,917612,2051482
6/18/2003,916611,1301530
6/19/2003,915574,895104
6/20/2003,914450,708826
6/21/2003,4501412,1437005
6/22/2003,5867979,2443392
6/23/2003,3060771,2588544
6/24/2003,1305550,1809562
6/25/2003,917612,1328141
6/26/2003,917499,1323302
6/27/2003,916484,851558
6/28/2003,914902,413683
6/29/2003,913048,353203
6/30/2003,911049,287885
7/1/2003,908929,211196
7/2/2003,906724,211196
7/3/2003,904503,211196
7/4/2003,902241,211196
7/5/2003,900615,211196
7/6/2003,899336,211196
7/7/2003,897195,212648
7/8/2003,895867,211438
7/9/2003,894652,211196
7/10/2003,893122,211196
7/11/2003,892277,212890
7/12/2003,894390,211438
7/13/2003,898606,211196
7/14/2003,900182,211196
7/15/2003,900216,211196
7/16/2003,899717,212406
7/17/2003,899818,211196
7/18/2003,899397,211680
7/19/2003,898710,211196
7/20/2003,897842,211438
7/21/2003,896154,226921
7/22/2003,897228,203939
7/23/2003,900161,204664
7/24/2003,902802,214099
7/25/2003,903894,213373
7/26/2003,903848,216760
7/27/2003,902942,216518
7/28/2003,901624,216760
7/29/2003,900085,217486
7/30/2003,898105,211196
7/31/2003,895910,211196
8/1/2003,893575,211680
8/2/2003,894444,211438
8/3/2003,897098,211438
8/4/2003,898228,211438
8/5/2003,904070,213857
8/6/2003,909185,216276
8/7/2003,913805,216760
8/8/2003,1520344,217244
8/9/2003,2414743,217244
8/10/2003,3069900,217486
8/11/2003,4218645,537062
8/12/2003,4585820,1451520
8/13/2003,1855134,3169152
8/14/2003,917612,3048192
8/15/2003,917037,1937779
8/16/2003,916089,1098317
8/17/2003,915083,861235
8/18/2003,914235,725760
8/19/2003,913171,621734
8/20/2003,911797,479002
8/21/2003,910224,377395
8/22/2003,908547,316915
8/23/2003,906863,214099
8/24/2003,905118,216035
8/25/2003,903315,217002
8/26/2003,901502,217244
8/27/2003,899670,216760
8/28/2003,897828,217244
8/29/2003,895978,217728
8/30/2003,894595,217244
8/31/2003,893343,217244
9/1/2003,867422,182892
9/2/2003,868235,1025741
9/3/2003,12558960,2709504
9/4/2003,14768502,11128320
9/5/2003,11195122,11007360
9/6/2003,5822331,7039872
9/7/2003,3925106,4838400
9/8/2003,1338789,3411072
9/9/2003,893420,2249856
9/10/2003,892913,1420070
9/11/2003,891476,510451
9/12/2003,889574,171279
9/13/2003,887422,167167
9/14/2003,885188,163538
9/15/2003,810468,275789
9/16/2003,810456,728179
9/17/2003,812319,1170893
9/18/2003,812806,1202342
9/19/2003,813030,745114
9/20/2003,814346,163538
9/21/2003,815767,162086
9/22/2003,815701,162328
9/23/2003,2877278,754790
9/24/2003,10388692,2491776
9/25/2003,4295488,2230502
9/26/2003,4154286,2085350
9/27/2003,4695416,2189376
9/28/2003,8945457,5660928
9/29/2003,10062524,6797952
9/30/2003,5558988,5491584
10/1/2003,3619688,4233600
10/2/2003,2741806,3459456
10/3/2003,2197231,2975616
10/4/2003,3137701,2975616
10/5/2003,3957957,3362688
10/6/2003,2826234,2951424
10/7/2003,1229663,2213568
10/8/2003,796652,1466035
10/9/2003,796575,1091059
10/10/2003,796023,841882
10/11/2003,795244,614477
10/12/2003,794359,416102
10/13/2003,793279,280627
10/14/2003,792074,278208
10/15/2003,792180,631411
10/16/2003,794570,965261
10/17/2003,1037303,849139
10/18/2003,1002845,696730
10/19/2003,1328120,733018
10/20/2003,1604775,762048
10/21/2003,1193412,648346
10/22/2003,902936,553997
10/23/2003,796652,447552
10/24/2003,796380,362880
10/25/2003,795814,295142
10/26/2003,795072,239743
10/27/2003,7153870,2782080
10/28/2003,13605409,10209024
10/29/2003,13812546,17152128
10/30/2003,17415572,17732736
10/31/2003,7848046,10475136
11/1/2003,5477350,7015680
11/2/2003,4048918,5491584
11/3/2003,3170496,4354560
11/4/2003,2158836,3604608
11/5/2003,1353068,3096576
11/6/2003,1352548,2390170
11/7/2003,1351668,1485389
11/8/2003,1349810,1146701
11/9/2003,1349635,1541030
11/10/2003,1349330,1620864
11/11/2003,1348138,1226534
11/12/2003,1346686,1107994
11/13/2003,1345327,844301
11/14/2003,1344294,740275
11/15/2003,1343384,648346
11/16/2003,1341996,537062
11/17/2003,1340592,474163
11/18/2003,1339195,433037
11/19/2003,1338059,1035418
11/20/2003,5762353,10571904
11/21/2003,6504590,10620288
11/22/2003,4796398,7426944
11/23/2003,3923090,5709312
11/24/2003,4486492,4499712
11/25/2003,4692076,4233600
11/26/2003,2956588,3580416
11/27/2003,2302550,3096576
11/28/2003,4120755,3096576
11/29/2003,6600072,5878656
11/30/2003,3827400,5757696
12/1/2003,1538759,4596480
12/2/2003,1353068,3096576
12/3/2003,1352549,2153088
12/4/2003,1351635,1473293
12/5/2003,1350417,1107994
12/6/2003,1348744,861235
12/7/2003,1346805,587866
12/8/2003,1344577,365299
12/9/2003,1342169,207325
12/10/2003,1339640,190633
12/11/2003,1337106,1434586
12/12/2003,1338397,5394816
12/13/2003,1340798,4620672
12/14/2003,1339102,3507840
12/15/2003,1337424,2927232
12/16/2003,1335743,2097446
12/17/2003,1334897,2564352
12/18/2003,1336328,3846528
12/19/2003,1338133,3991680
12/20/2003,1338633,3894912
12/21/2003,1338847,3144960
12/22/2003,1338854,2733696
12/23/2003,1338707,2515968
12/24/2003,1338436,6749568
12/25/2003,1532584,14781312
12/26/2003,2817520,10015488
12/27/2003,2683855,6918912
12/28/2003,2500650,5370624
12/29/2003,2265390,4257792
12/30/2003,2461146,3991680
12/31/2003,2383869,3943296
1/1/2004,1353068,3314304
1/2/2004,1352264,2380493
1/3/2004,1350518,1799885
1/4/2004,1350138,1814400
1/5/2004,2144408,2078093
1/6/2004,1353068,2136154
1/7/2004,1352684,1865203
1/8/2004,1351372,1758758
1/9/2004,1349890,1860365
1/10/2004,1348249,1971648
1/11/2004,1346467,1969229
1/12/2004,1344505,1964390
1/13/2004,1342327,1964390
1/14/2004,1339958,1966810
1/15/2004,1337445,1966810
1/16/2004,1334847,1961971
1/17/2004,1332186,1809562
1/18/2004,1329498,1221696
1/19/2004,1327006,118057
1/20/2004,1324241,100155
1/21/2004,1321424,100397
1/22/2004,1319045,100397
1/23/2004,1316198,99187.2
1/24/2004,1313461,99187.2
1/25/2004,1310590,99187.2
1/26/2004,1307711,99187.2
1/27/2004,748408,99187.2
1/28/2004,746161,100397
1/29/2004,743904,100155
1/30/2004,741636,99671
1/31/2004,739378,98219.5
2/1/2004,737096,97977.6
2/2/2004,734805,97977.6
2/3/2004,732506,98219.5
2/4/2004,730201,98219.5
2/5/2004,727889,204664
2/6/2004,725576,97977.6
2/7/2004,723782,97977.6
2/8/2004,721940,96768
2/9/2004,719763,94348.8
2/10/2004,717510,91929.6
2/11/2004,715639,91929.6
2/12/2004,713917,91929.6
2/13/2004,711936,91929.6
2/14/2004,709782,91929.6
2/15/2004,707690,91929.6
2/16/2004,705523,91929.6
2/17/2004,703351,91445.8
2/18/2004,701177,91445.8
2/19/2004,698990,91445.8
2/20/2004,696783,91445.8
2/21/2004,694557,91445.8
2/22/2004,693412,91445.8
2/23/2004,692537,92171.5
2/24/2004,690878,93623
2/25/2004,688814,93623
2/26/2004,686754,93623
2/27/2004,684697,94590.7
2/28/2004,682639,95800.3
3/1/2004,680736,95800.3
3/2/2004,680700,95800.3
3/3/2004,684527,95800.3
3/4/2004,692796,96042.2
3/5/2004,706800,97493.8
3/6/2004,727650,97977.6
3/7/2004,748733,97977.6
3/8/2004,766793,98461.4
3/9/2004,775826,97977.6
3/10/2004,782119,98703.4
3/11/2004,785799,98461.4
3/12/2004,788403,96042.2
3/13/2004,790229,96042.2
3/14/2004,791132,1574899
3/15/2004,791604,1178150
3/16/2004,791873,95558.4
3/17/2004,791397,95800.3
3/18/2004,790370,95558.4
3/19/2004,789093,95316.5
3/20/2004,787740,95558.4
3/21/2004,786666,95558.4
3/22/2004,785649,95074.6
3/23/2004,784477,95316.5
3/24/2004,783096,95558.4
3/25/2004,783893,95800.3
3/26/2004,785474,95800.3
3/27/2004,786568,95800.3
3/28/2004,786047,95800.3
3/29/2004,785281,95800.3
3/30/2004,784083,95558.4
3/31/2004,782795,95800.3
4/1/2004,782049,95800.3
4/2/2004,784171,95800.3
4/3/2004,787440,95800.3
4/4/2004,787571,95558.4
4/5/2004,787604,95558.4
4/6/2004,787219,367718
4/7/2004,787798,1185408
4/8/2004,788199,1395878
4/9/2004,786988,851558
4/10/2004,785317,447552
4/11/2004,783425,221841
4/12/2004,781441,125315
4/13/2004,780323,235146
4/14/2004,781754,776563
4/15/2004,785605,1589414
4/16/2004,787249,1691021
4/17/2004,787460,1257984
4/18/2004,787450,1098317
4/19/2004,787613,1049933
4/20/2004,788021,987034
4/21/2004,787645,846720
4/22/2004,786769,679795
4/23/2004,785789,846720
4/24/2004,784648,720922
4/25/2004,783677,517709
4/26/2004,782977,1170893
4/27/2004,784807,1993421
4/28/2004,787938,2685312
4/29/2004,789961,2975616
4/30/2004,791668,2564352
5/1/2004,863607,1502323
5/2/2004,862439,1018483
5/3/2004,863092,1287014
5/4/2004,864780,1037837
5/5/2004,864648,851558
5/6/2004,864258,812851
5/7/2004,863971,621734
5/8/2004,862947,454810
5/9/2004,861654,374976
5/10/2004,860266,229824
5/11/2004,859342,268531
5/12/2004,858559,246758
5/13/2004,857516,457229
5/14/2004,856347,1032998
5/15/2004,854959,921715
5/16/2004,853537,887846
5/17/2004,852193,837043
5/18/2004,850186,471744
5/19/2004,848521,348365
5/20/2004,846868,157974
5/21/2004,845180,104026
5/22/2004,843510,149265
5/23/2004,841559,182166
5/24/2004,839830,118541
5/25/2004,839358,91445.8
5/26/2004,839744,93623
5/27/2004,842522,425779
5/28/2004,848294,1129766
5/29/2004,850982,1098317
5/30/2004,852486,834624
5/31/2004,852776,590285
6/1/2004,901714,892685
6/2/2004,903649,1149120
6/3/2004,906198,873331
6/4/2004,907349,549158
6/5/2004,906820,316915
6/6/2004,905847,226921
6/7/2004,904828,140797
6/8/2004,903406,123621
6/9/2004,901574,152410
6/10/2004,899708,91445.8
6/11/2004,898301,91445.8
6/12/2004,896563,120718
6/13/2004,894772,177327
6/14/2004,892925,219180
6/15/2004,891033,236114
6/16/2004,889056,236356
6/17/2004,887024,236356
6/18/2004,885560,236114
6/19/2004,884545,246758
6/20/2004,882872,275789
6/21/2004,881012,292723
6/22/2004,879173,302400
6/23/2004,877396,302400
6/24/2004,875639,302400
6/25/2004,873372,302400
6/26/2004,871310,280627
6/27/2004,869978,290304
6/28/2004,868513,304819
6/29/2004,866881,304819
6/30/2004,865438,333850
7/1/2004,863559,396749
7/2/2004,861581,416102
7/3/2004,859622,416102
7/4/2004,857447,416102
7/5/2004,855203,418522
7/6/2004,853377,399168
7/7/2004,851795,394330
7/8/2004,850762,408845
7/9/2004,850113,408845
7/10/2004,848983,411264
7/11/2004,847577,411264
7/12/2004,846087,411264
7/13/2004,844769,411264
7/14/2004,843790,396749
7/15/2004,844870,372557
7/16/2004,848388,372557
7/17/2004,849983,372557
7/18/2004,851378,372557
7/19/2004,853303,336269
7/20/2004,855296,278208
7/21/2004,856900,292723
7/22/2004,857097,324173
7/23/2004,856638,336269
7/24/2004,858835,350784
7/25/2004,863107,389491
7/26/2004,864544,391910
7/27/2004,865568,234179
7/28/2004,874208,98219.5
7/29/2004,886640,98703.4
7/30/2004,892914,99187.2
7/31/2004,896282,100155
8/1/2004,899062,100397
8/2/2004,901695,100397
8/3/2004,903206,100397
8/4/2004,903544,100639
8/5/2004,904210,100881
8/6/2004,904345,100397
8/7/2004,903346,100639
8/8/2004,903278,110316
8/9/2004,903220,158700
8/10/2004,902491,238291
8/11/2004,900267,249178
8/12/2004,898846,249178
8/13/2004,901941,153619
8/14/2004,1403132,99671
8/15/2004,5753300,102574
8/16/2004,5789683,3943296
8/17/2004,3621116,6797952
8/18/2004,2009058,5491584
8/19/2004,1266082,4281984
8/20/2004,1828782,3072384
8/21/2004,2941564,2757888
8/22/2004,2829180,2830464
8/23/2004,1310810,2119219
8/24/2004,917612,1918426
8/25/2004,917582,1940198
8/26/2004,917149,1717632
8/27/2004,916522,1262822
8/28/2004,916354,1049933
8/29/2004,916206,1151539
8/30/2004,916111,1207181
8/31/2004,915905,1209600
9/1/2004,892204,1013645
9/2/2004,891837,737856
9/3/2004,891549,389491
9/4/2004,891108,329011
9/5/2004,890695,343526
9/6/2004,890167,343526
9/7/2004,889521,365299
9/8/2004,888750,382234
9/9/2004,4256634,214583
9/10/2004,6607456,95800.3
9/11/2004,3194850,109590
9/12/2004,2726116,162086
9/13/2004,2282950,234662
9/14/2004,1387433,283046
9/15/2004,820844,295142
9/16/2004,820670,316915
9/17/2004,6500674,249178
9/18/2004,28882336,29998080
9/19/2004,26501860,25401600
9/20/2004,8854758,11321856
9/21/2004,6020682,6701184
9/22/2004,4170871,4669056
9/23/2004,1555207,3725568
9/24/2004,932898,2903040
9/25/2004,1649283,2068416
9/26/2004,1205492,1981325
9/27/2004,820844,1787789
9/28/2004,3822503,1891814
9/29/2004,7770947,4064256
9/30/2004,4160742,3846528
10/1/2004,4582534,4040064
10/2/2004,4011168,3725568
10/3/2004,3940920,3265920
10/4/2004,2984042,2830464
10/5/2004,2488887,2402266
10/6/2004,1913329,2138573
10/7/2004,796652,1886976
10/8/2004,796230,863654
10/9/2004,794511,224018
10/10/2004,792555,312077
10/11/2004,791695,358042
10/12/2004,791654,358042
10/13/2004,791578,404006
10/14/2004,791469,413683
10/15/2004,790210,416102
10/16/2004,788459,413683
10/17/2004,787513,413683
10/18/2004,785941,416102
10/19/2004,786823,312077
10/20/2004,790838,200310
10/21/2004,2594458,172247
10/22/2004,2907032,147813
10/23/2004,1579444,134991
10/24/2004,1097362,157974
10/25/2004,2288054,172247
10/26/2004,1864430,193778
10/27/2004,1470039,210228
10/28/2004,796652,223050
10/29/2004,795762,236598
10/30/2004,793843,236598
10/31/2004,791832,236598
11/1/2004,1346229,246758
11/2/2004,1345578,266112
11/3/2004,1344957,270950
11/4/2004,1344420,273370
11/5/2004,1342855,193778
11/6/2004,1341124,95074.6
11/7/2004,782810,169828
11/8/2004,781286,258854
11/9/2004,779700,285466
11/10/2004,778129,287885
11/11/2004,776647,285466
11/12/2004,775026,287885
11/13/2004,773394,240952
11/14/2004,771764,239743
11/15/2004,769880,292723
11/16/2004,768043,307238
11/17/2004,766142,304819
11/18/2004,764181,304819
11/19/2004,762306,307238
11/20/2004,760466,309658
11/21/2004,759062,307238
11/22/2004,757754,307238
11/23/2004,756008,307238
11/24/2004,754130,307238
11/25/2004,754196,268531
11/26/2004,756808,214825
11/27/2004,757507,154345
11/28/2004,756736,100155
11/29/2004,761514,95800.3
11/30/2004,771341,95800.3
12/1/2004,775757,97735.7
12/2/2004,783859,146120
12/3/2004,3149996,1928102
12/4/2004,3726272,3314304
12/5/2004,2854286,3314304
12/6/2004,2157712,3072384
12/7/2004,2058677,2854656
12/8/2004,2032344,2999808
12/9/2004,1906496,2782080
12/10/2004,3697190,3193344
12/11/2004,4372714,6435072
12/12/2004,2797549,6604416
12/13/2004,2479372,5757696
12/14/2004,2192942,4620672
12/15/2004,1905877,3701376
12/16/2004,1737690,3096576
12/17/2004,1562670,2685312
12/18/2004,1359374,2358720
12/19/2004,1353068,2075674
12/20/2004,1352878,1749082
12/21/2004,1352544,1287014
12/22/2004,1351118,812851
12/23/2004,1349385,1521677
12/24/2004,4727332,5709312
12/25/2004,1353068,4548096
12/26/2004,1352661,3338496
12/27/2004,1352284,2564352
12/28/2004,1351790,1952294
