Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: WestBranchLackawaxen_01429000"
Cubic Meter
Statistic,Modeled,Observed
1/19/2000,154375,154829
1/20/2000,131116,149990
1/21/2000,111255,142733
1/22/2000,97281.4,135475
1/23/2000,87137.5,133056
1/24/2000,79459.8,128218
1/25/2000,73464.8,125798
1/26/2000,68709.3,120960
1/27/2000,64920.6,133056
1/28/2000,61854.4,123379
1/29/2000,59252.5,118541
1/30/2000,56909.1,111283
1/31/2000,54755.1,113702
2/1/2000,52756.9,113702
2/2/2000,50923.3,111283
2/3/2000,49294,111283
2/4/2000,47788,111283
2/5/2000,46335.1,106445
2/6/2000,44954.9,104026
2/7/2000,43654,101606
2/8/2000,42456.7,99187.2
2/9/2000,41362,96768
2/10/2000,146251,96768
2/11/2000,320806,96768
2/12/2000,56698.8,99187.2
2/13/2000,58781,101606
2/14/2000,60704.8,116122
2/15/2000,302286,304819
2/16/2000,83418.4,401587
2/17/2000,86737.1,384653
2/18/2000,86413.2,338688
2/19/2000,81210.7,319334
2/20/2000,76201.3,302400
2/21/2000,71549.6,270950
2/22/2000,67316.6,244339
2/23/2000,337440,241920
2/24/2000,669227,285466
2/25/2000,1431894,430618
2/26/2000,1893823,667699
2/27/2000,2356222,827366
2/28/2000,2600731,2116800
3/1/2000,1061000,1170893
3/2/2000,904327,943488
3/3/2000,547602,774144
3/4/2000,401946,628992
3/5/2000,313301,541901
3/6/2000,230300,495936
3/7/2000,190730,471744
3/8/2000,155539,532224
3/9/2000,153738,684634
3/10/2000,130133,786240
3/11/2000,497554,747533
3/12/2000,739388,1763597
3/13/2000,248552,1374106
3/14/2000,295500,895104
3/15/2000,515357,672538
3/16/2000,785179,551578
3/17/2000,656196,723341
3/18/2000,436089,701568
3/19/2000,359198,570931
3/20/2000,286663,479002
3/21/2000,234289,413683
3/22/2000,195236,360461
3/23/2000,164295,316915
3/24/2000,137436,283046
3/25/2000,301623,261274
3/26/2000,231158,292723
3/27/2000,1004053,287885
3/28/2000,777746,665280
3/29/2000,359061,849139
3/30/2000,282991,660442
3/31/2000,253484,524966
4/1/2000,237407,433037
4/2/2000,270183,374976
4/3/2000,582454,336269
4/4/2000,660419,510451
4/5/2000,429719,759629
4/6/2000,301149,628992
4/7/2000,255223,505613
4/8/2000,571398,428198
4/9/2000,568025,621734
4/10/2000,347687,660442
4/11/2000,313217,633830
4/12/2000,264601,566093
4/13/2000,218719,505613
4/14/2000,193857,445133
4/15/2000,167169,396749
4/16/2000,141538,360461
4/17/2000,543135,341107
4/18/2000,660405,769306
4/19/2000,395914,953165
4/20/2000,414390,745114
4/21/2000,782547,677376
4/22/2000,659499,892685
4/23/2000,512563,786240
4/24/2000,427177,667699
4/25/2000,318725,544320
4/26/2000,244228,457229
4/27/2000,256181,394330
4/28/2000,215586,365299
4/29/2000,165037,331430
4/30/2000,139828,285466
5/1/2000,161974,244339
5/2/2000,140504,232243
5/3/2000,115616,217728
5/4/2000,120260,198374
5/5/2000,109991,181440
5/6/2000,97219.9,171763
5/7/2000,123545,159667
5/8/2000,108572,149990
5/9/2000,257965,142733
5/10/2000,625382,169344
5/11/2000,497110,353203
5/12/2000,491254,355622
5/13/2000,736671,399168
5/14/2000,541635,483840
5/15/2000,373069,435456
5/16/2000,317911,348365
5/17/2000,280941,280627
5/18/2000,552066,244339
5/19/2000,782832,462067
5/20/2000,667253,808013
5/21/2000,442313,783821
5/22/2000,683381,670118
5/23/2000,1211706,916877
5/24/2000,1091345,1378944
5/25/2000,660280,1395878
5/26/2000,437816,1035418
5/27/2000,318992,752371
5/28/2000,245224,580608
5/29/2000,199356,466906
5/30/2000,166246,370138
5/31/2000,140958,297562
6/1/2000,123503,249178
6/2/2000,178073,217728
6/3/2000,115392,203213
6/4/2000,126354,171763
6/5/2000,197284,159667
6/6/2000,1731243,319334
6/7/2000,376823,682214
6/8/2000,352420,616896
6/9/2000,330133,486259
6/10/2000,274757,374976
6/11/2000,635838,292723
6/12/2000,651157,345946
6/13/2000,693046,379814
6/14/2000,459053,483840
6/15/2000,284044,520128
6/16/2000,208922,464486
6/17/2000,178381,387072
6/18/2000,336877,321754
6/19/2000,182621,331430
6/20/2000,149868,295142
6/21/2000,522572,244339
6/22/2000,193873,302400
6/23/2000,163325,285466
6/24/2000,142712,232243
6/25/2000,292956,203213
6/26/2000,260875,205632
6/27/2000,270808,191117
6/28/2000,171007,183859
6/29/2000,258252,159667
6/30/2000,144297,149990
7/1/2000,124848,137894
7/2/2000,110444,120960
7/3/2000,218019,108864
7/4/2000,128431,104026
7/5/2000,101331,96768
7/6/2000,91665.6,91929.6
7/7/2000,83139.4,87091.2
7/8/2000,77424.8,84672
7/9/2000,80059.5,82252.8
7/10/2000,72487.9,77414.4
7/11/2000,67488.6,74995.2
7/12/2000,64724.2,72576
7/13/2000,62517.8,70156.8
7/14/2000,60564.6,65318.4
7/15/2000,592221,65318.4
7/16/2000,254196,77414.4
7/17/2000,114707,87091.2
7/18/2000,114690,89510.4
7/19/2000,111778,87091.2
7/20/2000,106202,82252.8
7/21/2000,140166,79833.6
7/22/2000,104532,74995.2
7/23/2000,83043,72576
7/24/2000,69455.4,67737.6
7/25/2000,61268.3,65318.4
7/26/2000,107161,62899.2
7/27/2000,77540.7,62899.2
7/28/2000,116310,62899.2
7/29/2000,75416.4,60480
7/30/2000,1064408,65318.4
7/31/2000,495197,164506
8/1/2000,431539,224986
8/2/2000,274162,239501
8/3/2000,551304,212890
8/4/2000,273064,251597
8/5/2000,213744,215309
8/6/2000,605448,174182
8/7/2000,314905,278208
8/8/2000,190420,266112
8/9/2000,257787,212890
8/10/2000,143718,186278
8/11/2000,119302,166925
8/12/2000,144436,145152
8/13/2000,98617.4,133056
8/14/2000,192381,128218
8/15/2000,93715.9,147571
8/16/2000,122917,149990
8/17/2000,80406.5,133056
8/18/2000,72878.4,118541
8/19/2000,67237.4,108864
8/20/2000,62355,99187.2
8/21/2000,58667.8,91929.6
8/22/2000,54970,89510.4
8/23/2000,293116,87091.2
8/24/2000,78159.8,91929.6
8/25/2000,74141.8,91929.6
8/26/2000,69832,87091.2
8/27/2000,65382,84672
8/28/2000,61166.8,82252.8
8/29/2000,57389.8,79833.6
8/30/2000,56281.8,77414.4
8/31/2000,49491.5,74995.2
9/1/2000,65514.3,72576
9/2/2000,68854.4,70156.8
9/3/2000,45808.2,67737.6
9/4/2000,72788.6,70156.8
9/5/2000,44768.4,77414.4
9/6/2000,43242,77414.4
9/7/2000,41863.5,74995.2
9/8/2000,40575.4,74995.2
9/9/2000,41472.3,70156.8
9/10/2000,38332.8,67737.6
9/11/2000,36776.2,65318.4
9/12/2000,1492890,65318.4
9/13/2000,188178,246758
9/14/2000,597114,314496
9/15/2000,505522,261274
9/16/2000,348222,234662
9/17/2000,319803,191117
9/18/2000,275953,154829
9/19/2000,556476,130637
9/20/2000,274779,174182
9/21/2000,189456,176602
9/22/2000,134785,142733
9/23/2000,104004,118541
9/24/2000,93667.1,108864
9/25/2000,88720.1,99187.2
9/26/2000,178950,94348.8
9/27/2000,86765.3,94348.8
9/28/2000,78463,91929.6
9/29/2000,72682.9,89510.4
9/30/2000,68239.2,87091.2
10/1/2000,64349.6,82252.8
10/2/2000,60682.8,79833.6
10/3/2000,57186.2,77414.4
10/4/2000,62509.2,74995.2
10/5/2000,544430,72576
10/6/2000,253815,137894
10/7/2000,149185,234662
10/8/2000,154587,208051
10/9/2000,155842,171763
10/10/2000,160584,145152
10/11/2000,153820,133056
10/12/2000,142474,123379
10/13/2000,113921,116122
10/14/2000,92329.4,106445
10/15/2000,77554.8,101606
10/16/2000,93279.3,96768
10/17/2000,401585,94348.8
10/18/2000,1178984,411264
10/19/2000,317097,800755
10/20/2000,318814,585446
10/21/2000,300217,435456
10/22/2000,271621,333850
10/23/2000,242706,266112
10/24/2000,211864,222566
10/25/2000,169143,193536
10/26/2000,126325,171763
10/27/2000,106235,157248
10/28/2000,86999.7,145152
10/29/2000,77010,128218
10/30/2000,70346.9,116122
10/31/2000,65434.1,108864
11/1/2000,61674.2,104026
11/2/2000,58686.4,99187.2
11/3/2000,56422.8,94348.8
11/4/2000,53980.1,91929.6
11/5/2000,52061,89510.4
11/6/2000,50384.2,87091.2
11/7/2000,48852.8,87091.2
11/8/2000,47473.8,84672
11/9/2000,145744,82252.8
11/10/2000,629940,133056
11/11/2000,133089,384653
11/12/2000,152307,338688
11/13/2000,174476,273370
11/14/2000,407125,244339
11/15/2000,260928,256435
11/16/2000,257992,234662
11/17/2000,229321,212890
11/18/2000,180196,193536
11/19/2000,146795,179021
11/20/2000,125104,162086
11/21/2000,107635,152410
11/22/2000,93208.7,140314
11/23/2000,83225.2,130637
11/24/2000,76153.3,113702
11/25/2000,70914.5,108864
11/26/2000,149502,135475
11/27/2000,105497,266112
11/28/2000,85106.9,275789
11/29/2000,215812,249178
11/30/2000,159102,229824
12/1/2000,84046.7,212890
12/2/2000,83467.3,188698
12/3/2000,82989.6,157248
12/4/2000,81143.7,140314
12/5/2000,78685.3,135475
12/6/2000,76003.4,133056
12/7/2000,71825.3,125798
12/8/2000,67341.6,118541
12/9/2000,63474.5,116122
12/10/2000,60123.1,108864
12/11/2000,57591.5,108864
12/12/2000,54516,116122
12/13/2000,52212.8,108864
12/14/2000,50200.9,111283
12/15/2000,48335.4,113702
12/16/2000,64224.8,113702
12/17/2000,2906649,1250726
12/18/2000,231495,2167603
12/19/2000,286828,1161216
12/20/2000,318006,771725
12/21/2000,323870,551578
12/22/2000,311225,449971
12/23/2000,288153,355622
12/24/2000,260380,295142
12/25/2000,192883,261274
12/26/2000,151047,215309
12/27/2000,123698,200794
12/28/2000,105244,191117
12/29/2000,92636.5,169344
12/30/2000,83725.9,164506
12/31/2000,77180,162086
1/1/2001,72335.3,154829
1/2/2001,68562,142733
1/3/2001,65442.6,135475
1/4/2001,62728.6,130637
1/5/2001,60296.1,128218
1/6/2001,58077.6,125798
1/7/2001,56027.3,123379
1/8/2001,62847.9,120960
1/9/2001,52755.1,116122
1/10/2001,51156.8,111283
1/11/2001,49666.8,104026
1/12/2001,48244.7,104026
1/13/2001,46898.1,101606
1/14/2001,45621.4,99187.2
1/15/2001,49693.6,99187.2
1/16/2001,43365.3,96768
1/17/2001,42224.3,99187.2
1/18/2001,41184.8,96768
1/19/2001,72862.8,96768
1/20/2001,44004.7,96768
1/21/2001,39554.8,99187.2
1/22/2001,38784.6,91929.6
1/23/2001,38030.3,91929.6
1/24/2001,37296.2,91929.6
1/25/2001,36581.3,89510.4
1/26/2001,35898,89510.4
1/27/2001,35122.6,91929.6
1/28/2001,34351,89510.4
1/29/2001,33614.3,89510.4
1/30/2001,86210.7,89510.4
1/31/2001,83538.5,106445
2/1/2001,181556,164506
2/2/2001,173416,183859
2/3/2001,47464.8,174182
2/4/2001,50396.7,157248
2/5/2001,53155.9,164506
2/6/2001,159809,159667
2/7/2001,119382,159667
2/8/2001,73643,147571
2/9/2001,298587,152410
2/10/2001,410210,237082
2/11/2001,111831,341107
2/12/2001,109396,283046
2/13/2001,156926,266112
2/14/2001,547157,258854
2/15/2001,552788,365299
2/16/2001,597050,406426
2/17/2001,275699,365299
2/18/2001,198490,283046
2/19/2001,177200,249178
2/20/2001,362834,244339
2/21/2001,292773,304819
2/22/2001,166326,270950
2/23/2001,143423,246758
2/24/2001,123568,222566
2/25/2001,373364,220147
2/26/2001,541476,283046
2/27/2001,161142,292723
2/28/2001,147039,266112
3/1/2001,134049,224986
3/2/2001,123364,212890
3/3/2001,524712,198374
3/4/2001,177006,186278
3/5/2001,146505,183859
3/6/2001,130101,181440
3/7/2001,117414,176602
3/8/2001,107115,162086
3/9/2001,439250,154829
3/10/2001,577270,145152
3/11/2001,352703,133056
3/12/2001,179788,128218
3/13/2001,1072559,154829
3/14/2001,1588118,188698
3/15/2001,2035277,183859
3/16/2001,2246037,176602
3/17/2001,1926146,191117
3/18/2001,722106,203213
3/19/2001,542573,198374
3/20/2001,851665,210470
3/21/2001,1499664,266112
3/22/2001,745035,648346
3/23/2001,479076,800755
3/24/2001,336553,795917
3/25/2001,237553,631411
3/26/2001,199628,481421
3/27/2001,176818,365299
3/28/2001,169872,302400
3/29/2001,262978,261274
3/30/2001,999299,962842
3/31/2001,795482,1683763
4/1/2001,654555,1175731
4/2/2001,430049,866074
4/3/2001,346598,703987
4/4/2001,294458,725760
4/5/2001,255654,858816
4/6/2001,383087,989453
4/7/2001,358863,1180570
4/8/2001,278508,1403136
4/9/2001,816112,1456358
4/10/2001,224633,2491776
4/11/2001,192502,1688602
4/12/2001,167730,1163635
4/13/2001,148888,924134
4/14/2001,133577,762048
4/15/2001,158113,616896
4/16/2001,120040,524966
4/17/2001,119870,452390
4/18/2001,100869,391910
4/19/2001,93978,331430
4/20/2001,104689,287885
4/21/2001,209548,270950
4/22/2001,102694,297562
4/23/2001,96134.1,283046
4/24/2001,90042.8,268531
4/25/2001,84768.2,246758
4/26/2001,80576,227405
4/27/2001,76805.2,212890
4/28/2001,73088.2,198374
4/29/2001,68724.2,181440
4/30/2001,65221.4,166925
5/1/2001,62234,157248
5/2/2001,59678.5,145152
5/3/2001,57500.2,135475
5/4/2001,55622.2,125798
5/5/2001,53989.4,118541
5/6/2001,52538.5,111283
5/7/2001,51205.1,104026
5/8/2001,49956.3,99187.2
5/9/2001,50422.5,96768
5/10/2001,47704.1,91929.6
5/11/2001,46754.8,89510.4
5/12/2001,51141.4,84672
5/13/2001,44732.2,82252.8
5/14/2001,43780.3,77414.4
5/15/2001,42862.5,74995.2
5/16/2001,41975.9,70156.8
5/17/2001,42180.2,65318.4
5/18/2001,41534,62899.2
5/19/2001,39692.9,60480
5/20/2001,38744,58060.8
5/21/2001,39470,55641.6
5/22/2001,396974,60480
5/23/2001,386703,79833.6
5/24/2001,208375,118541
5/25/2001,121776,164506
5/26/2001,611348,166925
5/27/2001,842741,222566
5/28/2001,512861,343526
5/29/2001,449999,338688
5/30/2001,312295,278208
5/31/2001,215638,222566
6/1/2001,756210,183859
6/2/2001,658851,370138
6/3/2001,848687,585446
6/4/2001,357612,641088
6/5/2001,255897,510451
6/6/2001,193343,396749
6/7/2001,153221,304819
6/8/2001,126682,239501
6/9/2001,101665,198374
6/10/2001,85162.5,169344
6/11/2001,239040,149990
6/12/2001,121495,164506
6/13/2001,86712.3,159667
6/14/2001,76648.6,140314
6/15/2001,69472.4,123379
6/16/2001,908137,111283
6/17/2001,327407,159667
6/18/2001,205872,183859
6/19/2001,172002,154829
6/20/2001,314501,135475
6/21/2001,171073,135475
6/22/2001,200875,120960
6/23/2001,242244,113702
6/24/2001,131726,106445
6/25/2001,100619,96768
6/26/2001,82599.4,87091.2
6/27/2001,71410.2,82252.8
6/28/2001,63459,77414.4
6/29/2001,58509.2,74995.2
6/30/2001,80399.3,72576
7/1/2001,341386,70156.8
7/2/2001,81585.3,72576
7/3/2001,77719.9,70156.8
7/4/2001,175909,67737.6
7/5/2001,107116,62899.2
7/6/2001,83775.4,62899.2
7/7/2001,104819,58060.8
7/8/2001,410347,55641.6
7/9/2001,141614,55641.6
7/10/2001,118397,53222.4
7/11/2001,221214,50803.2
7/12/2001,106746,48384
7/13/2001,90352.4,45964.8
7/14/2001,78401.7,45964.8
7/15/2001,76699.4,43545.6
7/16/2001,60498.7,41126.4
7/17/2001,62486.7,38707.2
7/18/2001,50245.4,36288
7/19/2001,46261.5,36288
7/20/2001,43664.2,33868.8
7/21/2001,41840.2,31449.6
7/22/2001,40463.6,29030.4
7/23/2001,39334.6,29030.4
7/24/2001,38371.1,26611.2
7/25/2001,40605.5,24192
7/26/2001,54870.5,24192
7/27/2001,37469.9,23466.2
7/28/2001,35832.7,22256.6
7/29/2001,35255.1,20805.1
7/30/2001,34380,19595.5
7/31/2001,33696.3,19111.7
8/1/2001,33038.9,19111.7
8/2/2001,32396.7,18144
8/3/2001,66189,18385.9
8/4/2001,32131.3,19111.7
8/5/2001,31403.6,19111.7
8/6/2001,30725.3,18627.8
8/7/2001,55456.6,17902.1
8/8/2001,30556.3,17902.1
8/9/2001,29881.4,17902.1
8/10/2001,71960,17902.1
8/11/2001,32147.6,17902.1
8/12/2001,50524.7,18869.8
8/13/2001,31395.7,19111.7
8/14/2001,29697.2,19111.7
8/15/2001,28502.6,18869.8
8/16/2001,32426.7,18144
8/17/2001,83339.9,18869.8
8/18/2001,30910.1,19111.7
8/19/2001,67539.4,18627.8
8/20/2001,40670.3,18144
8/21/2001,30781.2,19111.7
8/22/2001,29405.1,15482.9
8/23/2001,40368.8,18385.9
8/24/2001,28513.9,17902.1
8/25/2001,26682.7,16934.4
8/26/2001,25328.3,16208.6
8/27/2001,28870.1,15724.8
8/28/2001,60371.9,16208.6
8/29/2001,25426.8,17902.1
8/30/2001,24418.8,17660.2
8/31/2001,316395,19837.4
9/1/2001,47988.5,29030.4
9/2/2001,51518.2,29030.4
9/3/2001,53354.9,26611.2
9/4/2001,285277,26611.2
9/5/2001,95967.4,26611.2
9/6/2001,91272.8,24192
9/7/2001,84252.8,23466.2
9/8/2001,65110.9,22014.7
9/9/2001,51860.1,20321.3
9/10/2001,92088.6,19111.7
9/11/2001,49205.6,18144
9/12/2001,39622.4,16934.4
9/13/2001,157988,15724.8
9/14/2001,246051,16692.5
9/15/2001,79295.2,16692.5
9/16/2001,75966,15724.8
9/17/2001,71734,15241
9/18/2001,64380.6,14757.1
9/19/2001,57690.8,14757.1
9/20/2001,531411,15241
9/21/2001,157292,17660.2
9/22/2001,128244,17902.1
9/23/2001,105596,17902.1
9/24/2001,2375159,18144
9/25/2001,1228800,33868.8
9/26/2001,626120,43545.6
9/27/2001,673980,43545.6
9/28/2001,747941,41126.4
9/29/2001,422548,41126.4
9/30/2001,315545,38707.2
10/1/2001,244812,35562.2
10/2/2001,164179,32175.4
10/3/2001,118843,30723.8
10/4/2001,94473.2,27578.9
10/5/2001,81708.7,26611.2
10/6/2001,110485,25885.4
10/7/2001,72169.7,24917.8
10/8/2001,66825.9,23224.3
10/9/2001,63095.3,21530.9
10/10/2001,59929.3,21264.8
10/11/2001,57227.4,20055.2
10/12/2001,54961.7,19111.7
10/13/2001,52715.8,19111.7
10/14/2001,163247,19111.7
10/15/2001,63204.2,22087.3
10/16/2001,160247,22982.4
10/17/2001,80139.2,24167.8
10/18/2001,76574.2,24192
10/19/2001,77164,24192
10/20/2001,76764.3,24192
10/21/2001,75335.8,25401.6
10/22/2001,73995.6,26611.2
10/23/2001,263498,28788.5
10/24/2001,128728,34352.6
10/25/2001,99170.1,38707.2
10/26/2001,91789.6,38707.2
10/27/2001,90737.8,38707.2
10/28/2001,83821.1,38707.2
10/29/2001,79887,38707.2
10/30/2001,75564.5,38707.2
10/31/2001,67520.8,38707.2
11/1/2001,60965.6,38707.2
11/2/2001,64905,38223.4
11/3/2001,56643.9,37981.4
11/4/2001,74465.4,39191
11/5/2001,59672.7,42336
11/6/2001,51478.1,43545.6
11/7/2001,49119.8,43303.7
11/8/2001,46879.2,40158.7
11/9/2001,45117.4,38707.2
11/10/2001,43470.4,38223.4
11/11/2001,42008.9,36288
11/12/2001,40392.3,34836.5
11/13/2001,38881,33868.8
11/14/2001,37481.2,31691.5
11/15/2001,36396.9,31449.6
11/16/2001,34959.2,31449.6
11/17/2001,33874.6,29998.1
11/18/2001,32915,27820.8
11/19/2001,38618.7,26611.2
11/20/2001,57821,27095
11/21/2001,33017.5,26611.2
11/22/2001,32480.7,26611.2
11/23/2001,31943.2,26611.2
11/24/2001,31408.3,26611.2
11/25/2001,304510,27095
11/26/2001,64354.7,35320.3
11/27/2001,73130.2,39916.8
11/28/2001,113574,41126.4
11/29/2001,123029,41126.4
11/30/2001,392292,43545.6
12/1/2001,180529,50077.4
12/2/2001,182924,52738.6
12/3/2001,156715,53222.4
12/4/2001,135790,52738.6
12/5/2001,117882,50803.2
12/6/2001,102631,50803.2
12/7/2001,88964.5,50803.2
12/8/2001,199966,48384
12/9/2001,115992,48384
12/10/2001,97780.7,48384
12/11/2001,89963.1,46932.5
12/12/2001,93530.1,45964.8
12/13/2001,104505,45964.8
12/14/2001,267874,48625.9
12/15/2001,157784,56851.2
12/16/2001,130647,62899.2
12/17/2001,374976,67253.8
12/18/2001,352974,100155
12/19/2001,221691,175392
12/20/2001,235961,191117
12/21/2001,203015,177327
12/22/2001,175571,156038
12/23/2001,154461,135475
12/24/2001,149193,128218
12/25/2001,117654,127492
12/26/2001,99878.9,117089
12/27/2001,87381.6,104751
12/28/2001,77998.5,99671
12/29/2001,70993.2,94832.6
12/30/2001,65622.6,92171.5
12/31/2001,61413.8,86607.4
1/1/2002,57964.7,84430.1
1/2/2002,55103.4,81043.2
1/3/2002,52648.2,77656.3
1/4/2002,50480.2,73543.7
1/5/2002,48521.8,69189.1
