Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Beltzville Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Beltzville Reservoir","Increase in Storage for Beltzville Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
6/1/1999, ,-3779.6,90179.6,0,-86400
6/2/1999, ,-49129.6,155234,-19704.3,-86400
6/3/1999, ,-48506.8,157327,-22419.8,-86400
6/4/1999,10433.9, ,146882,-23069.7,-134247
6/5/1999,28681.1, ,145983,-21516.7,-153148
6/6/1999,33128.3, ,137041,-20104.8,-150064
6/7/1999, ,-83348,249262,-22611.9,-143302
6/8/1999,51004.2, ,143358,-16933.5,-177429
6/9/1999,101519, ,97138,-22103.9,-176553
6/10/1999,102281, ,80922.3,-19950.3,-163253
6/11/1999,56910.8, ,69290,-19061.4,-107139
6/12/1999,39491.7, ,62283.8,-15375.5,-86400
6/13/1999,782.9, ,101822,-16205.1,-86400
6/14/1999, ,-137128,231224,-7696.39,-86400
6/15/1999, ,-71154.9,196076,6855.98,-131777
6/16/1999,64346.7, ,117584,-5556.39,-176374
6/17/1999, ,-122500,319437,-15308.9,-181628
6/18/1999, ,-123100,328607,5525.02,-211032
6/19/1999,41149.6, ,214260,-200.072,-255209
6/20/1999,118518, ,190002,-21085.6,-287435
6/21/1999,84476.7, ,177574,-17761.6,-244289
6/22/1999,70234.9, ,138700,-14989.9,-193945
6/23/1999,78951.6, ,106232,-16424.4,-168759
6/24/1999,74547.1, ,84611.3,-18323,-140835
6/25/1999,62406.6, ,66480.3,-19039.2,-109848
6/26/1999,50189.8, ,55366.1,-19155.9,-86400
6/27/1999,57536.6, ,49425,-20561.6,-86400
6/28/1999,26119.5, ,81353.9,-21073.4,-86400
6/29/1999, ,-6931.39,102593,-9261.21,-86400
6/30/1999,27740.5, ,63728.5,-5068.98,-86400
7/1/1999,49598.8, ,53282.8,-16481.5,-86400
7/2/1999,53799, ,50548.9,-17947.9,-86400
7/3/1999,59465.8, ,45961,-19026.8,-86400
7/4/1999,64280.2, ,42951.9,-20832.1,-86400
7/5/1999,68472.9, ,40837.6,-22910.5,-86400
7/6/1999,71830.3, ,38887.6,-24317.9,-86400
7/7/1999,72949.4, ,37312.1,-23861.5,-86400
7/8/1999,73088.2, ,36194.9,-22883.1,-86400
7/9/1999,62638.5, ,43541,-19779.5,-86400
7/10/1999,45345.6, ,54717.7,-13663.3,-86400
7/11/1999,62502.4, ,35594.5,-11696.9,-86400
7/12/1999,52737.6, ,51153.9,-17491.5,-86400
7/13/1999,63720, ,34349.4,-11669.4,-86400
7/14/1999,69890.1, ,33566.8,-17056.9,-86400
7/15/1999,71374.3, ,32816.8,-17791.1,-86400
7/16/1999,71406, ,32066.6,-17072.6,-86400
7/17/1999,75029.7, ,31547.4,-20177.1,-86400
7/18/1999,78075.3, ,30642.5,-22317.8,-86400
7/19/1999,73040.6, ,35930.3,-22570.9,-86400
7/20/1999,70318, ,33832.3,-17750.3,-86400
7/21/1999, ,-43631.4,148851,-18819.4,-86400
7/22/1999, ,-102736,183122,6014.53,-86400
7/23/1999,67202, ,56315.6,-1582.64,-121935
7/24/1999,90879.2, ,57058.8,-18508.6,-129429
7/25/1999,58885.1, ,61404.4,-21457.5,-98832
7/26/1999,51007.3, ,55635.6,-20242.9,-86400
7/27/1999,59557, ,46858.3,-20015.3,-86400
7/28/1999,17504.8, ,88834.4,-19939.2,-86400
7/29/1999,7950.45, ,83131.4,-4681.85,-86400
7/30/1999,47855.2, ,49401.8,-10857,-86400
7/31/1999,65003.3, ,40913.8,-19517.1,-86400
8/1/1999,72474.1, ,34492.1,-20566.2,-86400
8/2/1999,77751.6, ,30318.8,-21670.4,-86400
8/3/1999,78746.8, ,27979,-20325.8,-86400
8/4/1999,78132.5, ,26503.6,-18236.1,-86400
8/5/1999,78713, ,25241.5,-17554.5,-86400
8/6/1999,80338.2, ,24072.6,-18010.8,-86400
8/7/1999,65761, ,38409.3,-17770.3,-86400
8/8/1999,32669, ,65114.5,-11383.5,-86400
8/9/1999,44382.3, ,48062.9,-6045.23,-86400
8/10/1999,66938.1, ,31628.5,-12166.6,-86400
8/11/1999,70988.6, ,29052.2,-13640.8,-86400
8/12/1999,75930, ,26100.6,-15630.7,-86400
8/13/1999, ,-233068,338319,-18851.3,-86400
8/14/1999, ,-807729,903780,35106,-131157
8/15/1999,2693.72, ,388341,31698.5,-422733
8/16/1999, ,-75632.9,632104,-12991.1,-543480
8/17/1999,248036, ,396917,-3544.42,-641408
8/18/1999,178214, ,311657,-17417.4,-472454
8/19/1999,229793, ,235710,-18610.5,-446893
8/20/1999,90341, ,241040,-16619.5,-314761
8/21/1999,59511.2, ,210946,-7655.48,-262802
8/22/1999,110802, ,126240,-7810.1,-229232
8/23/1999,114379, ,91790.1,-13427,-192742
8/24/1999,94641.3, ,61111.1,-12760.1,-142992
8/25/1999, ,-65794.7,174784,-15942,-93047.1
8/26/1999, ,-95900.4,196222,8906.65,-109228
8/27/1999,35507.2, ,109339,-807.088,-144039
8/28/1999,88157.7, ,86442.6,-14485.4,-160115
8/29/1999,77095.7, ,69888.6,-16316.4,-130668
8/30/1999,42485.2, ,63232.9,-17161.4,-88556.7
8/31/1999,48494.4, ,52340.8,-14435.1,-86400
9/1/1999,53273.9, ,46382.7,-13256.6,-86400
9/2/1999,61593.6, ,39136.8,-14330.4,-86400
9/3/1999,68408.6, ,33356.2,-15364.9,-86400
9/4/1999,71820.5, ,30207.8,-15628.3,-86400
9/5/1999,35835.6, ,67320.3,-16755.9,-86400
9/6/1999, ,-238510,325705,-794.928,-86400
9/7/1999, ,-492042,613163,19956.3,-141078
9/8/1999, ,-100815,423292,12919.5,-335396
9/9/1999, ,-410155,867091,-2882.6,-454053
9/10/1999, ,-179473,784666,29322.7,-634515
9/11/1999,110262, ,578257,3164.43,-691683
9/12/1999,286989, ,469753,-13404.4,-743338
9/13/1999,274555, ,349181,-12844.2,-610892
9/14/1999,130092, ,348842,-13204.1,-465730
9/15/1999, ,-1193680,1587859,-4915.88,-389259
9/16/1999, ,-14547700,15251910,57709.2,-761961
9/17/1999, ,-8296160,11598990,341808,-3644640
9/18/1999, ,-150100,3560420,234709,-3645030
9/19/1999,2019704, ,1631324,-22228.3,-3628800
9/20/1999,2372908, ,1279008,-23116.1,-3628800
9/21/1999,303651, ,1846359,6907.11,-2156920
9/22/1999, ,-165430,1697433,53560.5,-1585560
9/23/1999,642087, ,950232,15280.7,-1607600
9/24/1999,1046570, ,469052,-17613.8,-1498010
9/25/1999,767597, ,291807,-20498.8,-1038910
9/26/1999,366252, ,226880,-22769.2,-570364
9/27/1999,152428, ,198980,-22161.6,-329246
9/28/1999,59719.2, ,192543,-13039.4,-239223
9/29/1999, ,-1238430,1454597,-10034.8,-206134
9/30/1999, ,-1573790,2039451,149715,-615373
10/1/1999,97864.9, ,1058581,72417.7,-1228860
10/2/1999,582773, ,952995,-18224.7,-1517540
10/3/1999, ,-177323,1547261,-19595.7,-1350340
10/4/1999, ,-817700,1958585,45393.5,-1186280
10/5/1999, ,-61884.9,1503812,44353.2,-1486280
10/6/1999,661055, ,1011874,-3043.07,-1669890
10/7/1999,895630, ,609946,-14152.5,-1491420
10/8/1999,604186, ,452914,-15222.2,-1041880
10/9/1999,24466.5, ,668538,-1426.45,-691578
10/10/1999, ,-382491,926096,33527.2,-577133
10/11/1999, ,-43761.3,692166,34111.3,-682516
10/12/1999,93233.2, ,677062,-8028.49,-762267
10/13/1999, ,-186121,949194,2034.59,-765108
10/14/1999, ,-205667,951353,27121,-772807
10/15/1999,146955, ,704196,8051.76,-859203
10/16/1999,301566, ,579541,-12859.4,-868248
10/17/1999,233902, ,525159,-14031.2,-745030
10/18/1999,179218, ,429687,-5939.45,-602965
10/19/1999, ,-119502,640939,-9974.41,-511462
10/20/1999, ,-172342,670905,33365,-531928
10/21/1999,93831.3, ,472182,14497,-580510
10/22/1999,151041, ,455298,-11663.3,-594675
10/23/1999,96495.6, ,431549,4750.44,-532795
10/24/1999,107941, ,345600,-531.312,-453010
10/25/1999,95749.1, ,327026,-11959.4,-410816
10/26/1999,99542.4, ,276965,-8449.47,-368058
10/27/1999,95178.6, ,233846,-12493.7,-316530
10/28/1999,93746.3, ,198920,-13386.9,-279279
10/29/1999,72390, ,175248,-11060.7,-236577
10/30/1999,59090.9, ,155235,-11654.6,-202671
10/31/1999,53448.6, ,138631,-15612.6,-176467
11/1/1999,39379.6, ,126557,-9565.82,-156371
11/2/1999, ,-997543,1146848,-9164.04,-140141
11/3/1999, ,-1339860,1666725,143816,-470679
11/4/1999, ,-31351.9,938218,73177.4,-980043
11/5/1999,333934, ,927162,-10498.5,-1250600
11/6/1999,378723, ,808622,-9976.6,-1177370
11/7/1999,242555, ,662531,-13752.4,-891334
11/8/1999,273346, ,538525,-12432.3,-799438
11/9/1999,238210, ,441915,-10232.8,-669893
11/10/1999,245251, ,311933,-9527.08,-547657
11/11/1999,223400, ,220585,-13193.7,-430791
11/12/1999,165806, ,172248,-13242.4,-324811
11/13/1999,100357, ,144788,-10222.9,-234922
11/14/1999,61053.5, ,127842,-9689.04,-179207
11/15/1999,42240.3, ,116477,-10425.1,-148293
11/16/1999,27819.8, ,108458,-6575.74,-129702
11/17/1999,20097.2, ,102481,-4985.08,-117593
11/18/1999,15959.6, ,97661.2,-4482.08,-109139
11/19/1999,13666.9, ,93485.4,-4285.54,-102867
11/20/1999, ,-4273.39,107568,-5418.8,-97875.7
11/21/1999,365.123, ,100737,-1530.92,-99571.5
11/22/1999,5860.45, ,99456.4,-4719.99,-100597
11/23/1999, ,-8142.72,115581,-4851.08,-102587
11/24/1999, ,-42014.7,148908,-1635.41,-105258
11/25/1999, ,-122128,238532,4911.75,-121315
11/26/1999, ,-750350,896798,21225.8,-167674
11/27/1999, ,-919896,1247412,100563,-428079
11/28/1999, ,-58985.1,796566,56666.3,-794247
11/29/1999, ,-309399,1299700,-10042.2,-980259
11/30/1999,111568, ,982667,20324.2,-1114560
12/1/1999,235873, ,797295,-6857.13,-1026310
12/2/1999,409079, ,622373,-4897.72,-1026550
12/3/1999,322993, ,482685,-4900.05,-800778
12/4/1999,279625, ,358824,-4330.84,-634118
12/5/1999,52561.4, ,441431,-6031.78,-487961
12/6/1999, ,-91760.8,497294,22113.5,-427647
12/7/1999,64591, ,351742,16183.3,-432516
12/8/1999,160673, ,275606,-6123.28,-430156
12/9/1999,145658, ,236347,-7124.37,-374881
12/10/1999,41021.5, ,254878,-8000.72,-287898
12/11/1999, ,-3987.95,255501,4097.18,-255610
12/12/1999,30351.8, ,218224,332.379,-248909
12/13/1999, ,-19675.8,269496,-6952.46,-242868
12/14/1999, ,-426783,668093,6430.14,-247741
12/15/1999, ,-480920,795133,71058.5,-385271
12/16/1999, ,-22202.7,564526,35250.7,-577574
12/17/1999,170706, ,511810,-6598.89,-675917
12/18/1999,112550, ,517841,-6567.94,-623823
12/19/1999,8804.43, ,528857,-6269.1,-531392
12/20/1999, ,-217638,743241,-6100.27,-519503
12/21/1999, ,-219965,792535,24076.6,-596646
12/22/1999,126573, ,541384,20253.7,-688211
12/23/1999,296790, ,401500,-5903.68,-692387
12/24/1999,265934, ,317635,-5095.74,-578473
12/25/1999,160885, ,263801,-4512.94,-420173
12/26/1999,107040, ,224229,-3623.97,-327645
12/27/1999,80052.9, ,193252,-4749.92,-268555
12/28/1999,67280.6, ,164797,-4983.97,-227094
12/29/1999,55312.5, ,142667,-3886.31,-194093
12/30/1999,43207.3, ,127394,-3695.56,-166905
12/31/1999,34569.1, ,115838,-5454.97,-144953
1/1/2000,28329.2, ,106902,-6598.53,-128633
1/2/2000,20174.1, ,102132,-5594.47,-116711
1/3/2000, ,-23366.9,138919,-7261.03,-108291
1/4/2000, ,-411742,530458,-2731.57,-115984
1/5/2000, ,-408149,626426,38892.7,-257170
1/6/2000,193680, ,204380,33874.6,-431934
1/7/2000,245407, ,213913,-5565.24,-453755
1/8/2000,135422, ,218129,-5311.58,-348240
1/9/2000, ,-551.11,218376,-5683.69,-212141
1/10/2000, ,-1248610,1471109,-5696.54,-216806
1/11/2000, ,-1051030,1587691,99214.1,-635871
1/12/2000,174312, ,864420,53659.9,-1092390
1/13/2000,473228, ,830783,3729.33,-1307740
1/14/2000,482377, ,595964,15956.6,-1094300
1/15/2000,282613, ,485903,-4793.58,-763722
1/16/2000,239089, ,401680,-3219.38,-637550
1/17/2000,162700, ,336684,-4868.03,-494516
1/18/2000,148175, ,264273,-4358.65,-408089
1/19/2000,129212, ,207586,-2585.44,-334212
1/20/2000,101843, ,170661,-2989.67,-269514
1/21/2000,74017, ,144207,-4050.89,-214173
1/22/2000,50769.8, ,126885,-3503.3,-174151
1/23/2000,35426.2, ,114652,-2826.84,-147251
1/24/2000,26791.2, ,105620,-3829.5,-128581
1/25/2000,20817.3, ,98596.7,-3695.26,-115719
1/26/2000,18819.4, ,92825.6,-5355.69,-106289
1/27/2000,15392.3, ,88084.9,-4463.24,-99013.9
1/28/2000,12828.2, ,84093.1,-3752.28,-93169.1
1/29/2000,10713.5, ,80582.9,-2961.88,-88334.5
1/30/2000,12323.8, ,77342.8,-3266.56,-86400
1/31/2000,16217.2, ,74339.1,-4156.34,-86400
2/1/2000,19249.9, ,71552.5,-4402.43,-86400
2/2/2000,22061.5, ,68974.7,-4636.18,-86400
2/3/2000,24647.4, ,66603.8,-4851.15,-86400
2/4/2000,26056.7, ,64412.4,-4069.04,-86400
2/5/2000,28404.4, ,62315.9,-4320.3,-86400
2/6/2000,31117.3, ,60310.6,-5027.88,-86400
2/7/2000,33209, ,58404.4,-5213.34,-86400
2/8/2000,35595, ,56609.8,-5804.81,-86400
2/9/2000,36434.1, ,54952,-4986.15,-86400
2/10/2000,35602.5, ,53377.5,-2580.01,-86400
2/11/2000, ,-149575,239497,-3522.37,-86400
2/12/2000,31865.3, ,61118,22958.8,-115942
2/13/2000,63505.9, ,61124.1,-6632.52,-117998
2/14/2000,64297.8, ,61080.2,-4798.34,-120580
2/15/2000, ,-328910,418955,-3645.14,-86400
2/16/2000, ,-560197,705780,34803.4,-180386
2/17/2000, ,-1273670,1620960,47985.3,-395272
2/18/2000,218887, ,611932,84412.9,-915232
2/19/2000,473965, ,513609,-8016.46,-979557
2/20/2000, ,-83932.7,1005669,-6236.01,-915500
2/21/2000,107349, ,585273,17781.7,-710403
2/22/2000,208851, ,499741,-7074.98,-701517
2/23/2000, ,-431329,1134652,-6428.48,-696894
2/24/2000, ,-1222300,1919677,42508.4,-739889
2/25/2000, ,-1883390,2996880,71195.1,-1184690
2/26/2000, ,-912985,2829430,100625,-2017070
2/27/2000, ,-718537,3211290,89242.7,-2582000
2/28/2000,421089, ,2525220,66224.1,-3012530
3/1/2000,1641628, ,1182183,31502.1,-2855310
3/2/2000,1529902, ,787352,-11022.9,-2306230
3/3/2000,972264, ,537474,-11486.7,-1498250
3/4/2000,468822, ,378144,-11296.2,-835670
3/5/2000,306040, ,270490,-8874.05,-567657
3/6/2000,203867, ,202610,-11108.2,-395369
3/7/2000,135823, ,161454,-13529.1,-283748
3/8/2000,90984.7, ,132686,-12151.9,-211518
3/9/2000,56320.4, ,125960,-16696.8,-165583
3/10/2000,41467.9, ,114139,-15573.4,-140033
3/11/2000, ,-467854,609335,-17219.1,-124261
3/12/2000, ,-537641,731750,89035.6,-283145
3/13/2000, ,-425476,873871,36679.2,-485075
3/14/2000,5618.07, ,717297,15403.6,-738319
3/15/2000,77957.2, ,699858,-3509.18,-774306
3/16/2000, ,-815191,1588767,-9900.47,-763675
3/17/2000, ,-786737,1719172,69539.4,-1001970
3/18/2000,123431, ,1181778,30723.8,-1335930
3/19/2000,750605, ,756214,-10246.4,-1496570
3/20/2000,709553, ,520427,-10925.6,-1219050
3/21/2000, ,-458227,1285640,-7939.86,-819473
3/22/2000, ,-576187,1365982,64298.9,-854094
3/23/2000,126241, ,908186,22922.9,-1057350
3/24/2000,606094, ,591908,-11399.7,-1186600
3/25/2000,528296, ,446279,-19216.8,-955359
3/26/2000,317291, ,346560,-15060.3,-648791
3/27/2000, ,-970527,1451225,-19115.9,-461582
3/28/2000, ,-1060640,1711584,97072.5,-748021
3/29/2000,193662, ,932814,43313.9,-1169790
3/30/2000,737850, ,644653,-17294.9,-1365210
3/31/2000,627176, ,484234,-15060.1,-1096350
4/1/2000,319592, ,383207,-15565.5,-687234
4/2/2000,209255, ,311432,-16655.3,-504031
4/3/2000, ,-176960,591471,-21553.2,-392957
4/4/2000, ,-392817,787391,34129.5,-428703
4/5/2000, ,-20208.9,559681,23959.1,-563431
4/6/2000,244208, ,409547,-7574.25,-646181
4/7/2000,264109, ,336157,-14726.7,-585540
4/8/2000, ,-152567,604694,-16998.3,-435128
4/9/2000, ,-353599,783728,20004,-450133
4/10/2000, ,-192600,746087,21372.7,-574860
4/11/2000,61224.6, ,652383,-2104.59,-711503
4/12/2000,221985, ,508235,-2820.52,-727399
4/13/2000,255090, ,392621,-12142.5,-635568
4/14/2000,209490, ,319872,-11616.1,-517746
4/15/2000,138288, ,282823,-14201.3,-406909
4/16/2000,119376, ,229683,-17286.3,-331772
4/17/2000, ,-196711,497891,-23720.6,-277459
4/18/2000, ,-260471,559685,37585,-336799
4/19/2000,41863.3, ,369139,18084,-429086
4/20/2000,149193, ,343520,-17141.4,-475572
4/21/2000, ,-138068,579059,-16876.3,-424115
4/22/2000, ,-464802,861878,33496.4,-430573
4/23/2000, ,-108522,667492,35849,-594819
4/24/2000, ,-46631,759928,-10487.3,-702810
4/25/2000,244032, ,520571,-1503.77,-763099
4/26/2000,268653, ,405457,-24780.1,-649330
4/27/2000,249217, ,331300,-18531.9,-561985
4/28/2000,165564, ,270302,-16756,-419109
4/29/2000,139281, ,214330,-17924.9,-335686
4/30/2000,126917, ,166585,-21524.7,-271977
5/1/2000,67102.9, ,177072,-27102.3,-217072
5/2/2000,42205.9, ,155673,-11883.5,-185996
5/3/2000,62165.3, ,123842,-19564.2,-166443
5/4/2000,64384.7, ,111407,-23596.1,-152196
5/5/2000,54441.7, ,102596,-26730.2,-130308
5/6/2000,48054.2, ,93490.7,-28929.8,-112615
5/7/2000,50630.9, ,87172.4,-35305.4,-102498
5/8/2000,49273.8, ,81543.1,-36397.2,-94419.7
5/9/2000,48919.9, ,76758.1,-38275.9,-87402.1
5/10/2000, ,-24579.8,150680,-39700.6,-86400
5/11/2000, ,-74772.5,177176,589.959,-102994
5/12/2000,26437.2, ,111756,-3322.01,-134872
5/13/2000, ,-179704,352118,-25876.4,-146538
5/14/2000, ,-112039,299895,25827.7,-213684
5/15/2000, ,-128950,394566,-11026.2,-254590
5/16/2000,70909.1, ,285194,-7243.48,-348860
5/17/2000,67221.4, ,283348,-24017.7,-326552
5/18/2000, ,-839923,1187576,-26617.5,-321036
5/19/2000, ,-1281910,1792539,74740.3,-585373
5/20/2000, ,-750111,1782153,55778.7,-1087820
5/21/2000,278460, ,1280398,28564.2,-1587420
5/22/2000,105610, ,1519062,-6308.32,-1618360
5/23/2000, ,-494648,1992475,29377.1,-1527200
5/24/2000, ,-417792,1960892,54211.4,-1597310
5/25/2000,512897, ,1287195,24051.2,-1824140
5/26/2000,1070317, ,698732,-22195,-1746850
5/27/2000,935933, ,411399,-31725.8,-1315610
5/28/2000,555569, ,274346,-30805.9,-799109
5/29/2000,284345, ,204808,-27660.6,-461492
5/30/2000,167357, ,160188,-30694.5,-296851
5/31/2000,111199, ,130633,-28718.1,-213114
6/1/2000,80739.7, ,112219,-27748.8,-165210
6/2/2000,43564.1, ,122367,-31584.1,-134347
6/3/2000,47158.5, ,98959.4,-24378.4,-121739
6/4/2000,47444.2, ,101078,-37340.2,-111182
6/5/2000, ,-19571.6,156222,-29182.3,-107468
6/6/2000, ,-1332240,1465554,-14556.7,-118753
6/7/2000, ,-278923,670922,182285,-574284
6/8/2000,224009, ,546178,-5954.29,-764233
6/9/2000,406070, ,520701,-32553.2,-894218
6/10/2000,190351, ,424581,-35665.2,-579267
6/11/2000, ,-642537,1179607,-39916.2,-497153
6/12/2000, ,-2267580,2913510,62370.4,-708296
6/13/2000, ,-525502,1914234,117167,-1505900
6/14/2000,1024348, ,990078,-11975.5,-2002450
6/15/2000,1349398, ,611412,-21536.5,-1939270
6/16/2000,811130, ,382614,-21836,-1171910
6/17/2000,412668, ,282988,-34287.8,-661368
6/18/2000,44243.8, ,417370,-35942.6,-425671
6/19/2000,78629.8, ,287143,-4782.22,-360991
6/20/2000,165494, ,191882,-28208.1,-329167
6/21/2000, ,-619677,950212,-31737.3,-298798
6/22/2000, ,-61389.7,461112,76689.9,-476412
6/23/2000,225425, ,339795,-30817.7,-534402
6/24/2000,350554, ,271552,-38399.9,-583706
6/25/2000, ,-652908,1047256,-36861.6,-357486
6/26/2000, ,-296550,801399,48018.6,-552868
6/27/2000, ,-244670,966501,-15095.6,-706736
6/28/2000,215853, ,723277,-744.509,-938385
6/29/2000,217995, ,631935,-19537.3,-830392
6/30/2000,406644, ,385758,-18498.1,-773904
7/1/2000,341572, ,273451,-34699.7,-580323
7/2/2000,258602, ,206325,-34545.8,-430381
7/3/2000,152883, ,172538,-36910.2,-288511
7/4/2000,105784, ,143378,-31723.5,-217438
7/5/2000,99184.4, ,110954,-36058.1,-174080
7/6/2000,85211.8, ,96702.3,-39624,-142290
7/7/2000,64292.6, ,87790.5,-35071.6,-117011
7/8/2000,37455.3, ,82244.3,-21217.3,-98482.3
7/9/2000,30298.5, ,78310.1,-19696.3,-88912.4
7/10/2000,29615.6, ,77577.7,-20793.3,-86400
7/11/2000,34920.9, ,72752.7,-21273.6,-86400
7/12/2000,39771.5, ,70375.9,-23747.4,-86400
7/13/2000,39710.2, ,68268.8,-21579,-86400
7/14/2000,40569.9, ,67710.6,-21880.5,-86400
7/15/2000, ,-460635,568462,-21427,-86400
7/16/2000, ,-180797,288590,127021,-234814
7/17/2000,172143, ,152832,-16720.5,-308254
7/18/2000,207803, ,165452,-36627.4,-336628
7/19/2000,31878.9, ,193142,-22729.1,-202291
7/20/2000,23784.1, ,165512,-18820.5,-170475
7/21/2000, ,-40309.3,234246,-19235.1,-174702
7/22/2000,31617.8, ,177185,-11170,-197633
7/23/2000,87815, ,125613,-21114.1,-192314
7/24/2000,104503, ,94210,-19697.9,-179015
7/25/2000,76244.9, ,76778.9,-20687.5,-132336
7/26/2000, ,-80092.8,199227,-20267.1,-98867.5
7/27/2000, ,-99259.2,203037,19627.5,-123405
7/28/2000, ,-104961,263086,1556.75,-159681
7/29/2000,34252.9, ,193930,-6399.53,-221783
7/30/2000, ,-1167680,1404602,-16902.6,-220018
7/31/2000, ,-443359,961314,102584,-620539
8/1/2000, ,-3163860,4021180,-4037.3,-853282
8/2/2000, ,-292309,2276820,144521,-2129030
8/3/2000, ,-334733,2756540,-2035.4,-2419770
8/4/2000,1513720, ,1426304,78156,-3018180
8/5/2000,1424965, ,761410,-33153.4,-2153220
8/6/2000,666909, ,1013867,-32691,-1648080
8/7/2000,322199, ,706020,38974.2,-1067190
8/8/2000,446711, ,403830,-23442,-827099
8/9/2000,505517, ,241805,-39416.3,-707906
8/10/2000,319053, ,168107,-36608.2,-450552
8/11/2000,78704.7, ,230590,-38047.7,-271247
8/12/2000, ,-291928,516359,-10930.3,-213501
8/13/2000,17401.3, ,258476,29140.9,-305019
8/14/2000, ,-35725.6,401913,-31045.4,-335142
8/15/2000,153965, ,242623,-4338.52,-392250
8/16/2000,95025, ,237489,-31510.2,-301004
8/17/2000,132239, ,189141,-27371.6,-294009
8/18/2000,48075.9, ,194719,-19710.1,-223084
8/19/2000,66844.5, ,154181,-13909.6,-207116
8/20/2000,70747.2, ,125086,-16486.7,-179347
8/21/2000,68596.3, ,106749,-17349.5,-157996
8/22/2000,52086.4, ,92927.4,-16341.6,-128672
8/23/2000, ,-113805,238801,-16741.7,-108254
8/24/2000, ,-10076.4,137456,18779.6,-146159
8/25/2000,56463.9, ,113056,-13125.4,-156395
8/26/2000,81214, ,100327,-18436.7,-163104
8/27/2000,36063.7, ,99627.6,-18745,-116946
8/28/2000, ,-11358.7,133439,-17743.4,-104337
8/29/2000,23050.5, ,94316.8,-6236.07,-111131
8/30/2000,32207.9, ,97037.4,-20117.5,-109128
8/31/2000,38197.3, ,87882.6,-17815.5,-108264
9/1/2000, ,-123167,232925,-16679.5,-93078.9
9/2/2000, ,-72806,213156,-1068.58,-139282
9/3/2000, ,-138962,321025,-4075.33,-177988
9/4/2000,60897.4, ,182940,11864.8,-255702
9/5/2000,101179, ,158435,-20573.2,-239040
9/6/2000,94206.5, ,143655,-17061.2,-220800
9/7/2000,45552.8, ,130082,-13958.4,-161676
9/8/2000,41012.5, ,116719,-13674.6,-144057
9/9/2000,46988.4, ,97811.6,-14648,-130152
9/10/2000,50348.7, ,81619.1,-17096.8,-114871
9/11/2000,41532.4, ,76008.6,-18824.3,-98716.7
9/12/2000, ,-524656,629653,-18596.8,-86400
9/13/2000, ,-174442,375174,61694.6,-262427
9/14/2000, ,-843529,1213045,-9237.01,-360279
9/15/2000, ,-106799,778021,68068.2,-739291
9/16/2000,149756, ,647695,-8704.27,-788747
9/17/2000,352958, ,548831,-22201.9,-879587
9/18/2000,229524, ,448134,-19475.7,-658182
9/19/2000, ,-631841,1201987,-21926.1,-548220
9/20/2000, ,-55920.1,730245,58659.1,-732984
9/21/2000,354420, ,462897,-23861.6,-793455
9/22/2000,540192, ,285528,-27344.1,-798376
9/23/2000,292447, ,221857,-21414.1,-492890
9/24/2000,151379, ,180581,-8532.6,-323427
9/25/2000, ,-6309.53,246303,-10671.5,-229322
9/26/2000, ,-397758,612200,1805.12,-216247
9/27/2000, ,-19502,316377,49486.3,-346361
9/28/2000,145964, ,261834,-16171.1,-391627
9/29/2000,183103, ,225414,-11713.3,-396804
9/30/2000,78681.2, ,198650,-9455.73,-267875
10/1/2000,64489.5, ,174012,-9869.31,-228633
10/2/2000,58200.9, ,152165,-11006.9,-199359
10/3/2000,57275.5, ,129080,-11412.8,-174942
10/4/2000, ,-72820,237792,-13219.6,-151752
10/5/2000, ,-75497.7,240247,8262.92,-173012
10/6/2000,35513.4, ,166490,369.45,-202373
10/7/2000,80234.5, ,144720,-10111.6,-214843
10/8/2000,60203.8, ,133311,-9695.34,-183819
10/9/2000,36236.4, ,120472,-8534.85,-148174
10/10/2000,29134.3, ,111351,-7650.7,-132834
10/11/2000,25429.7, ,103685,-7403.77,-121711
10/12/2000,28348.6, ,91720.9,-8233.5,-111836
10/13/2000,32070.7, ,80090.4,-9908.83,-102252
10/14/2000,31157, ,71246.9,-10571.7,-91832.2
10/15/2000,33462.2, ,64425,-11487.2,-86400
10/16/2000,34238.7, ,64411.3,-12250,-86400
10/17/2000, ,-123420,219420,-9600.46,-86400
10/18/2000, ,-1119410,1213113,22378.6,-116085
10/19/2000, ,-68650.6,447974,119658,-498981
10/20/2000,137534, ,502744,-13441.9,-626836
10/21/2000,233667, ,501762,-14152.3,-721277
10/22/2000,42911.1, ,456883,-15634.1,-484160
10/23/2000,106215, ,397331,-16416.1,-487130
10/24/2000,126190, ,337178,-11375.5,-451992
10/25/2000,143543, ,261764,-8175.91,-397131
