Reservoir Storage Volume and Zones
"Scenario: GridMet, Reservoir: Blue Marsh Lake"
Cubic Meter
Variable,"Storage Volume","Top of Buffer","Top of Conservation","Top of Inactive"
10/18/1999,52681004,3699000,52681004,3699000
10/19/1999,52568338,3699000,52568338,3699000
10/20/1999,52455673,3699000,52455673,3699000
10/21/1999,52343008,3699000,52343008,3699000
10/22/1999,52230342,3699000,52230342,3699000
10/23/1999,52117677,3699000,52117677,3699000
10/24/1999,52005012,3699000,52005012,3699000
10/25/1999,51892346,3699000,51892346,3699000
10/26/1999,51779681,3699000,51779681,3699000
10/27/1999,51667016,3699000,51667016,3699000
10/28/1999,51554350,3699000,51554350,3699000
10/29/1999,51441685,3699000,51441685,3699000
10/30/1999,51329019,3699000,51329019,3699000
10/31/1999,51216354,3699000,51216354,3699000
11/1/1999,51117385,3699000,51117385,3699000
11/2/1999,51018416,3699000,51018416,3699000
11/3/1999,50919448,3699000,50919448,3699000
11/4/1999,50820479,3699000,50820479,3699000
11/5/1999,50721510,3699000,50721510,3699000
11/6/1999,50622541,3699000,50622541,3699000
11/7/1999,50523572,3699000,50523572,3699000
11/8/1999,50424604,3699000,50424604,3699000
11/9/1999,50325635,3699000,50325635,3699000
11/10/1999,50226666,3699000,50226666,3699000
11/11/1999,50127697,3699000,50127697,3699000
11/12/1999,50028728,3699000,50028728,3699000
11/13/1999,49929760,3699000,49929760,3699000
11/14/1999,49830791,3699000,49830791,3699000
11/15/1999,49731822,3699000,49731822,3699000
11/16/1999,49632853,3699000,49632853,3699000
11/17/1999,49533884,3699000,49533884,3699000
11/18/1999,49434916,3699000,49434916,3699000
11/19/1999,49335947,3699000,49335947,3699000
11/20/1999,49236978,3699000,49236978,3699000
11/21/1999,49138009,3699000,49138009,3699000
11/22/1999,49039040,3699000,49039040,3699000
11/23/1999,48940072,3699000,48940072,3699000
11/24/1999,48841103,3699000,48841103,3699000
11/25/1999,48742134,3699000,48742134,3699000
11/26/1999,48643165,3699000,48643165,3699000
11/27/1999,48544196,3699000,48544196,3699000
11/28/1999,48445228,3699000,48445228,3699000
11/29/1999,48346259,3699000,48346259,3699000
11/30/1999,48247290,3699000,48247290,3699000
12/1/1999,48247290,3699000,48247290,3699000
12/2/1999,48247290,3699000,48247290,3699000
12/3/1999,48247290,3699000,48247290,3699000
12/4/1999,48247290,3699000,48247290,3699000
12/5/1999,48247290,3699000,48247290,3699000
12/6/1999,48247290,3699000,48247290,3699000
12/7/1999,48247290,3699000,48247290,3699000
12/8/1999,48247290,3699000,48247290,3699000
12/9/1999,48247290,3699000,48247290,3699000
12/10/1999,48247290,3699000,48247290,3699000
12/11/1999,48247290,3699000,48247290,3699000
12/12/1999,48247290,3699000,48247290,3699000
12/13/1999,48247290,3699000,48247290,3699000
12/14/1999,48247290,3699000,48247290,3699000
12/15/1999,48247290,3699000,48247290,3699000
12/16/1999,48247290,3699000,48247290,3699000
12/17/1999,48247290,3699000,48247290,3699000
12/18/1999,48247290,3699000,48247290,3699000
12/19/1999,48247290,3699000,48247290,3699000
12/20/1999,48247290,3699000,48247290,3699000
12/21/1999,48247290,3699000,48247290,3699000
12/22/1999,48247290,3699000,48247290,3699000
12/23/1999,48247290,3699000,48247290,3699000
12/24/1999,48247290,3699000,48247290,3699000
12/25/1999,48247290,3699000,48247290,3699000
12/26/1999,48247290,3699000,48247290,3699000
12/27/1999,48247290,3699000,48247290,3699000
12/28/1999,48247290,3699000,48247290,3699000
12/29/1999,48247290,3699000,48247290,3699000
12/30/1999,48247290,3699000,48247290,3699000
12/31/1999,48247290,3699000,48247290,3699000
1/1/2000,48247290,3699000,48247290,3699000
1/2/2000,48247290,3699000,48247290,3699000
1/3/2000,48247290,3699000,48247290,3699000
1/4/2000,48247290,3699000,48247290,3699000
1/5/2000,48247290,3699000,48247290,3699000
1/6/2000,48247290,3699000,48247290,3699000
1/7/2000,48247290,3699000,48247290,3699000
1/8/2000,48247290,3699000,48247290,3699000
1/9/2000,48247290,3699000,48247290,3699000
1/10/2000,48247290,3699000,48247290,3699000
1/11/2000,48247290,3699000,48247290,3699000
1/12/2000,48247290,3699000,48247290,3699000
1/13/2000,48247290,3699000,48247290,3699000
1/14/2000,48247290,3699000,48247290,3699000
1/15/2000,48247290,3699000,48247290,3699000
1/16/2000,48247290,3699000,48247290,3699000
1/17/2000,48247290,3699000,48247290,3699000
1/18/2000,48247290,3699000,48247290,3699000
1/19/2000,48247290,3699000,48247290,3699000
1/20/2000,48247290,3699000,48247290,3699000
1/21/2000,48247290,3699000,48247290,3699000
1/22/2000,48247290,3699000,48247290,3699000
1/23/2000,48247290,3699000,48247290,3699000
1/24/2000,48247290,3699000,48247290,3699000
1/25/2000,48247290,3699000,48247290,3699000
1/26/2000,48247290,3699000,48247290,3699000
1/27/2000,48247290,3699000,48247290,3699000
1/28/2000,48247290,3699000,48247290,3699000
1/29/2000,48247290,3699000,48247290,3699000
1/30/2000,48247290,3699000,48247290,3699000
1/31/2000,48247290,3699000,48247290,3699000
2/1/2000,48247290,3699000,48247290,3699000
2/2/2000,48247290,3699000,48247290,3699000
2/3/2000,48247290,3699000,48247290,3699000
2/4/2000,48247290,3699000,48247290,3699000
2/5/2000,48247290,3699000,48247290,3699000
2/6/2000,48247290,3699000,48247290,3699000
2/7/2000,48247290,3699000,48247290,3699000
2/8/2000,48247290,3699000,48247290,3699000
2/9/2000,48247290,3699000,48247290,3699000
2/10/2000,48247290,3699000,48247290,3699000
2/11/2000,48247290,3699000,48247290,3699000
2/12/2000,48247290,3699000,48247290,3699000
2/13/2000,48247290,3699000,48247290,3699000
2/14/2000,48247290,3699000,48247290,3699000
2/15/2000,48247290,3699000,48247290,3699000
2/16/2000,48247290,3699000,48247290,3699000
2/17/2000,48247290,3699000,48247290,3699000
2/18/2000,48247290,3699000,48247290,3699000
2/19/2000,48247290,3699000,48247290,3699000
2/20/2000,48247290,3699000,48247290,3699000
2/21/2000,48247290,3699000,48247290,3699000
2/22/2000,48247290,3699000,48247290,3699000
2/23/2000,48247290,3699000,48247290,3699000
2/24/2000,48247290,3699000,48247290,3699000
2/25/2000,48247290,3699000,48247290,3699000
2/26/2000,48247290,3699000,48247290,3699000
2/27/2000,48247290,3699000,48247290,3699000
2/28/2000,48247290,3699000,48247290,3699000
3/1/2000,48247290,3699000,48247290,3699000
3/2/2000,48247290,3699000,48247290,3699000
3/3/2000,48247290,3699000,48247290,3699000
3/4/2000,48247290,3699000,48247290,3699000
3/5/2000,48247290,3699000,48247290,3699000
3/6/2000,48247290,3699000,48247290,3699000
3/7/2000,48247290,3699000,48247290,3699000
3/8/2000,48247290,3699000,48247290,3699000
3/9/2000,48247290,3699000,48247290,3699000
3/10/2000,48247290,3699000,48247290,3699000
3/11/2000,48247290,3699000,48247290,3699000
3/12/2000,48247290,3699000,48247290,3699000
3/13/2000,48247290,3699000,48247290,3699000
3/14/2000,48247290,3699000,48247290,3699000
3/15/2000,48247290,3699000,48247290,3699000
3/16/2000,48247290,3699000,48247290,3699000
3/17/2000,48247290,3699000,48247290,3699000
3/18/2000,48247290,3699000,48247290,3699000
3/19/2000,48247290,3699000,48247290,3699000
3/20/2000,48247290,3699000,48247290,3699000
3/21/2000,48247290,3699000,48247290,3699000
3/22/2000,48247290,3699000,48247290,3699000
3/23/2000,48247290,3699000,48247290,3699000
3/24/2000,48247290,3699000,48247290,3699000
3/25/2000,48247290,3699000,48247290,3699000
3/26/2000,48247290,3699000,48247290,3699000
3/27/2000,48247290,3699000,48247290,3699000
3/28/2000,48247290,3699000,48247290,3699000
3/29/2000,48247290,3699000,48247290,3699000
3/30/2000,48247290,3699000,48247290,3699000
3/31/2000,48247290,3699000,48247290,3699000
4/1/2000,49370118,3699000,53019000,3699000
4/2/2000,50476229,3699000,53019000,3699000
4/3/2000,51759572,3699000,53019000,3699000
4/4/2000,53019000,3699000,53019000,3699000
4/5/2000,53019000,3699000,53019000,3699000
4/6/2000,53019000,3699000,53019000,3699000
4/7/2000,53019000,3699000,53019000,3699000
4/8/2000,53019000,3699000,53019000,3699000
4/9/2000,53019000,3699000,53019000,3699000
4/10/2000,53019000,3699000,53019000,3699000
4/11/2000,53019000,3699000,53019000,3699000
4/12/2000,53019000,3699000,53019000,3699000
4/13/2000,53019000,3699000,53019000,3699000
4/14/2000,53019000,3699000,53019000,3699000
4/15/2000,53019000,3699000,53019000,3699000
4/16/2000,53019000,3699000,53019000,3699000
4/17/2000,53019000,3699000,53019000,3699000
4/18/2000,53019000,3699000,53019000,3699000
4/19/2000,53019000,3699000,53019000,3699000
4/20/2000,53019000,3699000,53019000,3699000
4/21/2000,53019000,3699000,53019000,3699000
4/22/2000,53019000,3699000,53019000,3699000
4/23/2000,53019000,3699000,53019000,3699000
4/24/2000,53019000,3699000,53019000,3699000
4/25/2000,53019000,3699000,53019000,3699000
4/26/2000,53019000,3699000,53019000,3699000
4/27/2000,53019000,3699000,53019000,3699000
4/28/2000,53019000,3699000,53019000,3699000
4/29/2000,53019000,3699000,53019000,3699000
4/30/2000,53019000,3699000,53019000,3699000
5/1/2000,53019000,3699000,53019000,3699000
5/2/2000,53019000,3699000,53019000,3699000
5/3/2000,53019000,3699000,53019000,3699000
5/4/2000,53019000,3699000,53019000,3699000
5/5/2000,53019000,3699000,53019000,3699000
5/6/2000,53019000,3699000,53019000,3699000
5/7/2000,53019000,3699000,53019000,3699000
5/8/2000,53019000,3699000,53019000,3699000
5/9/2000,53019000,3699000,53019000,3699000
5/10/2000,53019000,3699000,53019000,3699000
5/11/2000,53019000,3699000,53019000,3699000
5/12/2000,53019000,3699000,53019000,3699000
5/13/2000,53019000,3699000,53019000,3699000
5/14/2000,53019000,3699000,53019000,3699000
5/15/2000,53019000,3699000,53019000,3699000
5/16/2000,53019000,3699000,53019000,3699000
5/17/2000,53019000,3699000,53019000,3699000
5/18/2000,53019000,3699000,53019000,3699000
5/19/2000,53019000,3699000,53019000,3699000
5/20/2000,53019000,3699000,53019000,3699000
5/21/2000,53019000,3699000,53019000,3699000
5/22/2000,53019000,3699000,53019000,3699000
5/23/2000,53019000,3699000,53019000,3699000
5/24/2000,53019000,3699000,53019000,3699000
5/25/2000,53019000,3699000,53019000,3699000
5/26/2000,53019000,3699000,53019000,3699000
5/27/2000,53019000,3699000,53019000,3699000
5/28/2000,53019000,3699000,53019000,3699000
5/29/2000,53019000,3699000,53019000,3699000
5/30/2000,53019000,3699000,53019000,3699000
5/31/2000,53019000,3699000,53019000,3699000
6/1/2000,53019000,3699000,53019000,3699000
6/2/2000,53019000,3699000,53019000,3699000
6/3/2000,53019000,3699000,53019000,3699000
6/4/2000,53019000,3699000,53019000,3699000
6/5/2000,53019000,3699000,53019000,3699000
6/6/2000,53019000,3699000,53019000,3699000
6/7/2000,53019000,3699000,53019000,3699000
6/8/2000,53019000,3699000,53019000,3699000
6/9/2000,53019000,3699000,53019000,3699000
6/10/2000,53019000,3699000,53019000,3699000
6/11/2000,53019000,3699000,53019000,3699000
6/12/2000,53019000,3699000,53019000,3699000
6/13/2000,53019000,3699000,53019000,3699000
6/14/2000,53019000,3699000,53019000,3699000
6/15/2000,53019000,3699000,53019000,3699000
6/16/2000,53019000,3699000,53019000,3699000
6/17/2000,53019000,3699000,53019000,3699000
6/18/2000,53019000,3699000,53019000,3699000
6/19/2000,53019000,3699000,53019000,3699000
6/20/2000,53019000,3699000,53019000,3699000
6/21/2000,53019000,3699000,53019000,3699000
6/22/2000,53019000,3699000,53019000,3699000
6/23/2000,53019000,3699000,53019000,3699000
6/24/2000,53019000,3699000,53019000,3699000
6/25/2000,53019000,3699000,53019000,3699000
6/26/2000,53019000,3699000,53019000,3699000
6/27/2000,53019000,3699000,53019000,3699000
6/28/2000,53019000,3699000,53019000,3699000
6/29/2000,53019000,3699000,53019000,3699000
6/30/2000,53019000,3699000,53019000,3699000
7/1/2000,53019000,3699000,53019000,3699000
7/2/2000,53019000,3699000,53019000,3699000
7/3/2000,53019000,3699000,53019000,3699000
7/4/2000,53019000,3699000,53019000,3699000
7/5/2000,53019000,3699000,53019000,3699000
7/6/2000,53019000,3699000,53019000,3699000
7/7/2000,53019000,3699000,53019000,3699000
7/8/2000,53019000,3699000,53019000,3699000
7/9/2000,53019000,3699000,53019000,3699000
7/10/2000,53019000,3699000,53019000,3699000
7/11/2000,53019000,3699000,53019000,3699000
7/12/2000,53019000,3699000,53019000,3699000
7/13/2000,53019000,3699000,53019000,3699000
7/14/2000,53019000,3699000,53019000,3699000
7/15/2000,53019000,3699000,53019000,3699000
7/16/2000,53019000,3699000,53019000,3699000
7/17/2000,53019000,3699000,53019000,3699000
7/18/2000,53019000,3699000,53019000,3699000
7/19/2000,53019000,3699000,53019000,3699000
7/20/2000,53019000,3699000,53019000,3699000
7/21/2000,53019000,3699000,53019000,3699000
7/22/2000,53019000,3699000,53019000,3699000
7/23/2000,53019000,3699000,53019000,3699000
7/24/2000,53019000,3699000,53019000,3699000
7/25/2000,53019000,3699000,53019000,3699000
7/26/2000,53019000,3699000,53019000,3699000
7/27/2000,53019000,3699000,53019000,3699000
7/28/2000,53019000,3699000,53019000,3699000
7/29/2000,53019000,3699000,53019000,3699000
7/30/2000,53019000,3699000,53019000,3699000
7/31/2000,53019000,3699000,53019000,3699000
8/1/2000,53019000,3699000,53019000,3699000
8/2/2000,53019000,3699000,53019000,3699000
8/3/2000,53019000,3699000,53019000,3699000
8/4/2000,53019000,3699000,53019000,3699000
8/5/2000,53019000,3699000,53019000,3699000
8/6/2000,53019000,3699000,53019000,3699000
8/7/2000,53019000,3699000,53019000,3699000
8/8/2000,53019000,3699000,53019000,3699000
8/9/2000,53019000,3699000,53019000,3699000
8/10/2000,53019000,3699000,53019000,3699000
8/11/2000,53019000,3699000,53019000,3699000
8/12/2000,53019000,3699000,53019000,3699000
8/13/2000,53019000,3699000,53019000,3699000
8/14/2000,53019000,3699000,53019000,3699000
8/15/2000,53019000,3699000,53019000,3699000
8/16/2000,53019000,3699000,53019000,3699000
8/17/2000,53019000,3699000,53019000,3699000
8/18/2000,53019000,3699000,53019000,3699000
8/19/2000,53019000,3699000,53019000,3699000
8/20/2000,53019000,3699000,53019000,3699000
8/21/2000,53019000,3699000,53019000,3699000
8/22/2000,53019000,3699000,53019000,3699000
8/23/2000,53019000,3699000,53019000,3699000
8/24/2000,53019000,3699000,53019000,3699000
8/25/2000,53019000,3699000,53019000,3699000
8/26/2000,53019000,3699000,53019000,3699000
8/27/2000,53019000,3699000,53019000,3699000
8/28/2000,53019000,3699000,53019000,3699000
8/29/2000,53019000,3699000,53019000,3699000
8/30/2000,53019000,3699000,53019000,3699000
8/31/2000,53019000,3699000,53019000,3699000
9/1/2000,53019000,3699000,53019000,3699000
9/2/2000,53019000,3699000,53019000,3699000
9/3/2000,53019000,3699000,53019000,3699000
9/4/2000,53019000,3699000,53019000,3699000
9/5/2000,53019000,3699000,53019000,3699000
9/6/2000,53019000,3699000,53019000,3699000
9/7/2000,53019000,3699000,53019000,3699000
9/8/2000,53019000,3699000,53019000,3699000
9/9/2000,53019000,3699000,53019000,3699000
9/10/2000,53019000,3699000,53019000,3699000
9/11/2000,53019000,3699000,53019000,3699000
9/12/2000,53019000,3699000,53019000,3699000
9/13/2000,53019000,3699000,53019000,3699000
9/14/2000,53019000,3699000,53019000,3699000
9/15/2000,53019000,3699000,53019000,3699000
9/16/2000,53019000,3699000,53019000,3699000
9/17/2000,53019000,3699000,53019000,3699000
9/18/2000,53019000,3699000,53019000,3699000
9/19/2000,53019000,3699000,53019000,3699000
9/20/2000,53019000,3699000,53019000,3699000
9/21/2000,53019000,3699000,53019000,3699000
9/22/2000,53019000,3699000,53019000,3699000
9/23/2000,53019000,3699000,53019000,3699000
9/24/2000,53019000,3699000,53019000,3699000
9/25/2000,53019000,3699000,53019000,3699000
9/26/2000,53019000,3699000,53019000,3699000
9/27/2000,53019000,3699000,53019000,3699000
9/28/2000,53019000,3699000,53019000,3699000
9/29/2000,53019000,3699000,53019000,3699000
9/30/2000,53019000,3699000,53019000,3699000
10/1/2000,53019000,3699000,53019000,3699000
10/2/2000,53019000,3699000,53019000,3699000
10/3/2000,53019000,3699000,53019000,3699000
10/4/2000,53019000,3699000,53019000,3699000
10/5/2000,53019000,3699000,53019000,3699000
10/6/2000,53019000,3699000,53019000,3699000
10/7/2000,53019000,3699000,53019000,3699000
10/8/2000,53019000,3699000,53019000,3699000
10/9/2000,53019000,3699000,53019000,3699000
10/10/2000,53019000,3699000,53019000,3699000
10/11/2000,53019000,3699000,53019000,3699000
10/12/2000,53019000,3699000,53019000,3699000
10/13/2000,53019000,3699000,53019000,3699000
10/14/2000,53019000,3699000,53019000,3699000
10/15/2000,53019000,3699000,53019000,3699000
10/16/2000,52906336,3699000,52906336,3699000
10/17/2000,52793668,3699000,52793668,3699000
10/18/2000,52681004,3699000,52681004,3699000
10/19/2000,52568340,3699000,52568340,3699000
10/20/2000,52455672,3699000,52455672,3699000
10/21/2000,52343008,3699000,52343008,3699000
10/22/2000,52230344,3699000,52230344,3699000
10/23/2000,52117676,3699000,52117676,3699000
10/24/2000,52005012,3699000,52005012,3699000
10/25/2000,51892348,3699000,51892348,3699000
10/26/2000,51779680,3699000,51779680,3699000
10/27/2000,51667016,3699000,51667016,3699000
10/28/2000,51554352,3699000,51554352,3699000
10/29/2000,51441684,3699000,51441684,3699000
10/30/2000,51329020,3699000,51329020,3699000
10/31/2000,51216352,3699000,51216352,3699000
11/1/2000,51117384,3699000,51117384,3699000
11/2/2000,51018416,3699000,51018416,3699000
11/3/2000,50919448,3699000,50919448,3699000
11/4/2000,50820480,3699000,50820480,3699000
11/5/2000,50721508,3699000,50721508,3699000
11/6/2000,50622540,3699000,50622540,3699000
11/7/2000,50523572,3699000,50523572,3699000
11/8/2000,50424604,3699000,50424604,3699000
11/9/2000,50325636,3699000,50325636,3699000
11/10/2000,50226664,3699000,50226664,3699000
11/11/2000,50127696,3699000,50127696,3699000
11/12/2000,50028728,3699000,50028728,3699000
11/13/2000,49929760,3699000,49929760,3699000
11/14/2000,49830792,3699000,49830792,3699000
11/15/2000,49731824,3699000,49731824,3699000
11/16/2000,49632852,3699000,49632852,3699000
11/17/2000,49533884,3699000,49533884,3699000
11/18/2000,49434916,3699000,49434916,3699000
11/19/2000,49335948,3699000,49335948,3699000
11/20/2000,49236976,3699000,49236976,3699000
11/21/2000,49138008,3699000,49138008,3699000
11/22/2000,49039040,3699000,49039040,3699000
11/23/2000,48940072,3699000,48940072,3699000
11/24/2000,48841104,3699000,48841104,3699000
11/25/2000,48742136,3699000,48742136,3699000
11/26/2000,48643164,3699000,48643164,3699000
11/27/2000,48544196,3699000,48544196,3699000
11/28/2000,48445228,3699000,48445228,3699000
11/29/2000,48346260,3699000,48346260,3699000
11/30/2000,48247288,3699000,48247288,3699000
12/1/2000,48247288,3699000,48247288,3699000
12/2/2000,48247288,3699000,48247288,3699000
12/3/2000,48247288,3699000,48247288,3699000
12/4/2000,48247288,3699000,48247288,3699000
12/5/2000,48247288,3699000,48247288,3699000
12/6/2000,48247288,3699000,48247288,3699000
12/7/2000,48247288,3699000,48247288,3699000
12/8/2000,48247288,3699000,48247288,3699000
12/9/2000,48247288,3699000,48247288,3699000
12/10/2000,48247288,3699000,48247288,3699000
12/11/2000,48247288,3699000,48247288,3699000
12/12/2000,48247288,3699000,48247288,3699000
12/13/2000,48247288,3699000,48247288,3699000
12/14/2000,48247288,3699000,48247288,3699000
12/15/2000,48247288,3699000,48247288,3699000
12/16/2000,48247288,3699000,48247288,3699000
12/17/2000,48247288,3699000,48247288,3699000
12/18/2000,48247288,3699000,48247288,3699000
12/19/2000,48247288,3699000,48247288,3699000
12/20/2000,48247288,3699000,48247288,3699000
12/21/2000,48247288,3699000,48247288,3699000
12/22/2000,48247288,3699000,48247288,3699000
12/23/2000,48247288,3699000,48247288,3699000
12/24/2000,48247288,3699000,48247288,3699000
12/25/2000,48247288,3699000,48247288,3699000
12/26/2000,48247288,3699000,48247288,3699000
12/27/2000,48247288,3699000,48247288,3699000
12/28/2000,48247288,3699000,48247288,3699000
12/29/2000,48247288,3699000,48247288,3699000
12/30/2000,48247288,3699000,48247288,3699000
12/31/2000,48247288,3699000,48247288,3699000
1/1/2001,48247288,3699000,48247288,3699000
1/2/2001,48247288,3699000,48247288,3699000
1/3/2001,48247288,3699000,48247288,3699000
1/4/2001,48247288,3699000,48247288,3699000
1/5/2001,48247288,3699000,48247288,3699000
1/6/2001,48247288,3699000,48247288,3699000
1/7/2001,48247288,3699000,48247288,3699000
1/8/2001,48247288,3699000,48247288,3699000
1/9/2001,48247288,3699000,48247288,3699000
1/10/2001,48247288,3699000,48247288,3699000
1/11/2001,48247288,3699000,48247288,3699000
1/12/2001,48247288,3699000,48247288,3699000
1/13/2001,48247288,3699000,48247288,3699000
1/14/2001,48247288,3699000,48247288,3699000
1/15/2001,48247288,3699000,48247288,3699000
1/16/2001,48247288,3699000,48247288,3699000
1/17/2001,48247288,3699000,48247288,3699000
1/18/2001,48247288,3699000,48247288,3699000
1/19/2001,48247288,3699000,48247288,3699000
1/20/2001,48247288,3699000,48247288,3699000
1/21/2001,48247288,3699000,48247288,3699000
