Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: Assunpink_01463620"
Cubic Meter
Statistic,Modeled,Observed
9/29/1999,255657,84672
9/30/1999,225914,82252.8
10/1/1999,161907,82252.8
10/2/1999,153650,74995.2
10/3/1999,149716,70156.8
10/4/1999,431771,67737.6
10/5/1999,387654,96768
10/6/1999,189288,118541
10/7/1999,186397,113702
10/8/1999,180742,99187.2
10/9/1999,237606,84672
10/10/1999,309412,82252.8
10/11/1999,241811,84672
10/12/1999,186418,82252.8
10/13/1999,186857,74995.2
10/14/1999,167252,70156.8
10/15/1999,149694,65318.4
10/16/1999,140704,60480
10/17/1999,259034,53222.4
10/18/1999,222635,58060.8
10/19/1999,185629,60480
10/20/1999,289900,70156.8
10/21/1999,223686,87091.2
10/22/1999,312864,91929.6
10/23/1999,264455,108864
10/24/1999,189084,113702
10/25/1999,180357,104026
10/26/1999,169843,94348.8
10/27/1999,159311,87091.2
10/28/1999,147806,79833.6
10/29/1999,137485,74995.2
10/30/1999,127313,70156.8
10/31/1999,118221,67737.6
11/1/1999,111226, 
11/2/1999,226402, 
11/3/1999,191777, 
11/4/1999,117430, 
11/5/1999,114135, 
11/6/1999,110749, 
11/7/1999,107232, 
11/8/1999,104127, 
11/9/1999,101308, 
11/10/1999,96603.3, 
11/11/1999,91437.1, 
11/12/1999,87027.4, 
11/13/1999,83230.7, 
11/14/1999,79795.8, 
11/15/1999,76651.3, 
11/16/1999,73774.1, 
11/17/1999,71189.2, 
11/18/1999,68819.8, 
11/19/1999,66606, 
11/20/1999,81987.7, 
11/21/1999,73467.2, 
11/22/1999,64524.6, 
11/23/1999,65545.6, 
11/24/1999,114304, 
11/25/1999,129803, 
11/26/1999,315097, 
11/27/1999,246662, 
11/28/1999,106872, 
11/29/1999,113533, 
11/30/1999,118517, 
12/1/1999,121675, 
12/2/1999,120769, 
12/3/1999,117212, 
12/4/1999,112357, 
12/5/1999,122422, 
12/6/1999,218064, 
12/7/1999,173072, 
12/8/1999,109947, 
12/9/1999,105001, 
12/10/1999,188078, 
12/11/1999,158699, 
12/12/1999,113994, 
12/13/1999,283569, 
12/14/1999,614631, 
12/15/1999,408602, 
12/16/1999,250147, 
12/17/1999,223940, 
12/18/1999,211320, 
12/19/1999,197625, 
12/20/1999,491957, 
12/21/1999,422216, 
12/22/1999,244167, 
12/23/1999,214807, 
12/24/1999,194314, 
12/25/1999,179111, 
12/26/1999,167398, 
12/27/1999,157709, 
12/28/1999,145937, 
12/29/1999,135252, 
12/30/1999,131465, 
12/31/1999,123281, 
1/1/2000,115235, 
1/2/2000,110058, 
1/3/2000,104727, 
1/4/2000,419628, 
1/5/2000,312105, 
1/6/2000,114646, 
1/7/2000,113034, 
1/8/2000,111121, 
1/9/2000,109348, 
1/10/2000,224761, 
1/11/2000,179821, 
1/12/2000,123534, 
1/13/2000,125745, 
1/14/2000,114502, 
1/15/2000,110538, 
1/16/2000,106964, 
1/17/2000,103491, 
1/18/2000,99008.9, 
1/19/2000,94544.7, 
1/20/2000,90570.6, 
1/21/2000,86915.6, 
1/22/2000,83666.5, 
1/23/2000,80700.9, 
1/24/2000,77931.8, 
1/25/2000,177688, 
1/26/2000,81908.2, 
1/27/2000,74916.4, 
1/28/2000,73035.7, 
1/29/2000,71266.1, 
1/30/2000,69539.5, 
1/31/2000,118248, 
2/1/2000,140060, 
2/2/2000,178515, 
2/3/2000,71441.3, 
2/4/2000,144871, 
2/5/2000,310668, 
2/6/2000,220052, 
2/7/2000,228846, 
2/8/2000,135371, 
2/9/2000,98610, 
2/10/2000,148370, 
2/11/2000,117844, 
2/12/2000,99372.3, 
2/13/2000,91799.3, 
2/14/2000,311271, 
2/15/2000,327733, 
2/16/2000,103832, 
2/17/2000,102212, 
2/18/2000,304462, 
2/19/2000,449508, 
2/20/2000,340052, 
2/21/2000,321786, 
2/22/2000,213848, 
2/23/2000,173354, 
2/24/2000,136362, 
2/25/2000,155654, 
2/26/2000,138970, 
2/27/2000,165364, 
2/28/2000,129453, 
3/1/2000,103439, 
3/2/2000,95094, 
3/3/2000,87731.8, 
3/4/2000,82725.8, 
3/5/2000,78372, 
3/6/2000,74526.7, 
3/7/2000,71023.4, 
3/8/2000,67854.7, 
3/9/2000,64900.1, 
3/10/2000,62193.1, 
3/11/2000,352295, 
3/12/2000,354644, 
3/13/2000,114023, 
3/14/2000,113494, 
3/15/2000,124141, 
3/16/2000,570153, 
3/17/2000,524347, 
3/18/2000,257549, 
3/19/2000,235885, 
3/20/2000,212426, 
3/21/2000,207820, 
3/22/2000,186331, 
3/23/2000,159244, 
3/24/2000,140515, 
3/25/2000,127411, 
3/26/2000,113907, 
3/27/2000,294273, 
3/28/2000,269030, 
3/29/2000,139408, 
3/30/2000,126927, 
3/31/2000,121247, 
4/1/2000,116079,113702
4/2/2000,110884,99187.2
4/3/2000,118767,89510.4
4/4/2000,127940,87091.2
4/5/2000,105744,79833.6
4/6/2000,86561.5,77414.4
4/7/2000,77818.6,74995.2
4/8/2000,139275,70156.8
4/9/2000,136859,70156.8
4/10/2000,94130.9,70156.8
4/11/2000,96480,70156.8
4/12/2000,87826.2,70156.8
4/13/2000,77145.4,70156.8
4/14/2000,69915.5,65318.4
4/15/2000,191934,62899.2
4/16/2000,171153,70156.8
4/17/2000,260818,91929.6
4/18/2000,201089,128218
4/19/2000,114299,137894
4/20/2000,111855,133056
4/21/2000,368140,145152
4/22/2000,304692,232243
4/23/2000,161412,234662
4/24/2000,148766,195955
4/25/2000,133657,162086
4/26/2000,119939,128218
4/27/2000,103660,108864
4/28/2000,91392.8,96768
4/29/2000,82253,89510.4
4/30/2000,73665.3,87091.2
5/1/2000,78136.9,82252.8
5/2/2000,68540.7,82252.8
5/3/2000,60519.5,77414.4
5/4/2000,56501.9,72576
5/5/2000,67259.4,67737.6
5/6/2000,57041.7,60480
5/7/2000,46210.5,58060.8
5/8/2000,43041.1,55641.6
5/9/2000,40297.3,50803.2
5/10/2000,84038.1,48384
5/11/2000,80000.1,45964.8
5/12/2000,47709.5,45964.8
5/13/2000,166530,45964.8
5/14/2000,136337,65318.4
5/15/2000,60287.2,67737.6
5/16/2000,60261.6,65318.4
5/17/2000,47985.3,58060.8
5/18/2000,242940,50803.2
5/19/2000,419351,87091.2
5/20/2000,484402,140314
5/21/2000,304213,212890
5/22/2000,218494,212890
5/23/2000,406076,181440
5/24/2000,447094,191117
5/25/2000,285989,215309
5/26/2000,202154,183859
5/27/2000,157144,149990
5/28/2000,124316,123379
5/29/2000,104351,106445
5/30/2000,90715.7,89510.4
5/31/2000,80320,79833.6
6/1/2000,69356.5,72576
6/2/2000,84094.7,65318.4
6/3/2000,59812.8,53222.4
6/4/2000,56092,48384
6/5/2000,53791.3,43545.6
6/6/2000,252884,43545.6
6/7/2000,153681,50803.2
6/8/2000,79061.5,53222.4
6/9/2000,70014.1,53222.4
6/10/2000,53943.5,50803.2
6/11/2000,76745.9,45964.8
6/12/2000,280769,41126.4
6/13/2000,99128.4,45964.8
6/14/2000,104477,48384
6/15/2000,102869,48384
6/16/2000,57087.1,48384
6/17/2000,116382,50803.2
6/18/2000,172573,50803.2
6/19/2000,65581,55641.6
6/20/2000,58361.7,55641.6
6/21/2000,246950,53222.4
6/22/2000,85537.2,62899.2
6/23/2000,57347.7,67737.6
6/24/2000,48511.6,58060.8
6/25/2000,42851.1,50803.2
6/26/2000,46341.2,43545.6
6/27/2000,41736.4,33868.8
6/28/2000,54091.1,26611.2
6/29/2000,59427,24192
6/30/2000,32197.4,23950.1
7/1/2000,29172.7,22982.4
7/2/2000,27139.8,22256.6
7/3/2000,87674.4,21289
7/4/2000,56770.9,21289
7/5/2000,26394.4,21047
7/6/2000,24986.5,20805.1
7/7/2000,24640.5,19353.6
7/8/2000,23593.7,16692.5
7/9/2000,22472.8,14757.1
7/10/2000,30924.3,13547.5
7/11/2000,19388.7,13305.6
7/12/2000,18828.6,12096
7/13/2000,17792.1,11128.3
7/14/2000,75504.8,10644.5
7/15/2000,314939,17176.3
7/16/2000,115123,20805.1
7/17/2000,51792.5,20805.1
7/18/2000,53258.9,20805.1
7/19/2000,138641,20805.1
7/20/2000,43722.3,20805.1
7/21/2000,93129.9,20321.3
7/22/2000,47645.7,19353.6
7/23/2000,32423.7,18385.9
7/24/2000,27460.6,17418.2
7/25/2000,31843.9,16934.4
7/26/2000,1073808,22014.7
7/27/2000,282182,50803.2
7/28/2000,195589,58060.8
7/29/2000,142291,62899.2
7/30/2000,422449,62899.2
7/31/2000,296329,123379
8/1/2000,787401,128218
8/2/2000,280098,256435
8/3/2000,822803,297562
8/4/2000,259537,302400
8/5/2000,197933,256435
8/6/2000,197555,217728
8/7/2000,325778,179021
8/8/2000,142724,159667
8/9/2000,112794,120960
8/10/2000,94915.4,96768
8/11/2000,360813,111283
8/12/2000,1288322,239501
8/13/2000,239277,312077
8/14/2000,1232549,314496
8/15/2000,327179,428198
8/16/2000,314911,355622
8/17/2000,262450,256435
8/18/2000,347688,188698
8/19/2000,210245,149990
8/20/2000,168928,123379
8/21/2000,145311,99187.2
8/22/2000,125485,84672
8/23/2000,113781,77414.4
8/24/2000,104524,70156.8
8/25/2000,94989.2,65318.4
8/26/2000,88886.1,58060.8
8/27/2000,102707,50803.2
8/28/2000,100651,45964.8
8/29/2000,80953.7,43545.6
8/30/2000,75195.5,38707.2
8/31/2000,76670.5,38707.2
9/1/2000,111925,36288
9/2/2000,103385,36288
9/3/2000,148192,33868.8
9/4/2000,164604,33868.8
9/5/2000,82717,33868.8
9/6/2000,80741.4,33868.8
9/7/2000,78659.5,33868.8
9/8/2000,76350.9,33868.8
9/9/2000,73536.8,33868.8
9/10/2000,70570.1,33868.8
9/11/2000,67380.6,33868.8
9/12/2000,65834.1,29030.4
9/13/2000,95363.4,29030.4
9/14/2000,185918,29030.4
9/15/2000,388612,72576
9/16/2000,86142.9,113702
9/17/2000,88875.2,133056
9/18/2000,90183.3,123379
9/19/2000,909515,123379
9/20/2000,210563,261274
9/21/2000,195400,263693
9/22/2000,180149,208051
9/23/2000,170131,154829
9/24/2000,152210,118541
9/25/2000,536106,99187.2
9/26/2000,780472,169344
9/27/2000,256375,268531
9/28/2000,222314,246758
9/29/2000,197431,195955
9/30/2000,179072,149990
10/1/2000,163797,120960
10/2/2000,150631,104026
10/3/2000,134450,91929.6
10/4/2000,287590,82252.8
10/5/2000,144014,82252.8
10/6/2000,123017,82252.8
10/7/2000,113988,79833.6
10/8/2000,107245,74995.2
10/9/2000,101919,70156.8
10/10/2000,97429.5,65318.4
10/11/2000,93395.5,58060.8
10/12/2000,88350.2,55641.6
10/13/2000,83959.1,55641.6
10/14/2000,80092,53222.4
10/15/2000,76612.7,53222.4
10/16/2000,73910.7,50803.2
10/17/2000,82804.6,50803.2
10/18/2000,139867,50803.2
10/19/2000,73616.5,50803.2
10/20/2000,69143.8,50803.2
10/21/2000,67202.9,50803.2
10/22/2000,65323,50803.2
10/23/2000,63562.3,50803.2
10/24/2000,61885.5,50803.2
10/25/2000,60104.1,50803.2
10/26/2000,57873.9,50803.2
10/27/2000,55810.3,50803.2
10/28/2000,53931.5,45964.8
10/29/2000,52238.2,38707.2
10/30/2000,50685,36288
10/31/2000,49223.6,36288
11/1/2000,47837.3,36288
11/2/2000,46525.6,33868.8
11/3/2000,45281.2,33868.8
11/4/2000,44093.4,36288
11/5/2000,42961.9,38707.2
11/6/2000,41888.6,36288
11/7/2000,40862.9,36288
11/8/2000,39876.6,36288
11/9/2000,106358,36288
11/10/2000,221169,60480
11/11/2000,47143,74995.2
11/12/2000,49788.9,82252.8
11/13/2000,52313.2,82252.8
11/14/2000,148802,82252.8
11/15/2000,67513.5,82252.8
11/16/2000,72054.5,82252.8
11/17/2000,71394.5,79833.6
11/18/2000,66911.8,77414.4
11/19/2000,63208.3,74995.2
11/20/2000,73658,72576
11/21/2000,60447.8,72576
11/22/2000,57400.9,72576
11/23/2000,53944.7,72576
11/24/2000,51523.4,67737.6
11/25/2000,84671.1,60480
11/26/2000,583184,89510.4
11/27/2000,122023,159667
11/28/2000,113784,174182
11/29/2000,223355,162086
11/30/2000,135993,147571
12/1/2000,137049,130637
12/2/2000,136134,113702
12/3/2000,132550,104026
12/4/2000,117106,91929.6
12/5/2000,104847,87091.2
12/6/2000,95337.2,84672
12/7/2000,86965,79833.6
12/8/2000,80418.8,77414.4
12/9/2000,75198.4,77414.4
12/10/2000,77632.2,74995.2
12/11/2000,69463.5,70156.8
12/12/2000,68382.2,65318.4
12/13/2000,65595.3,65318.4
12/14/2000,806777,84672
12/15/2000,87729.8,113702
12/16/2000,332716,120960
12/17/2000,2115975,307238
12/18/2000,222137,691891
12/19/2000,284136,580608
12/20/2000,255873,360461
12/21/2000,244717,249178
12/22/2000,225536,195955
12/23/2000,206544,179021
12/24/2000,189095,154829
12/25/2000,163605,137894
12/26/2000,145584,118541
12/27/2000,132155,101606
12/28/2000,121886,84672
12/29/2000,113940,74995.2
12/30/2000,149574,70156.8
12/31/2000,103796,67737.6
1/1/2001,99310.2,70156.8
1/2/2001,95406.8,65318.4
1/3/2001,91914.4,62899.2
1/4/2001,88718.6,60480
1/5/2001,85725.3,58060.8
1/6/2001,82894.8,55641.6
1/7/2001,80088.1,58060.8
1/8/2001,201731,55641.6
1/9/2001,79587.8,60480
1/10/2001,77573.3,62899.2
1/11/2001,75632.3,62899.2
1/12/2001,73732,62899.2
1/13/2001,71873.8,62899.2
1/14/2001,77632.2,62899.2
1/15/2001,193679,65318.4
1/16/2001,126693,77414.4
1/17/2001,206783,96768
1/18/2001,329546,108864
1/19/2001,1286245,162086
1/20/2001,680128,401587
1/21/2001,180076,508032
1/22/2001,183535,423360
1/23/2001,210798,329011
1/24/2001,275617,237082
1/25/2001,269985,188698
1/26/2001,220924,159667
1/27/2001,239833,135475
1/28/2001,276955,116122
1/29/2001,169042,108864
1/30/2001,545752,133056
1/31/2001,239061,268531
2/1/2001,225414,285466
2/2/2001,278737,244339
2/3/2001,238194,208051
2/4/2001,167239,171763
2/5/2001,1098668,162086
2/6/2001,314477,212890
2/7/2001,308599,266112
2/8/2001,218941,270950
2/9/2001,194205,239501
2/10/2001,215452,217728
2/11/2001,168197,193536
2/12/2001,160138,169344
2/13/2001,163729,140314
2/14/2001,157610,135475
2/15/2001,128506,130637
2/16/2001,373481,123379
2/17/2001,133469,147571
2/18/2001,127421,152410
2/19/2001,122418,140314
2/20/2001,117636,123379
2/21/2001,112753,113702
2/22/2001,124333,106445
2/23/2001,135905,101606
2/24/2001,111673,94348.8
2/25/2001,309267,96768
2/26/2001,207258,125798
2/27/2001,115155,130637
2/28/2001,109711,123379
3/1/2001,106643,113702
3/2/2001,103216,104026
3/3/2001,99312.4,96768
3/4/2001,262008,91929.6
3/5/2001,183881,96768
3/6/2001,135097,104026
3/7/2001,159333,113702
3/8/2001,138832,125798
3/9/2001,254593,135475
3/10/2001,112769,145152
3/11/2001,106902,135475
3/12/2001,224532,118541
3/13/2001,569072,217728
3/14/2001,154614,295142
3/15/2001,349137,266112
3/16/2001,376237,254016
3/17/2001,249532,254016
3/18/2001,172364,239501
3/19/2001,163562,203213
3/20/2001,151542,169344
3/21/2001,660292,169344
3/22/2001,365685,321754
3/23/2001,220891,341107
3/24/2001,200544,283046
3/25/2001,183432,227405
3/26/2001,178379,186278
3/27/2001,164276,159667
3/28/2001,158772,140314
3/29/2001,339742,128218
3/30/2001,1455645,452390
3/31/2001,358492,691891
4/1/2001,310370,670118
4/2/2001,291906,636250
4/3/2001,271342,447552
4/4/2001,250639,283046
4/5/2001,231187,222566
4/6/2001,304133,186278
4/7/2001,200455,179021
4/8/2001,243460,166925
4/9/2001,333334,164506
4/10/2001,181137,186278
4/11/2001,380329,191117
4/12/2001,217772,222566
4/13/2001,194833,224986
4/14/2001,170512,198374
4/15/2001,229538,171763
4/16/2001,181347,159667
4/17/2001,191604,149990
4/18/2001,174924,137894
4/19/2001,143108,120960
4/20/2001,129305,111283
4/21/2001,124866,106445
4/22/2001,107103,99187.2
4/23/2001,99088.9,96768
4/24/2001,93052.4,89510.4
4/25/2001,89954.3,82252.8
4/26/2001,85720.1,77414.4
4/27/2001,81026.5,74995.2
4/28/2001,77683.9,72576
4/29/2001,74479.1,72576
4/30/2001,70456.8,67737.6
5/1/2001,65938.9,65318.4
5/2/2001,62398.2,62899.2
5/3/2001,59215,58060.8
5/4/2001,56433.7,53222.4
5/5/2001,55313.9,50803.2
5/6/2001,55338.3,48384
5/7/2001,53771,43545.6
5/8/2001,51399.5,41126.4
5/9/2001,48951,38707.2
5/10/2001,45938.2,33868.8
5/11/2001,43494.1,33868.8
5/12/2001,43818.6,29030.4
5/13/2001,42572.8,26611.2
5/14/2001,41721.4,24192
5/15/2001,39995.9,23950.1
5/16/2001,38642.6,23708.2
5/17/2001,36906.5,22740.5
5/18/2001,35336,21530.9
5/19/2001,32745.2,20321.3
5/20/2001,34285.3,21772.8
5/21/2001,94025.1,22982.4
5/22/2001,406906,36288
5/23/2001,78294.9,62899.2
5/24/2001,68920,70156.8
5/25/2001,61856.4,65318.4
5/26/2001,483476,89510.4
5/27/2001,443601,258854
5/28/2001,174157,263693
5/29/2001,216485,210470
5/30/2001,143458,157248
5/31/2001,112069,120960
6/1/2001,835158,101606
6/2/2001,390610,162086
6/3/2001,254495,268531
6/4/2001,176343,249178
6/5/2001,137358,152410
6/6/2001,108677,120960
6/7/2001,92822.6,104026
6/8/2001,81710.3,96768
6/9/2001,71010.1,67737.6
6/10/2001,63017.4,55641.6
6/11/2001,115286,45964.8
6/12/2001,59396.4,38707.2
6/13/2001,50180.1,33868.8
6/14/2001,46879.7,31449.6
6/15/2001,44547.1,29030.4
6/16/2001,222332,43545.6
6/17/2001,1060030,104026
6/18/2001,128233,329011
6/19/2001,133463,399168
6/20/2001,135198,338688
6/21/2001,137605,258854
6/22/2001,98539.5,200794
6/23/2001,353986,159667
6/24/2001,138181,154829
6/25/2001,94801.8,142733
6/26/2001,75807.3,118541
6/27/2001,64030.2,91929.6
6/28/2001,55849.3,74995.2
6/29/2001,51603.8,62899.2
6/30/2001,134287,53222.4
7/1/2001,202338,50803.2
7/2/2001,74973.2,58060.8
7/3/2001,55141.6,50803.2
7/4/2001,341072,45964.8
7/5/2001,108106,50803.2
7/6/2001,81307.5,48384
7/7/2001,64508.9,43545.6
7/8/2001,67292.9,36288
7/9/2001,101157,45964.8
7/10/2001,66563.4,41126.4
7/11/2001,47682.8,33868.8
7/12/2001,43051.9,29030.4
7/13/2001,39510.2,29030.4
7/14/2001,36470.3,26611.2
7/15/2001,34019.1,23950.1
7/16/2001,31243.8,20563.2
7/17/2001,278385,18385.9
7/18/2001,184970,29030.4
7/19/2001,64306.3,31449.6
7/20/2001,61874.1,31449.6
7/21/2001,42824.8,31449.6
7/22/2001,38441.1,31449.6
7/23/2001,34905.8,31449.6
7/24/2001,31488.5,29030.4
7/25/2001,27666.6,26611.2
7/26/2001,46613.6,26611.2
7/27/2001,27854.6,26611.2
7/28/2001,25540.3,23224.3
7/29/2001,25497.6,20079.4
7/30/2001,22546.4,18627.8
7/31/2001,21478.9,17176.3
8/1/2001,20110.3,15482.9
8/2/2001,19180.8,14273.3
8/3/2001,33777.6,12821.8
8/4/2001,115148,12337.9
8/5/2001,35905.4,14031.4
8/6/2001,18004.5,14999
8/7/2001,14705.6,18627.8
8/8/2001,13478.1,23224.3
8/9/2001,12246.2,24192
8/10/2001,154846,26611.2
8/11/2001,391992,60480
8/12/2001,451569,94348.8
8/13/2001,515542,94348.8
8/14/2001,129970,79833.6
8/15/2001,124018,70156.8
8/16/2001,115606,58060.8
8/17/2001,92861.2,48384
8/18/2001,76486.4,41126.4
8/19/2001,123340,38707.2
8/20/2001,66395.5,31449.6
8/21/2001,45973.5,22982.4
8/22/2001,38476.5,20805.1
8/23/2001,74861.7,20321.3
8/24/2001,34117.7,20079.4
8/25/2001,30409.3,20079.4
8/26/2001,28195,18385.9
8/27/2001,124761,17902.1
8/28/2001,43835.1,20321.3
8/29/2001,28128.1,20079.4
8/30/2001,25406.7,20563.2
8/31/2001,31337.9,24192
9/1/2001,40588.2,23950.1
9/2/2001,39129.8,21047
9/3/2001,37833.4,18627.8
9/4/2001,63051.2,16692.5
9/5/2001,36367.5,14999
9/6/2001,35124.7,12821.8
9/7/2001,34019.8,11612.2
9/8/2001,32995.9,10886.4
9/9/2001,32065,10402.6
9/10/2001,52767.2,10644.5
9/11/2001,31341.4,11128.3
9/12/2001,30255.9,10402.6
9/13/2001,31995.8,9918.72
9/14/2001,218172,12337.9
9/15/2001,34903.7,13547.5
9/16/2001,35954.6,12821.8
9/17/2001,36620.1,12579.8
9/18/2001,36294.2,11854.1
9/19/2001,35690.4,11370.2
9/20/2001,168905,11612.2
9/21/2001,93139.4,13305.6
9/22/2001,48329.3,13305.6
9/23/2001,44345.2,13547.5
9/24/2001,139116,13547.5
9/25/2001,90012.7,14999
9/26/2001,51277.9,14999
9/27/2001,49640.3,14757.1
9/28/2001,48926.6,14757.1
9/29/2001,42775.6,14515.2
9/30/2001,110469,14515.2
10/1/2001,121391,15507.1
10/2/2001,51231.8,15700.6
10/3/2001,47624.2,16015.1
10/4/2001,44272,15579.6
10/5/2001,42127.6,15120
10/6/2001,80032.8,15676.4
10/7/2001,41825.9,14660.4
10/8/2001,39560.6,13305.6
10/9/2001,37087,12749.2
10/10/2001,35000.5,11975
10/11/2001,33164,11829.9
10/12/2001,31568.7,11733.1
10/13/2001,30187,11733.1
10/14/2001,91416.8,12047.6
10/15/2001,56900.2,15095.8
10/16/2001,38901.1,15095.8
10/17/2001,32182.8,14176.5
10/18/2001,31417,13208.8
10/19/2001,30740,13378.2
10/20/2001,30052.7,13886.2
10/21/2001,29321.6,14442.6
10/22/2001,28051.6,14708.7
10/23/2001,26784.9,14515.2
10/24/2001,25649.3,14515.2
10/25/2001,24665.6,15458.7
10/26/2001,23836.7,14515.2
10/27/2001,23137.7,13305.6
10/28/2001,22525.8,12096
10/29/2001,21975.7,12096
10/30/2001,21466.4,13305.6
10/31/2001,20990.3,13305.6
11/1/2001,20546.1,14515.2
11/2/2001,20122.3,14515.2
11/3/2001,24606.9,14515.2
11/4/2001,23118.5,14515.2
11/5/2001,19208.4,14515.2
11/6/2001,18871.5,14515.2
11/7/2001,18547.5,14515.2
11/8/2001,18231.8,14515.2
11/9/2001,17926.7,14515.2
11/10/2001,17634.9,13305.6
11/11/2001,17343.1,13305.6
11/12/2001,17055.9,13305.6
11/13/2001,16780,13305.6
11/14/2001,16511.2,13305.6
11/15/2001,16248.4,13305.6
11/16/2001,15991.4,13305.6
11/17/2001,15742.8,13305.6
11/18/2001,15503.4,13305.6
11/19/2001,15271,14515.2
11/20/2001,22390.8,14515.2
11/21/2001,14918.6,15724.8
11/22/2001,14711.9,15724.8
11/23/2001,14509.1,15724.8
11/24/2001,28274.1,15724.8
11/25/2001,103747,21772.8
11/26/2001,16318.7,29030.4
11/27/2001,17051.3,26611.2
11/28/2001,18199.6,24192
11/29/2001,21526.8,24192
11/30/2001,23430.6,21772.8
12/1/2001,19477.4,21772.8
12/2/2001,19545.6,19353.6
12/3/2001,18660.1,19353.6
12/4/2001,17904.7,19353.6
12/5/2001,17207.5,19353.6
12/6/2001,16553.8,18144
12/7/2001,15953.1,18144
12/8/2001,228971,21772.8
12/9/2001,63064.6,38949.1
12/10/2001,34091.4,39674.9
12/11/2001,61938.1,39916.8
12/12/2001,47925.4,38949.1
12/13/2001,58501.6,38949.1
12/14/2001,144916,40158.7
12/15/2001,64527.7,39433
12/16/2001,61679.9,37497.6
12/17/2001,180917,35804.2
12/18/2001,163106,39674.9
12/19/2001,80231.2,39433
12/20/2001,76401.9,37981.4
12/21/2001,72580.5,37013.8
12/22/2001,67434.4,36288
12/23/2001,91742.2,35320.3
