Streamflow Gauge Comparison
"Scenario: GridMet, Streamflow Gauge: Schuykill_01474500"
Cubic Meter
Statistic,Modeled,Observed
12/14/2001,8280890,2124058
12/15/2001,10473309,2636928
12/16/2001,6920627,2588544
12/17/2001,12252166,2467584
12/18/2001,15381403,2806272
12/19/2001,10774704,3048192
12/20/2001,11397966,3435264
12/21/2001,11319077,2806272
12/22/2001,10958184,2612736
12/23/2001,9395570,2443392
12/24/2001,10317236,3217536
12/25/2001,8781016,2636928
12/26/2001,6162972,2661120
12/27/2001,5975168,2199053
12/28/2001,5078230,1746662
12/29/2001,4457833,1780531
12/30/2001,3981486,1618445
12/31/2001,3664409,1533773
1/1/2002,3404196,1151539
1/2/2002,3181182,1362010
1/3/2002,3002347,1277338
1/4/2002,2846186,1376525
1/5/2002,2715070,1473293
1/6/2002,7824021,1826496
1/7/2002,10861454,3217536
1/8/2002,3866473,2661120
1/9/2002,6376681,2206310
1/10/2002,4019329,1925683
1/11/2002,6640486,2661120
1/12/2002,8559295,4548096
1/13/2002,4259208,3435264
1/14/2002,7406787,2878848
1/15/2002,6187790,2419200
1/16/2002,5394186,2218406
1/17/2002,5888219,2119219
1/18/2002,6097429,2005517
1/19/2002,8125787,1991002
1/20/2002,8098805,1966810
1/21/2002,5817569,2056320
1/22/2002,7718518,2111962
1/23/2002,7710529,1961971
1/24/2002,8856555,4451328
1/25/2002,12949059,8201088
1/26/2002,7094960,5298048
1/27/2002,13349113,4475520
1/28/2002,10557285,3967488
1/29/2002,8251282,3532032
1/30/2002,9077112,3169152
1/31/2002,12198034,3725568
2/1/2002,8662312,3943296
2/2/2002,10207651,4161024
2/3/2002,6907278,3894912
2/4/2002,7666154,3435264
2/5/2002,5858022,3024000
2/6/2002,4680293,2830464
2/7/2002,4427364,2806272
2/8/2002,4050262,2685312
2/9/2002,3723088,2540160
2/10/2002,4467134,2419200
2/11/2002,4459980,2515968
2/12/2002,3234674,2307917
2/13/2002,3751473,2515968
2/14/2002,4092528,2182118
2/15/2002,3639282,2003098
2/16/2002,3463074,2003098
2/17/2002,3306336,2000678
2/18/2002,3154652,1969229
2/19/2002,3021340,1872461
2/20/2002,3447807,1778112
2/21/2002,3586429,1932941
2/22/2002,2563305,1816819
2/23/2002,2787068,1775693
2/24/2002,2563851,1751501
2/25/2002,2343286,1790208
2/26/2002,2245382,1635379
2/27/2002,2817208,1664410
2/28/2002,2100432,1623283
3/1/2002,2696298,1526515
3/2/2002,5609392,1482970
3/3/2002,8462574,5636736
3/4/2002,4729738,5636736
3/5/2002,6096459,4136832
3/6/2002,6207650,3096576
3/7/2002,6404076,2709504
3/8/2002,5618214,2378074
3/9/2002,5743600,2443392
3/10/2002,6788371,2491776
3/11/2002,5229924,2564352
3/12/2002,6642098,2951424
3/13/2002,9127086,2757888
3/14/2002,7999664,2975616
3/15/2002,4448592,2806272
3/16/2002,5287514,2491776
3/17/2002,5618622,2491776
3/18/2002,7561278,3919104
3/19/2002,6887538,6580224
3/20/2002,11508946,10378368
3/21/2002,18395462,18482688
3/22/2002,7724090,11394432
3/23/2002,14728310,8951040
3/24/2002,12537474,7426944
3/25/2002,10828171,6459264
3/26/2002,12812303,5685120
3/27/2002,14571035,9338112
3/28/2002,8289907,11563776
3/29/2002,12644691,9047808
3/30/2002,13504632,7547904
3/31/2002,12240768,6797952
4/1/2002,9254006,6556032
4/2/2002,5872994,6362496
4/3/2002,6804630,5346432
4/4/2002,6411042,5031936
4/5/2002,4381988,4644864
4/6/2002,4364436,3991680
4/7/2002,3670528,3773952
4/8/2002,3093411,3604608
4/9/2002,3138568,3362688
4/10/2002,3354398,3507840
4/11/2002,2479280,3773952
4/12/2002,3667031,3652992
4/13/2002,3724467,3169152
4/14/2002,3676331,3265920
4/15/2002,5166936,3846528
4/16/2002,4069215,10789632
4/17/2002,11004762,9821952
4/18/2002,13067402,8007552
4/19/2002,10423196,6773760
4/20/2002,7734934,5951232
4/21/2002,6421938,5419008
4/22/2002,7404164,5491584
4/23/2002,7214776,5467392
4/24/2002,5698668,4838400
4/25/2002,7114204,4306176
4/26/2002,6364408,4257792
4/27/2002,5156201,4015872
4/28/2002,12350024,6072192
4/29/2002,16218666,14370048
4/30/2002,8692134,11781504
5/1/2002,20299396,10209024
5/2/2002,19174668,10063872
5/3/2002,19370998,16837632
5/4/2002,12689952,12724992
5/5/2002,15121867,10088064
5/6/2002,12320544,8757504
5/7/2002,9156803,7523712
5/8/2002,6655088,6362496
5/9/2002,6868323,6846336
5/10/2002,8286522,7862400
5/11/2002,4171136,6531840
5/12/2002,9491183,5515776
5/13/2002,15497191,7426944
5/14/2002,27703436,44513280
5/15/2002,13028954,16523136
5/16/2002,27551402,10958976
5/17/2002,24617400,8588160
5/18/2002,30237082,17974656
5/19/2002,31938948,19208448
5/20/2002,17307370,13184640
5/21/2002,27214288,11370240
5/22/2002,23677278,10354176
5/23/2002,15541678,9023616
5/24/2002,9545657,7644672
5/25/2002,6753066,6483456
5/26/2002,5425820,5927040
5/27/2002,4987316,5515776
5/28/2002,4212570,5322240
5/29/2002,4220902,4741632
5/30/2002,3420167,4257792
5/31/2002,3638332,3919104
6/1/2002,4165429,3749760
6/2/2002,2986410,3435264
6/3/2002,2917465,3338496
6/4/2002,2805433,3024000
6/5/2002,2896373,3072384
6/6/2002,9493221,3556224
6/7/2002,16527952,13378176
6/8/2002,4739236,8443008
6/9/2002,15827167,5539968
6/10/2002,9851228,4548096
6/11/2002,7553326,3628800
6/12/2002,7815997,3435264
6/13/2002,9587210,3169152
6/14/2002,9704516,5104512
6/15/2002,12444138,6168960
6/16/2002,7905246,5080320
6/17/2002,9253138,4281984
6/18/2002,9460492,3701376
6/19/2002,9898485,4499712
6/20/2002,6969860,4233600
6/21/2002,7203174,3701376
6/22/2002,7079601,3144960
6/23/2002,7097763,2830464
6/24/2002,6692954,2951424
6/25/2002,4940445,2975616
6/26/2002,3576345,2131315
6/27/2002,7095350,2225664
6/28/2002,9131471,6580224
6/29/2002,3553347,6048000
6/30/2002,8244725,3967488
7/1/2002,6347110,3217536
7/2/2002,4305652,2636928
7/3/2002,3761681,2312755
7/4/2002,3306175,1705536
7/5/2002,2981319,1688602
7/6/2002,2644822,1487808
7/7/2002,2405604,1444262
7/8/2002,2227994,1482970
7/9/2002,2874120,1303949
7/10/2002,2606032,1932941
7/11/2002,2016228,1335398
7/12/2002,2257271,1296691
7/13/2002,2145000,1139443
7/14/2002,2153537,1238630
7/15/2002,2023534,1279757
7/16/2002,1888867,1091059
7/17/2002,1845027,967680
7/18/2002,1810466,909619
7/19/2002,4163634,853978
7/20/2002,2678548,1161216
7/21/2002,1887555,989453
7/22/2002,1850217,1139443
7/23/2002,2432330,941069
7/24/2002,2547846,1006387
7/25/2002,1900608,1127347
7/26/2002,2412935,948326
7/27/2002,2533488,982195
7/28/2002,1980220,938650
7/29/2002,1885152,1025741
7/30/2002,1878650,795917
7/31/2002,2083053,631411
8/1/2002,1845488,587866
8/2/2002,2637816,447552
8/3/2002,2548965,491098
8/4/2002,2537477,595123
8/5/2002,1974226,1107994
8/6/2002,2536388,670118
8/7/2002,1882626,570931
8/8/2002,1932351,665280
8/9/2002,1658472,442714
8/10/2002,1642458,401587
8/11/2002,1626496,370138
8/12/2002,1606434,570931
8/13/2002,1593276,389491
8/14/2002,1573459,348365
8/15/2002,1598249,278208
8/16/2002,1566973,202971
8/17/2002,1803860,190875
8/18/2002,1780071,290304
8/19/2002,1569580,626573
8/20/2002,2298022,462067
8/21/2002,1823702,677376
8/22/2002,2192546,566093
8/23/2002,2497741,326592
8/24/2002,4531102,875750
8/25/2002,6040289,1816819
8/26/2002,2028284,1826496
8/27/2002,5093908,887846
8/28/2002,4482007,653184
8/29/2002,9095620,2709504
8/30/2002,10284844,2290982
8/31/2002,5016020,1482970
9/1/2002,15366800,1826496
9/2/2002,17649014,2245018
9/3/2002,8161630,1790208
9/4/2002,10820876,1330560
9/5/2002,8956147,977357
9/6/2002,6711706,713664
9/7/2002,5074592,682214
9/8/2002,3970963,597542
9/9/2002,3162488,742694
9/10/2002,2563376,517709
9/11/2002,2227789,527386
9/12/2002,1889612,517709
9/13/2002,1805628,515290
9/14/2002,2107573,437875
9/15/2002,3355781,759629
9/16/2002,5130959,1272499
9/17/2002,2188745,1369267
9/18/2002,4807000,1695859
9/19/2002,8215431,1151539
9/20/2002,4569370,619315
9/21/2002,4751604,486259
9/22/2002,4816480,532224
9/23/2002,4104292,827366
9/24/2002,4366452,655603
9/25/2002,5033638,1221696
9/26/2002,15784348,1308787
9/27/2002,26592514,4910976
9/28/2002,22783380,8055936
9/29/2002,21112828,5636736
9/30/2002,33126590,3652992
10/1/2002,33546928,2351462
10/2/2002,20543990,1824077
10/3/2002,13278907,1526515
10/4/2002,10325391,1335398
10/5/2002,9502130,2020032
10/6/2002,6491898,1695859
10/7/2002,6309430,1603930
10/8/2002,5159474,1289434
10/9/2002,3951170,1323302
10/10/2002,6878639,1543450
10/11/2002,24445594,6265728
10/12/2002,41247684,18821376
10/13/2002,16178274,13934592
10/14/2002,46956196,8709120
10/15/2002,35216224,5878656
10/16/2002,29493814,6459264
10/17/2002,38899176,21288960
10/18/2002,20504136,17394048
10/19/2002,38133640,11587968
10/20/2002,32630538,8926848
10/21/2002,20841382,7693056
10/22/2002,11936148,5878656
10/23/2002,8206664,4209408
10/24/2002,6738378,3556224
10/25/2002,8782633,3144960
10/26/2002,12029052,5975424
10/27/2002,8426912,8612352
10/28/2002,9511391,6241536
10/29/2002,13693431,5225472
10/30/2002,18043462,8515584
10/31/2002,16586566,14660352
11/1/2002,15605202,10039680
11/2/2002,18496794,8104320
11/3/2002,16318051,6725376
11/4/2002,13808426,5951232
11/5/2002,13848242,5177088
11/6/2002,14146445,6193152
11/7/2002,9053613,7209216
11/8/2002,10314376,5612544
11/9/2002,8969652,4499712
11/10/2002,7707514,4233600
11/11/2002,7475822,4209408
11/12/2002,12779390,5515776
11/13/2002,16094692,13136256
11/14/2002,8048103,8733312
11/15/2002,13632845,6556032
11/16/2002,20994318,6241536
11/17/2002,35682000,31449600
11/18/2002,29846512,30965760
11/19/2002,28747362,20926080
11/20/2002,34405732,15894144
11/21/2002,28383618,12773376
11/22/2002,23628818,11346048
11/23/2002,17872784,11878272
11/24/2002,14227368,10112256
11/25/2002,13382757,8709120
11/26/2002,12778315,7668864
11/27/2002,11579850,7547904
11/28/2002,8324598,7717248
11/29/2002,7350102,6894720
11/30/2002,6839348,6120576
12/1/2002,6191097,5878656
12/2/2002,5818285,5539968
12/3/2002,5340562,4935168
12/4/2002,4641862,4185216
12/5/2002,5466067,4015872
12/6/2002,4403458,4040064
12/7/2002,3945493,3870720
12/8/2002,3766809,3894912
12/9/2002,3570571,3894912
12/10/2002,3421057,3556224
12/11/2002,7719356,6652800
12/12/2002,7327186,33143040
12/13/2002,7274061,27336960
12/14/2002,11892628,39432960
12/15/2002,5873266,30965760
12/16/2002,8756763,23659776
12/17/2002,10257032,18337536
12/18/2002,9274376,14902272
12/19/2002,7473718,12289536
12/20/2002,14994814,18240768
12/21/2002,25174440,25159680
12/22/2002,7435108,15047424
12/23/2002,19242574,12749184
12/24/2002,18802722,11297664
12/25/2002,25946320,15773184
12/26/2002,36597716,22498560
12/27/2002,17312000,14829696
12/28/2002,30315928,11684736
12/29/2002,17866974,10475136
12/30/2002,13014907,10112256
12/31/2002,10333833,9531648
1/1/2003,15401388,14684544
1/2/2003,23341562,31207680
1/3/2003,12389709,27578880
1/4/2003,26085536,28304640
1/5/2003,18898438,21264768
1/6/2003,17702378,17926272
1/7/2003,12889276,15095808
1/8/2003,11087366,12507264
1/9/2003,9638268,12386304
1/10/2003,8125722,11781504
1/11/2003,7068775,11418624
1/12/2003,6021067,9942912
1/13/2003,5153534,8902656
1/14/2003,4526806,7886592
1/15/2003,4090660,7064064
1/16/2003,3775894,6265728
1/17/2003,3539980,5854464
1/18/2003,3357430,5225472
1/19/2003,3211595,4693248
1/20/2003,3090317,4935168
1/21/2003,2985820,4717440
1/22/2003,2894431,4064256
1/23/2003,2812490,3435264
1/24/2003,2737999,2806272
1/25/2003,2670452,3072384
1/26/2003,2988974,3580416
1/27/2003,3130644,3652992
1/28/2003,2512490,2975616
1/29/2003,2924576,3048192
1/30/2003,2561410,3338496
1/31/2003,3822349,3386880
2/1/2003,4581438,3435264
2/2/2003,6088228,3604608
2/3/2003,8632560,3483648
2/4/2003,14654996,3604608
2/5/2003,18187050,4765824
2/6/2003,16115058,4862592
2/7/2003,26476582,3967488
2/8/2003,22629058,3749760
2/9/2003,16737432,3265920
2/10/2003,14804775,3193344
2/11/2003,13998274,3144960
2/12/2003,9432670,2951424
2/13/2003,9751667,2588544
2/14/2003,6704386,2298240
2/15/2003,5303614,2612736
2/16/2003,4397360,2443392
2/17/2003,3842417,1589414
2/18/2003,5154050,895104
2/19/2003,5337459,2467584
2/20/2003,5178656,3870720
2/21/2003,4913443,5733504
2/22/2003,24202776,17273088
2/23/2003,42416452,50077440
2/24/2003,30550404,36288000
2/25/2003,33833036,20006784
2/26/2003,34962680,13813632
2/27/2003,28916588,10426752
2/28/2003,29482048,8249472
3/1/2003,25932814,7257600
3/2/2003,32242786,12096000
3/3/2003,44398168,25643520
3/4/2003,20078532,16063488
3/5/2003,31721026,14103936
3/6/2003,25198666,29272320
3/7/2003,17093788,22208256
3/8/2003,15954412,14249088
3/9/2003,21146702,17974656
3/10/2003,16630405,23054976
3/11/2003,14905960,14539392
3/12/2003,12538062,11829888
3/13/2003,13186340,12676608
3/14/2003,10776554,15724800
3/15/2003,8344329,15724800
3/16/2003,13066524,15434496
3/17/2003,15103049,17950464
3/18/2003,9881825,18797184
3/19/2003,11269376,18627840
3/20/2003,19752822,19474560
3/21/2003,31243138,46932480
3/22/2003,9227797,38465280
3/23/2003,30285084,28788480
3/24/2003,23345256,22909824
3/25/2003,13366519,16644096
3/26/2003,10858144,13184640
3/27/2003,10695655,13499136
3/28/2003,7400024,11975040
3/29/2003,10661096,10571904
3/30/2003,13237485,15216768
3/31/2003,10492822,16886016
4/1/2003,8913356,13595904
4/2/2003,11733030,12773376
4/3/2003,10151933,11878272
4/4/2003,7979426,10523520
4/5/2003,7950714,9797760
4/6/2003,7231862,9749376
4/7/2003,8251383,9144576
4/8/2003,9399096,9531648
4/9/2003,8972619,10910592
4/10/2003,10250633,15555456
4/11/2003,11717894,15603840
4/12/2003,17375560,23514624
4/13/2003,9852106,18119808
4/14/2003,14563175,14587776
4/15/2003,13313946,13136256
4/16/2003,10695938,12096000
4/17/2003,8368287,11055744
4/18/2003,7216426,10112256
4/19/2003,6435053,9217152
4/20/2003,4852430,8249472
4/21/2003,4624856,7814016
4/22/2003,4734309,7886592
4/23/2003,4198904,7765632
4/24/2003,3539974,6991488
4/25/2003,4332101,6096384
4/26/2003,5019016,6386688
4/27/2003,4774106,7547904
4/28/2003,3684000,7064064
4/29/2003,5373546,5951232
4/30/2003,4757852,5806080
5/1/2003,3830036,5539968
5/2/2003,4121470,5177088
5/3/2003,3753992,4935168
5/4/2003,3388834,4862592
5/5/2003,3477771,4693248
5/6/2003,3550173,4693248
5/7/2003,4304730,4523904
5/8/2003,4714319,5660928
5/9/2003,3455537,4983552
5/10/2003,4047713,4669056
5/11/2003,3538002,4427136
5/12/2003,3397879,4281984
5/13/2003,2908300,4040064
5/14/2003,2813043,3798144
5/15/2003,3088546,3580416
5/16/2003,3707518,3556224
5/17/2003,3691745,3943296
5/18/2003,2414844,3894912
5/19/2003,3277082,3701376
5/20/2003,2752826,3435264
5/21/2003,4128801,3677184
5/22/2003,3748788,3894912
5/23/2003,3473805,3556224
5/24/2003,4530606,3532032
5/25/2003,4585465,4088448
5/26/2003,13181560,19498752
5/27/2003,17841076,17756928
5/28/2003,8762003,10934784
5/29/2003,15658659,9725184
5/30/2003,11191135,8951040
5/31/2003,12196417,7547904
6/1/2003,19519294,15700608
6/2/2003,19243860,27336960
6/3/2003,19175010,18966528
6/4/2003,41212544,46448640
6/5/2003,44294672,42577920
6/6/2003,31453496,24917760
6/7/2003,36863380,20442240
6/8/2003,33498372,32417280
6/9/2003,16224042,23127552
6/10/2003,23446810,18797184
6/11/2003,19916150,15603840
6/12/2003,17057454,13402368
6/13/2003,15730825,16257024
6/14/2003,15587745,28062720
6/15/2003,14062638,17877888
6/16/2003,13753301,13499136
6/17/2003,11680196,10813824
6/18/2003,12155295,11636352
6/19/2003,9875261,11394432
6/20/2003,23344896,23732352
6/21/2003,61237520,99671040
6/22/2003,20221412,50319360
6/23/2003,74718712,34594560
6/24/2003,55325784,26853120
6/25/2003,34233780,22135680
6/26/2003,22468614,18676224
6/27/2003,13979935,16305408
6/28/2003,9077672,12991104
6/29/2003,6495491,11079936
6/30/2003,5142112,10329984
7/1/2003,4300650,8781696
7/2/2003,3895618,7475328
7/3/2003,4136966,7039872
7/4/2003,3594063,6459264
7/5/2003,3569600,5999616
7/6/2003,4040807,6072192
7/7/2003,3502560,5781888
7/8/2003,4062892,5902848
7/9/2003,3127521,5757696
7/10/2003,3773749,5056128
7/11/2003,3958048,5104512
7/12/2003,3649818,5056128
7/13/2003,3327343,4886784
7/14/2003,3391848,4281984
7/15/2003,2985043,3846528
7/16/2003,2725298,3459456
7/17/2003,2651590,3265920
7/18/2003,2977366,3120768
7/19/2003,3084346,3435264
7/20/2003,2418288,3943296
7/21/2003,5049051,3604608
7/22/2003,17446232,12845952
7/23/2003,17371120,30723840
7/24/2003,25420160,18264960
7/25/2003,29945210,18240768
7/26/2003,30751520,11442816
7/27/2003,29688422,8709120
7/28/2003,19026246,7572096
7/29/2003,11076747,6725376
7/30/2003,8242747,5273856
7/31/2003,7751223,4548096
8/1/2003,7738454,4717440
8/2/2003,5999156,5564160
8/3/2003,4327080,4741632
8/4/2003,10064856,9192960
8/5/2003,17049734,11079936
8/6/2003,15752370,24917760
8/7/2003,21968412,14370048
8/8/2003,22135574,10983168
8/9/2003,26176604,10136448
8/10/2003,36195380,18942336
8/11/2003,20399160,13426560
8/12/2003,25059110,10523520
8/13/2003,13304789,10426752
8/14/2003,15882946,8684928
8/15/2003,17197734,8660736
8/16/2003,11358883,6822144
8/17/2003,8655706,6749568
8/18/2003,5863471,6435072
8/19/2003,5977394,5249664
8/20/2003,4590323,4669056
8/21/2003,3879907,4161024
8/22/2003,3591494,3652992
8/23/2003,3269212,3556224
8/24/2003,2848628,3556224
8/25/2003,3090453,3193344
8/26/2003,2814615,2854656
8/27/2003,2988337,2806272
8/28/2003,2731848,3072384
8/29/2003,2559616,2636928
8/30/2003,4984727,3532032
8/31/2003,3852877,3604608
9/1/2003,6388462,3362688
9/2/2003,11210224,8007552
9/3/2003,7584140,8636544
9/4/2003,14384007,8515584
9/5/2003,17167252,9410688
9/6/2003,14516124,5806080
9/7/2003,17606068,4427136
9/8/2003,12461075,3870720
9/9/2003,9195175,3411072
9/10/2003,6689419,3096576
9/11/2003,5117446,2709504
9/12/2003,4297436,2491776
9/13/2003,6958188,3338496
9/14/2003,9975637,7015680
9/15/2003,14840577,35078400
9/16/2003,49415640,48625920
9/17/2003,11853448,17756928
9/18/2003,39895400,12749184
9/19/2003,35922320,24675840
9/20/2003,22292086,14902272
9/21/2003,24823772,10160640
9/22/2003,21292422,8467200
9/23/2003,31014230,33868800
9/24/2003,40492040,46690560
9/25/2003,20316770,24917760
9/26/2003,51492340,17539200
9/27/2003,40794436,14297472
9/28/2003,27823716,15845760
9/29/2003,18041658,14684544
9/30/2003,14205822,10838016
10/1/2003,12868396,9047808
10/2/2003,10809859,8080128
10/3/2003,8576374,7257600
10/4/2003,7479294,6725376
10/5/2003,7581460,6943104
10/6/2003,5280045,6580224
10/7/2003,6282350,5709312
10/8/2003,5768970,5322240
10/9/2003,4956474,5056128
10/10/2003,4512980,4741632
10/11/2003,4188050,4523904
10/12/2003,3920691,4354560
10/13/2003,3663103,4112640
10/14/2003,8314441,4064256
10/15/2003,14994571,14273280
10/16/2003,5415916,12241152
10/17/2003,17033402,8902656
10/18/2003,16902332,8539776
10/19/2003,11898772,7620480
10/20/2003,13863790,6604416
10/21/2003,12364897,5999616
10/22/2003,11075574,5660928
10/23/2003,9690799,5564160
10/24/2003,7534612,4910976
10/25/2003,6403440,4548096
10/26/2003,7426249,4354560
10/27/2003,18715834,32901120
10/28/2003,47223556,48142080
10/29/2003,28221778,49835520
10/30/2003,54958184,36288000
10/31/2003,37180280,25401600
11/1/2003,43826624,18990720
11/2/2003,37107888,15289344
11/3/2003,24545766,13257216
11/4/2003,16168022,11273472
11/5/2003,16686442,11733120
11/6/2003,17206856,18918144
11/7/2003,10715140,12724992
11/8/2003,9474681,10426752
11/9/2003,9114135,9072000
11/10/2003,7447197,8322048
11/11/2003,6780066,7789824
11/12/2003,9149073,9023616
11/13/2003,8912221,9991296
11/14/2003,7030515,8297856
11/15/2003,7254231,7330176
11/16/2003,6895989,6701184
11/17/2003,6197036,6628608
11/18/2003,5491731,6168960
11/19/2003,13988557,8297856
11/20/2003,26002340,40158720
11/21/2003,9065610,19063296
11/22/2003,19663046,13910400
11/23/2003,17896008,11684736
11/24/2003,15270469,10620288
11/25/2003,15107732,10523520
11/26/2003,11228372,10838016
11/27/2003,12035872,9241344
11/28/2003,15947120,9338112
11/29/2003,22619674,28304640
11/30/2003,10474366,20127744
12/1/2003,20322374,16015104
12/2/2003,17616174,14370048
12/3/2003,13606721,12966912
12/4/2003,10896878,11370240
12/5/2003,10929993,10329984
12/6/2003,10508261,10088064
12/7/2003,7292999,9289728
12/8/2003,7270573,8539776
12/9/2003,5912027,7910784
12/10/2003,6860192,8055936
12/11/2003,18297830,49109760
12/12/2003,25357100,50803200
12/13/2003,13468416,32417280
12/14/2003,40249880,26611200
12/15/2003,46128960,36046080
12/16/2003,22476548,23659776
12/17/2003,35053808,33143040
12/18/2003,42660052,34594560
12/19/2003,18783556,21917952
12/20/2003,25671102,17635968
12/21/2003,16786802,14974848
12/22/2003,12202057,13378176
12/23/2003,9873497,12507264
12/24/2003,18029268,21458304
12/25/2003,22491212,26127360
12/26/2003,8927518,20853504
12/27/2003,18416014,17079552
12/28/2003,17528366,14660352
12/29/2003,12105669,13281408
12/30/2003,12829585,11975040
12/31/2003,13157039,11055744
1/1/2004,12361730,10209024
1/2/2004,12291020,9700992
1/3/2004,12291708,9217152
1/4/2004,11800861,8902656
1/5/2004,14584524,12410496
1/6/2004,12422261,17152128
1/7/2004,15360085,13160448
1/8/2004,19520954,11104128
1/9/2004,13752627,10160640
1/10/2004,10050102,8975232
1/11/2004,8126228,7741440
1/12/2004,7024092,8515584
1/13/2004,6196704,8201088
1/14/2004,5541807,7547904
1/15/2004,4932577,6894720
1/16/2004,4413422,5781888
1/17/2004,4060335,6168960
1/18/2004,5063260,7257600
1/19/2004,5284162,7620480
1/20/2004,3544492,6435072
1/21/2004,3924672,5588352
1/22/2004,3497213,5443200
1/23/2004,3225159,4935168
1/24/2004,3137138,4669056
1/25/2004,3058061,4402944
1/26/2004,2983335,4693248
1/27/2004,2908690,4499712
1/28/2004,2840258,4790016
1/29/2004,2774652,4451328
1/30/2004,2713688,4330368
1/31/2004,2658729,3798144
2/1/2004,2605839,3749760
2/2/2004,2556466,4281984
2/3/2004,4763689,5999616
2/4/2004,6509202,11249280
2/5/2004,6515936,10813824
2/6/2004,26444686,27820800
2/7/2004,36797920,55399680
2/8/2004,17847622,27095040
2/9/2004,32607908,14611968
2/10/2004,17090018,12434688
2/11/2004,16633059,13571712
2/12/2004,15449890,11467008
2/13/2004,19362488,10063872
2/14/2004,19406220,9217152
2/15/2004,17677752,8225280
2/16/2004,16517674,7233408
2/17/2004,17477470,6531840
2/18/2004,15778918,5878656
2/19/2004,10378955,5370624
2/20/2004,8113366,5588352
2/21/2004,6556070,6386688
2/22/2004,5863346,7378560
2/23/2004,6005856,7620480
2/24/2004,7929422,6894720
2/25/2004,8991291,7305984
2/26/2004,5467580,6846336
2/27/2004,5690410,5999616
2/28/2004,5205019,5443200
3/1/2004,4277612,5612544
3/2/2004,4096567,6144768
3/3/2004,3830115,7088256
3/4/2004,4202520,7644672
3/5/2004,4305448,7668864
3/6/2004,6593766,9265536
3/7/2004,7828433,10813824
3/8/2004,6610650,9507456
3/9/2004,7704791,9967104
3/10/2004,7303922,9217152
3/11/2004,6228848,8418816
3/12/2004,5368720,7620480
3/13/2004,4822498,6991488
3/14/2004,4600081,6507648
3/15/2004,4303350,6265728
3/16/2004,7804837,6193152
3/17/2004,7992422,6580224
3/18/2004,6189836,6580224
3/19/2004,10279955,9725184
3/20/2004,10689275,12628224
3/21/2004,8993798,14418432
3/22/2004,9184288,11975040
3/23/2004,8830034,10209024
3/24/2004,8343288,9096192
3/25/2004,8177411,8225280
3/26/2004,7435737,7644672
3/27/2004,6718888,7185024
3/28/2004,6845584,6943104
3/29/2004,4990805,6459264
3/30/2004,6885049,5806080
3/31/2004,6711084,7886592
4/1/2004,5253432,7378560
4/2/2004,8521174,7451136
4/3/2004,7596176,10233216
4/4/2004,8611724,9870336
4/5/2004,10217688,10329984
4/6/2004,4946358,7281792
4/7/2004,5628698,6120576
4/8/2004,5515756,5685120
4/9/2004,6176806,6023808
4/10/2004,4553919,6217344
4/11/2004,6297276,5394816
4/12/2004,10724628,5588352
4/13/2004,19659984,16619904
4/14/2004,19333482,22353408
4/15/2004,18472306,22377600
4/16/2004,20549698,15120000
4/17/2004,19758080,11999232
4/18/2004,14287959,10668672
4/19/2004,10839193,9967104
4/20/2004,8097824,8878464
4/21/2004,6358632,7959168
4/22/2004,5125304,7523712
4/23/2004,6274087,7281792
4/24/2004,5876336,8080128
4/25/2004,4839470,6918912
4/26/2004,14127339,10257408
4/27/2004,17467940,25885440
4/28/2004,8317414,14297472
4/29/2004,16608172,11225088
4/30/2004,12816838,9531648
5/1/2004,10620906,8830080
5/2/2004,10830911,8346240
5/3/2004,13608611,10015488
5/4/2004,12814791,16595712
5/5/2004,11856012,12023424
5/6/2004,15015334,10378368
5/7/2004,10905877,9144576
5/8/2004,8129947,8733312
5/9/2004,7421304,7959168
5/10/2004,7503470,7572096
5/11/2004,5358840,7015680
5/12/2004,5913858,6459264
5/13/2004,4728900,5830272
5/14/2004,3839510,5322240
5/15/2004,4531126,5177088
5/16/2004,5479950,7064064
5/17/2004,4402062,7523712
5/18/2004,7212244,6289920
5/19/2004,9296958,6749568
5/20/2004,6680324,6652800
5/21/2004,5774702,5467392
5/22/2004,5301049,5128704
5/23/2004,4447625,4862592
5/24/2004,4066169,4548096
5/25/2004,4148890,3991680
5/26/2004,4213515,3870720
5/27/2004,6852603,6072192
5/28/2004,4493790,8031744
5/29/2004,7370318,6072192
5/30/2004,7685348,4838400
5/31/2004,7528670,4354560
6/1/2004,8743931,5443200
6/2/2004,6122518,5370624
6/3/2004,7816459,4475520
6/4/2004,7479294,3991680
6/5/2004,8359386,3846528
6/6/2004,12518118,7717248
6/7/2004,5501878,10644480
6/8/2004,16383958,8636544
6/9/2004,16841874,6943104
6/10/2004,12685710,5515776
6/11/2004,10780716,5007744
6/12/2004,8015551,5346432
6/13/2004,5768182,4741632
6/14/2004,10038913,4209408
6/15/2004,11226021,5346432
6/16/2004,13659990,10813824
6/17/2004,8990988,8370432
6/18/2004,13111515,6386688
6/19/2004,7834019,6725376
6/20/2004,10838653,5322240
6/21/2004,8824548,4402944
6/22/2004,8266573,4136832
6/23/2004,8631536,5491584
6/24/2004,4773366,4814208
6/25/2004,6771146,4015872
6/26/2004,8548839,5588352
6/27/2004,4958618,4523904
6/28/2004,7069630,3556224
6/29/2004,5454852,3604608
6/30/2004,3551772,3483648
7/1/2004,4529714,3072384
7/2/2004,3999880,2782080
7/3/2004,3380577,2636928
