GRanD_ID,GRanD_NAME,GRanD_CAP_MCM,GRanD_MEANFLOW_CUMECS,Obs_MEANFLOW_CUMECS,fit,match,NORhi_alpha,NORhi_beta,NORhi_max,NORhi_min,NORhi_mu,NORlo_alpha,NORlo_beta,NORlo_max,NORlo_min,NORlo_mu,Release_alpha1,Release_alpha2,Release_beta1,Release_beta2,Release_c,Release_max,Release_min,Release_p1,Release_p2
1775,J. Percy Priest Dam,804.2,39.143,37.986,full,NA,1.04,-5.13,Inf,-Inf,61.34,-5.41,-9.56,58.18,45.54,54.14,0.2897,0.0555,0.7128,0.1362,-0.869,2.504,-1,1.912,0.414
1776,W. Kerr Scott Dam,377.4,16.925,17.24,full,NA,0.28,-0.11,Inf,14.42,14.62,0.3,-0.08,Inf,-Inf,11.77,0.1962,0.0018,0.037,0.016,-0.163,1.747,-0.737,0.276,0.794
1777,Center Hill Dam,2580.4,106.111,104.601,full,NA,0.52,-2.19,Inf,-Inf,18.18,0,0,Inf,-Inf,0.05,0.6759,0.1671,0.4575,-0.0095,0.025,2.19,-0.897,97.625,0.67
1778,Lake Mackintosh Dam,28.4,3.187,NA,extrapolated,1796,1.12,2.28,Inf,-Inf,18.41,2.36,-0.66,Inf,10.01,10.95,0.3938,0.0579,0.2279,-0.081,-0.969,3.274,-0.875,2.783,0.244
1779,Oak Hollow Lake Dam,30.2,1.03,NA,extrapolated,1796,1.12,2.28,Inf,-Inf,18.41,2.36,-0.66,Inf,10.01,10.95,0.3938,0.0579,0.2279,-0.081,-0.969,3.274,-0.875,2.783,0.244
1780,High Point Municipal Dam,14.4,1.924,NA,extrapolated,1796,1.12,2.28,Inf,-Inf,18.41,2.36,-0.66,Inf,10.01,10.95,0.3938,0.0579,0.2279,-0.081,-0.969,3.274,-0.875,2.783,0.244
1781,Douglas,1900.8,284.161,181.111,full,NA,-3.29,-15.17,40.07,-Inf,30.9,0.97,-14.91,Inf,7.97,17.38,-0.1206,0.2724,0.2743,0.0693,-0.36,1.375,-0.823,0.62,0.593
1782,Falls Lake Dam,1259.4,22.357,19.246,full,NA,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1783,Melton Hill,155.4,161.567,131.659,full,NA,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1784,Lake Tom-A-Lex Dam,13.8,2.392,NA,extrapolated,1776,0.28,-0.11,Inf,14.42,14.62,0.3,-0.08,Inf,-Inf,11.77,0.1962,0.0018,0.037,0.016,-0.163,1.747,-0.737,0.276,0.794
1785,Tansi,19.7,0.221,NA,extrapolated,1788,-1.14,-2.9,42.27,-Inf,41.2,-2.82,-4.49,41.03,34.69,39.08,-0.3393,-0.412,0.1272,0.0764,-0.877,-1,-1,0.48,0.872
1786,Oxford,157.3,63.396,63.247,full,NA,0.74,0.08,Inf,-Inf,94.4,0.52,-0.71,Inf,-Inf,88.77,0.2086,-0.0349,0.176,0.0298,-0.114,-0.591,-0.819,0.206,0.855
1787,Great Falls,61.9,42.427,87.871,full,NA,6.32,0.29,50.32,40.67,46.13,-13.35,-11.96,Inf,22.2,18,0.7715,0.0119,0.4673,-0.0797,-0.366,-0.323,-1,0.515,0.744
1788,Tellico,576.8,560.341,10.547,full,NA,-1.14,-2.9,42.27,-Inf,41.2,-2.82,-4.49,41.03,34.69,39.08,-0.3393,-0.412,0.1272,0.0764,-0.877,-1,-1,0.48,0.872
1789,Rhodhiss,83.4,54.018,55.464,full,NA,0.9,-0.43,Inf,-Inf,63.7,1.23,-0.99,59.55,57.73,59.18,0.1965,-0.043,0.1461,0.0058,-0.071,-0.091,-0.757,0.142,0.887
1790,Lookout Shoals,32.6,69.358,63.472,full,NA,2.22,0.16,Inf,-Inf,90.66,1.53,-2.18,83.74,-Inf,81.76,0.2152,-0.0608,0.1625,0.0014,-0.092,-0.758,-0.93,0.195,0.87
1791,Catawba,356.2,23.518,23.296,full,NA,0.31,-1.6,Inf,-Inf,93.51,-1.11,-6.25,Inf,-Inf,84.18,0.1589,-0.0805,0.0709,0.089,-0.342,0.807,-0.836,0.436,0.709
1792,Solutia 15,40.6,0.034,NA,extrapolated,1800,-0.83,-6.28,44.66,-Inf,42.02,1.78,-5.03,Inf,-Inf,31.8,0.2139,0.0682,0.4521,0.189,-0.725,2.172,-0.848,0.994,0.705
1793,Walters,21,27.651,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1794,Beech River Dam,13.7,0.87,0.452,full,NA,1.28,0.22,Inf,-Inf,52.26,4.61,-2.38,Inf,-Inf,44.45,0.4022,-0.0597,-0.0112,-0.1122,-1.099,2.168,-1,1.243,0.518
1795,North Fork Reservoir Dam,26.8,1.517,NA,extrapolated,1788,-1.14,-2.9,42.27,-Inf,41.2,-2.82,-4.49,41.03,34.69,39.08,-0.3393,-0.412,0.1272,0.0764,-0.877,-1,-1,0.48,0.872
1796,B. Everett Jordan Dam,2031,35.658,46.128,full,NA,1.12,2.28,Inf,-Inf,18.41,2.36,-0.66,Inf,10.01,10.95,0.3938,0.0579,0.2279,-0.081,-0.969,3.274,-0.875,2.783,0.244
1797,Watts Bar,1449.3,1036.748,741.788,full,NA,-0.59,-1.78,Inf,-Inf,42.47,-2.64,-4.55,41.93,35.48,39.84,0.0293,0.1731,0.3203,0.0777,-0.186,0.658,-0.735,0.392,0.756
1798,High Rock,354,162.32,NA,extrapolated,1831,-10.95,2.92,Inf,30.49,26.46,1.3,-0.11,Inf,-Inf,21.33,0.368,0.0941,0.2408,0.0408,0.012,-0.948,-0.983,0,0.924
1799,Calderwood,50.7,149.677,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1800,Normandy,155.5,9.014,9.129,full,NA,-0.83,-6.28,44.66,-Inf,42.02,1.78,-5.03,Inf,-Inf,31.8,0.2139,0.0682,0.4521,0.189,-0.725,2.172,-0.848,0.994,0.705
1801,Fontana,1779.9,127.28,104.041,full,NA,-2.65,-9.58,48.18,35.06,41.86,2.4,-10.64,Inf,-Inf,31.74,-0.1416,0.2322,0.2804,0.0191,-0.266,1.058,-0.842,0.337,0.666
1802,Cheoah,43.2,146.613,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1803,Coddle Creek Dam,33.3,1.796,NA,extrapolated,1776,0.28,-0.11,Inf,14.42,14.62,0.3,-0.08,Inf,-Inf,11.77,0.1962,0.0018,0.037,0.016,-0.163,1.747,-0.737,0.276,0.794
1804,Cowans Ford,510.8,82.688,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1805,Lake Lure Dam,55.4,5.906,NA,extrapolated,1842,-0.08,0.28,Inf,-Inf,59.19,-0.22,0.39,Inf,-Inf,53.23,0.2432,-0.0109,0.1958,0.1201,-0.01,-0.573,-0.815,0,0.875
1806,Yadkin Narrows,176.1,168.059,NA,extrapolated,1831,-10.95,2.92,Inf,30.49,26.46,1.3,-0.11,Inf,-Inf,21.33,0.368,0.0941,0.2408,0.0408,0.012,-0.948,-0.983,0,0.924
1807,Santeetlah,188.2,13.119,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1808,Texasgulf Pond R-1-2,19.7,0.043,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1809,Mountain Island,56.7,84.538,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1810,Elk River Dam,125.6,13.426,NA,extrapolated,1846,-3.56,-13.71,50.82,-Inf,52.17,-0.89,-8.51,44.42,-Inf,41.24,0.2143,-0.0782,0.8451,0.4454,-0.794,2.654,-0.944,1.311,0.688
1811,Moss Lake Dam,65.7,2.947,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1812,Bear Creek,42.7,5.802,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1813,Lake Auman Dam,34.6,0.124,NA,extrapolated,1776,0.28,-0.11,Inf,14.42,14.62,0.3,-0.08,Inf,-Inf,11.77,0.1962,0.0018,0.037,0.016,-0.163,1.747,-0.737,0.276,0.794
1814,Tillery,206,182.664,NA,extrapolated,1831,-10.95,2.92,Inf,30.49,26.46,1.3,-0.11,Inf,-Inf,21.33,0.368,0.0941,0.2408,0.0408,0.012,-0.948,-0.983,0,0.924
1815,Nantahala,155.4,6.674,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1816,Thorpe,82.8,2.222,NA,extrapolated,1783,0.05,-0.03,Inf,-Inf,45.97,-0.59,-0.53,Inf,-Inf,43.23,0.0091,0.179,0.2738,0.0852,-0.029,0.029,-0.837,0.014,0.877
1817,Apalachia,71.3,80.59,53.154,full,NA,-0.05,0.09,Inf,48.66,48.73,2.11,0.65,Inf,-Inf,44.63,-0.2495,0.194,0.248,0.1191,-0.014,0.125,-0.897,0,0.765
1818,Hiwassee,535.3,77.329,59.826,full,NA,-1.42,-11.29,Inf,30.47,36.98,0.12,-10.57,Inf,18.86,28.13,-0.2353,0.2166,0.167,0.0945,-0.115,0.806,-0.797,0.172,0.809
1819,N. Saluda Reservoir Dam,113.8,1.659,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1820,Toxaway Dam Lower,26.5,0.685,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1821,Lake Bowen Dam,39.5,4.463,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1822,Chickamauga,909.4,1301.559,923.307,full,NA,-0.9,-5.17,43.16,-Inf,40.4,-3.62,-9.54,40.35,29.04,34.91,0.0628,0.1624,0.3565,0.0961,-0.194,-0.005,-0.748,0.403,0.737
1823,Ocoee 1,102.7,46.345,32.55,full,NA,-1.92,-3.4,48.04,-Inf,46.79,-3.12,-2.98,46.74,-Inf,43.68,0.1367,0.0552,0.1394,0.0653,-0.195,0.975,-0.635,0.334,0.954
1824,Pickwick Landing,1363,1967.736,1455.651,full,NA,0.98,-2.38,Inf,-Inf,41.96,0.37,-5.21,40.56,33.5,36.42,0.2256,0.1814,0.3971,0.069,-0.21,-0.099,-0.753,0.484,0.702
1825,Table Rock Reservoir,37,1.08,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1826,H. Taylor Blalock Reservoir Dam,28.4,14.598,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1827,Winthrop University Dam,304,128.743,99.601,full,NA,1.91,0.36,Inf,-Inf,86.92,4.86,-2.37,82.62,-Inf,78.31,0.2882,0.0896,0.1945,0.121,-0.229,-0.254,-0.971,0.353,0.825
1828,Chatuge,296.7,10.952,10.942,full,NA,0.07,-5.84,Inf,39.28,42.26,0.71,-6.22,41.82,30.69,35.93,-0.2011,0.2235,0.2148,0.1704,-0.169,1.394,-0.823,0.285,0.755
1829,Nickajack,310.3,1379.772,943.172,full,NA,0.62,0.66,Inf,-Inf,50.08,-0.04,0,Inf,-Inf,47.35,0.0475,0.1238,0.3025,0.0812,-0.109,-0.72,-0.839,0.227,0.781
1830,Lake Robinson Dam,55.5,3.301,NA,extrapolated,1852,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1831,Blewett Falls,119.6,255.4,2685.085,full,NA,-10.95,2.92,Inf,30.49,26.46,1.3,-0.11,Inf,-Inf,21.33,0.368,0.0941,0.2408,0.0408,0.012,-0.948,-0.983,0,0.924
1832,Main Dam,1588.5,11.33,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1833,Nottely,215,17.544,9.508,full,NA,0.03,-8.28,47.87,34.88,39.92,0.95,-9.21,Inf,19.92,28.79,-0.392,0.2614,0.2138,0.1501,-0.06,1.54,-0.851,0.111,0.829
1834,Blue Ridge,241.6,18.031,13.937,full,NA,1.35,-6.06,47.77,-Inf,42.21,3.75,-12.77,Inf,-Inf,25.54,-0.1483,0.0957,-0.004,0.0682,-0.257,1.223,-0.746,0.312,0.82
1835,Wheeler,1318.6,1801.464,1353.033,full,NA,1.66,-1.78,Inf,-Inf,48.69,-0.19,-9.29,47.02,36.97,40.45,0.2119,0.1475,0.3728,0.0567,-0.282,-0.116,-0.751,0.559,0.676
1836,Keowee,1178.7,29.353,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1837,Burton,133.2,9.178,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1838,Mathis and Terrora,38.2,11.77,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1839,Tugalo,53,34.434,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1840,Yonah,14.4,34.795,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1841,Carters Main Dam,583.2,25.191,25.551,full,NA,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1842,Fishing Creek,74,154.839,122.564,full,NA,-0.08,0.28,Inf,-Inf,59.19,-0.22,0.39,Inf,-Inf,53.23,0.2432,-0.0109,0.1958,0.1201,-0.01,-0.573,-0.815,0,0.875
1843,Cedar Creek,130.4,9.79,8.851,full,NA,-5.04,-17.26,43.91,-Inf,45.89,-0.94,-8.95,Inf,-Inf,29.69,0.0271,-0.2258,0.7751,0.3914,-0.853,2.555,-0.958,1.332,0.709
1844,Rocky Creek,11.9,172.76,NA,extrapolated,1791,0.31,-1.6,Inf,-Inf,93.51,-1.11,-6.25,Inf,-Inf,84.18,0.1589,-0.0805,0.0709,0.089,-0.342,0.807,-0.836,0.436,0.709
1845,Jamie L. Whitten Lock and Dam,222,3.785,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1846,Little Bear Creek,51.1,3.344,3.053,full,NA,-3.56,-13.71,50.82,-Inf,52.17,-0.89,-8.51,44.42,-Inf,41.24,0.2143,-0.0782,0.8451,0.4454,-0.794,2.654,-0.944,1.311,0.688
1847,Guntersville,1293.9,1521.05,1124.548,full,NA,1,0.15,Inf,-Inf,49.85,0.3,-1.46,Inf,44.24,45.43,0.1354,0.1529,0.3255,0.0423,-0.153,-0.055,-0.739,0.32,0.716
1848,Sardis Dam,3720.2,105.082,69.186,full,NA,7.16,-9.86,Inf,25.1,30.68,-1.54,-6.26,13.41,3.71,9.62,-0.3269,0.1021,0.3213,0.0182,-0.34,1.128,-1,1.527,0.011
1849,Lake Robinson Dam,68.5,4.752,NA,extrapolated,1831,-10.95,2.92,Inf,30.49,26.46,1.3,-0.11,Inf,-Inf,21.33,0.368,0.0941,0.2408,0.0408,0.012,-0.948,-0.983,0,0.924
1850,Lower Reservoir Dam A,29,0.076,NA,extrapolated,1841,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1851,Hartwell Dam,4241.6,123.15,102.269,full,NA,1.52,-0.47,Inf,-Inf,76.86,2.99,-3.75,Inf,52.64,56.99,0.062,0.0431,0.0066,0.0881,-0.638,1.951,-1,0.843,0.229
1852,Wateree,323.7,182.271,134.558,full,NA,1.54,1.38,Inf,-Inf,90.42,0.64,-4.75,84.1,-Inf,82.56,0.2736,-0.0217,0.1842,0.0887,-0.121,-0.391,-0.837,0.22,0.823
1853,Fairfield Dam Main Dam,493.4,0.532,NA,extrapolated,1791,0.31,-1.6,Inf,-Inf,93.51,-1.11,-6.25,Inf,-Inf,84.18,0.1589,-0.0805,0.0709,0.089,-0.342,0.807,-0.836,0.436,0.709
1854,Arrowhead Lake Dam,29.4,0.436,NA,extrapolated,1841,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1855,Upper Bear Creek,45.1,5.663,6.646,full,NA,0.82,1.06,Inf,-Inf,47.87,4.18,-0.54,43.38,37.24,41.43,0.598,0.1969,0.5034,0.027,-0.376,2.26,-0.956,0.692,0.675
1856,Fulton,16.3,12.705,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1857,Parr Shoals Dam,39.5,207.956,NA,extrapolated,1791,0.31,-1.6,Inf,-Inf,93.51,-1.11,-6.25,Inf,-Inf,84.18,0.1589,-0.0805,0.0709,0.089,-0.342,0.807,-0.836,0.436,0.709
1858,Rocky River Dam,31.6,7.921,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1859,Lake Catoma Dam,26.4,1.631,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1860,Weiss Main Dam,377.8,260.542,NA,extrapolated,1841,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1861,Buzzards Roost Embankment,315.8,59.015,NA,extrapolated,1786,0.74,0.08,Inf,-Inf,94.4,0.52,-0.71,Inf,-Inf,88.77,0.2086,-0.0349,0.176,0.0298,-0.114,-0.591,-0.819,0.206,0.855
1862,Allatoona Lake Dam and Powerhouse,826.5,57.607,48.873,full,NA,1.01,-7.87,Inf,-Inf,54.45,3.67,-10.12,Inf,30.86,41.58,0.1363,-0.0185,0.2201,0.2064,-0.533,1.71,-0.733,1.042,0.258
1863,Buford,3150.3,64.677,73.142,full,NA,1.19,-1.32,99.86,-Inf,98.28,1.06,-7.51,Inf,-Inf,62.01,-0.0282,0.0827,-0.1665,-0.0326,0,0.38,-0.782,0,0
1864,Enid Dam,1496.8,42.537,32.655,full,NA,7.32,-11,Inf,27.66,33.6,-1.62,-6.64,13.2,-Inf,11.47,-0.3394,0.0607,0.2892,0.1271,0,1.081,-1,0,0
1865,Glover Wilkins,23.5,66.231,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1866,Saluda,2713.7,98.072,NA,extrapolated,1791,0.31,-1.6,Inf,-Inf,93.51,-1.11,-6.25,Inf,-Inf,84.18,0.1589,-0.0805,0.0709,0.089,-0.342,0.807,-0.836,0.436,0.709
1867,Lewis Smith,2060.8,53.574,NA,extrapolated,1872,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1868,Aberdeen Dam,38.9,135.363,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1869,Grenada Dam,3357.7,88.235,56.954,full,NA,3.62,-7.94,Inf,-Inf,28.84,-0.76,-4.16,Inf,-Inf,7.58,-0.2443,0.1747,0.3875,-0.0248,-0.427,1.461,-0.998,1.724,0
1870,H. Neely Henry,149,323.171,NA,extrapolated,1841,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1871,Big Haynes Creek Reservoir Dam,23.4,1.845,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1872,J. Strom Thurmond Dam,4711.9,251.412,196.102,full,NA,1.75,-0.76,Inf,-Inf,67.64,3.31,-3.83,Inf,43.02,45.99,0.1846,0.0974,0.1312,0.0216,-0.47,1.968,-0.486,0.812,0.392
1873,Cornish Creek Reservoir Dam,22.7,0.927,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1874,Miller Steam Plant Ash Pond,11.7,0.014,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1875,Bayview Lake,17.5,3.701,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1876,John C. Stennis,73.4,272.854,NA,extrapolated,1207,-1.94,-0.22,Inf,-Inf,15.86,0,0,Inf,-Inf,0,-0.4088,-0.1351,-0.0776,-0.1809,-0.916,-0.805,-0.998,0.655,0.29
1877,Spivey Lake Dam,16.3,0.469,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1878,Lake Purdy Dam,32.6,2.145,NA,extrapolated,1862,1.01,-7.87,Inf,-Inf,54.45,3.67,-10.12,Inf,30.86,41.58,0.1363,-0.0185,0.2201,0.2064,-0.533,1.71,-0.733,1.042,0.258
1879,North Santee Dam,1517.2,561.578,NA,extrapolated,1827,1.91,0.36,Inf,-Inf,86.92,4.86,-2.37,82.62,-Inf,78.31,0.2882,0.0896,0.1945,0.121,-0.229,-0.254,-0.971,0.353,0.825
1880,Logan Martin,801.8,374.051,NA,extrapolated,1862,1.01,-7.87,Inf,-Inf,54.45,3.67,-10.12,Inf,30.86,41.58,0.1363,-0.0185,0.2201,0.2064,-0.533,1.71,-0.733,1.042,0.258
1881,Plant Wansley Main Storage Lake Dam,59.2,0.932,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1882,Lake Kedron Dam,32.9,0.463,NA,extrapolated,1916,1.02,0.31,Inf,-Inf,93.83,2,2.01,Inf,-Inf,83.8,240.9161,84.7844,83.9024,-52.3545,63.516,1370.636,126.403,88.485,0.765
1883,Wallace,727.8,64.278,25.08,full,NA,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1884,Upper Towaliga River Dam,36.7,1.058,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1885,Horton Creek Reservoir Dam,22.4,0.259,NA,extrapolated,1916,1.02,0.31,Inf,-Inf,93.83,2,2.01,Inf,-Inf,83.8,240.9161,84.7844,83.9024,-52.3545,63.516,1370.636,126.403,88.485,0.765
1886,Lloyd Shoals,132,52.085,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
1887,Lake Nicol Dam,12.8,1.263,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1888,Lake Tuscaloosa Dam,222,22.808,NA,extrapolated,1782,0.96,1.65,Inf,-Inf,17.2,2.03,-1.78,Inf,-Inf,8.43,0.3071,0.0776,0.1473,-0.0011,-1.414,3.428,-0.912,3.297,0.185
1889,R.L. Harris,525.5,61.661,NA,extrapolated,1841,1.77,0.85,Inf,-Inf,83.05,3.4,-2.88,Inf,-Inf,74.36,0.4457,0.0509,0.0561,-0.0337,-0.625,1.62,-0.694,0.932,0.385
1890,Pinopolis West Dam,1369.2,4.921,NA,extrapolated,1827,1.91,0.36,Inf,-Inf,86.92,4.86,-2.37,82.62,-Inf,78.31,0.2882,0.0896,0.1945,0.121,-0.229,-0.254,-0.971,0.353,0.825
1891,Savannah River Par Pond Lower Dam,106,1.299,NA,extrapolated,1851,1.52,-0.47,Inf,-Inf,76.86,2.99,-3.75,Inf,52.64,56.99,0.062,0.0431,0.0066,0.0881,-0.638,1.951,-1,0.843,0.229
1892,High Falls Dam,15.4,6.333,NA,extrapolated,1883,2.08,0.61,Inf,-Inf,4.93,0.21,0.06,Inf,0.84,1,0.3194,0.0306,0.1359,-0.0462,-0.549,1.189,-0.635,1.436,0.216
