GRanD_ID,GRanD_NAME,GRanD_CAP_MCM,GRanD_MEANFLOW_CUMECS,Obs_MEANFLOW_CUMECS,fit,match,NORhi_alpha,NORhi_beta,NORhi_max,NORhi_min,NORhi_mu,NORlo_alpha,NORlo_beta,NORlo_max,NORlo_min,NORlo_mu,Release_alpha1,Release_alpha2,Release_beta1,Release_beta2,Release_c,Release_max,Release_min,Release_p1,Release_p2
446,North Block Tailings Impoundment,56.6,0.031,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
447,Tails Dam,21,0.007,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
448,Bor Stateline Summit,17.3,0.095,1.333,full,NA,1.06,-22.3,Inf,-Inf,72.38,1.65,-5.91,Inf,-Inf,26.84,-0.3445,0.1194,-1.2476,0.6368,-0.272,2.148,-1,0.507,0.205
449,Echo,91.2,9.954,7.134,full,NA,11.64,-10.08,Inf,-Inf,82.14,18.12,-12.83,47.6,13.65,29.18,-0.2211,0.3255,-1.0116,0.1569,-0.036,1.441,-1,0.068,0.519
450,East Canyon,59.3,2.521,1.571,full,NA,5.95,-9.09,99.98,82.8,90.75,9.44,-16.56,Inf,43.2,49.96,-0.2582,0.4171,-1.029,-0.0294,0,1.741,-0.909,0,0
451,Flaming Gorge,4336.3,97.626,56.138,full,NA,-4.67,-0.78,99.84,-Inf,97.07,0.28,-0.42,Inf,-Inf,76.12,0.1248,-0.1443,-0.2757,0.1671,-0.537,1.31,-0.595,0.801,0.244
452,Long Park,18,0.004,NA,extrapolated,420,0.35,-41.9,85.64,48.71,44.01,-0.74,-26.4,Inf,11.36,0,-1.0907,1.3715,-1.7514,0.4411,0,4.459,-1,0,0
453,Amax Solar Ponds,12.3,0.081,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
454,Rawhide,25,0.085,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
455,Willow Creek,45.5,0.231,NA,extrapolated,574,1.62,-16.08,Inf,79.35,82.89,7.68,-4.25,Inf,14.85,15.52,-0.213,0.0314,-1.2867,0.5199,0,1.797,-0.93,0,0
456,Wanship,75.1,4.522,4.763,full,NA,-1.22,-9.81,Inf,-Inf,89.99,6.43,-38.82,Inf,33.36,22.58,-0.0723,-0.0505,-0.6476,0.207,-0.147,0.895,-0.851,0.217,0.461
457,Little Dell,30.8,0.296,NA,extrapolated,479,2.63,-3.85,Inf,-Inf,67.19,7.62,-2.78,Inf,21.6,29.22,-0.1335,0.061,-0.6307,0.259,0,1.37,-0.552,0,0
458,Smith and Morehouse Dam,13,0.392,1.277,full,NA,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
459,James Creek Tailings Dam,73.8,0.005,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
460,Douglas,14.4,0.255,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
461,South Fork,49.3,6.857,NA,extrapolated,160,-12.61,-64.47,98.62,37.53,44.48,-0.78,-26.02,Inf,25.74,30.39,0.1266,-0.0122,-0.3976,-0.1635,-0.544,1.327,-0.905,0.524,0.302
462,North Poudre 6,17.9,0.062,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
463,Windsor 8,15.3,0.014,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
464,Upper Pitt Taylor,29.6,0.034,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
465,Terry Lake,12.3,0.398,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
466,Chambers Lake,14.1,0.119,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
467,Bor Jordanelle,458.9,3.065,8.917,full,NA,-0.73,-8.32,Inf,72.69,73.83,-6.64,-7.11,Inf,-Inf,47.42,-0.1335,0.061,-0.6307,0.259,0,1.37,-0.552,0,0
468,Dixon Canyon,210.1,0.083,3.756,full,NA,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
469,Red Fleet,29.6,0.257,1.046,full,NA,1.52,-7.82,100,88.54,93.47,10.38,-10.23,58.33,38.14,44.45,-0.0303,-0.0877,-1.0815,0.2845,-0.303,1.165,-0.946,0.411,0.21
470,Upper Bor Stillwater,36.4,0.663,4.139,full,NA,-72.92,-2.96,94.51,33.48,105.51,-4.28,-31.89,Inf,4.72,0,0.0053,-0.0384,-0.739,0.2448,0,0.649,-0.869,0,0
471,Moon Lake,44.2,0.518,3.256,full,NA,15.08,-10.88,96.82,-Inf,92.2,11.06,-1.99,Inf,-Inf,22.88,-0.149,0.0368,-1.544,0.6723,0,2.213,-1,0,0
472,Elkhead Creek,22.8,1.249,NA,extrapolated,488,5.4,-5.67,87.47,-Inf,82.79,13.73,-2.19,68.76,-Inf,64.93,-0.1796,0.1147,-0.8672,0.1402,0,1.377,-0.924,0,0
473,Steinaker,41.1,0.053,1.124,full,NA,16.12,-5.25,99.21,-Inf,98.01,11.02,-3.97,Inf,3.9,12.69,-0.4853,0.4222,-1.5754,0.5753,0,2.412,-1,0,0
474,Long Draw,17.5,0.046,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
475,Lower Pitt Taylor,24.9,20.555,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
476,Boyd Lake,74,0.069,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
477,Deer Creek,184.7,7.363,10.795,full,NA,5.84,-4.96,99.32,-Inf,95.46,7.75,-8.31,Inf,35.8,45.09,-0.1131,0.0885,-0.7131,0.145,-0.246,0.984,-0.751,0.363,0.367
478,Lake Loveland,19.3,0.03,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
479,Utah Lake Outlet,1689.7,38.282,NA,storage_only,467,2.63,-3.85,Inf,-Inf,67.19,7.62,-2.78,Inf,21.6,29.22,-0.1335,0.061,-0.6307,0.259,0,1.37,-0.552,0,0
480,Lone Tree,13.7,0.031,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
481,Carter Lake Dam 1,124.6,0.011,NA,storage_only,500,12.68,-14.46,99.96,-Inf,99.95,10.16,-23.88,Inf,-Inf,45.35,-0.0563,-0.0789,-0.8354,0.3977,0,1.953,-0.944,0,0
482,Big Sand Wash,18,0.063,NA,extrapolated,506,0.92,-22.69,Inf,74.9,75.57,5.11,-6.57,Inf,-Inf,18.25,-0.2685,0.1972,-1.1542,0.2269,0,1.894,-1,0,0
483,North Bottle Hollow,14.5,0.006,NA,extrapolated,506,0.92,-22.69,Inf,74.9,75.57,5.11,-6.57,Inf,-Inf,18.25,-0.2685,0.1972,-1.1542,0.2269,0,1.894,-1,0,0
484,Stagecoach,51.4,0.959,NA,extrapolated,506,0.92,-22.69,Inf,74.9,75.57,5.11,-6.57,Inf,-Inf,18.25,-0.2685,0.1972,-1.1542,0.2269,0,1.894,-1,0,0
485,Cortez Pipeline Tailings Dam,16.2,0.001,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
486,Button Rock,25.2,0.602,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
487,Shadow Mountain,22.7,1.115,NA,storage_only,507,-0.11,0.25,Inf,-Inf,97.2,1.16,-0.06,Inf,93.58,94.18,1.1936,0.4969,1.3274,0.0952,0.147,-0.744,-0.984,0,0.964
488,Bor Starvation,233.1,5.871,5.598,full,NA,5.4,-5.67,87.47,-Inf,82.79,13.73,-2.19,68.76,-Inf,64.93,-0.1796,0.1147,-0.8672,0.1402,0,1.377,-0.924,0,0
489,Pelican Lake,19.6,0.022,NA,extrapolated,506,0.92,-22.69,Inf,74.9,75.57,5.11,-6.57,Inf,-Inf,18.25,-0.2685,0.1972,-1.1542,0.2269,0,1.894,-1,0,0
490,Union,22.6,0.048,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
491,Willow Creek,13.8,1.005,0.912,full,NA,-1.8,-5.5,88.91,-Inf,84.25,-3.97,-7.9,Inf,60.52,60.36,0.7813,-0.9727,-1.413,0.4837,-0.443,3.701,-7.907,0.793,0.569
492,Granby,574.3,1.936,3.539,full,NA,-0.51,0.19,100,99.4,99.94,-11.93,-3.57,Inf,-Inf,49.43,0.8044,1.1212,1.2909,-0.0648,0,3.8,-0.8,0,0
493,Soldier Creek,1390.9,2.114,6.267,full,NA,-1.61,-4.25,Inf,87.6,89.75,-4.89,-2.79,Inf,-Inf,61.74,-0.7703,0.4927,-0.5443,-0.136,0,-0.154,-0.941,0,0
494,Taylor Draw,27.4,19.126,NA,extrapolated,493,-1.61,-4.25,Inf,87.6,89.75,-4.89,-2.79,Inf,-Inf,61.74,-0.7703,0.4927,-0.5443,-0.136,0,-0.154,-0.941,0,0
495,Boulder North Dam,21.8,0.083,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
496,Yamcolo,15,0.267,NA,extrapolated,572,0.46,-30.7,99.62,64.18,74.1,15.87,-26.98,Inf,17.52,5.5,-0.649,0.5189,-1.5734,0.603,0,2.539,-1,0,0
497,Williams Fork,125.3,3.601,4.135,full,NA,-5.84,-7.07,94.88,80.03,87.14,-7.39,-14.51,Inf,-Inf,43.81,-0.2621,0.0618,-0.448,0.1162,0,1.894,-0.884,0,0
498,Valmont A,19.7,0.01,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
499,Barker,15.3,0.453,NA,extrapolated,500,-13.82,-3.11,86.38,-Inf,84.82,-13.08,-8.5,Inf,36.1,44.8,-0.0563,-0.0789,-0.8354,0.3977,0,1.953,-0.944,0,0
500,Gross,58.6,0.944,3.51,full,NA,-13.82,-3.11,86.38,-Inf,84.82,-13.08,-8.5,Inf,36.1,44.8,-0.0563,-0.0789,-0.8354,0.3977,0,1.953,-0.944,0,0
501,Marshall Lake,15.9,0.003,NA,extrapolated,468,7.35,-6.44,90.44,-Inf,86.29,20.12,-15.38,24.47,8.03,19.61,-0.8631,0.4043,-0.7711,-0.184,0,3.164,-1,0,0
502,Green Mountain,139.1,9.539,12.629,full,NA,-39.17,-0.2,99.82,-Inf,111.49,-10.28,-15.63,Inf,-Inf,56.19,-0.4055,0.1964,-0.4552,-0.0311,0,0.799,-0.854,0,0
503,Mona,37,4.854,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
504,Standley Lake,67.5,0.08,NA,extrapolated,529,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
505,Ralston,19.6,0.336,2.297,full,NA,-0.48,-1.68,Inf,-Inf,64.28,-0.12,-30.71,56.73,33.18,26.02,-0.2643,0.1813,-0.5989,0.1996,-0.034,1.342,-0.84,0.091,0.293
506,Scofield,81.2,1.107,1.81,full,NA,0.92,-22.69,Inf,74.9,75.57,5.11,-6.57,Inf,-Inf,18.25,-0.2685,0.1972,-1.1542,0.2269,0,1.894,-1,0,0
507,Rifle Gap,15,1.288,6.552,full,NA,10.2,-0.61,99.94,-Inf,100.17,10.64,-13.28,Inf,-Inf,22.38,1.1936,0.4969,1.3274,0.0952,0.147,-0.744,-0.984,0,0.964
508,Marston Lake North Dam,26,0.011,1.627,full,NA,-0.31,-3.28,Inf,-Inf,88.74,-4.75,-0.92,Inf,-Inf,33.26,0.0048,0.2167,-0.0422,0.1902,0.063,1.61,-1,0,0.418
509,Dillon,376.2,4.138,8.838,full,NA,-1.35,-1.94,Inf,-Inf,82.75,-5.85,-4.72,Inf,-Inf,58.53,9e-4,-0.1259,-0.7041,0.4048,-0.787,1.995,-0.833,0.679,0.314
510,Electric Lake Dam,43.8,0.185,NA,extrapolated,488,5.4,-5.67,87.47,-Inf,82.79,13.73,-2.19,68.76,-Inf,64.93,-0.1796,0.1147,-0.8672,0.1402,0,1.377,-0.924,0,0
511,Chatfield Dam,437.9,8.869,5.207,full,NA,0.32,-2.61,Inf,7.69,6.79,0.94,-0.15,Inf,4.71,5.47,0.1591,-0.1834,-1.0213,0.4046,-0.609,2.972,-0.962,0.95,0.676
512,Stillwater Point Dam,23.4,0.057,NA,extrapolated,160,-12.61,-64.47,98.62,37.53,44.48,-0.78,-26.02,Inf,25.74,30.39,0.1266,-0.0122,-0.3976,-0.1635,-0.544,1.327,-0.905,0.524,0.302
513,Fool Creek 1,21.9,0.059,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
514,Lahontan,391.3,17.536,16.224,full,NA,10.27,-16.43,Inf,60.15,79.5,12.69,-6.7,Inf,2.38,10.8,-0.1687,-0.0094,-0.9576,0.0144,-0.357,0.917,-0.998,0.349,0.205
515,Sevier Bridge,446.7,13.95,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
516,Homestake Dam,56.6,0.081,NA,storage_only,497,-5.34,5.56,92.18,-Inf,92.23,-17.86,1.28,Inf,-Inf,56.33,-0.2621,0.0618,-0.448,0.1162,0,1.894,-0.884,0,0
517,Ruedi,160.4,2.815,4.533,full,NA,-9.9,-6.7,77.16,58.67,67.69,-6.81,-7.03,Inf,-Inf,46.82,-0.2185,0.1127,-0.484,-0.0281,0,1.076,-0.744,0,0
518,Joes Valley,67.7,0.293,2.696,full,NA,-0.05,-11.76,100,85.68,89.7,0.73,-7.03,Inf,-Inf,52.41,-0.1876,0.0226,-0.9568,0.2196,0,1.09,-0.915,0,0
519,Sugar Loaf,167.2,0.256,4.44,full,NA,-8.42,-2.2,93.57,-Inf,88.53,-14.31,-4.93,Inf,-Inf,42.19,0.416,-0.0837,0.013,0.144,0,1.522,-0.897,0,0
520,Giroux Tailings Impoundment,34.3,0.099,NA,extrapolated,627,5.38,-5.22,Inf,35,40.45,1.58,-1.03,Inf,2.58,3.81,0.1972,-0.0448,-0.2551,-0.0195,0,0.561,-0.439,0,0
521,Vega,41.1,0.294,NA,storage_only,517,12.07,-56.16,99.99,50.43,46.39,13.88,-67.14,Inf,17.2,0,-0.2185,0.1127,-0.484,-0.0281,0,1.076,-0.744,0,0
522,Cheesman,107.6,4.775,6.101,full,NA,-1.18,-2.58,91.22,-Inf,89.14,0.03,-3.37,Inf,-Inf,56.23,-0.3208,0.248,-0.5038,0.0993,0,1.58,-0.782,0,0
523,Gunnison,30.8,5.688,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
524,Marlette Lake Dam,15.7,0.067,4.154,full,NA,0.7,-0.33,Inf,-Inf,94.2,1.9,-2.1,Inf,-Inf,86.59,-0.6319,0.4311,-0.5775,-0.0262,0,-0.952,-1,0,0
525,Scipio Lake,14.4,0.485,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
526,Millsite,24.7,0.085,NA,extrapolated,473,16.12,-5.25,99.21,-Inf,98.01,11.02,-3.97,Inf,3.9,12.69,-0.4853,0.4222,-1.5754,0.5753,0,2.412,-1,0,0
527,Weber Dam,18.4,13.234,0.761,full,NA,3.04,-1.49,Inf,-Inf,68.06,6.54,-0.24,Inf,-Inf,10.85,-0.1843,0.1128,-0.6398,0.1504,0,0.681,-1,0,0
528,Clear Creek,16.7,2.689,NA,extrapolated,995,13.15,-9.54,99.13,-Inf,94.68,8.42,-4.17,Inf,-Inf,16.71,0.416,-0.0837,0.013,0.144,0,1.522,-0.897,0,0
529,Antero,141.8,0.632,0.726,full,NA,-0.03,-0.05,Inf,-Inf,17.6,0.05,-0.2,Inf,0.01,0,0.1722,-0.0769,-1.0215,0.6832,-0.282,3.328,-0.845,0.29,0.557
530,Spinney Mountain,102.7,2.405,4.873,full,NA,-1.85,-2.97,Inf,-Inf,59.94,-9.25,-7.83,Inf,25.99,29.06,-0.1994,-0.002,-0.6075,0.2897,-0.201,0.744,-0.767,0.267,0.226
531,Paonia,20.4,3.694,3.84,full,NA,0.18,-67.65,96.15,30.75,49.88,3.2,-40.85,Inf,1.18,0,0.287,-0.3271,-0.8333,0.0184,-0.074,2.404,-0.982,0,0.429
532,North Catamount,18.6,0.021,NA,extrapolated,995,13.15,-9.54,99.13,-Inf,94.68,8.42,-4.17,Inf,-Inf,16.71,0.416,-0.0837,0.013,0.144,0,1.522,-0.897,0,0
533,Eleven Mile Canyon,157.9,2.504,3.292,full,NA,-0.08,-1,Inf,78.13,78.72,-1.1,-1.65,Inf,-Inf,57.89,-0.2175,0.2656,-0.4237,0.1448,-0.684,1.623,-0.673,0.679,0.49
534,Pruess Lake,15.9,4.615,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
535,Bodie Dam,61.7,0.022,NA,extrapolated,514,10.27,-16.43,Inf,60.15,79.5,12.69,-6.7,Inf,2.38,10.8,-0.1687,-0.0094,-0.9576,0.0144,-0.357,0.917,-0.998,0.349,0.205
536,Taylor Park,131,3.353,5.421,full,NA,-4.99,-22.98,97.12,73.86,73.68,-6.01,-18.57,Inf,47.37,41.62,-0.2681,0.2136,-0.7727,0.2698,0,1.617,-0.713,0,0
537,Crawford,17.2,0.866,1.643,full,NA,20.97,-29.48,99.9,47.3,68.27,13.43,-25.41,Inf,7.6,11.73,-0.418,0.2545,-0.0513,-0.1145,-0.245,1.349,-0.932,0.359,0.805
538,RMG West Tailings Dam,11.8,0.016,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
539,Johnson,18.9,0.08,NA,extrapolated,597,0,0,Inf,-Inf,100,-3.86,-3.08,Inf,-Inf,49.3,-0.0316,0.1218,-0.0287,0.1143,0,0.34,-0.383,0,0
540,Onion Valley,12.8,0.242,NA,extrapolated,536,-4.99,-22.98,97.12,73.86,73.68,-6.01,-18.57,Inf,47.37,41.62,-0.2681,0.2136,-0.7727,0.2698,0,1.617,-0.713,0,0
541,Blue Mesa,923.2,52.371,35.296,full,NA,-13.64,-10.41,99.77,76.55,91.34,-0.68,-8.96,Inf,-Inf,43.74,-0.1647,0.0692,-0.4327,-0.0125,0,0.874,-0.888,0,0
542,Morrow Point,52,54.443,NA,extrapolated,536,-4.99,-22.98,97.12,73.86,73.68,-6.01,-18.57,Inf,47.37,41.62,-0.2681,0.2136,-0.7727,0.2698,0,1.617,-0.713,0,0
543,Tonopah Tails,105,0.043,NA,extrapolated,458,1.39,-13.78,Inf,66.01,65.72,0.38,-64.14,Inf,26.81,0,0.2685,-0.4073,-1.0848,0.4705,-0.056,3.88,-0.978,0,0.404
544,New Spicer Meadow,238.1,1.649,NA,storage_only,204,-6.19,-32.45,Inf,61.93,64.17,-2.05,-10.49,Inf,-Inf,33.96,0.3002,-0.0975,-0.1144,-0.1158,-0.221,0.607,-0.879,0.296,0.884
545,Donnells,80.2,7.502,20.915,full,NA,-3.38,-18.91,98.45,-Inf,80.49,-21.32,-80.4,Inf,13.01,0,0.0249,-0.072,-0.57,0.3063,-0.338,-0.226,-0.962,0,0.67
546,Bridgeport,54.4,6.814,4.485,full,NA,6.05,-3.66,Inf,-Inf,86.84,7.7,-2.1,Inf,-Inf,15.25,0.1207,-0.0219,-0.8896,0.1465,-0.2,1.337,-0.873,0.416,0.468
547,Piute,168.8,3.125,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
548,Relief,18.7,0.816,NA,storage_only,557,-2.27,-22.54,99.98,76.88,84.48,-13.96,-81.48,Inf,6.62,0,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
549,Silver Jack,15.8,0.752,1.333,full,NA,4.27,-28.94,99.92,69.42,77.15,1.49,-64.86,Inf,11.06,0,-0.3478,0.1088,-1.3743,0.4901,0.197,1.846,-0.781,0.244,0.376
550,Rocky Ford,47.8,2.201,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
551,Main Strawberry,22.6,1.842,NA,extrapolated,557,-4.24,-7.28,Inf,-Inf,90.53,-19.3,-19.72,Inf,45.46,59.99,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
552,Otter Creek,88.6,0.547,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
553,Gurley,14.8,0.02,NA,extrapolated,567,0,0,Inf,-Inf,100,6.44,-14.26,Inf,72.36,72.2,-0.6341,0.5904,-1.2928,0.4627,0,-0.884,-0.966,0,0
554,Cherry Valley,337.4,4.469,14.848,full,NA,-1.48,-3.18,Inf,-Inf,95.01,6.85,-23.91,Inf,-Inf,43.63,-0.6835,0.6941,-0.803,0.0818,0,0.476,-0.99,0,0
555,Lake Eleanor,35.3,2.88,NA,extrapolated,548,-2.27,-22.54,99.98,76.88,84.48,-13.96,-81.48,Inf,6.62,0,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
556,Saddlebag Lake,22.3,0.099,NA,extrapolated,133,0,0,Inf,-Inf,99.91,-0.51,-7.21,100,93.61,97.29,-0.1166,0.2485,-0.3917,0.0041,0.024,0.748,-0.858,0.354,0.811
557,O'Shaughnessy,444.1,12.611,45.767,full,NA,-4.24,-7.28,Inf,-Inf,90.53,-19.3,-19.72,Inf,45.46,59.99,-0.6464,0.4519,-1.1355,0.2284,0,0.959,-0.978,0,0
558,Continental,39.2,0.727,NA,extrapolated,599,7.35,-11.94,Inf,-Inf,79.4,9.08,-3.53,Inf,8.8,15.47,-0.4359,0.3861,-0.4249,0.5563,0,2.007,-0.993,0,0
559,Grant Lake,58.6,1.103,NA,extrapolated,665,5.59,-3.48,Inf,-Inf,72.72,2.72,0.55,Inf,-Inf,26.14,-0.7816,0.1595,-0.2347,-0.5417,0,1.249,-0.943,0,0
560,Santa Maria,60.9,0.096,NA,extrapolated,599,7.35,-11.94,Inf,-Inf,79.4,9.08,-3.53,Inf,8.8,15.47,-0.4359,0.3861,-0.4249,0.5563,0,2.007,-0.993,0,0
561,Groundhog,33.9,0.165,NA,extrapolated,567,0,0,Inf,-Inf,100,6.44,-14.26,Inf,72.36,72.2,-0.6341,0.5904,-1.2928,0.4627,0,-0.884,-0.966,0,0
562,Gem Lake,21.3,0.457,NA,extrapolated,654,1.73,-4.24,Inf,-Inf,62.92,1.4,-1.69,Inf,-Inf,20.39,-0.573,0.6725,-0.7755,0.1083,-0.059,0.592,-0.978,0.09,0.404
563,Panguitch Lake,29.3,0.133,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
564,Rio Grande,91,2.427,NA,extrapolated,599,7.35,-11.94,Inf,-Inf,79.4,9.08,-3.53,Inf,8.8,15.47,-0.4359,0.3861,-0.4249,0.5563,0,2.007,-0.993,0,0
565,Recapture Creek,19.7,0.128,NA,extrapolated,601,0,0,Inf,-Inf,100,0.24,-10.53,Inf,78.04,79.98,-0.2019,0.1682,-0.7169,0.1657,0,-0.199,-0.766,0,0
566,Long Valley,226.3,7.422,NA,extrapolated,135,26.89,-2.56,98.48,-Inf,94.38,16.97,-11.12,91.92,-Inf,80.08,-0.1194,0.1619,-0.2629,0.3411,0,-1,-1,0,0
567,McPhee,282.5,9.433,12.243,full,NA,0,0,Inf,-Inf,100,6.44,-14.26,Inf,72.36,72.2,-0.6341,0.5904,-1.2928,0.4627,0,-0.884,-0.966,0,0
568,Cascade 2,36.8,0.157,NA,extrapolated,575,1.8,-31.12,99.26,72.49,71.61,7.79,-4.45,Inf,-Inf,28.56,-0.2583,0.1006,-1.1517,0.3202,0,1.155,-0.984,0,0
569,Upper Enterprise,14.6,0.097,NA,extrapolated,165,-9.45,-38.57,91.66,53.31,71.01,-8.56,-50.33,Inf,30.83,29.94,0.0743,0.0288,-0.4291,-0.0663,-0.131,1.241,-0.952,0,0.511
570,Williams Creek,17.9,0.498,NA,extrapolated,574,1.62,-16.08,Inf,79.35,82.89,7.68,-4.25,Inf,14.85,15.52,-0.213,0.0314,-1.2867,0.5199,0,1.797,-0.93,0,0
571,Narraguinnep,28,0.073,NA,extrapolated,601,0,0,Inf,-Inf,100,0.24,-10.53,Inf,78.04,79.98,-0.2019,0.1682,-0.7169,0.1657,0,-0.199,-0.766,0,0
