datetime,cannonsville,pepacton,neversink,aggregate
1945-01-01,,,,501.3335267338334
1945-01-02,,,,501.3335267338334
1945-01-03,,,,501.3335267338334
1945-01-04,,,,805.273987013182
1945-01-05,,,,837.7989809176142
1945-01-06,,,,837.7989809176142
1945-01-07,,,,837.7989809176142
1945-01-08,,,,837.7989809176142
1945-01-09,,,,837.7989809176142
1945-01-10,,,,837.7989809176142
1945-01-11,,,,838.9205324315603
1945-01-12,,,,988.0868837863698
1945-01-13,,,,1025.0980837465856
1945-01-14,,,,1025.0980837465856
1945-01-15,,,,1025.0980837465856
1945-01-16,,,,1050.8937685673422
1945-01-17,,,,1054.25842310918
1945-01-18,,,,1054.25842310918
1945-01-19,,,,1054.25842310918
1945-01-20,,,,1054.25842310918
1945-01-21,,,,1054.25842310918
1945-01-22,,,,1053.136871595234
1945-01-23,,,,1053.136871595234
1945-01-24,,,,980.2360231887482
1945-01-25,,,,977.9929201608564
1945-01-26,,,,1054.25842310918
1945-01-27,,,,1054.25842310918
1945-01-28,,,,1054.25842310918
1945-01-29,,,,1170.8997805595575
1945-01-30,,,,1164.1704714758819
1945-01-31,,,,1158.5627139061523
1945-02-01,,,,498.76756786285296
1945-02-02,,,,498.76756786285296
1945-02-03,,,,498.76756786285296
1945-02-04,,,,801.1523796991687
1945-02-05,,,,833.5109019989959
1945-02-06,,,,833.5109019989959
1945-02-07,,,,833.5109019989959
1945-02-08,,,,833.5109019989959
1945-02-09,,,,833.5109019989959
1945-02-10,,,,833.5109019989959
1945-02-11,,,,834.6267131127831
1945-02-12,,,,983.0295912464732
1945-02-13,,,,1019.851358001449
1945-02-14,,,,1019.851358001449
1945-02-15,,,,1019.851358001449
1945-02-16,,,,1045.5150136185534
1945-02-17,,,,1048.8624469599147
1945-02-18,,,,1048.8624469599147
1945-02-19,,,,1048.8624469599147
1945-02-20,,,,1048.8624469599147
1945-02-21,,,,1048.8624469599147
1945-02-22,,,,1047.7466358461274
1945-02-23,,,,1047.7466358461274
1945-02-24,,,,975.2189134499631
1945-02-25,,,,972.987291222389
1945-02-26,,,,1048.8624469599147
1945-02-27,,,,1048.8624469599147
1945-02-28,,,,1048.8624469599147
1945-03-01,,,,646.3813198094399
1945-03-02,,,,570.2215872639168
1945-03-03,,,,344.6716101098675
1945-03-04,,,,357.3648988674547
1945-03-05,,,,580.9620623664905
1945-03-06,,,,581.9384691939972
1945-03-07,,,,584.8676896765174
1945-03-08,,,,644.4285061544265
1945-03-09,,,,637.5936583618795
1945-03-10,,,,368.1053739700285
1945-03-11,,,,356.38849203994806
1945-03-12,,,,640.5228788443998
1945-03-13,,,,646.3813198094399
1945-03-14,,,,663.9566427045606
1945-03-15,,,,8.787661447560362
1945-03-16,,,,0.0
1945-03-17,,,,0.0
1945-03-18,,,,0.0
1945-03-19,,,,199.1869928113682
1945-03-20,,,,209.927467913942
1945-03-21,,,,206.99824743142185
1945-03-22,,,,361.2705261774815
1945-03-23,,,,391.5391378301895
1945-03-24,,,,342.71879645485416
1945-03-25,,,,342.71879645485416
1945-03-26,,,,35.15064579024145
1945-03-27,,,,0.0
1945-03-28,,,,0.0
1945-03-29,,,,0.0
1945-03-30,,,,0.0
1945-03-31,,,,0.0
1945-04-01,,,,545.6907326603394
1945-04-02,,,,489.13732945735876
1945-04-03,,,,674.6721785618743
1945-04-04,,,,768.927850566842
1945-04-05,,,,768.927850566842
1945-04-06,,,,355.1950587134573
1945-04-07,,,,272.8453663301697
1945-04-08,,,,553.6280524081262
1945-04-09,,,,571.4870218406465
1945-04-10,,,,625.0639301382071
1945-04-11,,,,703.4449626476013
1945-04-12,,,,703.4449626476013
1945-04-13,,,,786.7868199993621
1945-04-14,,,,852.269707918603
1945-04-15,,,,777.8573352831021
1945-04-16,,,,860.2070276663896
1945-04-17,,,,754.0453760397418
1945-04-18,,,,857.2305327609696
1945-04-19,,,,862.1913576033363
1945-04-20,,,,665.7426938456141
1945-04-21,,,,609.1892906426335
1945-04-22,,,,604.2284658002668
1945-04-23,,,,652.8445492554606
1945-04-24,,,,646.8915594446205
1945-04-25,,,,646.8915594446205
1945-04-26,,,,645.8993944761472
1945-04-27,,,,717.3352722062281
1945-04-28,,,,743.131561386535
1945-04-29,,,,743.131561386535
1945-04-30,,,,660.7818690032475
1945-05-01,,,,515.2567643440061
1945-05-02,,,,514.2344294941172
1945-05-03,,,,408.93393995556033
1945-05-04,,,,408.93393995556033
1945-05-05,,,,433.46997635289387
1945-05-06,,,,463.1176869996721
1945-05-07,,,,509.12275524467265
1945-05-08,,,,315.90146861567035
1945-05-09,,,,316.92380346555933
1945-05-10,,,,531.6141219422285
1945-05-11,,,,568.418176538229
1945-05-12,,,,569.4405113881178
1945-05-13,,,,745.2821055690088
1945-05-14,,,,577.6191901872289
1945-05-15,,,,412.00094450522715
1945-05-16,,,,365.9958762602265
1945-05-17,,,,750.3937798184531
1945-05-18,,,,407.9116051056714
1945-05-19,,,,406.88927025578255
1945-05-20,,,,757.5501237676755
1945-05-21,,,,653.2719690790076
1945-05-22,,,,634.8699417810074
1945-05-23,,,,538.7704658914507
1945-05-24,,,,726.8800782710084
1945-05-25,,,,498.8994067457836
1945-05-26,,,,513.2120946442282
1945-05-27,,,,812.7562056616763
1945-05-28,,,,612.3785750834517
1945-05-29,,,,612.3785750834517
1945-05-30,,,,613.4009099333407
1945-05-31,,,,613.4009099333407
1945-06-01,,,,612.9908364166548
1945-06-02,,,,480.9472128489163
1945-06-03,,,,551.3062239470545
1945-06-04,,,,481.91103491875384
1945-06-05,,,,609.135548137305
1945-06-06,,,,625.5205233245425
1945-06-07,,,,593.7143950199047
1945-06-08,,,,577.3294198326672
1945-06-09,,,,577.3294198326672
1945-06-10,,,,723.8303744479683
1945-06-11,,,,725.7580185876433
1945-06-12,,,,724.7941965178057
1945-06-13,,,,770.0938338001686
1945-06-14,,,,435.6475755665535
1945-06-15,,,,554.197690156567
1945-06-16,,,,554.197690156567
1945-06-17,,,,649.6160750704803
1945-06-18,,,,723.8303744479683
1945-06-19,,,,714.1921537495932
1945-06-20,,,,749.8535703335812
1945-06-21,,,,695.8795344226805
1945-06-22,,,,577.3294198326672
1945-06-23,,,,580.2208860421797
1945-06-24,,,,639.9778543721052
1945-06-25,,,,650.5798971403177
1945-06-26,,,,650.5798971403177
1945-06-27,,,,650.5798971403177
1945-06-28,,,,649.6160750704803
1945-06-29,,,,649.6160750704803
1945-06-30,,,,649.6160750704803
